table_id,row_id,citing_region_country_or_economy,canada,mexico,united_states,argentina,brazil,chile,austria,belgium,czechia,denmark,finland,france,germany,greece,ireland,italy,netherlands,poland,portugal,spain,sweden,united_kingdom,norway,russia,switzerland,turkey,iran,israel,saudi_arabia,egypt,south_africa,china,india,japan,malaysia,pakistan,singapore,south_korea,taiwan,thailand,australia,new_zealand
10009,r031,South Africa,2.13,0.69,0.83,0.22,1.16,0.69,0.41,0.44,0.17,1.07,1.01,0.84,1.15,0.46,0.61,1.35,1.66,1.32,0.31,0.81,0.72,1.37,0.73,0.26,0.82,0.68,0.23,0.62,0.3,0.01,19.39,0.45,1.14,0.45,2.75,0.12,0.05,0.75,0.62,1.46,2.23,1.0
10009,r032,China,1.45,0.58,0.95,0.3,0.47,0.59,0.65,0.73,0.4,0.74,0.97,0.73,0.82,0.67,0.65,0.88,0.85,0.7,0.46,0.78,0.84,0.8,0.95,0.33,0.7,0.72,0.53,0.76,0.24,0.18,0.91,3.21,0.56,0.68,0.19,0.32,6.57,0.6,0.69,0.81,1.08,0.56
10009,r033,India,0.97,0.48,0.8,0.39,0.66,0.45,0.61,0.48,0.31,0.73,1.96,0.97,0.79,0.51,0.69,1.27,1.0,0.94,0.89,0.96,0.9,0.82,2.3,0.37,0.53,0.66,0.6,0.75,1.42,1.59,2.36,0.62,7.54,0.48,0.65,0.92,0.74,0.5,0.82,0.59,0.87,0.49
10009,r034,Japan,1.04,0.69,1.02,0.18,0.26,0.78,0.76,0.3,0.28,1.3,1.16,1.11,1.15,0.57,1.27,1.01,1.0,0.58,0.73,0.83,1.09,0.87,1.31,0.24,1.1,0.21,0.14,0.93,0.03,0.02,0.6,0.4,0.29,5.35,0.49,0.04,0.27,0.56,1.44,0.35,0.9,0.74
10009,r035,Malaysia,0.66,0.97,0.75,0.0,0.65,0.27,0.78,0.31,0.81,0.03,0.15,0.54,0.32,0.92,0.17,0.42,0.5,0.69,0.01,0.44,0.31,0.62,0.18,0.3,0.33,9.0,2.26,0.01,1.09,7.36,0.74,1.6,0.43,0.69,516.52,10.81,6.93,1.7,5.31,0.01,0.46,0.01
10009,r036,Pakistan,0.41,0.32,0.41,0.03,0.02,0.39,0.18,0.76,0.51,0.27,1.21,0.92,0.21,0.34,0.0,1.24,0.17,0.13,0.37,0.61,0.46,0.4,2.93,0.78,0.09,0.85,2.61,0.31,6.14,5.62,1.56,0.35,4.26,0.13,0.0,193.43,0.0,0.49,0.05,0.04,0.17,1.44
10009,r037,Singapore,0.32,0.04,0.69,0.0,0.25,1.04,0.04,0.01,0.03,0.38,0.44,0.95,0.59,0.04,0.11,0.53,0.71,0.04,0.34,1.82,0.09,0.54,0.68,0.0,0.97,0.0,0.04,0.03,0.0,0.0,0.52,1.24,1.26,0.36,0.0,0.0,1336.92,0.06,0.11,0.0,0.62,0.03
10009,r038,South Korea,1.01,0.55,0.9,0.55,0.51,0.81,0.53,0.89,0.18,1.44,1.77,1.22,0.99,0.39,0.53,1.25,0.82,0.84,0.89,0.88,0.6,1.05,1.49,0.3,0.72,0.56,0.5,0.75,0.31,0.74,1.07,0.57,0.46,1.05,1.81,0.36,1.36,11.84,1.57,0.54,1.33,2.07
10009,r039,Taiwan,1.67,1.02,0.98,0.19,0.7,0.94,0.53,0.45,0.24,1.65,0.72,1.39,1.12,0.56,0.25,1.1,1.04,0.27,0.58,1.08,1.31,0.81,1.06,0.29,0.81,0.32,0.43,0.55,0.4,1.0,0.58,0.66,0.54,1.96,0.07,0.0,0.2,0.88,13.76,0.49,0.95,1.56
10009,r040,Thailand,0.48,1.66,1.11,1.42,0.17,0.68,0.25,0.49,2.9,0.84,1.61,0.88,0.69,1.5,0.15,0.9,0.84,0.8,0.67,0.92,0.39,1.33,1.07,0.42,0.27,3.49,0.92,0.39,0.68,0.0,0.86,1.15,1.46,0.58,0.0,0.0,0.0,0.84,0.5,83.8,0.4,3.89
10009,r041,Australia,1.58,0.75,1.08,0.34,0.47,1.04,0.53,0.55,0.3,1.69,0.53,0.74,1.15,0.4,0.46,0.88,1.57,0.62,0.7,0.8,0.95,1.19,0.52,0.11,0.9,0.22,0.14,0.71,0.04,0.03,1.45,0.43,0.42,0.59,0.01,0.0,1.07,0.47,0.43,0.36,7.73,1.69
10009,r042,New Zealand,1.15,0.35,1.53,0.1,0.12,0.62,0.59,1.04,0.23,0.59,0.15,0.83,0.89,0.14,1.42,0.55,0.96,1.19,0.17,0.56,0.87,1.18,0.15,0.22,0.54,0.05,0.1,0.5,0.0,0.0,0.74,0.5,0.55,0.64,0.0,0.0,0.03,1.38,0.51,1.95,2.29,53.64
