table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_fte_r_d_employeesa_total,field_fte_r_d_employeesa_full_time_r_d_employees,field_fte_r_d_employeesa_full_time_employees_working_on_r_d_part_time,field_fte_r_d_employeesa_part_time_employees_working_on_r_d,field_fte_r_d_scientists_and_engineersb_total,field_fte_r_d_scientists_and_engineersb_full_time_r_d_employees,field_fte_r_d_scientists_and_engineersb_full_time_employees_working_on_r_d_part_time,field_fte_r_d_scientists_and_engineersb_part_time_employees_working_on_r_d
2086,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['15', '  ']","['14', '  ']","['1', '  ']","['*', '  ']","['9', '  ']","['9', '  ']","['1', '  ']","['*', '  ']"
2086,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['4', '  ']","['3', '  ']","['*', '  ']","['*', '  ']","['2', '  ']","['2', '  ']","['*', '  ']","['*', '  ']"
2086,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['5', 'i ']","['5', 'i ']","['*', 'i ']","['*', 'i ']","['4', 'i ']","['4', 'i ']","['*', 'i ']","['*', 'i ']"
2086,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['125', '  ']","['118', '  ']","['6', '  ']","['1', '  ']","['86', '  ']","['82', '  ']","['4', '  ']","['*', '  ']"
2086,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['11', '  ']","['11', '  ']","['*', '  ']","['*', '  ']","['9', '  ']","['9', '  ']","['*', 'i ']","['*', '  ']"
2086,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['10', '  ']","['9', '  ']","['1', '  ']","['*', '  ']","['6', '  ']","['6', '  ']","['*', '  ']","['*', '  ']"
2086,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['23', '  ']","['18', '  ']","['5', '  ']","['1', '  ']","['13', '  ']","['11', '  ']","['2', '  ']","['*', '  ']"
2086,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['5', '  ']","['4', '  ']","['1', '  ']","['*', 'i ']","['3', '  ']","['3', '  ']","['*', '  ']","['*', 'i ']"
2086,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['6', '  ']","['3', '  ']","['3', '  ']","['*', '  ']","['2', '  ']","['2', '  ']","['1', '  ']","['*', '  ']"
2086,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['18', '  ']","['10', '  ']","['8', '  ']","['*', '  ']","['9', '  ']","['5', '  ']","['3', '  ']","['*', 'i ']"
2086,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['74', '  ']","['53', '  ']","['21', '  ']","['*', '  ']","['51', '  ']","['38', '  ']","['13', '  ']","['*', '  ']"
2086,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['8', '  ']","['7', '  ']","['1', '  ']","['*', '  ']","['6', '  ']","['5', '  ']","['1', '  ']","['*', '  ']"
2086,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['10', '  ']","['10', '  ']","['*', '  ']","['*', '  ']","['8', '  ']","['8', '  ']","['*', '  ']","['*', 'i ']"
2086,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['10', '  ']","['3', '  ']","['7', '  ']","['*', '  ']","['8', '  ']","['2', '  ']","['6', '  ']","['*', '  ']"
2086,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['46', '  ']","['33', '  ']","['13', '  ']","['*', '  ']","['29', '  ']","['23', '  ']","['7', 'i ']","['*', 'i ']"
2086,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['250', '  ']","['228', '  ']","['18', 'i ']","['3', 'i ']","['202', '  ']","['187', '  ']","['13', 'i ']","['2', 'i ']"
2086,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['43', '  ']","['42', '  ']","['1', '  ']","['*', '  ']","['33', '  ']","['32', '  ']","['1', 'i ']","['*', 'i ']"
2086,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['85', 'i ']","['80', 'i ']","['4', 'i ']","['2', 'i ']","['74', 'i ']","['70', 'i ']","['3', 'i ']","['2', 'i ']"
2086,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['65', '  ']","['53', '  ']","['11', 'i ']","['1', '  ']","['51', '  ']","['42', '  ']","['9', 'i ']","['*', '  ']"
2086,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['13', 'i ']","['12', 'i ']","['1', 'i ']","['*', 'i ']","['10', 'i ']","['9', 'i ']","['*', 'i ']","['*', 'i ']"
2086,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['29', '  ']","['20', '  ']","['9', 'i ']","['*', '  ']","['24', '  ']","['16', '  ']","['7', 'i ']","['*', '  ']"
2086,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['23', '  ']","['21', '  ']","['2', '  ']","['*', '  ']","['18', '  ']","['16', '  ']","['1', '  ']","['*', '  ']"
2086,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['56', '  ']","['54', '  ']","['2', '  ']","['*', '  ']","['44', '  ']","['43', '  ']","['1', 'i ']","['*', 'i ']"
2086,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['26', 'i ']","['23', 'i ']","['3', '  ']","['1', '  ']","['19', 'i ']","['17', 'i ']","['2', 'i ']","['*', 'i ']"
2086,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['154', '  ']","['137', '  ']","['16', '  ']","['1', '  ']","['112', '  ']","['103', '  ']","['9', '  ']","['1', '  ']"
2086,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['88', '  ']","['83', '  ']","['5', '  ']","['*', '  ']","['69', '  ']","['67', '  ']","['3', '  ']","['*', '  ']"
2086,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['54', '  ']","['44', '  ']","['9', '  ']","['1', '  ']","['37', '  ']","['31', '  ']","['5', 'i ']","['*', '  ']"
2086,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['43', '  ']","['34', '  ']","['8', '  ']","['1', '  ']","['31', '  ']","['25', '  ']","['5', 'i ']","['*', '  ']"
2086,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['10', '  ']","['10', '  ']","['*', '  ']","['*', '  ']","['6', '  ']","['6', '  ']","['*', '  ']","['*', '  ']"
2086,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['*', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['0', '  ']"
2086,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['12', 'i ']","['10', 'i ']","['2', 'i ']","['*', '  ']","['6', 'i ']","['5', '  ']","['1', 'i ']","['*', 'i ']"
2086,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['5', '  ']","['3', '  ']","['1', '  ']","['*', '  ']","['2', '  ']","['2', '  ']","['*', '  ']","['*', '  ']"
2086,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['67', '  ']","['60', '  ']","['6', '  ']","['1', '  ']","['45', '  ']","['41', '  ']","['3', 'i ']","['*', '  ']"
2086,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies,,4,3391,"['49', '  ']","['46', '  ']","['3', '  ']","['*', '  ']","['35', '  ']","['33', '  ']","['2', '  ']","['*', '  ']"
2086,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous manufacturing,,4,3399,"['18', '  ']","['15', '  ']","['3', '  ']","['*', '  ']","['11', 'i ']","['9', 'i ']","['2', 'i ']","['*', 'i ']"
2086,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['634', '  ']","['499', '  ']","['128', '  ']","['7', '  ']","['424', '  ']","['345', '  ']","['75', '  ']","['4', '  ']"
2086,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['12', '  ']","['11', '  ']","['1', '  ']","['*', '  ']","['4', 'i ']","['4', 'i ']","['*', 'i ']","['*', '  ']"
2086,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['1', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['1', '  ']","['*', 'i ']","['*', '  ']","['*', '  ']"
2086,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['6', '  ']","['4', '  ']","['3', 'i ']","['*', '  ']","['3', '  ']","['2', '  ']","['1', 'i ']","['*', '  ']"
2086,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['40', '  ']","['10', '  ']","['31', '  ']","['0', '  ']","['28', '  ']","['9', '  ']","['19', '  ']","['0', '  ']"
2086,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['7', '  ']","['6', '  ']","['1', '  ']","['*', '  ']","['4', '  ']","['3', '  ']","['*', '  ']","['*', '  ']"
2086,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['296', '  ']","['257', '  ']","['38', '  ']","['1', '  ']","['216', '  ']","['193', '  ']","['22', 'i ']","['1', '  ']"
2086,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['132', '  ']","['120', '  ']","['12', '  ']","['*', '  ']","['103', '  ']","['95', '  ']","['8', 'i ']","['*', '  ']"
2086,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['0', '  ']"
2086,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['131', '  ']","['119', '  ']","['12', '  ']","['*', '  ']","['103', '  ']","['95', '  ']","['8', 'i ']","['*', '  ']"
2086,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['30', '  ']","['14', '  ']","['16', '  ']","['*', '  ']","['18', 'i ']","['10', '  ']","['8', 'i ']","['*', '  ']"
2086,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['76', '  ']","['67', '  ']","['9', '  ']","['*', '  ']","['52', '  ']","['47', '  ']","['5', '  ']","['*', '  ']"
2086,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['58', '  ']","['57', '  ']","['1', '  ']","['*', 'i ']","['43', '  ']","['42', '  ']","['1', '  ']","['*', 'i ']"
2086,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['29', '  ']","['25', 'i ']","['4', '  ']","['*', 'i ']","['15', '  ']","['14', '  ']","['1', 'i ']","['*', '  ']"
2086,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['6', '  ']","['4', '  ']","['2', 'i ']","['*', '  ']","['4', '  ']","['3', '  ']","['1', 'i ']","['*', '  ']"
2086,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['2', 'i ']","['*', 'i ']","['2', 'i ']","['0', '  ']","['1', 'i ']","['*', 'i ']","['1', 'i ']","['0', '  ']"
2086,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['4', '  ']","['4', '  ']","['*', '  ']","['*', '  ']","['3', '  ']","['3', '  ']","['*', '  ']","['*', '  ']"
2086,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['207', '  ']","['169', '  ']","['34', '  ']","['5', '  ']","['133', '  ']","['110', '  ']","['21', '  ']","['2', '  ']"
2086,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['30', '  ']","['13', '  ']","['16', '  ']","['1', '  ']","['20', '  ']","['9', '  ']","['10', '  ']","['*', '  ']"
2086,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['72', '  ']","['61', '  ']","['10', '  ']","['1', '  ']","['55', '  ']","['49', '  ']","['6', '  ']","['1', '  ']"
2086,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['82', '  ']","['78', '  ']","['3', '  ']","['2', '  ']","['43', '  ']","['41', 'i ']","['1', '  ']","['1', '  ']"
2086,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['19', '  ']","['18', '  ']","['*', '  ']","['*', '  ']","['10', '  ']","['10', '  ']","['*', '  ']","['*', '  ']"
2086,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['53', '  ']","['50', '  ']","['2', '  ']","['1', '  ']","['25', '  ']","['23', '  ']","['1', '  ']","['1', '  ']"
2086,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['11', 'i ']","['10', 'i ']","['*', 'i ']","['*', 'i ']","['8', 'i ']","['7', 'i ']","['*', 'i ']","['*', 'i ']"
2086,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['23', '  ']","['18', '  ']","['4', '  ']","['*', '  ']","['15', '  ']","['12', '  ']","['3', '  ']","['*', 'i ']"
2086,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['6', 'i ']","['6', 'i ']","['*', 'i ']","['*', 'i ']","['2', 'i ']","['2', 'i ']","['*', 'i ']","['*', '  ']"
2086,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['23', '  ']","['8', '  ']","['15', '  ']","['1', '  ']","['14', '  ']","['5', '  ']","['9', '  ']","['*', '  ']"
2086,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['1,475', '  ']","['1,231', '  ']","['228', '  ']","['16', '  ']","['1,023', '  ']","['885', '  ']","['130', '  ']","['9', 'i ']"
2086,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2086,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>c</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>c</sup>,,,3,–,"['23', '  ']","['16', '  ']","['6', '  ']","['1', '  ']","['15', '  ']","['11', '  ']","['3', '  ']","['*', '  ']"
2086,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['67', '  ']","['43', '  ']","['22', '  ']","['1', '  ']","['42', '  ']","['29', '  ']","['12', 'i ']","['*', '  ']"
2086,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2086,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['63', '  ']","['44', '  ']","['18', '  ']","['1', '  ']","['36', '  ']","['28', '  ']","['7', '  ']","['*', '  ']"
2086,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['90', '  ']","['65', '  ']","['23', '  ']","['2', '  ']","['56', '  ']","['45', '  ']","['10', '  ']","['1', '  ']"
2086,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2086,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['73', '  ']","['56', '  ']","['17', '  ']","['1', '  ']","['46', '  ']","['37', '  ']","['9', '  ']","['*', '  ']"
2086,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['77', '  ']","['62', '  ']","['14', '  ']","['1', '  ']","['53', '  ']","['46', '  ']","['6', '  ']","['*', 'i ']"
2086,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['250', '  ']","['222', '  ']","['27', '  ']","['2', '  ']","['175', '  ']","['160', '  ']","['14', '  ']","['1', '  ']"
2086,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['177', '  ']","['158', '  ']","['18', 'i ']","['1', 'i ']","['120', '  ']","['108', '  ']","['12', 'i ']","['1', 'i ']"
2086,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['238', 'i ']","['223', '  ']","['12', 'i ']","['3', 'i ']","['168', 'i ']","['158', 'i ']","['7', 'i ']","['2', 'i ']"
2086,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['417', '  ']","['343', '  ']","['72', '  ']","['3', '  ']","['312', '  ']","['262', '  ']","['48', '  ']","['2', '  ']"
