table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2000,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010
3967,r001,All agencies,All agencies,,,,,1,80403.2,88562.4,98013.3,107794.2,116068.6,122619.6,123854.7,129431.2,129049.9,144758.1,146967.8
3967,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
3967,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1833.5,2076.0,2090.6,2136.0,2281.6,2318.6,2386.2,2372.3,2246.0,2344.7,2615.4
3967,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,5.1,4.8,5.2,4.8,9.0,7.9,6.3,6.4,5.0,4.3,4.4
3967,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,959.3,1098.3,1163.6,1143.2,1258.6,1226.8,1294.0,1240.9,1145.6,1187.2,1359.6
3967,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,20.6,25.4,23.7,28.0,24.4,24.4,25.5,26.0,28.4,28.9,30.1
3967,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,64.2,65.6,67.0,68.4,70.8,74.0,75.0,92.0,77.8,78.9,86.4
3967,r008,All agencies -> Departments -> Department of Agriculture -> Food Safety and Inspection Service,All agencies,Departments,Department of Agriculture,Food Safety and Inspection Service,,4,2.3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
3967,r009,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,1.4,1.4,1.4,1.6,1.6,1.5,0.9,0.6,0.4,0.4,0.4
3967,r010,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,235.0,250.0,268.0,307.2,314.9,315.9,321.6,345.3,315.9,375.7,426.3
3967,r011,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,3.6,6.1,6.0,5.3,6.7,6.7,7.1,6.7,6.6,6.5,6.3
3967,r012,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,3.9,4.2,4.6,5.5,6.1,6.1,6.5,6.8,6.9,7.2,7.5
3967,r013,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,535.0,615.1,546.7,568.1,585.7,651.6,645.1,626.6,655.1,651.5,689.6
3967,r014,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,3.1,2.4,4.2,3.8,3.8,3.6,4.1,21.0,4.2,4.1,4.8
3967,r015,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1237.1,1021.7,1180.5,1267.0,1148.6,1094.1,1016.2,1145.4,1196.4,1533.4,1683.2
3967,r016,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,0.6,0.6,0.5,0.5,0.2,0.5,0.2,0.8,20.7,28.3,19.0
3967,r017,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,604.7,445.7,480.5,525.1,481.6,463.0,429.0,508.0,517.0,605.8,924.7
3967,r018,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,597.1,501.0,651.3,695.4,618.5,600.3,558.2,606.9,627.1,863.3,684.7
3967,r019,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,21.8,50.4,19.6,23.5,24.2,6.9,6.7,7.0,7.0,6.9,7.6
3967,r020,All agencies -> Departments -> Department of Commerce -> U.S. Census Bureau,All agencies,Departments,Department of Commerce,U.S. Census Bureau,,4,13.0,24.0,28.7,22.5,24.2,23.5,22.1,22.6,24.7,29.0,47.2
3967,r021,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,36262.2,40129.3,45777.8,52148.9,58067.6,63661.1,65933.9,72290.5,71996.6,75973.7,73623.9
3967,r022,All agencies -> Departments -> Department of Defense -> Defense agencies and activities,All agencies,Departments,Department of Defense,Defense agencies and activities,,4,7195.9,9380.8,12359.8,12641.3,13188.7,15406.6,14338.4,15940.0,15946.7,16241.7,16264.7
3967,r023,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,14107.5,14583.9,14763.5,18265.8,20338.5,20078.0,21699.2,25292.0,25338.9,28051.4,26648.7
3967,r024,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,5323.7,6223.7,7076.6,7609.5,9223.0,10208.3,11318.3,11628.6,11877.8,11908.5,10853.2
3967,r025,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,9345.1,9710.3,11344.5,13396.6,15019.3,17660.7,18399.1,19248.1,18648.6,19586.0,19660.3
