table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6244,r001,World,World,,,,1,405241,445478,509771,529708,571994,659869,717963,687255,813509,938688,928274,951414,952772,943524,952857,1006736,1085992,1052913
6244,r002,World -> North America,World,North America,,,2,126846,125920,139205,137709,157166,167110,165467,164446,196931,203557,211056,219788,216683,210439,221901,222979,233188,230321
6244,r003,World -> North America -> Canada,World,North America,Canada,,3,6604,7177,7826,7897,7858,8456,8508,8130,10630,13435,13321,13670,11944,11527,11256,11908,12132,11033
6244,r004,World -> North America -> Mexico,World,North America,Mexico,,3,9826,8684,10279,10598,13401,13814,15351,12105,14156,14664,16751,17762,14683,13292,12042,10283,10782,10712
6244,r005,World -> North America -> United States,World,North America,United States,,3,110416,110060,121101,119214,135907,144841,141608,144211,172146,175458,180983,188356,190056,185619,198603,200788,210273,208576
6244,r006,World -> Central and South America,World,Central and South America,,,2,16514,19379,23702,27533,30667,38614,47993,42953,51538,58458,57361,55327,50433,44976,40802,46500,43279,41562
6244,r007,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,1705,2431,3106,3847,4552,5505,7378,7528,9247,9708,9682,9088,5871,5427,5918,6841,5661,5441
6244,r008,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,9790,11488,14181,15734,17755,23395,28608,22795,30775,36027,33048,32047,31702,25884,25571,29394,26327,26646
6244,r009,World -> Central and South America -> Chile,World,Central and South America,Chile,,3,977,1435,1715,2414,2212,2316,2307,2130,2185,2665,3010,2627,2153,1930,1757,1576,1734,1472
6244,r010,World -> Central and South America -> Colombia,World,Central and South America,Colombia,,3,1552,1650,1916,2174,2346,2732,3265,3420,3809,3840,4280,4317,4133,3634,3559,3685,3840,3485
6244,r011,World -> Central and South America -> Peru,World,Central and South America,Peru,,3,534,566,650,754,829,996,1213,1210,1381,1501,1717,1824,1760,1609,1607,1611,1661,1696
6244,r012,World -> Central and South America -> Other Central and South America,World,Central and South America,Other Central and South America,,3,1955,1809,2133,2610,2974,3670,5222,5869,4141,4718,5624,5424,4814,6491,2389,3393,4057,2822
6244,r013,World -> Europe,World,Europe,,,2,111313,129785,146546,153007,160423,183213,201694,163170,175320,201061,184094,190416,192564,184586,180542,189564,199287,178417
6244,r014,World -> Europe -> EU,World,Europe,EU,,3,88006,102175,116428,119288,123391,143759,151895,130727,139272,154962,141652,146129,147245,146974,147577,155120,162488,143042
6244,r015,World -> Europe -> EU -> France,World,Europe,EU,France,4,12071,14369,16189,17077,17185,20043,22206,20489,19231,21970,20561,23489,24150,21732,20962,22521,22748,20046
6244,r016,World -> Europe -> EU -> Germany,World,Europe,EU,Germany,4,33644,38923,43474,43546,44210,51349,55032,47314,53121,56488,51141,53014,55584,50551,52828,56173,58734,50973
6244,r017,World -> Europe -> EU -> Italy,World,Europe,EU,Italy,4,9267,10407,11761,11739,12006,13766,13629,11732,12965,13412,12281,13009,10214,12085,13296,13701,14549,12950
6244,r018,World -> Europe -> EU -> Spain,World,Europe,EU,Spain,4,6879,8144,9425,9764,10245,11386,12513,10735,11205,12278,10129,9843,10228,8940,9648,10398,11076,9917
6244,r019,World -> Europe -> EU -> Other EU,World,Europe,EU,Other EU,4,26146,30332,35579,37162,39746,47215,48517,40457,42750,50815,47540,46775,47069,53666,50844,52326,55381,49155
6244,r020,World -> Europe -> Non-EU,World,Europe,Non-EU,,3,23307,27610,30118,33720,37032,39454,49799,32443,36048,46099,42442,44287,45319,37611,32965,34444,36799,35375
6244,r021,World -> Europe -> Non-EU -> United Kingdom,World,Europe,Non-EU,United Kingdom,4,14539,16494,15797,17047,17713,16476,14427,12380,12003,14915,14075,16615,18517,18673,15400,15711,17298,15754
6244,r022,World -> Europe -> Non-EU -> Russia,World,Europe,Non-EU,Russia,4,2955,4081,6360,9056,10426,12751,23052,10677,13115,18964,17814,15312,14487,6974,5793,6691,7111,7662
6244,r023,World -> Europe -> Non-EU -> Switzerland,World,Europe,Non-EU,Switzerland,4,2344,2626,2855,3037,3344,3769,4178,4197,4526,4650,3537,3850,4063,4378,4713,4370,5166,4973
6244,r024,World -> Europe -> Non-EU -> Other non-EU,World,Europe,Non-EU,Other non-EU,4,3468,4409,5106,4579,5549,6459,8141,5188,6405,7569,7017,8510,8252,7586,7058,7672,7225,6985
6244,r025,World -> Middle East,World,Middle East,,,2,11424,12489,15826,17972,22333,33131,40160,38511,44116,55756,55427,53078,56964,53523,51222,55838,61135,56638
6244,r026,World -> Middle East -> Iran,World,Middle East,Iran,,3,2618,2498,3556,3377,5026,7543,8222,9982,10604,15564,8246,7087,9301,8951,9881,11180,9593,9393
6244,r027,World -> Middle East -> Israel,World,Middle East,Israel,,3,1032,1179,1426,1718,2089,2433,3584,3410,3626,4103,4342,4160,3631,5014,3529,3884,3926,3811
6244,r028,World -> Middle East -> Saudi Arabia,World,Middle East,Saudi Arabia,,3,3969,4332,5014,5760,6692,10441,12074,12445,14994,16542,18520,19415,20976,23159,23541,25386,31011,25671
6244,r029,World -> Middle East -> United Arab Emirates,World,Middle East,United Arab Emirates,,3,2220,2480,2895,3586,4839,5520,6439,4755,5244,5498,6221,6119,6644,5688,5230,5849,6098,7818
6244,r030,World -> Middle East -> Other Middle East,World,Middle East,Other Middle East,,3,1586,2002,2935,3530,3686,7194,9840,7918,9648,14049,18098,16296,16412,10710,9041,9540,10507,9944
6244,r031,World -> Africa,World,Africa,,,2,4917,6448,7844,8710,6815,7831,9044,8818,10191,10251,11075,10760,10742,9885,10383,10509,11893,13189
6244,r032,World -> Africa -> Egypt,World,Africa,Egypt,,3,866,710,930,1081,1190,1478,1870,2058,2463,2658,2943,2263,1805,1767,2258,2018,2453,2847
6244,r033,World -> Africa -> Nigeria,World,Africa,Nigeria,,3,60,64,72,84,98,116,141,129,145,233,387,606,853,853,670,629,789,1292
6244,r034,World -> Africa -> South Africa,World,Africa,South Africa,,3,2774,4263,5276,5669,3564,3606,3862,3816,4203,3870,4229,4012,3947,3434,2965,3113,3318,3445
6244,r035,World -> Africa -> Other Africa,World,Africa,Other Africa,,3,1217,1410,1565,1875,1963,2631,3170,2815,3380,3491,3517,3880,4137,3831,4491,4749,5334,5605
6244,r036,World -> Asia,World,Asia,,,2,132031,148563,173140,181215,191153,225299,248464,264193,329339,403050,403099,415567,418983,434849,443292,476408,532450,528659
6244,r037,World -> Asia -> China,World,Asia,China,,3,36714,43679,56156,62765,74288,100067,120194,127064,163643,214757,221443,242156,250309,256040,246983,273074,325928,326874
6244,r038,World -> Asia -> India,World,Asia,India,,3,5271,6011,7072,8074,8931,11716,12827,13305,15775,21689,16721,15908,15614,21114,20259,22730,25538,29263
6244,r039,World -> Asia -> Indonesia,World,Asia,Indonesia,,3,1730,2453,1819,2646,4348,6000,7728,7355,8976,12350,13473,17468,17783,16159,16465,17930,16120,17636
6244,r040,World -> Asia -> Japan,World,Asia,Japan,,3,62074,67330,70768,67471,62539,62250,67269,74750,85703,89862,89763,74365,68057,70366,82954,80251,78682,76153
6244,r041,World -> Asia -> Malaysia,World,Asia,Malaysia,,3,2101,2656,3586,3749,4975,4655,5283,4407,5847,6194,6542,6202,5862,6143,6154,6164,7343,7404
6244,r042,World -> Asia -> Philippines,World,Asia,Philippines,,3,619,605,660,614,706,702,684,746,671,1010,1120,785,720,708,885,914,946,904
6244,r043,World -> Asia -> Singapore,World,Asia,Singapore,,3,1646,1893,2748,2576,2476,3377,1502,2409,3470,3985,2640,4156,4436,5814,8969,8828,9358,9380
6244,r044,World -> Asia -> South Korea,World,Asia,South Korea,,3,12686,13852,17076,18878,19811,22508,20652,19119,24879,32449,32232,33706,34393,33674,34189,35966,36767,30636
