table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_all_doctoral_students_rank,field_all_doctoral_students_total,field_all_doctoral_students_science,field_all_doctoral_students_engineering,field_all_doctoral_students_health,field_full_time_doctoral_students_rank,field_full_time_doctoral_students_total,field_full_time_doctoral_students_science,field_full_time_doctoral_students_engineering,field_full_time_doctoral_students_health,field_part_time_doctoral_students_rank,field_part_time_doctoral_students_total,field_part_time_doctoral_students_science,field_part_time_doctoral_students_engineering,field_part_time_doctoral_students_health
8281,r016,All institutions<sup>a</sup> -> U. Colorado,All institutions<sup>a</sup>,U. Colorado,2,15,3526,2417,964,145,21,3160,2220,830,110,22,366,197,134,35
8281,r017,All institutions<sup>a</sup> -> Georgia Institute of Technology,All institutions<sup>a</sup>,Georgia Institute of Technology,2,16,3488,1278,2210,0,17,3265,1213,2052,0,47,223,65,158,0
8281,r018,All institutions<sup>a</sup> -> Johns Hopkins U.,All institutions<sup>a</sup>,Johns Hopkins U.,2,17,3455,2095,834,526,23,2904,1896,830,178,9,551,199,4,348
8281,r019,"All institutions<sup>a</sup> -> U. California, Davis",All institutions<sup>a</sup>,"U. California, Davis",2,18,3402,2707,647,48,14,3378,2695,635,48,229,24,12,12,0
8281,r020,All institutions<sup>a</sup> -> U. Minnesota,All institutions<sup>a</sup>,U. Minnesota,2,19,3394,2418,792,184,20,3203,2287,747,169,58,191,131,45,15
8281,r021,All institutions<sup>a</sup> -> Ohio State U.,All institutions<sup>a</sup>,Ohio State U.,2,20,3375,2154,1012,209,15,3314,2143,969,202,156,61,11,43,7
8281,r022,All institutions<sup>a</sup> -> Harvard U.,All institutions<sup>a</sup>,Harvard U.,2,21,3285,2895,294,96,16,3285,2895,294,96,349,0,0,0,0
8281,r023,"All institutions<sup>a</sup> -> U. California, San Diego",All institutions<sup>a</sup>,"U. California, San Diego",2,21,3285,2304,981,0,19,3234,2287,947,0,168,51,17,34,0
8281,r024,All institutions<sup>a</sup> -> U. Florida,All institutions<sup>a</sup>,U. Florida,2,23,3279,2199,882,198,22,3025,2032,811,182,37,254,167,71,16
8281,r025,All institutions<sup>a</sup> -> Indiana U.,All institutions<sup>a</sup>,Indiana U.,2,24,3044,2801,101,142,38,2077,1951,31,95,2,967,850,70,47
8281,r026,All institutions<sup>a</sup> -> Arizona State U.,All institutions<sup>a</sup>,Arizona State U.,2,25,2975,1962,953,60,34,2188,1421,727,40,5,787,541,226,20
8281,r027,All institutions<sup>a</sup> -> North Carolina State U.,All institutions<sup>a</sup>,North Carolina State U.,2,26,2874,1595,1279,0,26,2642,1494,1148,0,41,232,101,131,0
8281,r028,All institutions<sup>a</sup> -> U. Southern California,All institutions<sup>a</sup>,U. Southern California,2,27,2813,1839,747,227,24,2758,1816,723,219,161,55,23,24,8
8281,r029,All institutions<sup>a</sup> -> Northwestern U.,All institutions<sup>a</sup>,Northwestern U.,2,28,2666,1752,868,46,25,2644,1742,856,46,237,22,10,12,0
8281,r030,All institutions<sup>a</sup> -> Virginia Polytechnic Institute and State U.,All institutions<sup>a</sup>,Virginia Polytechnic Institute and State U.,2,29,2579,1403,1176,0,31,2326,1254,1072,0,38,253,149,104,0
8281,r031,All institutions<sup>a</sup> -> U. Pennsylvania,All institutions<sup>a</sup>,U. Pennsylvania,2,30,2569,1953,616,0,27,2529,1935,594,0,185,40,18,22,0
8281,r032,"All institutions<sup>a</sup> -> U. North Carolina, Chapel Hill",All institutions<sup>a</sup>,"U. North Carolina, Chapel Hill",2,31,2549,2171,108,270,28,2520,2150,106,264,215,29,21,2,6
8281,r033,"All institutions<sup>a</sup> -> Rutgers, State U. New Jersey",All institutions<sup>a</sup>,"Rutgers, State U. New Jersey",2,32,2542,2092,423,27,40,2042,1693,329,20,10,500,399,94,7
8281,r034,All institutions<sup>a</sup> -> Columbia U. in the City of New York,All institutions<sup>a</sup>,Columbia U. in the City of New York,2,33,2518,1801,638,79,30,2463,1775,622,66,161,55,26,16,13
8281,r035,All institutions<sup>a</sup> -> U. Chicago,All institutions<sup>a</sup>,U. Chicago,2,34,2465,2218,247,0,29,2465,2218,247,0,349,0,0,0,0
8281,r036,All institutions<sup>a</sup> -> Michigan State U.,All institutions<sup>a</sup>,Michigan State U.,2,35,2458,1936,464,58,33,2228,1737,437,54,43,230,199,27,4
8281,r037,"All institutions<sup>a</sup> -> U. California, Irvine",All institutions<sup>a</sup>,"U. California, Irvine",2,36,2342,1633,651,58,32,2319,1617,645,57,235,23,16,6,1
8281,r038,All institutions<sup>a</sup> -> U. Pittsburgh,All institutions<sup>a</sup>,U. Pittsburgh,2,37,2282,1523,536,223,35,2182,1469,512,201,114,100,54,24,22
8281,r039,All institutions<sup>a</sup> -> U. Arizona,All institutions<sup>a</sup>,U. Arizona,2,38,2182,1718,303,161,48,1743,1376,250,117,13,439,342,53,44
8281,r040,All institutions<sup>a</sup> -> Princeton U.,All institutions<sup>a</sup>,Princeton U.,2,39,2143,1624,519,0,36,2143,1624,519,0,349,0,0,0,0
8281,r041,All institutions<sup>a</sup> -> Duke U.,All institutions<sup>a</sup>,Duke U.,2,40,2125,1484,596,45,37,2125,1484,596,45,349,0,0,0,0
8281,r042,All institutions<sup>a</sup> -> New York U.,All institutions<sup>a</sup>,New York U.,2,41,2117,1701,304,112,42,1953,1597,273,83,65,164,104,31,29
8281,r043,All institutions<sup>a</sup> -> Boston U.,All institutions<sup>a</sup>,Boston U.,2,42,2115,1435,532,148,39,2065,1412,532,121,170,50,23,0,27
8281,r044,All institutions<sup>a</sup> -> U. Utah,All institutions<sup>a</sup>,U. Utah,2,43,2020,1241,576,203,53,1651,1029,470,152,20,369,212,106,51
8281,r045,All institutions<sup>a</sup> -> Carnegie Mellon U.,All institutions<sup>a</sup>,Carnegie Mellon U.,2,44,2019,1080,939,0,41,1997,1070,927,0,237,22,10,12,0
8281,r046,All institutions<sup>a</sup> -> U. Connecticut,All institutions<sup>a</sup>,U. Connecticut,2,45,2018,1343,551,124,45,1841,1230,504,107,61,177,113,47,17
8281,r047,"All institutions<sup>a</sup> -> U. Massachusetts, Amherst",All institutions<sup>a</sup>,"U. Massachusetts, Amherst",2,46,1990,1508,415,67,52,1712,1311,354,47,32,278,197,61,20
8281,r048,All institutions<sup>a</sup> -> Iowa State U.,All institutions<sup>a</sup>,Iowa State U.,2,47,1950,1310,624,16,65,1330,890,428,12,7,620,420,196,4
8281,r049,"All institutions<sup>a</sup> -> U. Illinois, Chicago",All institutions<sup>a</sup>,"U. Illinois, Chicago",2,48,1934,1127,398,409,56,1512,925,353,234,17,422,202,45,175
8281,r050,All institutions<sup>a</sup> -> U. Georgia,All institutions<sup>a</sup>,U. Georgia,2,49,1933,1673,121,139,46,1830,1585,119,126,104,103,88,2,13
8281,r051,All institutions<sup>a</sup> -> Liberty U.,All institutions<sup>a</sup>,Liberty U.,2,50,1931,1847,18,66,66,1315,1255,16,44,8,616,592,2,22
8281,r052,All institutions<sup>a</sup> -> Yale U.,All institutions<sup>a</sup>,Yale U.,2,51,1926,1492,321,113,43,1910,1479,320,111,258,16,13,1,2
8281,r053,"All institutions<sup>a</sup> -> U. California, Riverside",All institutions<sup>a</sup>,"U. California, Riverside",2,52,1851,1458,393,0,44,1850,1457,393,0,337,1,1,0,0
8281,r054,"All institutions<sup>a</sup> -> U. Tennessee, Knoxville",All institutions<sup>a</sup>,"U. Tennessee, Knoxville",2,53,1849,1101,681,67,93,888,562,288,38,3,961,539,393,29
8281,r055,All institutions<sup>a</sup> -> U. Virginia,All institutions<sup>a</sup>,U. Virginia,2,54,1797,1146,627,24,47,1779,1138,620,21,251,18,8,7,3
8281,r056,"All institutions<sup>a</sup> -> SUNY, Stony Brook U.",All institutions<sup>a</sup>,"SUNY, Stony Brook U.",2,55,1784,1432,318,34,49,1735,1417,294,24,171,49,15,24,10
8281,r057,"All institutions<sup>a</sup> -> U. California, Santa Barbara",All institutions<sup>a</sup>,"U. California, Santa Barbara",2,56,1733,1387,346,0,50,1733,1387,346,0,349,0,0,0,0
8281,r058,"All institutions<sup>a</sup> -> Washington U., Saint Louis",All institutions<sup>a</sup>,"Washington U., Saint Louis",2,57,1725,1274,415,36,51,1722,1272,414,36,318,3,2,1,0
8281,r059,All institutions<sup>a</sup> -> U. Houston,All institutions<sup>a</sup>,U. Houston,2,58,1644,997,545,102,61,1385,830,469,86,35,259,167,76,16
8281,r060,All institutions<sup>a</sup> -> Vanderbilt U.,All institutions<sup>a</sup>,Vanderbilt U.,2,59,1643,1216,379,48,54,1631,1211,373,47,274,12,5,6,1
8281,r061,All institutions<sup>a</sup> -> U. Delaware,All institutions<sup>a</sup>,U. Delaware,2,60,1610,1078,509,23,55,1582,1064,500,18,218,28,14,9,5
8281,r062,"All institutions<sup>a</sup> -> Colorado State U., Fort Collins",All institutions<sup>a</sup>,"Colorado State U., Fort Collins",2,61,1595,1129,450,16,123,574,451,114,9,1,1021,678,336,7
8281,r063,All institutions<sup>a</sup> -> Florida State U.,All institutions<sup>a</sup>,Florida State U.,2,62,1565,1354,195,16,59,1439,1245,180,14,86,126,109,15,2
8281,r064,"All institutions<sup>a</sup> -> SUNY, U. Buffalo",All institutions<sup>a</sup>,"SUNY, U. Buffalo",2,63,1533,1050,362,121,60,1430,994,344,92,104,103,56,18,29
8281,r065,All institutions<sup>a</sup> -> Northeastern U.,All institutions<sup>a</sup>,Northeastern U.,2,64,1507,770,664,73,57,1476,767,641,68,211,31,3,23,5
8281,r066,"All institutions<sup>a</sup> -> U. South Florida, Tampa",All institutions<sup>a</sup>,"U. South Florida, Tampa",2,65,1499,886,392,221,77,1220,763,350,107,31,279,123,42,114
8281,r067,All institutions<sup>a</sup> -> Texas Tech U.,All institutions<sup>a</sup>,Texas Tech U.,2,66,1467,1003,407,57,75,1240,876,316,48,44,227,127,91,9
8281,r068,All institutions<sup>a</sup> -> Auburn U.,All institutions<sup>a</sup>,Auburn U.,2,67,1461,778,627,56,85,1022,499,474,49,13,439,279,153,7
8281,r069,All institutions<sup>a</sup> -> U. Notre Dame,All institutions<sup>a</sup>,U. Notre Dame,2,68,1458,864,594,0,58,1446,857,589,0,274,12,7,5,0
8281,r070,All institutions<sup>a</sup> -> U. Central Florida,All institutions<sup>a</sup>,U. Central Florida,2,69,1453,830,593,30,67,1300,749,535,16,71,153,81,58,14
8281,r071,All institutions<sup>a</sup> -> George Mason U.,All institutions<sup>a</sup>,George Mason U.,2,70,1439,1233,179,27,86,1004,847,138,19,15,435,386,41,8
8281,r072,All institutions<sup>a</sup> -> Louisiana State U.,All institutions<sup>a</sup>,Louisiana State U.,2,71,1428,1063,291,74,70,1273,958,252,63,68,155,105,39,11
8281,r073,All institutions<sup>a</sup> -> U. Iowa,All institutions<sup>a</sup>,U. Iowa,2,72,1421,1066,209,146,76,1221,926,180,115,55,200,140,29,31
8281,r074,All institutions<sup>a</sup> -> Clemson U.,All institutions<sup>a</sup>,Clemson U.,2,73,1414,791,585,38,71,1271,692,546,33,74,143,99,39,5
8281,r075,All institutions<sup>a</sup> -> Oregon State U.,All institutions<sup>a</sup>,Oregon State U.,2,74,1410,956,365,89,68,1297,884,329,84,96,113,72,36,5
8281,r076,All institutions<sup>a</sup> -> Emory U.,All institutions<sup>a</sup>,Emory U.,2,75,1401,1095,227,79,72,1266,1090,98,78,77,135,5,129,1
8281,r077,All institutions<sup>a</sup> -> California Institute of Technology,All institutions<sup>a</sup>,California Institute of Technology,2,76,1384,838,546,0,62,1384,838,546,0,349,0,0,0,0
8281,r078,All institutions<sup>a</sup> -> Rice U.,All institutions<sup>a</sup>,Rice U.,2,77,1375,855,520,0,63,1371,852,519,0,310,4,3,1,0
8281,r079,All institutions<sup>a</sup> -> U. Kansas,All institutions<sup>a</sup>,U. Kansas,2,78,1370,1034,207,129,72,1266,969,192,105,103,104,65,15,24
8281,r080,All institutions<sup>a</sup> -> U. Kentucky,All institutions<sup>a</sup>,U. Kentucky,2,79,1357,977,241,139,69,1280,944,231,105,132,77,33,10,34
8281,r081,All institutions<sup>a</sup> -> U. Rochester,All institutions<sup>a</sup>,U. Rochester,2,80,1355,1108,229,18,64,1348,1101,229,18,296,7,7,0,0
8281,r082,All institutions<sup>a</sup> -> U. Cincinnati,All institutions<sup>a</sup>,U. Cincinnati,2,81,1299,738,371,190,82,1074,658,270,146,45,225,80,101,44
8281,r083,All institutions<sup>a</sup> -> Washington State U.,All institutions<sup>a</sup>,Washington State U.,2,82,1255,887,316,52,79,1162,835,288,39,117,93,52,28,13
8281,r084,All institutions<sup>a</sup> -> Brown U.,All institutions<sup>a</sup>,Brown U.,2,83,1254,1067,148,39,74,1253,1066,148,39,337,1,1,0,0
8281,r085,"All institutions<sup>a</sup> -> U. California, Santa Cruz",All institutions<sup>a</sup>,"U. California, Santa Cruz",2,84,1253,1191,62,0,77,1220,1161,59,0,203,33,30,3,0
8281,r086,All institutions<sup>a</sup> -> U. Nebraska-Lincoln,All institutions<sup>a</sup>,U. Nebraska-Lincoln,2,85,1233,952,281,0,81,1079,838,241,0,70,154,114,40,0
8281,r087,"All institutions<sup>a</sup> -> U. Texas, Dallas",All institutions<sup>a</sup>,"U. Texas, Dallas",2,86,1213,720,469,24,80,1101,661,418,22,97,112,59,51,2
8281,r088,All institutions<sup>a</sup> -> U. South Carolina,All institutions<sup>a</sup>,U. South Carolina,2,87,1171,745,255,171,83,1069,696,229,144,108,102,49,26,27
8281,r089,"All institutions<sup>a</sup> -> U. Missouri, Columbia",All institutions<sup>a</sup>,"U. Missouri, Columbia",2,88,1160,870,189,101,98,826,685,88,53,25,334,185,101,48
8281,r090,All institutions<sup>a</sup> -> George Washington U.,All institutions<sup>a</sup>,George Washington U.,2,88,1160,728,246,186,125,531,379,87,65,6,629,349,159,121
8281,r091,All institutions<sup>a</sup> -> U. New Mexico,All institutions<sup>a</sup>,U. New Mexico,2,90,1123,785,248,90,94,875,628,186,61,39,248,157,62,29
8281,r092,All institutions<sup>a</sup> -> Florida International U.,All institutions<sup>a</sup>,Florida International U.,2,91,1111,753,275,83,84,1054,722,265,67,158,57,31,10,16
8281,r093,"All institutions<sup>a</sup> -> SUNY, Binghamton U.",All institutions<sup>a</sup>,"SUNY, Binghamton U.",2,92,1110,785,300,25,101,796,555,229,12,28,314,230,71,13
8281,r094,All institutions<sup>a</sup> -> West Virginia U.,All institutions<sup>a</sup>,West Virginia U.,2,93,1087,706,219,162,87,955,622,195,138,78,132,84,24,24
8281,r095,All institutions<sup>a</sup> -> U. Oklahoma,All institutions<sup>a</sup>,U. Oklahoma,2,94,1081,793,228,60,88,952,713,193,46,82,129,80,35,14
8281,r096,All institutions<sup>a</sup> -> Wayne State U.,All institutions<sup>a</sup>,Wayne State U.,2,95,1026,730,196,100,90,910,664,163,83,94,116,66,33,17
8281,r097,All institutions<sup>a</sup> -> Georgia State U.,All institutions<sup>a</sup>,Georgia State U.,2,96,983,832,0,151,96,847,757,0,90,76,136,75,0,61
8281,r098,All institutions<sup>a</sup> -> Virginia Commonwealth U.,All institutions<sup>a</sup>,Virginia Commonwealth U.,2,97,978,503,162,313,99,815,416,142,257,66,163,87,20,56
8281,r099,"All institutions<sup>a</sup> -> U. Texas Health Science Center, Houston",All institutions<sup>a</sup>,"U. Texas Health Science Center, Houston",2,98,969,764,36,169,111,671,552,36,83,30,298,212,0,86
8281,r100,All institutions<sup>a</sup> -> Case Western Reserve U.,All institutions<sup>a</sup>,Case Western Reserve U.,2,99,944,555,377,12,89,912,540,360,12,204,32,15,17,0
8281,r101,All institutions<sup>a</sup> -> Mississippi State U.,All institutions<sup>a</sup>,Mississippi State U.,2,100,934,526,383,25,121,578,392,173,13,23,356,134,210,12
8281,r102,"All institutions<sup>a</sup> -> U. Texas, Arlington",All institutions<sup>a</sup>,"U. Texas, Arlington",2,101,931,495,389,47,119,590,297,279,14,24,341,198,110,33
8281,r103,"All institutions<sup>a</sup> -> U. North Texas, Denton",All institutions<sup>a</sup>,"U. North Texas, Denton",2,102,922,753,135,34,124,533,436,80,17,19,389,317,55,17
8281,r104,"All institutions<sup>a</sup> -> U. Alabama, Tuscaloosa",All institutions<sup>a</sup>,"U. Alabama, Tuscaloosa",2,103,920,567,314,39,108,722,476,222,24,56,198,91,92,15
8281,r105,All institutions<sup>a</sup> -> Syracuse U.,All institutions<sup>a</sup>,Syracuse U.,2,104,919,730,175,14,97,846,679,154,13,142,73,51,21,1
8281,r106,All institutions<sup>a</sup> -> U. Miami,All institutions<sup>a</sup>,U. Miami,2,105,913,735,134,44,92,898,725,131,42,261,15,10,3,2
8281,r107,"All institutions<sup>a</sup> -> U. Hawaii, Manoa",All institutions<sup>a</sup>,"U. Hawaii, Manoa",2,106,911,777,103,31,100,802,688,94,20,98,109,89,9,11
8281,r108,"All institutions<sup>a</sup> -> U. California, San Francisco",All institutions<sup>a</sup>,"U. California, San Francisco",2,107,900,735,84,81,91,899,735,84,80,337,1,0,0,1
8281,r109,All institutions<sup>a</sup> -> Temple U.,All institutions<sup>a</sup>,Temple U.,2,108,895,749,106,40,95,864,725,101,38,211,31,24,5,2
8281,r110,"All institutions<sup>a</sup> -> SUNY, U. Albany",All institutions<sup>a</sup>,"SUNY, U. Albany",2,109,880,815,25,40,142,431,406,17,8,12,449,409,8,32
8281,r111,All institutions<sup>a</sup> -> Kansas State U.,All institutions<sup>a</sup>,Kansas State U.,2,110,874,729,135,10,106,748,618,120,10,86,126,111,15,0
8281,r112,"All institutions<sup>a</sup> -> U. Alabama, Birmingham",All institutions<sup>a</sup>,"U. Alabama, Birmingham",2,111,873,698,98,77,105,749,639,66,44,89,124,59,32,33
8281,r113,All institutions<sup>a</sup> -> Tufts U.,All institutions<sup>a</sup>,Tufts U.,2,112,836,639,183,14,102,770,593,163,14,150,66,46,20,0
8281,r114,All institutions<sup>a</sup> -> Oklahoma State U.,All institutions<sup>a</sup>,Oklahoma State U.,2,112,836,640,196,0,112,623,463,160,0,51,213,177,36,0
8281,r115,"All institutions<sup>a</sup> -> U. Nevada, Reno",All institutions<sup>a</sup>,"U. Nevada, Reno",2,114,829,586,221,22,103,765,535,208,22,151,64,51,13,0
8281,r116,"All institutions<sup>a</sup> -> U. Arkansas, Fayetteville",All institutions<sup>a</sup>,"U. Arkansas, Fayetteville",2,115,816,545,268,3,131,495,297,198,0,27,321,248,70,3
8281,r117,All institutions<sup>a</sup> -> U. Wisconsin-Milwaukee,All institutions<sup>a</sup>,U. Wisconsin-Milwaukee,2,116,807,499,134,174,107,743,476,117,150,151,64,23,17,24
8281,r118,All institutions<sup>a</sup> -> Tulane U.,All institutions<sup>a</sup>,Tulane U.,2,117,776,634,78,64,104,757,617,78,62,247,19,17,0,2
8281,r119,All institutions<sup>a</sup> -> Drexel U.,All institutions<sup>a</sup>,Drexel U.,2,118,761,420,305,36,110,672,374,269,29,122,89,46,36,7
8281,r120,All institutions<sup>a</sup> -> Claremont Graduate U.,All institutions<sup>a</sup>,Claremont Graduate U.,2,119,740,639,0,101,128,515,451,0,64,45,225,188,0,37
8281,r121,"All institutions<sup>a</sup> -> U. Maryland, Baltimore County",All institutions<sup>a</sup>,"U. Maryland, Baltimore County",2,120,737,594,143,0,115,610,492,118,0,85,127,102,25,0
8281,r122,"All institutions<sup>a</sup> -> U. Nevada, Las Vegas",All institutions<sup>a</sup>,"U. Nevada, Las Vegas",2,121,713,561,91,61,126,523,435,63,25,59,190,126,28,36
8281,r123,All institutions<sup>a</sup> -> U. Louisville,All institutions<sup>a</sup>,U. Louisville,2,122,695,513,156,26,117,597,441,146,10,115,98,72,10,16
8281,r124,All institutions<sup>a</sup> -> Dartmouth C.,All institutions<sup>a</sup>,Dartmouth C.,2,123,684,550,125,9,109,684,550,125,9,349,0,0,0,0
8281,r125,All institutions<sup>a</sup> -> Colorado School of Mines,All institutions<sup>a</sup>,Colorado School of Mines,2,123,684,221,463,0,116,599,202,397,0,126,85,19,66,0
8281,r126,All institutions<sup>a</sup> -> Old Dominion U.,All institutions<sup>a</sup>,Old Dominion U.,2,125,646,375,234,37,178,278,187,76,15,21,368,188,158,22
8281,r127,All institutions<sup>a</sup> -> Kent State U.,All institutions<sup>a</sup>,Kent State U.,2,126,642,565,6,71,113,615,547,6,62,219,27,18,0,9
8281,r128,"All institutions<sup>a</sup> -> U. North Carolina, Charlotte",All institutions<sup>a</sup>,"U. North Carolina, Charlotte",2,127,641,441,160,40,140,437,309,108,20,54,204,132,52,20
8281,r129,"All institutions<sup>a</sup> -> U. Texas, San Antonio",All institutions<sup>a</sup>,"U. Texas, San Antonio",2,127,641,403,230,8,152,386,246,139,1,36,255,157,91,7
8281,r130,All institutions<sup>a</sup> -> Lehigh U.,All institutions<sup>a</sup>,Lehigh U.,2,129,615,317,298,0,122,575,299,276,0,185,40,18,22,0
8281,r131,"All institutions<sup>a</sup> -> U. California, Merced",All institutions<sup>a</sup>,"U. California, Merced",2,130,612,430,150,32,114,611,430,150,31,337,1,0,0,1
8281,r132,All institutions<sup>a</sup> -> Baylor U.,All institutions<sup>a</sup>,Baylor U.,2,131,609,532,69,8,118,592,517,68,7,254,17,15,1,1
8281,r133,All institutions<sup>a</sup> -> Fielding Graduate U.,All institutions<sup>a</sup>,Fielding Graduate U.,2,132,605,605,0,0,130,503,503,0,0,108,102,102,0,0
8281,r134,"All institutions<sup>a</sup> -> U. Massachusetts, Boston",All institutions<sup>a</sup>,"U. Massachusetts, Boston",2,133,603,508,0,95,151,389,341,0,48,50,214,167,0,47
8281,r135,All institutions<sup>a</sup> -> Baylor C. of Medicine,All institutions<sup>a</sup>,Baylor C. of Medicine,2,134,582,580,0,2,120,582,580,0,2,349,0,0,0,0
8281,r136,All institutions<sup>a</sup> -> Georgetown U.,All institutions<sup>a</sup>,Georgetown U.,2,135,573,568,0,5,133,471,467,0,4,108,102,101,0,1
8281,r137,"All institutions<sup>a</sup> -> U. Texas, El Paso",All institutions<sup>a</sup>,"U. Texas, El Paso",2,136,559,329,198,32,162,352,223,115,14,53,207,106,83,18
8281,r138,"All institutions<sup>a</sup> -> U. Massachusetts, Lowell",All institutions<sup>a</sup>,"U. Massachusetts, Lowell",2,137,557,236,262,59,155,370,167,175,28,60,187,69,87,31
8281,r139,All institutions<sup>a</sup> -> North Dakota State U.,All institutions<sup>a</sup>,North Dakota State U.,2,138,548,386,137,25,153,378,267,91,20,63,170,119,46,5
8281,r140,All institutions<sup>a</sup> -> Missouri U. of Science and Technology,All institutions<sup>a</sup>,Missouri U. of Science and Technology,2,139,536,153,383,0,134,468,141,327,0,149,68,12,56,0
8281,r141,All institutions<sup>a</sup> -> U. Mississippi,All institutions<sup>a</sup>,U. Mississippi,2,140,532,371,36,125,132,493,359,32,102,187,39,12,4,23
8281,r142,All institutions<sup>a</sup> -> Boston C.,All institutions<sup>a</sup>,Boston C.,2,141,519,495,0,24,127,516,493,0,23,318,3,2,0,1
8281,r143,All institutions<sup>a</sup> -> U. Memphis,All institutions<sup>a</sup>,U. Memphis,2,142,516,365,114,37,177,285,208,64,13,42,231,157,50,24
8281,r144,All institutions<sup>a</sup> -> U. Texas Southwestern Medical Center,All institutions<sup>a</sup>,U. Texas Southwestern Medical Center,2,143,515,453,62,0,129,514,452,62,0,337,1,1,0,0
8281,r145,All institutions<sup>a</sup> -> U. Wyoming,All institutions<sup>a</sup>,U. Wyoming,2,144,512,395,117,0,138,453,351,102,0,157,59,44,15,0
8281,r146,All institutions<sup>a</sup> -> Florida Atlantic U.,All institutions<sup>a</sup>,Florida Atlantic U.,2,145,492,352,98,42,191,226,177,39,10,34,266,175,59,32
8281,r147,All institutions<sup>a</sup> -> Texas Woman's U.,All institutions<sup>a</sup>,Texas Woman's U.,2,146,488,245,0,243,263,77,61,0,16,18,411,184,0,227
8281,r148,All institutions<sup>a</sup> -> U. Toledo,All institutions<sup>a</sup>,U. Toledo,2,147,485,321,107,57,159,365,259,66,40,91,120,62,41,17
8281,r149,All institutions<sup>a</sup> -> Michigan Technological U.,All institutions<sup>a</sup>,Michigan Technological U.,2,148,484,237,247,0,146,402,206,196,0,128,82,31,51,0
8281,r150,All institutions<sup>a</sup> -> Utah State U.,All institutions<sup>a</sup>,Utah State U.,2,149,480,354,126,0,207,180,123,57,0,29,300,231,69,0
