table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_us_millions_,field_percent_of_domestic_sales_of_r_d_performers_or_fundersa,field_percent_of_domestic_sales_of_r_d_performersb
2727,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['420,474', '  ']","['3.9', '  ']","['4.1', '  ']"
2727,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['273,761', '  ']","['4.6', '  ']","['4.7', '  ']"
2727,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['4,644', '  ']","['0.9', '  ']","['0.9', '  ']"
2727,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['1,237', '  ']","['0.8', '  ']","['0.8', '  ']"
2727,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['1,004', '  ']","['1.4', '  ']","['1.4', '  ']"
2727,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['212', '  ']","['0.7', '  ']","['0.8', '  ']"
2727,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['946', '  ']","['1.1', '  ']","['1.1', '  ']"
2727,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['240', '  ']","['0.8', '  ']","['0.8', '  ']"
2727,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['1,475', '  ']","['0.4', '  ']","['0.4', '  ']"
2727,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['105,155', '  ']","['9.0', '  ']","['9.1', '  ']"
