table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_10_19a,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_999,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
9663,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,559', '  ']","['0 - 6', '  ']","['65', '  ']","['74', '  ']","['237', '  ']","['142', '  ']","['145', '  ']","['823 - 834', '  ']","['638', '  ']","['428', 'i ']","['0', '  ']"
9663,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,291 - 1,320', 'i ']","['0 - 7', 'i ']","['16', '  ']","['24', '  ']","['90', '  ']","['73', '  ']","['53', '  ']","['98 - 139', 'i ']","['0', '  ']","['616', 'i ']","['311', '  ']"
9663,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['915 - 946', '  ']","['3', '  ']","['20', '  ']","['30', '  ']","['33', '  ']","['0 - 103', 'i ']","['0 - 129', '  ']","['293 - 326', '  ']","['20 - 65', '  ']","['247 - 518', '  ']","['0', '  ']"
9663,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['88,524', '  ']","['631', '  ']","['2,622', '  ']","['3,348', '  ']","['4,462', '  ']","['6,587', '  ']","['4,622', '  ']","['8,780', '  ']","['9,574', '  ']","['29,173', '  ']","['18,724', '  ']"
9663,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['2,531', '  ']","['0 - 35', '  ']","['21', '  ']","['35', '  ']","['90', '  ']","['35', '  ']","['86', '  ']","['376', 'i ']","['264 - 307', '  ']","['361', 'i ']","['1,224', '  ']"
9663,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,242 - 1,252', '  ']","['0 - 35', 'i ']","['43', '  ']","['82', '  ']","['89', '  ']","['0 - 103', '  ']","['0 - 129', '  ']","['385 - 395', '  ']","['0', '  ']","['252 - 522', '  ']","['123', '  ']"
9663,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['2,961', '  ']","['0 - 26', '  ']","['20 - 94', '  ']","['103', '  ']","['188', '  ']","['227', '  ']","['215', '  ']","['917', '  ']","['691', '  ']","['233 - 337', '  ']","['266', '  ']"
9663,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,503', '  ']","['12', '  ']","['46', '  ']","['85', '  ']","['58', '  ']","['22', '  ']","['169', '  ']","['36', '  ']","['95', '  ']","['981', '  ']","['0', '  ']"
9663,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['887 - 890', '  ']","['0', '  ']","['13 - 19', '  ']","['62', '  ']","['71', '  ']","['27', '  ']","['32', '  ']","['235', '  ']","['413 - 419', '  ']","['27', '  ']","['0', '  ']"
9663,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['3,879', '  ']","['61 - 115', '  ']","['846', '  ']","['327', '  ']","['685', '  ']","['399', '  ']","['341', '  ']","['868', '  ']","['124 - 171', '  ']","['177', '  ']","['0', '  ']"
9663,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['16,726', '  ']","['89', '  ']","['561', '  ']","['737', '  ']","['938', '  ']","['701', '  ']","['735', '  ']","['2,127', '  ']","['3,337', '  ']","['4,681', '  ']","['2,821', '  ']"
9663,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,799 - 1,807', '  ']","['0 - 87', '  ']","['28', '  ']","['0 - 663', '  ']","['0 - 63', '  ']","['0 - 613', '  ']","['63', '  ']","['167', '  ']","['463 - 532', '  ']","['0', '  ']","['0 - 1,019', '  ']"
9663,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['5,182', '  ']","['3', '  ']","['8', '  ']","['42', '  ']","['56', '  ']","['53', '  ']","['303', '  ']","['741', '  ']","['1,735', '  ']","['2,239', '  ']","['0', '  ']"
9663,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['1,239 - 1,246', '  ']","['0 - 6', '  ']","['22', '  ']","['33', '  ']","['95', '  ']","['37', '  ']","['42', '  ']","['51', '  ']","['353', '  ']","['609', '  ']","['0', '  ']"
9663,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['8,499', '  ']","['0 - 87', '  ']","['502', '  ']","['0 - 663', '  ']","['723 - 789', '  ']","['0 - 613', '  ']","['327', '  ']","['1,168', '  ']","['717 - 787', '  ']","['1,832', '  ']","['1,801 - 2,821', '  ']"
9663,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['94,211', '  ']","['174 - 222', '  ']","['1,059', '  ']","['944', '  ']","['1,274', '  ']","['2,242', '  ']","['3,005', '  ']","['12,496', '  ']","['13,514', '  ']","['14,625 - 14,666', 'i ']","['44,833', '  ']"
9663,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['11,339', '  ']","['0 - 74', '  ']","['0 - 131', '  ']","['71 - 146', '  ']","['0 - 794', '  ']","['0 - 568', '  ']","['0 - 1,000', '  ']","['2,366', '  ']","['0 - 4,116', '  ']","['0', '  ']","['2,145 - 8,903', '  ']"
9663,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['45,516', '  ']","['21 - 94', '  ']","['554', '  ']","['0 - 546', '  ']","['0 - 794', '  ']","['1,275', '  ']","['1,175', 'i ']","['5,706', '  ']","['6,153 - 6,323', 'i ']","['13,380', 'i ']","['15,693 - 17,182', '  ']"
9663,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['10,014', '  ']","['65 - 81', '  ']","['374 - 402', '  ']","['253 - 328', '  ']","['481', '  ']","['399 - 559', '  ']","['832', '  ']","['1,411', '  ']","['3,077 - 3,905', '  ']","['353', '  ']","['1,664 - 2,757', '  ']"
9663,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['2,837', '  ']","['27', '  ']","['182', '  ']","['72', '  ']","['209', '  ']","['168', 'i ']","['339', '  ']","['155', '  ']","['1,685', '  ']","['0', '  ']","['0', '  ']"
9663,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['2,109', '  ']","['0 - 15', '  ']","['71', '  ']","['23', '  ']","['58 - 157', 'i ']","['0 - 103', '  ']","['0 - 494', '  ']","['198', '  ']","['0 - 1,760', '  ']","['0', '  ']","['0 - 1,760', '  ']"
9663,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['5,068', '  ']","['39', '  ']","['121 - 149', '  ']","['157 - 234', '  ']","['116 - 213', '  ']","['192 - 289', '  ']","['0 - 494', '  ']","['1,058', '  ']","['0 - 2,219', '  ']","['353', '  ']","['117 - 2,757', '  ']"
9663,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['27,342', '  ']","['0 - 74', 'i ']","['0 - 131', 'i ']","['0 - 546', '  ']","['0 - 794', '  ']","['0 - 568', '  ']","['0 - 1,000', '  ']","['3,013', '  ']","['0 - 4,116', 'i ']","['893 - 933', 'i ']","['16,205 - 23,437', '  ']"
9663,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['5,007', '  ']","['78', 'r ']","['110', '  ']","['284', '  ']","['331', '  ']","['256', '  ']","['823', '  ']","['1,778', '  ']","['582', '  ']","['765', '  ']","['0', '  ']"
9663,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['34,405', '  ']","['26', '  ']","['172', '  ']","['150', '  ']","['816', '  ']","['526', '  ']","['1,586', '  ']","['5,049', '  ']","['1,892', '  ']","['5,451', '  ']","['18,736', '  ']"
9663,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['22,754', '  ']","['11', '  ']","['33', '  ']","['55', '  ']","['418', '  ']","['253', '  ']","['867', '  ']","['3,794', '  ']","['1,216', '  ']","['3,251', '  ']","['12,857', '  ']"
9663,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['9,900', '  ']","['15', '  ']","['99', '  ']","['27', '  ']","['318', '  ']","['243', '  ']","['504', '  ']","['918', '  ']","['371', '  ']","['2,082', '  ']","['5,324', 'i ']"
9663,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['9,293', '  ']","['0 - 16', '  ']","['98', '  ']","['26', '  ']","['65 - 300', '  ']","['7 - 244', '  ']","['268 - 505', '  ']","['328 - 681', '  ']","['371', '  ']","['2,082', '  ']","['5,324', 'i ']"
9663,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['608', '  ']","['0 - 16', '  ']","['1', '  ']","['1', '  ']","['18 - 253', '  ']","['0 - 235', '  ']","['0 - 235', '  ']","['237 - 589', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9663,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['20 - 24', '  ']","['0', '  ']","['0 - 6', '  ']","['3', '  ']","['5', '  ']","['0', '  ']","['11', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9663,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,726 - 1,731', '  ']","['1', '  ']","['33 - 41', '  ']","['65', '  ']","['75', '  ']","['30', '  ']","['204', '  ']","['338', '  ']","['305', '  ']","['119', 'i ']","['556', '  ']"
9663,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['423', '  ']","['2', 'r ']","['7', '  ']","['11', '  ']","['67', '  ']","['20', '  ']","['17', '  ']","['110', '  ']","['178', '  ']","['11', '  ']","['0', '  ']"
9663,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['20,822', '  ']","['127', '  ']","['333 - 454', '  ']","['484', '  ']","['690 - 746', '  ']","['591', '  ']","['1,344 - 1,362', '  ']","['3,875 - 3,930', '  ']","['3,151', '  ']","['4,678 - 4,745', '  ']","['5,351', '  ']"
9663,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['18,204', '  ']","['91', '  ']","['300', '  ']","['374', '  ']","['493', '  ']","['407', '  ']","['911', '  ']","['2,763', '  ']","['3,120', '  ']","['4,512', '  ']","['5,235', '  ']"
9663,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,618', '  ']","['36', '  ']","['34 - 154', '  ']","['110', '  ']","['197 - 253', '  ']","['185', '  ']","['433 - 452', '  ']","['1,112 - 1,167', '  ']","['32', '  ']","['166 - 233', '  ']","['116', '  ']"
9663,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['240,138', '  ']","['2,759', '  ']","['6,412', '  ']","['5,349', '  ']","['9,516', '  ']","['8,339', '  ']","['9,926', '  ']","['44,152', '  ']","['18,030', '  ']","['17,978', '  ']","['117,678', '  ']"
9663,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,077 - 1,151', '  ']","['4', '  ']","['143', 'r ']","['0 - 94', 'i ']","['68', 'i ']","['283', '  ']","['59', 'i ']","['198', 'i ']","['0 - 94', '  ']","['305', '  ']","['0', '  ']"
9663,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['133 - 17,961', '  ']","['11', '  ']","['0 - 164', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0 - 279', '  ']","['0 - 1,605', '  ']","['11', '  ']","['0 - 529', '  ']","['0 - 17,940', 'i ']"
9663,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,661 - 1,770', 'i ']","['145', '  ']","['370', '  ']","['262', '  ']","['480', 'i ']","['215', 'i ']","['85', 'i ']","['0 - 111', 'i ']","['4', 'i ']","['25', 'i ']","['78', 'i ']"
9663,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['5,931 - 24,034', 'i ']","['3 - 8', '  ']","['23', 'r ']","['18', 'r ']","['29', '  ']","['109', '  ']","['46', '  ']","['29', '  ']","['0 - 2,839', '  ']","['0 - 529', '  ']","['2,300 - 22,477', 'i ']"
9663,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['7,198 - 7,200', '  ']","['0', '  ']","['155', 'r ']","['27', '  ']","['46', '  ']","['96', '  ']","['54 - 58', '  ']","['2,711', '  ']","['0 - 1,869', '  ']","['2,243', 'i ']","['0 - 1,869', '  ']"
9663,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['146,488', '  ']","['696', '  ']","['1,573', '  ']","['1,830', '  ']","['3,822', '  ']","['4,352', '  ']","['5,789', '  ']","['27,720', '  ']","['9,862', '  ']","['7,584', '  ']","['83,259', '  ']"
9663,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['38,521', '  ']","['385', '  ']","['624 - 668', '  ']","['5 - 599', '  ']","['1,608', '  ']","['1,100', '  ']","['1,153', '  ']","['8,633', '  ']","['3,235', '  ']","['1,240 - 1,880', '  ']","['19,898', '  ']"
9663,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['81', '  ']","['0', '  ']","['11', 'r ']","['6', '  ']","['3', '  ']","['60', 'i ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9663,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['38,441', '  ']","['385', '  ']","['613 - 657', '  ']","['0 - 594', '  ']","['1,605', '  ']","['1,040', '  ']","['1,152', '  ']","['8,633', '  ']","['3,235', '  ']","['1,240 - 1,880', '  ']","['19,898', '  ']"
9663,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,736 - 3,805', '  ']","['46', 'r ']","['2 - 72', '  ']","['35', '  ']","['99', '  ']","['13', '  ']","['178', '  ']","['50', '  ']","['31', '  ']","['31', '  ']","['3,252', '  ']"
9663,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['44,585', '  ']","['252', '  ']","['772 - 835', '  ']","['1,197 - 1,260', '  ']","['1,783', '  ']","['3,049', '  ']","['3,052', '  ']","['14,088', '  ']","['5,665', '  ']","['4,203', 'i ']","['10,459', '  ']"
9663,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['59,577 - 59,647', '  ']","['14', '  ']","['68', '  ']","['0 - 594', '  ']","['331', '  ']","['190', '  ']","['1,407', '  ']","['4,950', '  ']","['932', '  ']","['1,469 - 2,109', '  ']","['49,650', '  ']"
9663,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['20,902', '  ']","['115', '  ']","['351', 'r ']","['111', '  ']","['290', '  ']","['335', '  ']","['1,179', '  ']","['7,147', '  ']","['3,042', 'i ']","['2,740', '  ']","['5,593', '  ']"
9663,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['2,095 - 2,097', '  ']","['0 - 1', '  ']","['5', '  ']","['4', '  ']","['25', '  ']","['11', '  ']","['37', '  ']","['3 - 1,609', '  ']","['0 - 2,014', '  ']","['0', '  ']","['0 - 2,014', '  ']"
9663,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['5 - 8', '  ']","['0', '  ']","['0', '  ']","['1 - 4', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['4', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9663,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['2,087 - 2,091', '  ']","['0 - 1', '  ']","['5', '  ']","['0 - 4', '  ']","['25', '  ']","['11', '  ']","['37', '  ']","['0 - 1,605', '  ']","['0 - 2,014', '  ']","['0', '  ']","['0 - 2,014', '  ']"
9663,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['32,083', '  ']","['1,651', '  ']","['3,624', '  ']","['2,757', '  ']","['3,713', '  ']","['2,480', '  ']","['1,874', '  ']","['3,758', '  ']","['1,494', '  ']","['4,555', '  ']","['6,177', '  ']"
9663,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['2,553', '  ']","['129', '  ']","['426', '  ']","['334', '  ']","['523', '  ']","['284', '  ']","['149', '  ']","['515', '  ']","['76', '  ']","['118', '  ']","['0', '  ']"
9663,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['17,188', '  ']","['780', '  ']","['1,843', '  ']","['1,047', '  ']","['1,065', '  ']","['1,321', '  ']","['1,355', '  ']","['1,438', '  ']","['1,369', '  ']","['2,608', 'i ']","['4,363', '  ']"
9663,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['6,123', '  ']","['670', '  ']","['1,108', '  ']","['1,104', '  ']","['1,364', '  ']","['431', '  ']","['236', '  ']","['1,142', '  ']","['0', '  ']","['10', 'i ']","['58', '  ']"
9663,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['154', '  ']","['44', '  ']","['51', '  ']","['15', '  ']","['44', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9663,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['1,664', '  ']","['253', '  ']","['343', '  ']","['506', '  ']","['402', '  ']","['75', '  ']","['27', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['58', '  ']"
9663,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['4,266', '  ']","['370', '  ']","['705', '  ']","['582', '  ']","['918', '  ']","['336', '  ']","['209', '  ']","['1,136', '  ']","['0', '  ']","['10', 'i ']","['0', '  ']"
9663,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['38', '  ']","['3', '  ']","['8', '  ']","['0', '  ']","['0', '  ']","['20', '  ']","['0', '  ']","['7', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9663,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['6,218', '  ']","['72', '  ']","['247', '  ']","['273', '  ']","['761', '  ']","['444', '  ']","['134', '  ']","['663', '  ']","['49', '  ']","['1,819', '  ']","['1,757', '  ']"
