table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_dod,field_doe,field_nasa,field_nih,field_dhs,field_dot,field_epa,field_nsf,field_all_other_agencies
1413,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['46', '  ']","['0', '  ']","['46', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', ' ']"
1413,r012,"All industries -> Manufacturing industries -> Chemicals -> Resins, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resins, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1', 'i ']","['*', 'i ']","['1', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticides, fertilizers, and other agricultural chemicals ",All industries,Manufacturing industries,Chemicals,"Pesticides, fertilizers, and other agricultural chemicals ",,4,3253,"['2', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['0', ' ']"
1413,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['147', '  ']","['44', '  ']","['D', '&nbsp;']","['0', '  ']","['49', '  ']","['6', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['D', ' ']"
1413,r015,"All industries -> Manufacturing industries -> Chemicals -> Soaps, cleaning compounds, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soaps, cleaning compounds, and toilet preparations",,4,3256,"['*', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r016,"All industries -> Manufacturing industries -> Chemicals -> Paints, coating, adhesives, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paints, coating, adhesives, and other chemicals",,4,"3255, 3259","['16', 'i ']","['D', '  ']","['10', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', ' ']"
1413,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['4', '  ']","['0', '  ']","['4', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['*', ' ']"
1413,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['6', '  ']","['2', '  ']","['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['*', ' ']"
1413,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['6', '  ']","['3', '  ']","['4', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['12', '  ']","['*', 'i ']","['1', 'i ']","['11', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['*', ' ']"
1413,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['152', '  ']","['97', '  ']","['52', 'i ']","['1', '  ']","['0', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['*', '  ']","['1', ' ']"
1413,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implements ,All industries,Manufacturing industries,Machinery,Agricultural implements ,,4,33311,"['3', '  ']","['*', 'i ']","['2', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['*', ' ']"
1413,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery ,All industries,Manufacturing industries,Machinery,Semiconductor machinery ,,4,333242,"['3', '  ']","['D', '  ']","['D', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', ' ']"
1413,r024,"All industries -> Manufacturing industries -> Machinery -> Engines, turbines, and power transmission equipment ",All industries,Manufacturing industries,Machinery,"Engines, turbines, and power transmission equipment ",,4,3336,"['41', 'i ']","['D', '  ']","['D', '&nbsp;']","['*', 'i ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery ,All industries,Manufacturing industries,Machinery,Other machinery ,,4,other 333,"['106', '  ']","['91', '  ']","['13', 'i ']","['*', '  ']","['0', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['4,410', '  ']","['3,889', '  ']","['D', '&nbsp;']","['363', 'i ']","['7', 'i ']","['2', '  ']","['6', '  ']","['0', '  ']","['1', '  ']","['D', ' ']"
1413,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['787', 'i ']","['579', 'i ']","['4', 'i ']","['203', 'i ']","['1', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,"['278', '  ']","['228', '  ']","['D', '&nbsp;']","['12', 'i ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['D', ' ']"
1413,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['3,320', '  ']","['3,056', '  ']","['22', 'i ']","['148', '  ']","['6', 'i ']","['1', '  ']","['6', '  ']","['0', '  ']","['*', '  ']","['80', ' ']"
1413,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatuses ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatuses ",5,"334510, 334517","['1', 'i ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments ",5,334511,"['3,274', '  ']","['3,043', '  ']","['0', '  ']","['144', '  ']","['*', '  ']","['1', '  ']","['5', '  ']","['0', '  ']","['*', '  ']","['80', ' ']"
1413,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices ,5,other 3345,"['45', '  ']","['13', '  ']","['22', 'i ']","['3', 'i ']","['6', 'i ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['*', ' ']"
1413,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['26', '  ']","['25', '  ']","['1', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['46', 'i ']","['5', '  ']","['27', 'i ']","['7', 'i ']","['7', 'i ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['14,325', '  ']","['10,043', '  ']","['D', '&nbsp;']","['3,171', 'i ']","['3', '  ']","['D', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['D', ' ']"
1413,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['D', '&nbsp;']","['9', '  ']","['D', '&nbsp;']","['0', '  ']","['0', '  ']","['D', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['12,904', '  ']","['D', '  ']","['D', '&nbsp;']","['3,171', 'i ']","['3', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', ' ']"
1413,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts ",5,336411–13,"['11,839', '  ']","['8,136', '  ']","['8', '  ']","['D', '&nbsp;']","['3', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', ' ']"
1413,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts ",5,"336414–15, 336419","['1,065', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components ",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components ",,4,336992,"['D', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['D', '&nbsp;']","['D', '&nbsp;']","['*', 'i ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['*', 'i ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r043,All industries -> Manufacturing industries -> Miscellaneous ,All industries,Manufacturing industries,Miscellaneous ,,,3,339,"['36', '  ']","['13', '  ']","['D', '  ']","['0', '  ']","['11', 'i ']","['0', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['D', ' ']"
1413,r044,All industries -> Manufacturing industries -> Miscellaneous  -> Medical equipment and supplies ,All industries,Manufacturing industries,Miscellaneous ,Medical equipment and supplies ,,4,3391,"['27', '  ']","['8', '  ']","['D', '  ']","['0', '  ']","['7', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['D', ' ']"
1413,r045,All industries -> Manufacturing industries -> Miscellaneous  -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous ,Other miscellaneous manufacturing,,4,3399,"['10', 'i ']","['5', '  ']","['0', '  ']","['0', '  ']","['4', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', ' ']"
1413,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['4,555', '  ']","['2,351', '  ']","['535', 'i ']","['481', 'i ']","['575', '  ']","['15', '  ']","['37', '  ']","['2', '  ']","['20', '  ']","['539', ' ']"
1413,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['2', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['D', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['3', ' ']"
1413,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['25', '  ']","['11', '  ']","['D', '  ']","['D', '  ']","['1', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['*', '  ']","['D', ' ']"
1413,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['7', '  ']","['1', '  ']","['4', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['D', ' ']"
1413,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['*', 'i ']","['0', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['7', '  ']","['1', '  ']","['4', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['D', ' ']"
1413,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['*', '  ']","['*', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['16', '  ']","['9', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['*', '  ']","['0', ' ']"
1413,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['2', '  ']","['2', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', ' ']"
1413,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1413,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['4,496', '  ']","['2,338', '  ']","['501', 'i ']","['479', 'i ']","['571', '  ']","['15', '  ']","['36', '  ']","['2', '  ']","['20', '  ']","['534', ' ']"
1413,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['964', '  ']","['634', '  ']","['278', 'i ']","['4', 'i ']","['0', '  ']","['*', '  ']","['D', '  ']","['1', '  ']","['*', '  ']","['D', ' ']"
1413,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['583', '  ']","['392', '  ']","['110', 'i ']","['21', 'i ']","['56', 'i ']","['1', '  ']","['3', '  ']","['0', '  ']","['*', '  ']","['*', ' ']"
1413,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['2,675', '  ']","['1,216', '  ']","['105', 'i ']","['339', 'i ']","['479', '  ']","['13', '  ']","['D', '  ']","['1', '  ']","['18', '  ']","['D', ' ']"
1413,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['93', '  ']","['D', '  ']","['1', '  ']","['*', '  ']","['53', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['D', ' ']"
1413,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['1,956', '  ']","['1,142', '  ']","['103', 'i ']","['D', '&nbsp;']","['272', 'i ']","['13', '  ']","['4', '  ']","['*', '  ']","['17', '  ']","['D', ' ']"
1413,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['626', '  ']","['D', '  ']","['1', '  ']","['D', '  ']","['154', '  ']","['1', '  ']","['D', '  ']","['*', '  ']","['1', '  ']","['D', ' ']"
1413,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['274', '  ']","['95', '  ']","['8', 'i ']","['116', '  ']","['36', '  ']","['1', '  ']","['*', 'i ']","['0', '  ']","['1', '  ']","['16', ' ']"
1413,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['2', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i']"
1413,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['D', '  ']","['2', '  ']","['0', '  ']","['D', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', ' ']"
1413,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['23,772', '  ']","['16,458', '  ']","['1,011', 'i ']","['4,037', 'i ']","['652', '  ']","['D', '  ']","['46', '  ']","['2', '  ']","['23', '  ']","['D', ' ']"
1413,r074,All companies (number of domestic employees) -> Micro companies<sup>a</sup>,All companies (number of domestic employees),Micro companies<sup>a</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1413,r075,All companies (number of domestic employees) -> Micro companies<sup>a</sup> -> 5&#8211;9,All companies (number of domestic employees),Micro companies<sup>a</sup>,5&#8211;9,,,3,–,"['263', 'i ']","['30', '  ']","['63', 'i ']","['65', 'i ']","['79', 'i ']","['*', '  ']","['0', '  ']","['0', '  ']","['11', '  ']","['14', ' ']"
1413,r076,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1413,r077,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,"['393', 'i ']","['126', '  ']","['95', 'i ']","['75', 'i ']","['68', 'i ']","['2', '  ']","['6', '  ']","['*', '  ']","['4', '  ']","['16', ' ']"
1413,r078,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['899', '  ']","['572', '  ']","['131', 'i ']","['D', '&nbsp;']","['101', 'i ']","['2', '  ']","['6', '  ']","['*', '  ']","['2', '  ']","['D', ' ']"
1413,r079,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
1413,r080,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['451', '  ']","['207', '  ']","['47', 'i ']","['81', 'i ']","['67', 'i ']","['2', '  ']","['3', '  ']","['*', '  ']","['4', '  ']","['40', ' ']"
1413,r081,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['839', '  ']","['533', '  ']","['76', 'i ']","['80', 'i ']","['104', '  ']","['D', '  ']","['3', '  ']","['*', '  ']","['*', '  ']","['D', ' ']"
