table_id,row_id,ffrdc_full_path,ffrdc_level_1,ffrdc_level_2,ffrdc_level_3,ffrdc_hierarchy_depth,field_sponsor,field_location,field_total_all_r_d_expenditures,field_total_basic_research,field_total_applied_research,field_total_experimental_development,field_federally_financed_all_r_d_expenditures,field_federally_financed_basic_research,field_federally_financed_applied_research,field_federally_financed_experimental_development
2779,r001,All FFRDCs,All FFRDCs,,,1,-,-,"['22,737,500', ' ']","['4,535,637', ' ']","['9,200,139', ' ']","['9,001,724', ' ']","['22,338,855', ' ']","['4,455,413', ' ']","['9,014,286', ' ']","['8,869,156', ' ']"
2779,r002,All FFRDCs -> University-administered FFRDCs,All FFRDCs,University-administered FFRDCs,,2,-,-,"['6,946,262', ' ']","['2,291,759', ' ']","['1,833,021', ' ']","['2,821,482', ' ']","['6,796,696', ' ']","['2,222,599', ' ']","['1,782,136', ' ']","['2,791,961', ' ']"
2779,r003,All FFRDCs -> University-administered FFRDCs -> Ames Laboratory,All FFRDCs,University-administered FFRDCs,Ames Laboratory,3,DOE,"Ames, IA","['33,612', '']","['10,088', '']","['22,632', '']","['892', '']","['33,211', '']","['10,084', '']","['22,235', '']","['892', '']"
2779,r004,All FFRDCs -> University-administered FFRDCs -> Argonne National Laboratory,All FFRDCs,University-administered FFRDCs,Argonne National Laboratory,3,DOE,"Argonne, IL","['810,693', '']","['175,065', '']","['367,255', '']","['268,373', '']","['787,513', '']","['175,065', '']","['346,334', '']","['266,114', '']"
2779,r005,All FFRDCs -> University-administered FFRDCs -> Fermi National Accelerator Laboratory,All FFRDCs,University-administered FFRDCs,Fermi National Accelerator Laboratory,3,DOE,"Batavia, IL","['334,258', '']","['333,523', '']","['735', '']","['0', '']","['333,460', '']","['332,798', '']","['662', '']","['0', '']"
2779,r006,All FFRDCs -> University-administered FFRDCs -> Jet Propulsion Laboratory,All FFRDCs,University-administered FFRDCs,Jet Propulsion Laboratory,3,NASA,"Pasadena, CA","['2,709,063', '']","['270,906', '']","['270,906', '']","['2,167,251', '']","['2,709,063', '']","['270,906', '']","['270,906', '']","['2,167,251', '']"
2779,r007,All FFRDCs -> University-administered FFRDCs -> Lawrence Berkeley National Laboratory,All FFRDCs,University-administered FFRDCs,Lawrence Berkeley National Laboratory,3,DOE,"Berkeley, CA","['872,237', '']","['715,099', '']","['132,014', '']","['25,124', '']","['807,967', '']","['672,843', '']","['113,940', '']","['21,184', '']"
2779,r008,All FFRDCs -> University-administered FFRDCs -> Lincoln Laboratory,All FFRDCs,University-administered FFRDCs,Lincoln Laboratory,3,"DOD, OSD","Lexington, MA","['1,103,870', '']","['3,217', '']","['974,361', '']","['126,292', '']","['1,084,953', '']","['3,217', '']","['974,361', '']","['107,375', '']"
2779,r009,All FFRDCs -> University-administered FFRDCs -> National Center for Atmospheric Research,All FFRDCs,University-administered FFRDCs,National Center for Atmospheric Research,3,NSF,"Boulder, CO","['199,476', '']","['65,525', '']","['33,475', '']","['100,476', '']","['187,615', '']","['61,900', '']","['28,481', '']","['97,234', '']"
2779,r010,All FFRDCs -> University-administered FFRDCs -> National Radio Astronomy Observatory,All FFRDCs,University-administered FFRDCs,National Radio Astronomy Observatory,3,NSF,"Charlottesville, VA","['101,901', '']","['88,000', '']","['1,212', '']","['12,689', '']","['99,881', '']","['87,450', '']","['891', '']","['11,540', '']"
2779,r011,All FFRDCs -> University-administered FFRDCs -> National Solar Observatory,All FFRDCs,University-administered FFRDCs,National Solar Observatory,3,NSF,"Sunspot, NM","['15,931', '']","['15,931', '']","['0', '']","['0', '']","['15,892', '']","['15,892', '']","['0', '']","['0', '']"
2779,r012,All FFRDCs -> University-administered FFRDCs -> NSF&#8217;s National Optical-Infrared Astronomy Research Laboratory (NSF&#8217;s NOIRLab),All FFRDCs,University-administered FFRDCs,NSF&#8217;s National Optical-Infrared Astronomy Research Laboratory (NSF&#8217;s NOIRLab),3,NSF,"Tucson, AZ","['38,262', '']","['38,262', '']","['0', '']","['0', '']","['28,760', '']","['28,760', '']","['0', '']","['0', '']"
2779,r013,All FFRDCs -> University-administered FFRDCs -> Princeton Plasma Physics Laboratory,All FFRDCs,University-administered FFRDCs,Princeton Plasma Physics Laboratory,3,DOE,"Princeton, NJ","['91,271', '']","['90,814', '']","['457', '']","['0', '']","['91,119', '']","['90,814', '']","['305', '']","['0', '']"
2779,r014,All FFRDCs -> University-administered FFRDCs -> SLAC National Accelerator Laboratory,All FFRDCs,University-administered FFRDCs,SLAC National Accelerator Laboratory,3,DOE,"Menlo Park, CA","['368,938', '']","['350,381', '']","['18,557', '']","['0', '']","['352,527', '']","['339,923', '']","['12,604', '']","['0', '']"
2779,r015,All FFRDCs -> University-administered FFRDCs -> Software Engineering Institute,All FFRDCs,University-administered FFRDCs,Software Engineering Institute,3,"DOD, OSD","Pittsburgh, PA","['140,954', '']","['9,152', '']","['11,417', '']","['120,385', '']","['140,940', '']","['9,152', '']","['11,417', '']","['120,371', '']"
2779,r016,All FFRDCs -> University-administered FFRDCs -> Thomas Jefferson National Accelerator Facility,All FFRDCs,University-administered FFRDCs,Thomas Jefferson National Accelerator Facility,3,DOE,"Newport News, VA","['125,796', '']","['125,796', '']","['0', '']","['0', '']","['123,795', '']","['123,795', '']","['0', '']","['0', '']"
2779,r017,All FFRDCs -> Nonprofit-administered FFRDCs,All FFRDCs,Nonprofit-administered FFRDCs,,2,-,-,"['7,033,162', ' ']","['1,596,555', ' ']","['2,092,525', ' ']","['3,344,082', ' ']","['6,891,730', ' ']","['1,591,010', ' ']","['2,028,873', ' ']","['3,271,847', ' ']"
2779,r018,All FFRDCs -> Nonprofit-administered FFRDCs -> Aerospace Federally Funded Research and Development Center,All FFRDCs,Nonprofit-administered FFRDCs,Aerospace Federally Funded Research and Development Center,3,"DOD, Air Force","El Segundo, CA","['1,065,989', '']","['21,719', '']","['79,502', '']","['964,768', '']","['1,062,804', '']","['21,560', '']","['76,476', '']","['964,768', '']"
2779,r019,All FFRDCs -> Nonprofit-administered FFRDCs -> Arroyo Center,All FFRDCs,Nonprofit-administered FFRDCs,Arroyo Center,3,"DOD, Army","Santa Monica, CA","['37,956', '']","['0', '']","['37,956', '']","['0', '']","['37,956', '']","['0', '']","['37,956', '']","['0', '']"
2779,r020,All FFRDCs -> Nonprofit-administered FFRDCs -> Brookhaven National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Brookhaven National Laboratory,3,DOE,"Upton, NY","['590,470', '']","['448,707', '']","['85,450', '']","['56,313', '']","['561,030', '']","['446,847', '']","['76,209', '']","['37,974', '']"
2779,r021,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Advanced Aviation System Development,All FFRDCs,Nonprofit-administered FFRDCs,Center for Advanced Aviation System Development,3,"DOT, FAA","McLean, VA","['174,123', '']","['1,129', '']","['16,909', '']","['156,085', '']","['152,539', '']","['1,107', '']","['16,524', '']","['134,908', '']"
2779,r022,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Communications and Computing,All FFRDCs,Nonprofit-administered FFRDCs,Center for Communications and Computing,3,"DOD, NSA/CSS","Alexandria, VA","['68,371', '']","['17,093', '']","['34,186', '']","['17,092', '']","['68,371', '']","['17,093', '']","['34,186', '']","['17,092', '']"
2779,r023,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Enterprise Modernization,All FFRDCs,Nonprofit-administered FFRDCs,Center for Enterprise Modernization,3,"Treasury/IRS, VA, SSA","McLean, VA","['174,712', '']","['417', '']","['18,684', '']","['155,611', '']","['173,127', '']","['413', '']","['18,626', '']","['154,088', '']"
2779,r024,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Naval Analyses,All FFRDCs,Nonprofit-administered FFRDCs,Center for Naval Analyses,3,"DOD, Navy","Arlington, VA","['96,697', '']","['0', '']","['96,697', '']","['0', '']","['96,697', '']","['0', '']","['96,697', '']","['0', '']"
2779,r025,All FFRDCs -> Nonprofit-administered FFRDCs -> Center for Nuclear Waste Regulatory Analyses,All FFRDCs,Nonprofit-administered FFRDCs,Center for Nuclear Waste Regulatory Analyses,3,NRC,"San Antonio, TX","['6,987', '']","['0', '']","['6,987', '']","['0', '']","['6,340', '']","['0', '']","['6,340', '']","['0', '']"
2779,r026,All FFRDCs -> Nonprofit-administered FFRDCs -> CMS Alliance to Modernize Healthcare,All FFRDCs,Nonprofit-administered FFRDCs,CMS Alliance to Modernize Healthcare,3,"HHS, CMS","Baltimore, MD","['213,369', '']","['227', '']","['34,306', '']","['178,836', '']","['213,369', '']","['227', '']","['34,306', '']","['178,836', '']"
2779,r027,All FFRDCs -> Nonprofit-administered FFRDCs -> Homeland Security Operational Analysis Center,All FFRDCs,Nonprofit-administered FFRDCs,Homeland Security Operational Analysis Center,3,"DHS, S&T","Pentagon City, VA","['54,751', '']","['0', '']","['54,751', '']","['0', '']","['54,751', '']","['0', '']","['54,751', '']","['0', '']"
2779,r028,All FFRDCs -> Nonprofit-administered FFRDCs -> Homeland Security Systems Engineering and Development Institute,All FFRDCs,Nonprofit-administered FFRDCs,Homeland Security Systems Engineering and Development Institute,3,"DHS, S&T","McLean, VA","['115,813', '']","['144', '']","['2,494', '']","['113,175', '']","['115,813', '']","['144', '']","['2,494', '']","['113,175', '']"
2779,r029,All FFRDCs -> Nonprofit-administered FFRDCs -> Judiciary Engineering and Modernization Center,All FFRDCs,Nonprofit-administered FFRDCs,Judiciary Engineering and Modernization Center,3,U.S. Courts,"McLean, VA","['7,331', '']","['17', '']","['306', '']","['7,008', '']","['7,331', '']","['17', '']","['306', '']","['7,008', '']"
2779,r030,All FFRDCs -> Nonprofit-administered FFRDCs -> National Biodefense Analysis and Countermeasures Center,All FFRDCs,Nonprofit-administered FFRDCs,National Biodefense Analysis and Countermeasures Center,3,"DHS, S&T","Frederick, MD","['39,003', '']","['0', '']","['39,003', '']","['0', '']","['39,003', '']","['0', '']","['39,003', '']","['0', '']"
2779,r031,All FFRDCs -> Nonprofit-administered FFRDCs -> National Cybersecurity Center of Excellence,All FFRDCs,Nonprofit-administered FFRDCs,National Cybersecurity Center of Excellence,3,NIST,"Rockville, MD","['22,205', '']","['27', '']","['467', '']","['21,711', '']","['22,205', '']","['27', '']","['467', '']","['21,711', '']"
2779,r032,All FFRDCs -> Nonprofit-administered FFRDCs -> National Defense Research Institute,All FFRDCs,Nonprofit-administered FFRDCs,National Defense Research Institute,3,"DOD, OSD","Santa Monica, CA","['67,647', '']","['0', '']","['67,647', '']","['0', '']","['67,647', '']","['0', '']","['67,647', '']","['0', '']"
2779,r033,All FFRDCs -> Nonprofit-administered FFRDCs -> National Renewable Energy Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,National Renewable Energy Laboratory,3,DOE,"Golden, CO","['455,016', '']","['40,592', '']","['252,714', '']","['161,710', '']","['405,923', '']","['40,592', '']","['223,258', '']","['142,073', '']"
2779,r034,All FFRDCs -> Nonprofit-administered FFRDCs -> National Security Engineering Center,All FFRDCs,Nonprofit-administered FFRDCs,National Security Engineering Center,3,"DOD,OSD","Bedford, MA/McLean, VA","['1,124,861', '']","['27,703', '']","['159,469', '']","['937,689', '']","['1,123,616', '']","['27,684', '']","['159,364', '']","['936,568', '']"
2779,r035,All FFRDCs -> Nonprofit-administered FFRDCs -> Oak Ridge National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Oak Ridge National Laboratory,3,DOE,"Oak Ridge, TN","['1,470,372', '']","['847,330', '']","['623,042', '']","['0', '']","['1,454,122', '']","['847,330', '']","['606,792', '']","['0', '']"
2779,r036,All FFRDCs -> Nonprofit-administered FFRDCs -> Pacific Northwest National Laboratory,All FFRDCs,Nonprofit-administered FFRDCs,Pacific Northwest National Laboratory,3,DOE,"Richland, WA","['1,012,136', '']","['191,450', '']","['246,602', '']","['574,084', '']","['993,733', '']","['187,969', '']","['242,118', '']","['563,646', '']"
2779,r037,All FFRDCs -> Nonprofit-administered FFRDCs -> Project Air Force,All FFRDCs,Nonprofit-administered FFRDCs,Project Air Force,3,"DOD, Air Force","Santa Monica, CA","['48,325', '']","['0', '']","['48,325', '']","['0', '']","['48,325', '']","['0', '']","['48,325', '']","['0', '']"
2779,r038,All FFRDCs -> Nonprofit-administered FFRDCs -> Science and Technology Policy Institute,All FFRDCs,Nonprofit-administered FFRDCs,Science and Technology Policy Institute,3,NSF,"Washington, DC","['9,080', '']","['0', '']","['9,080', '']","['0', '']","['9,080', '']","['0', '']","['9,080', '']","['0', '']"
2779,r039,All FFRDCs -> Nonprofit-administered FFRDCs -> Systems and Analyses Center,All FFRDCs,Nonprofit-administered FFRDCs,Systems and Analyses Center,3,"DOD, OSD","Alexandria, VA","['177,948', '']","['0', '']","['177,948', '']","['0', '']","['177,948', '']","['0', '']","['177,948', '']","['0', '']"
2779,r040,All FFRDCs -> Industry-administered FFRDCs,All FFRDCs,Industry-administered FFRDCs,,2,-,-,"['8,758,076', ' ']","['647,323', ' ']","['5,274,593', ' ']","['2,836,160', ' ']","['8,650,429', ' ']","['641,804', ' ']","['5,203,277', ' ']","['2,805,348', ' ']"
2779,r041,All FFRDCs -> Industry-administered FFRDCs -> Frederick National Laboratory for Cancer Research,All FFRDCs,Industry-administered FFRDCs,Frederick National Laboratory for Cancer Research,3,"HHS, NIH","Frederick, MD","['751,452', '']","['149,695', '']","['601,757', '']","['0', '']","['751,452', '']","['149,695', '']","['601,757', '']","['0', '']"
2779,r042,All FFRDCs -> Industry-administered FFRDCs -> Idaho National Laboratory,All FFRDCs,Industry-administered FFRDCs,Idaho National Laboratory,3,DOE,"Idaho Falls, ID","['478,324', '']","['28,699', '']","['253,512', '']","['196,113', '']","['463,588', '']","['27,815', '']","['245,702', '']","['190,071', '']"
2779,r043,All FFRDCs -> Industry-administered FFRDCs -> Lawrence Livermore National Laboratory,All FFRDCs,Industry-administered FFRDCs,Lawrence Livermore National Laboratory,3,DOE,"Livermore, CA","['1,517,429', '']","['106,197', '']","['1,163,283', '']","['247,949', '']","['1,480,978', '']","['103,380', '']","['1,129,649', '']","['247,949', '']"
2779,r044,All FFRDCs -> Industry-administered FFRDCs -> Los Alamos National Laboratory,All FFRDCs,Industry-administered FFRDCs,Los Alamos National Laboratory,3,DOE,"Los Alamos, NM","['2,461,275', '']","['196,902', '']","['2,239,760', '']","['24,613', '']","['2,440,514', '']","['195,241', '']","['2,220,868', '']","['24,405', '']"
2779,r045,All FFRDCs -> Industry-administered FFRDCs -> Sandia National Laboratories,All FFRDCs,Industry-administered FFRDCs,Sandia National Laboratories,3,DOE,"Albuquerque, NM","['3,373,217', '']","['157,011', '']","['928,091', '']","['2,288,115', '']","['3,340,658', '']","['157,011', '']","['918,681', '']","['2,264,966', '']"
