table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022_preliminary_
10303,r001,All agencies,All agencies,,,,,1,1905,2218,2825,2441,2652,3853,4376,6150,4282,4492
10303,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10303,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,12,11,11,23,157,44,29,790,57,19
10303,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,3,1,1,8,147,28,19,780,46,9
10303,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,8,7,8,13,9,16,10,9,12,10
10303,r006,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,2,2,2,2,0.05,na,na,na,na,na
10303,r007,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0
10303,r008,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,202,193,188,285,235,394,464,359,429,620
10303,r009,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,74,63,40,121,91,105,119,143,251,143
10303,r010,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,128,129,148,164,144,288,345,216,178,478
10303,r011,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,97,148,169,178,291,471,610,312,169,162
10303,r012,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,na,NA,NA,NA,NA,NA,NA,15,0,0
10303,r013,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,75,121,123,120,225,210,193,241,121,117
10303,r014,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,0,0,0,1,0,0,0,0,NA,NA
10303,r015,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,20,24,36,38,49,79,143,45,37,36
