table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materials_and_supplies,field_lease_and_rental_payments,field_depreciation,field_royalties_and_licensing_fees,field_other_purchased_services_except_r_d_,field_other
2723,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['63,230', '  ']","['36,004', '  ']","['556', '  ']","['2,051', '  ']","['389', '  ']","['5,410', '  ']","['990', '  ']","['1,638', '  ']","['217', '  ']","['4,239', 'i ']","['11,737', '  ']"
2723,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['39,393', '  ']","['22,892', '  ']","['376', '  ']","['1,190', '  ']","['261', '  ']","['3,872', '  ']","['596', '  ']","['979', '  ']","['198', '  ']","['1,421', '  ']","['7,608', '  ']"
2723,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['242', '  ']","['147', '  ']","['1', '  ']","['9', '  ']","['1', '  ']","['15', '  ']","['15', '  ']","['11', '  ']","['0', '  ']","['17', '  ']","['25', '  ']"
2723,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['109', '  ']","['62', '  ']","['*', 'i ']","['5', '  ']","['1', '  ']","['8', '  ']","['4', '  ']","['8', '  ']","['0', '  ']","['12', '  ']","['9', '  ']"
2723,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['4', '  ']","['2', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']","['*', '  ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['1', '  ']"
2723,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['4', '  ']","['3', '  ']","['*', 'i ']","['*', 'i ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['*', 'i ']","['1', '  ']"
2723,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['2', '  ']","['1', '  ']","['*', 'i ']","['*', '  ']","['*', 'i ']","['*', '  ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['*', '  ']","['*', 'i ']"
2723,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['4', '  ']","['4', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['*', '  ']","['*', '  ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['*', 'i ']"
2723,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['23', '  ']","['15', '  ']","['0', '  ']","['*', '  ']","['1', '  ']","['2', '  ']","['1', '  ']","['1', '  ']","['0', '  ']","['1', '  ']","['2', '  ']"
2723,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['10,553', '  ']","['5,593', '  ']","['301', '  ']","['480', '  ']","['75', '  ']","['528', '  ']","['275', '  ']","['514', '  ']","['3', '  ']","['773', '  ']","['2,012', '  ']"
2723,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['192', '  ']","['126', '  ']","['0', '  ']","['0 - 23', '  ']","['6', '  ']","['13', '  ']","['3', '  ']","['10', '  ']","['*', '  ']","['14', '  ']","['0 - 23', '  ']"
2723,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['85', '  ']","['68', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['1', '  ']","['2', '  ']","['0 - 16', '  ']","['0', '  ']","['*', '  ']","['0 - 16', '  ']"
2723,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['326', '  ']","['152', '  ']","['*', 'i ']","['99 - 126', '  ']","['*', 'i ']","['17', '  ']","['4', '  ']","['21', '  ']","['*', 'i ']","['*', 'i ']","['2 - 35', '  ']"
2723,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['9,792', '  ']","['5,138', '  ']","['300', '  ']","['350', '  ']","['67', '  ']","['491', '  ']","['256', '  ']","['465', '  ']","['3', '  ']","['754', '  ']","['1,966', '  ']"
2723,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['137', '  ']","['86 - 112', '  ']","['*', 'i ']","['6', '  ']","['0 - 3', 'i ']","['4', '  ']","['9', '  ']","['0 - 20', '  ']","['0', '  ']","['4', '  ']","['0 - 30', '  ']"
2723,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['21', '  ']","['0 - 20', '  ']","['0', '  ']","['*', '  ']","['0 - 3', '  ']","['2', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['0 - 20', '  ']"
2723,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['83', '  ']","['31', '  ']","['0', '  ']","['*', 'i ']","['*', '  ']","['40', '  ']","['*', '  ']","['1', '  ']","['0', '  ']","['5', '  ']","['6', '  ']"
2723,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['24', '  ']","['13', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['1', '  ']","['2', '  ']","['1', '  ']","['0', '  ']","['*', '  ']","['5', '  ']"
2723,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['22', 'i ']","['7', '  ']","['0', '  ']","['1', 'i ']","['0', '  ']","['9', '  ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['*', 'i ']","['5', 'i ']"
2723,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['105', '  ']","['45', '  ']","['5', '  ']","['17', '  ']","['12', '  ']","['11', '  ']","['2', '  ']","['5', '  ']","['*', '  ']","['0', '  ']","['9', '  ']"
2723,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['1,034', '  ']","['732', '  ']","['*', '  ']","['18', '  ']","['7', '  ']","['132', '  ']","['3', '  ']","['47', '  ']","['*', '  ']","['37', '  ']","['58', '  ']"
2723,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['10', '  ']","['7', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['2', '  ']"
2723,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['543', '  ']","['443', '  ']","['0', '  ']","['0 - 19', '  ']","['*', '  ']","['34', '  ']","['*', '  ']","['44', '  ']","['0', '  ']","['*', '  ']","['0 - 24', '  ']"
2723,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['173', '  ']","['112', '  ']","['*', '  ']","['0 - 19', '  ']","['5', '  ']","['35', '  ']","['2', '  ']","['2', '  ']","['0', '  ']","['0', '  ']","['0 - 20', '  ']"
2723,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['307', '  ']","['170', '  ']","['0', '  ']","['0 - 19', '  ']","['1', '  ']","['61', '  ']","['1', '  ']","['1', '  ']","['*', '  ']","['37', '  ']","['14 - 39', '  ']"
2723,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['9,775', '  ']","['6,355', '  ']","['64', '  ']","['303', '  ']","['84', '  ']","['1,159', '  ']","['182', '  ']","['250', '  ']","['78', '  ']","['149', '  ']","['1,151', '  ']"
2723,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['1,285', 'i ']","['948', 'i ']","['3', 'i ']","['27', 'i ']","['15', 'i ']","['135', 'i ']","['82', 'i ']","['30', 'i ']","['1', '  ']","['26', 'i ']","['17', 'i ']"
2723,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['2,410', '  ']","['1,580', '  ']","['38', '  ']","['51', '  ']","['19', 'i ']","['80', '  ']","['68', '  ']","['102', '  ']","['76', '  ']","['85', '  ']","['310', '  ']"
2723,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['5,863', '  ']","['3,681', '  ']","['23', '  ']","['208', '  ']","['49', '  ']","['938', '  ']","['29', '  ']","['109', '  ']","['*', '  ']","['33', '  ']","['793', '  ']"
2723,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['163', '  ']","['99', '  ']","['0', '  ']","['9', '  ']","['2', '  ']","['9', '  ']","['4', '  ']","['3', '  ']","['0', '  ']","['5', '  ']","['32', '  ']"
2723,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['5,455', '  ']","['3,445', '  ']","['0 - 24', '  ']","['186', '  ']","['0 - 48', '  ']","['902', '  ']","['23', '  ']","['84', '  ']","['*', '  ']","['0 - 29', '  ']","['712 - 762', '  ']"
2723,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['245', '  ']","['137', '  ']","['0 - 24', 'i ']","['13', '  ']","['0 - 48', '  ']","['27', '  ']","['2', '  ']","['21', '  ']","['*', '  ']","['0 - 29', '  ']","['0 - 48', '  ']"
2723,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['217', '  ']","['147', '  ']","['*', 'i ']","['17', '  ']","['*', '  ']","['7', '  ']","['2', '  ']","['8', '  ']","['*', 'i ']","['5', '  ']","['30', '  ']"
