table_id,row_id,region_country_or_economy_of_citizenship,2003,2005,2007,2009,2011,2013,2015,2017
1639,r001,Total,64,67,63,62,66,70,70,71
1639,r002,China (including Hong Kong),93,95,94,89,85,84,85,83
1639,r003,India,90,89,83,79,82,85,83,83
1639,r004,Europe,63,67,67,60,62,63,64,71
1639,r005,South Korea,36,44,42,42,42,54,66,57
