table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_companies_u_s_totala_number_,field_united_states,field_alabama,field_alaska,field_arizona,field_arkansas,field_california,field_colorado,field_connecticut,field_delaware,field_district_of_columbia,field_florida,field_georgia,field_hawaii,field_idaho,field_illinois,field_indiana,field_iowa,field_kansas,field_kentucky,field_louisiana,field_maine,field_maryland,field_massachusetts,field_michigan,field_minnesota,field_mississippi,field_missouri,field_montana
2717,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['174', '  ']","['1,568', '  ']","['0 - 8', 'e ']","['0', '  ']","['0 - 6', 'e ']","['*', '  ']","['18', '  ']","['*', 'e ']","['0 - 138', 'e ']","['4', '  ']","['*', '  ']","['0 - 17', 'e ']","['21', '  ']","['4', '  ']","['*', '  ']","['12', '  ']","['0 - 337', '  ']","['5', '  ']","['0 - 68', 'e ']","['19', '  ']","['19', '  ']","['3', '  ']","['*', 'e ']","['51', '  ']","['9 - 375', '  ']","['20', '  ']","['2', '  ']","['0 - 35', 'i ']","['0', '  ']"
2717,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['78', '  ']","['1,135', 'i ']","['2', '  ']","['*', 'e ']","['7', '  ']","['2', 'i ']","['42', '  ']","['5', 'i ']","['*', 'e ']","['66', 'i ']","['*', 'i ']","['7', '  ']","['14', '  ']","['23', 'i ']","['3', '  ']","['27', 'i ']","['3', 'i ']","['32', 'i ']","['7', '  ']","['*', '  ']","['3', 'e ']","['*', 'e ']","['1', 'i ']","['4', 'i ']","['16', '  ']","['42', '  ']","['8', 'i ']","['347', 'i ']","['1', 'i ']"
2717,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['1,285', '  ']","['64,800', '  ']","['84', 'i ']","['*', '  ']","['109', '  ']","['12', '  ']","['15,532', '  ']","['257', '  ']","['4,049', '  ']","['320', '  ']","['26', '  ']","['616', '  ']","['119', '  ']","['1', 'e ']","['16', '  ']","['3,781', 'i ']","['2,807', '  ']","['112', '  ']","['77', '  ']","['26', '  ']","['7', '  ']","['8', '  ']","['1,238', '  ']","['10,598', '  ']","['470', 'i ']","['172', '  ']","['17', '  ']","['1,611', '  ']","['4', '  ']"
2717,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['278', '  ']","['2,573', '  ']","['*', 'e ']","['0', '  ']","['2', '  ']","['2', '  ']","['179', '  ']","['2', 'e ']","['65', 'i ']","['*', 'e ']","['0', '  ']","['11', '  ']","['12', '  ']","['*', 'e ']","['8', '  ']","['100', '  ']","['3', 'e ']","['1', 'e ']","['6 - 74', 'i ']","['*', 'e ']","['1', 'i ']","['0', '  ']","['*', '  ']","['78', '  ']","['1', 'e ']","['126', '  ']","['*', 'e ']","['10', '  ']","['*', 'e ']"
2717,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['496', '  ']","['1,257', '  ']","['0 - 8', '  ']","['0', '  ']","['0 - 6', '  ']","['*', 'e ']","['77', '  ']","['2', '  ']","['0 - 138', '  ']","['*', 'e ']","['0', '  ']","['0 - 17', '  ']","['8', 'i ']","['0', '  ']","['*', '  ']","['106', 'i ']","['0 - 337', '  ']","['2', 'e ']","['0 - 68', 'i ']","['159', 'i ']","['1', 'e ']","['*', 'e ']","['1', 'e ']","['29', '  ']","['0 - 360', '  ']","['31', '  ']","['*', 'e ']","['0 - 35', '  ']","['1', '  ']"
2717,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['899', '  ']","['2,667', '  ']","['18', '  ']","['*', 'e ']","['274', '  ']","['6', '  ']","['133', '  ']","['69', '  ']","['40', '  ']","['8', '  ']","['0', '  ']","['54', '  ']","['19', '  ']","['*', 'e ']","['2', 'i ']","['95', '  ']","['98', '  ']","['20', '  ']","['9', '  ']","['38', '  ']","['37', '  ']","['1', 'e ']","['105', '  ']","['34', '  ']","['256', '  ']","['83', '  ']","['20', '  ']","['16', '  ']","['*', 'e ']"
2717,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['227', '  ']","['1,361', '  ']","['3', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['54', '  ']","['37', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['3', '  ']","['8', '  ']","['*', 'e ']","['*', 'e ']","['73', '  ']","['12', '  ']","['*', 'e ']","['2', '  ']","['2', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['6', '  ']","['3', '  ']","['6', '  ']","['16', '  ']","['1', 'e ']","['*', 'e ']"
2717,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['226', '  ']","['817', '  ']","['8', '  ']","['0', '  ']","['16', '  ']","['3', '  ']","['4', 'i ']","['4', '  ']","['1', 'i ']","['1', '  ']","['0', '  ']","['2', 'i ']","['8', '  ']","['0', '  ']","['*', 'e ']","['25', '  ']","['84', '  ']","['26', '  ']","['1', '  ']","['2', '  ']","['*', 'e ']","['*', 'e ']","['16', '  ']","['1', 'e ']","['39', '  ']","['27', '  ']","['22', '  ']","['4', '  ']","['*', 'e ']"
2717,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['1,427', '  ']","['2,222', '  ']","['35', '  ']","['*', 'e ']","['58', '  ']","['9', '  ']","['230', '  ']","['42', '  ']","['94', '  ']","['1', '  ']","['*', 'e ']","['33', '  ']","['22', '  ']","['*', 'e ']","['3', '  ']","['175', '  ']","['97', '  ']","['14', 'i ']","['27', '  ']","['25', '  ']","['9', '  ']","['1', 'e ']","['16', '  ']","['43', '  ']","['104', '  ']","['63', '  ']","['3', '  ']","['55', '  ']","['*', 'e ']"
2717,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['2,020', '  ']","['13,765', '  ']","['23', '  ']","['*', 'e ']","['80', '  ']","['45', '  ']","['3,186', '  ']","['35', '  ']","['241', '  ']","['*', 'e ']","['0', '  ']","['189', '  ']","['392', '  ']","['*', 'e ']","['37', 'i ']","['1,527', '  ']","['326', '  ']","['863', '  ']","['154', '  ']","['80', '  ']","['43', '  ']","['3', 'e ']","['176', 'i ']","['591', '  ']","['471', '  ']","['510', '  ']","['18', '  ']","['100', '  ']","['4 - 70', 'i ']"
2717,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['237', '  ']","['1,862', '  ']","['*', 'e ']","['0', '  ']","['21', '  ']","['4', 'e ']","['82', '  ']","['3', '  ']","['1', 'e ']","['0', '  ']","['0', '  ']","['1', 'e ']","['44', '  ']","['0', '  ']","['1', 'e ']","['340', '  ']","['7', '  ']","['830', '  ']","['55', '  ']","['1', 'e ']","['14', '  ']","['*', 'e ']","['*', 'e ']","['0', '  ']","['6', 'i ']","['116', 'i ']","['1', 'e ']","['1', 'e ']","['*', 'e ']"
2717,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['44', '  ']","['3,623', '  ']","['*', 'e ']","['0', '  ']","['15', 'i ']","['0', '  ']","['2,358', '  ']","['1', 'i ']","['2', 'i ']","['0', '  ']","['0', '  ']","['12', '  ']","['0', '  ']","['0', '  ']","['0 - 37', 'i ']","['*', 'e ']","['*', 'e ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', 'i ']","['282', 'i ']","['0', '  ']","['0 - 355', '  ']","['0', '  ']","['0', '  ']","['0 - 70', 'i ']"
2717,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['70', '  ']","['2,310', '  ']","['1', '  ']","['0', '  ']","['1', '  ']","['*', 'e ']","['134', '  ']","['2', '  ']","['0 - 240', '  ']","['0', '  ']","['0', '  ']","['32', '  ']","['0 - 349', '  ']","['0', '  ']","['0', '  ']","['0 - 1,188', '  ']","['138', '  ']","['2', '  ']","['4', '  ']","['*', 'e ']","['0 - 30', '  ']","['*', 'e ']","['0 - 176', '  ']","['24', '  ']","['52', 'i ']","['41', '  ']","['*', 'e ']","['4', '  ']","['*', 'e ']"
2717,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['1,672', '  ']","['5,970', '  ']","['21', '  ']","['*', 'e ']","['42', '  ']","['41', '  ']","['613', '  ']","['29', '  ']","['0 - 240', '  ']","['*', 'e ']","['0', '  ']","['143', '  ']","['0 - 349', '  ']","['*', 'e ']","['0 - 37', '  ']","['0 - 1,188', '  ']","['181', '  ']","['32', '  ']","['94', '  ']","['78', '  ']","['0 - 30', '  ']","['3', 'e ']","['0 - 176', 'i ']","['284', '  ']","['413', '  ']","['0 - 355', '  ']","['17', '  ']","['95', '  ']","['0 - 70', 'e ']"
2717,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['2,218', '  ']","['73,922', '  ']","['188', '  ']","['2', '  ']","['2,722', '  ']","['57', '  ']","['36,292', '  ']","['1,501', '  ']","['265', '  ']","['68', '  ']","['24', '  ']","['642', '  ']","['699', 'i ']","['7', '  ']","['2,172', '  ']","['1,305', '  ']","['108', '  ']","['287', '  ']","['499', '  ']","['25', '  ']","['17', '  ']","['42', '  ']","['290', '  ']","['3,298', '  ']","['341', '  ']","['999', '  ']","['18', '  ']","['62', '  ']","['10', '  ']"
2717,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['266', '  ']","['11,822', '  ']","['98', '  ']","['1', '  ']","['80', '  ']","['6', '  ']","['5,333', '  ']","['284', '  ']","['35', '  ']","['3', '  ']","['20', '  ']","['336', '  ']","['501', 'i ']","['5', '  ']","['39', '  ']","['681', '  ']","['37', '  ']","['19', '  ']","['45', '  ']","['10', '  ']","['5', '  ']","['4', '  ']","['161', '  ']","['462', '  ']","['97', '  ']","['85', '  ']","['5', '  ']","['29', '  ']","['3', '  ']"
2717,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['595', '  ']","['28,642', '  ']","['33', '  ']","['1', '  ']","['1,795', '  ']","['29', '  ']","['12,691', '  ']","['336', '  ']","['31', '  ']","['11', '  ']","['2', '  ']","['85', '  ']","['61', '  ']","['*', '  ']","['2,032', '  ']","['201', '  ']","['11', 'e ']","['52', 'i ']","['0 - 44', '  ']","['2', '  ']","['1', '  ']","['26', '  ']","['52', '  ']","['1,238', 'i ']","['125', '  ']","['179', '  ']","['2', '  ']","['14', '  ']","['1', 'i ']"
2717,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['1,101', '  ']","['10,864', '  ']","['45', '  ']","['*', 'e ']","['823', '  ']","['22', 'i ']","['3,235', '  ']","['370', '  ']","['198', '  ']","['52', '  ']","['1', 'i ']","['146', '  ']","['128', '  ']","['1', 'i ']","['0 - 103', 'i ']","['269', '  ']","['44', '  ']","['213', '  ']","['187 - 408', '  ']","['12', 'i ']","['10', '  ']","['12', '  ']","['62', '  ']","['977', '  ']","['104', '  ']","['388', '  ']","['3', '  ']","['18', 'i ']","['5', '  ']"
2717,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['260', '  ']","['3,046', '  ']","['*', 'e ']","['0', '  ']","['62', 'i ']","['18', 'i ']","['1,333', '  ']","['56', '  ']","['106', 'i ']","['1', '  ']","['*', '  ']","['20', 'i ']","['24', 'i ']","['*', '  ']","['*', '  ']","['104', 'i ']","['8', 'i ']","['5', 'i ']","['3', '  ']","['7', 'i ']","['*', 'e ']","['1', 'e ']","['12', 'i ']","['429', '  ']","['19', 'i ']","['95', '  ']","['*', '  ']","['3', '  ']","['*', '  ']"
2717,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['105', '  ']","['3,388', '  ']","['11', '  ']","['0', '  ']","['398 - 762', '  ']","['0', '  ']","['371', '  ']","['54', '  ']","['10', '  ']","['0', '  ']","['0', '  ']","['85', '  ']","['33', '  ']","['1', 'i ']","['1', 'e ']","['0 - 166', '  ']","['21', '  ']","['0 - 209', '  ']","['179 - 402', '  ']","['1', '  ']","['9', '  ']","['11', '  ']","['26', '  ']","['223', '  ']","['20', '  ']","['133', '  ']","['1', 'e ']","['2', '  ']","['1', '  ']"
2717,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['737', '  ']","['4,430', '  ']","['34', '  ']","['*', 'e ']","['0 - 362', 'i ']","['4', '  ']","['1,532', '  ']","['260', '  ']","['83', '  ']","['51', '  ']","['*', 'i ']","['41', '  ']","['71', '  ']","['0', '  ']","['0 - 102', 'i ']","['0 - 166', '  ']","['14', '  ']","['0 - 209', 'i ']","['4', '  ']","['4', 'i ']","['1', 'e ']","['*', 'e ']","['24', '  ']","['325', '  ']","['65', '  ']","['161', '  ']","['2', '  ']","['13', 'i ']","['4', '  ']"
2717,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['255', '  ']","['22,594', '  ']","['12', '  ']","['0', '  ']","['23', '  ']","['0', '  ']","['15,032', '  ']","['511', '  ']","['1', '  ']","['1', '  ']","['1', '  ']","['74', '  ']","['10', '  ']","['*', '  ']","['0 - 102', '  ']","['154', '  ']","['16', '  ']","['3', '  ']","['42 - 244', '  ']","['2', '  ']","['*', '  ']","['1', '  ']","['14', '  ']","['621', '  ']","['15', '  ']","['347', '  ']","['9', '  ']","['1', '  ']","['*', '  ']"
2717,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['750', '  ']","['4,222', '  ']","['5', 'e ']","['*', '  ']","['51', '  ']","['4', 'e ']","['761', '  ']","['20', '  ']","['77', '  ']","['1', 'e ']","['*', '  ']","['57', '  ']","['89', '  ']","['*', '  ']","['2', 'e ']","['264', '  ']","['47', '  ']","['25', '  ']","['7', '  ']","['4', '  ']","['4', 'e ']","['2', '  ']","['33', '  ']","['462', 'i ']","['432', '  ']","['77', '  ']","['10', '  ']","['49', '  ']","['5', '  ']"
2717,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['1,065', '  ']","['35,894', '  ']","['421', '  ']","['1', 'e ']","['236', '  ']","['30', '  ']","['4,898', '  ']","['477', '  ']","['275', '  ']","['2', 'e ']","['*', '  ']","['524', '  ']","['463', '  ']","['2', '  ']","['6', 'e ']","['624', '  ']","['1,232', '  ']","['24', '  ']","['316', '  ']","['493', '  ']","['24', '  ']","['14', '  ']","['595', '  ']","['245', '  ']","['16,189', '  ']","['338', '  ']","['37', '  ']","['742', '  ']","['5', '  ']"
2717,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['636', '  ']","['23,080', '  ']","['77', '  ']","['*', 'e ']","['23', '  ']","['9', '  ']","['2,491', 'i ']","['14', '  ']","['19', '  ']","['*', 'e ']","['0', '  ']","['10', '  ']","['84', '  ']","['0', '  ']","['3', '  ']","['439', '  ']","['1,042', '  ']","['14', '  ']","['11', '  ']","['488', '  ']","['*', 'e ']","['1', 'e ']","['42', '  ']","['76', '  ']","['15,838', '  ']","['71', '  ']","['19', '  ']","['25', '  ']","['1', 'e ']"
2717,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['243', '  ']","['11,160', '  ']","['309', '  ']","['*', 'e ']","['198', '  ']","['19', '  ']","['2,326', '  ']","['452', '  ']","['238', '  ']","['2', 'e ']","['*', '  ']","['460', '  ']","['94', '  ']","['2', '  ']","['2', 'e ']","['144', '  ']","['179', '  ']","['9', '  ']","['299', '  ']","['5', 'e ']","['18', '  ']","['7', '  ']","['520', '  ']","['161', '  ']","['165', '  ']","['58', '  ']","['15', '  ']","['704', '  ']","['4', '  ']"
2717,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['207', '  ']","['10,746', '  ']","['269', '  ']","['*', 'e ']","['198', '  ']","['19', '  ']","['2,266', '  ']","['266', '  ']","['224', '  ']","['2', 'e ']","['*', '  ']","['445', '  ']","['94', '  ']","['2', '  ']","['2', 'e ']","['144', '  ']","['179', '  ']","['9', '  ']","['299', '  ']","['*', 'e ']","['18', '  ']","['*', 'e ']","['520', '  ']","['159', '  ']","['124', '  ']","['58', '  ']","['11', '  ']","['699', '  ']","['4', '  ']"
2717,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['36', '  ']","['414', '  ']","['40', 'i ']","['*', '  ']","['0', '  ']","['0', '  ']","['60', '  ']","['186', '  ']","['14', '  ']","['0', '  ']","['0', '  ']","['15', 'i ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['5', 'e ']","['0', '  ']","['7', '  ']","['0', '  ']","['2', '  ']","['41', '  ']","['0', '  ']","['4', 'i ']","['6', '  ']","['0', '  ']"
2717,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['6', '  ']","['6', '  ']","['0', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
