table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_employment,field_total_r_d_employment,field_researchersa_total,field_researchersa_with_phd,field_r_d_technicians_and_equivalent_staff,field_other_r_d_supporting_staff
9694,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['23,654', '  ']","['2,132', '  ']","['1,426', '  ']","['130', '  ']","['501', '  ']","['205', '  ']"
9694,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['10,334', '  ']","['1,015', '  ']","['680', '  ']","['78', '  ']","['215', '  ']","['120', '  ']"
9694,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['1,142', '  ']","['27', '  ']","['13', '  ']","['2', '  ']","['9', '  ']","['5', '  ']"
9694,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['425', '  ']","['5', '  ']","['3', '  ']","['*', '  ']","['1', '  ']","['1', '  ']"
9694,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['207', '  ']","['7', '  ']","['3', '  ']","['1', '  ']","['3', '  ']","['1', '  ']"
9694,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['129', '  ']","['6', '  ']","['2', 'i ']","['*', 'i ']","['2', '  ']","['2', '  ']"
9694,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['194', '  ']","['6', '  ']","['4', '  ']","['*', '  ']","['2', '  ']","['1', '  ']"
9694,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['130', '  ']","['3', '  ']","['1', '  ']","['*', 'i ']","['1', '  ']","['1', '  ']"
9694,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['103', '  ']","['5', '  ']","['1', '  ']","['*', '  ']","['3', '  ']","['1', '  ']"
9694,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['1,392', '  ']","['201', '  ']","['131', '  ']","['35', '  ']","['34', '  ']","['35', '  ']"
9694,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['208', '  ']","['12', '  ']","['7', '  ']","['2', '  ']","['3', '  ']","['1', '  ']"
9694,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['82', '  ']","['6', '  ']","['4', '  ']","['1', '  ']","['2', '  ']","['1', '  ']"
9694,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['70', '  ']","['5', '  ']","['3', '  ']","['1', '  ']","['1', '  ']","['1', '  ']"
9694,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['638', '  ']","['157', '  ']","['103', '  ']","['28', '  ']","['25', '  ']","['29', '  ']"
9694,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['253', '  ']","['11', '  ']","['8', '  ']","['1', '  ']","['2', '  ']","['2', '  ']"
9694,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['140', '  ']","['9', '  ']","['7', '  ']","['1', '  ']","['2', '  ']","['1', '  ']"
9694,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['493', '  ']","['23', '  ']","['12', '  ']","['2', 'i ']","['9', '  ']","['3', '  ']"
9694,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['136', '  ']","['8', '  ']","['5', '  ']","['1', '  ']","['3', '  ']","['1', '  ']"
9694,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['127', '  ']","['9', '  ']","['3', '  ']","['*', '  ']","['2', '  ']","['5', '  ']"
9694,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['709', '  ']","['50', '  ']","['15', '  ']","['1', '  ']","['26', '  ']","['9', '  ']"
9694,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['932', '  ']","['100', '  ']","['65', '  ']","['4', '  ']","['26', '  ']","['9', '  ']"
9694,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['101', '  ']","['10', '  ']","['7', '  ']","['*', '  ']","['2', '  ']","['1', '  ']"
9694,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['40', '  ']","['14', '  ']","['8', '  ']","['2', '  ']","['6', '  ']","['*', '  ']"
9694,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['84', '  ']","['8', '  ']","['6', '  ']","['*', '  ']","['2', '  ']","['*', '  ']"
9694,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['706', '  ']","['68', '  ']","['44', '  ']","['2', '  ']","['17', '  ']","['7', '  ']"
9694,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['1,058', '  ']","['256', '  ']","['207', '  ']","['18', '  ']","['28', '  ']","['21', '  ']"
9694,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['168', '  ']","['49', '  ']","['34', '  ']","['1', 'i ']","['4', '  ']","['11', '  ']"
9694,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['270', '  ']","['93', '  ']","['80', '  ']","['9', '  ']","['10', '  ']","['4', '  ']"
9694,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['362', '  ']","['54', '  ']","['42', '  ']","['4', '  ']","['9', '  ']","['3', '  ']"
9694,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['54', '  ']","['8', '  ']","['5', '  ']","['1', 'i ']","['2', '  ']","['1', '  ']"
9694,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instruments",5,334511,"['120', '  ']","['21', '  ']","['17', '  ']","['1', '  ']","['3', '  ']","['1', '  ']"
9694,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['188', '  ']","['25', '  ']","['20', '  ']","['3', '  ']","['4', '  ']","['1', '  ']"
9694,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['258', '  ']","['60', '  ']","['52', '  ']","['3', 'i ']","['5', 'i ']","['3', '  ']"
9694,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['271', '  ']","['26', '  ']","['16', '  ']","['2', '  ']","['7', '  ']","['3', '  ']"
9694,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['1,863', '  ']","['196', '  ']","['143', '  ']","['8', '  ']","['37', '  ']","['16', '  ']"
9694,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['889', '  ']","['108', '  ']","['82', '  ']","['4', '  ']","['17', '  ']","['9', '  ']"
9694,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['794', '  ']","['75', '  ']","['54', '  ']","['3', '  ']","['16', '  ']","['5', '  ']"
9694,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['759', '  ']","['69', '  ']","['50', '  ']","['3', '  ']","['14', '  ']","['5', '  ']"
9694,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['35', '  ']","['7', '  ']","['4', '  ']","['*', '  ']","['3', '  ']","['*', '  ']"
9694,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['2', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
9694,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['177', '  ']","['12', '  ']","['7', '  ']","['*', 'i ']","['3', '  ']","['3', '  ']"
9694,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['137', '  ']","['4', '  ']","['2', '  ']","['*', 'i ']","['1', '  ']","['1', '  ']"
9694,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['886', '  ']","['83', '  ']","['53', '  ']","['5', '  ']","['21', '  ']","['8', '  ']"
9694,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['619', '  ']","['65', '  ']","['44', '  ']","['5', '  ']","['15', '  ']","['6', '  ']"
9694,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['267', '  ']","['18', '  ']","['10', '  ']","['*', '  ']","['6', '  ']","['2', '  ']"
9694,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['13,320', '  ']","['1,117', '  ']","['747', '  ']","['52', 'i ']","['286', '  ']","['84', '  ']"
9694,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['158', '  ']","['9', 'i ']","['5', '  ']","['0 - 1', 'i ']","['3', 'i ']","['2', 'i ']"
9694,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['341', '  ']","['3 - 24', '  ']","['3', '  ']","['*', 'i ']","['0 - 21', '  ']","['0 - 8', '  ']"
9694,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['651', 'i ']","['24', 'i ']","['10', 'i ']","['1', 'i ']","['9', 'i ']","['6', 'i ']"
9694,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['98 - 5,080', '  ']","['98 - 120', '  ']","['67 - 102', '  ']","['*', '  ']","['18', '  ']","['0 - 13', '  ']"
9694,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['1,087', '  ']","['22', '  ']","['11', '  ']","['*', 'i ']","['9', '  ']","['2', '  ']"
9694,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['2,186', '  ']","['449', '  ']","['327', '  ']","['25', 'i ']","['92', '  ']","['29', '  ']"
9694,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['460', '  ']","['127', '  ']","['99', '  ']","['8', 'i ']","['18', '  ']","['9', '  ']"
9694,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['6', '  ']","['1', 'i ']","['*', 'i ']","['0', '  ']","['1', 'i ']","['*', 'i ']"
9694,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['454', '  ']","['125', '  ']","['99', '  ']","['8', 'i ']","['17', '  ']","['9', '  ']"
9694,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['542', '  ']","['22', '  ']","['10', 'i ']","['1', 'i ']","['9', 'i ']","['2', '  ']"
9694,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['786', '  ']","['168', '  ']","['112', '  ']","['4', 'i ']","['41', '  ']","['14', '  ']"
9694,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['399', '  ']","['133', '  ']","['105', '  ']","['13', '  ']","['24', '  ']","['3', '  ']"
