table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_fte_r_d_employeesa_total,field_fte_r_d_employeesa_full_time_r_d_employees,field_fte_r_d_employeesa_full_time_employees_working_on_r_d_part_time,field_fte_r_d_employeesa_part_time_employees_working_on_r_d,field_fte_r_d_scientists_and_engineersb_total,field_fte_r_d_scientists_and_engineersb_full_time_r_d_employees,field_fte_r_d_scientists_and_engineersb_full_time_employees_working_on_r_d_part_time,field_fte_r_d_scientists_and_engineersb_part_time_employees_working_on_r_d
2747,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['137', '  ']","['133', '  ']","['3', '  ']","['1', '  ']","['94', '  ']","['92', '  ']","['2', '  ']","['*', '  ']"
2747,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['11', '  ']","['11', '  ']","['1', '  ']","['*', '  ']","['9', '  ']","['8', '  ']","['*', '  ']","['*', '  ']"
2747,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['10', '  ']","['10', '  ']","['1', '  ']","['*', '  ']","['7', '  ']","['7', '  ']","['*', '  ']","['*', '  ']"
2747,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['19', '  ']","['14', '  ']","['5', '  ']","['*', '  ']","['10', '  ']","['8', '  ']","['2', '  ']","['*', '  ']"
2747,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['4', '  ']","['3', '  ']","['1', '  ']","['*', '  ']","['2', '  ']","['2', '  ']","['1', '  ']","['*', '  ']"
2747,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['7', '  ']","['3', '  ']","['4', '  ']","['*', '  ']","['2', 'i ']","['2', 'i ']","['1', '  ']","['*', 'i ']"
2747,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['18', '  ']","['10', '  ']","['8', '  ']","['*', '  ']","['9', '  ']","['6', '  ']","['3', '  ']","['*', '  ']"
2747,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['82', '  ']","['58', '  ']","['23', '  ']","['1', '  ']","['55', '  ']","['41', '  ']","['13', '  ']","['*', '  ']"
2747,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['10', '  ']","['9', '  ']","['1', '  ']","['*', '  ']","['7', '  ']","['6', '  ']","['*', '  ']","['*', '  ']"
2747,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['11', '  ']","['10', '  ']","['*', '  ']","['*', '  ']","['9', '  ']","['8', '  ']","['*', 'i ']","['*', 'i ']"
2747,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['12', '  ']","['6', '  ']","['6', '  ']","['*', '  ']","['11', '  ']","['5', '  ']","['5', '  ']","['*', '  ']"
2747,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['49', '  ']","['33', '  ']","['16', '  ']","['*', '  ']","['29', '  ']","['21', '  ']","['8', 'i ']","['*', '  ']"
2747,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['267', '  ']","['246', '  ']","['18', 'i ']","['3', 'i ']","['218', 'i ']","['203', '  ']","['13', 'i ']","['2', 'i ']"
2747,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['44', '  ']","['43', '  ']","['1', '  ']","['*', 'i ']","['35', '  ']","['34', '  ']","['1', '  ']","['*', 'i ']"
2747,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['96', 'i ']","['89', 'i ']","['6', 'i ']","['2', 'i ']","['83', 'i ']","['78', 'i ']","['4', 'i ']","['1', 'i ']"
2747,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['68', '  ']","['57', '  ']","['10', 'i ']","['1', '  ']","['53', '  ']","['44', '  ']","['8', 'i ']","['1', 'i ']"
2747,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['15', 'i ']","['13', 'i ']","['1', 'i ']","['*', 'i ']","['11', 'i ']","['10', 'i ']","['1', 'i ']","['*', 'i ']"
2747,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['30', 'i ']","['22', '  ']","['7', 'i ']","['1', '  ']","['24', 'i ']","['17', '  ']","['6', 'i ']","['*', '  ']"
2747,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['23', '  ']","['21', '  ']","['2', '  ']","['*', '  ']","['18', '  ']","['16', '  ']","['1', '  ']","['*', '  ']"
2747,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['59', '  ']","['58', '  ']","['1', 'i ']","['*', '  ']","['47', '  ']","['46', '  ']","['*', 'i ']","['*', '  ']"
2747,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['21', '  ']","['19', '  ']","['3', '  ']","['*', 'i ']","['16', '  ']","['14', '  ']","['2', 'i ']","['*', 'i ']"
2747,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['176', '  ']","['152', '  ']","['22', '  ']","['2', '  ']","['130', '  ']","['118', '  ']","['11', '  ']","['1', 'i ']"
2747,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['104', '  ']","['94', '  ']","['9', '  ']","['1', '  ']","['82', '  ']","['76', '  ']","['5', '  ']","['*', '  ']"
2747,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['61', 'i ']","['50', 'i ']","['11', '  ']","['1', 'i ']","['43', 'i ']","['37', 'i ']","['5', '  ']","['1', 'i ']"
2747,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['58', 'i ']","['48', 'i ']","['9', '  ']","['1', 'i ']","['41', 'i ']","['36', 'i ']","['4', '  ']","['1', 'i ']"
2747,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['3', '  ']","['1', 'i ']","['1', 'i ']","['*', 'i ']","['2', 'i ']","['1', 'i ']","['1', 'i ']","['*', 'i ']"
2747,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['*', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['0', '  ']"
2747,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['11', 'i ']","['8', '  ']","['3', 'i ']","['*', '  ']","['6', '  ']","['4', '  ']","['1', 'i ']","['*', '  ']"
2747,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['4', '  ']","['3', '  ']","['1', '  ']","['*', '  ']","['2', '  ']","['1', '  ']","['*', '  ']","['*', '  ']"
2747,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['67', '  ']","['61', '  ']","['6', '  ']","['1', '  ']","['44', '  ']","['41', '  ']","['3', '  ']","['*', '  ']"
2747,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['52', '  ']","['49', '  ']","['3', '  ']","['1', '  ']","['36', '  ']","['34', '  ']","['2', '  ']","['*', '  ']"
2747,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['15', '  ']","['12', '  ']","['3', '  ']","['*', '  ']","['8', 'i ']","['7', 'i ']","['1', 'i ']","['*', 'i ']"
2747,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['720', '  ']","['583', '  ']","['130', '  ']","['7', '  ']","['487', '  ']","['408', '  ']","['76', '  ']","['4', '  ']"
2747,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['11', '  ']","['10', '  ']","['1', '  ']","['*', '  ']","['8', '  ']","['8', '  ']","['*', '  ']","['*', '  ']"
2747,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['1', '  ']","['1', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']","['*', '  ']"
2747,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['8', 'i ']","['3', 'i ']","['4', 'i ']","['*', '  ']","['4', 'i ']","['2', 'i ']","['2', 'i ']","['*', '  ']"
2747,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['51', '  ']","['13', '  ']","['39', '  ']","['0', '  ']","['36', '  ']","['12', '  ']","['25', '  ']","['0', '  ']"
2747,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['6', '  ']","['5', '  ']","['1', '  ']","['*', '  ']","['4', '  ']","['3', '  ']","['*', '  ']","['*', '  ']"
2747,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['332', '  ']","['299', '  ']","['31', '  ']","['2', '  ']","['247', '  ']","['230', '  ']","['16', 'i ']","['1', '  ']"
2747,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['111', '  ']","['105', '  ']","['6', '  ']","['1', '  ']","['87', '  ']","['84', '  ']","['3', '  ']","['*', '  ']"
2747,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['1', 'i ']","['1', 'i ']","['*', 'i ']","['*', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['0', '  ']"
2747,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['110', '  ']","['104', '  ']","['6', '  ']","['1', '  ']","['87', '  ']","['84', '  ']","['3', '  ']","['*', '  ']"
2747,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['21', '  ']","['8', '  ']","['13', '  ']","['*', '  ']","['10', 'i ']","['3', '  ']","['6', 'i ']","['*', '  ']"
2747,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['100', '  ']","['92', '  ']","['8', '  ']","['1', '  ']","['73', '  ']","['68', '  ']","['4', '  ']","['*', '  ']"
2747,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['99', '  ']","['95', '  ']","['4', 'i ']","['*', '  ']","['77', '  ']","['74', '  ']","['3', 'i ']","['*', 'i ']"
2747,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['37', '  ']","['31', '  ']","['5', '  ']","['*', 'i ']","['22', 'i ']","['21', '  ']","['1', 'i ']","['*', 'i ']"
2747,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['3', '  ']","['3', '  ']","['*', '  ']","['*', '  ']","['3', '  ']","['3', '  ']","['*', '  ']","['*', '  ']"
2747,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['*', '  ']","['*', 'i ']","['*', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['*', '  ']","['0', '  ']"
2747,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['3', '  ']","['3', '  ']","['*', '  ']","['*', '  ']","['3', '  ']","['3', '  ']","['*', '  ']","['*', '  ']"
2747,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['243', '  ']","['205', '  ']","['34', '  ']","['4', '  ']","['146', '  ']","['122', '  ']","['21', '  ']","['2', '  ']"
2747,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['35', '  ']","['19', '  ']","['15', '  ']","['1', '  ']","['23', '  ']","['13', '  ']","['10', '  ']","['*', 'i ']"
2747,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['87', '  ']","['75', '  ']","['11', '  ']","['1', '  ']","['62', '  ']","['54', '  ']","['7', '  ']","['1', '  ']"
2747,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['95', '  ']","['90', '  ']","['3', '  ']","['2', '  ']","['44', '  ']","['42', '  ']","['2', 'i ']","['1', '  ']"
2747,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['30', '  ']","['30', '  ']","['*', '  ']","['*', '  ']","['10', '  ']","['10', '  ']","['*', '  ']","['*', '  ']"
2747,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['59', '  ']","['55', '  ']","['2', '  ']","['1', '  ']","['31', '  ']","['29', '  ']","['1', 'i ']","['1', '  ']"
2747,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['5', 'i ']","['5', 'i ']","['*', 'i ']","['*', 'i ']","['4', 'i ']","['3', 'i ']","['*', 'i ']","['*', 'i ']"
2747,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['27', '  ']","['21', '  ']","['6', '  ']","['*', '  ']","['17', '  ']","['13', 'i ']","['4', '  ']","['*', 'i ']"
2747,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['6', '  ']","['5', '  ']","['*', '  ']","['*', '  ']","['3', 'i ']","['3', 'i ']","['*', '  ']","['*', 'i ']"
2747,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['23', '  ']","['8', '  ']","['14', '  ']","['1', '  ']","['14', '  ']","['5', '  ']","['9', '  ']","['*', '  ']"
2747,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['1,619', '  ']","['1,367', '  ']","['236', '  ']","['16', '  ']","['1,127', '  ']","['987', '  ']","['131', '  ']","['9', '  ']"
2747,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2747,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>c</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>c</sup>,,,3,–,"['22', '  ']","['17', '  ']","['4', '  ']","['1', '  ']","['15', '  ']","['12', '  ']","['3', '  ']","['*', '  ']"
2747,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['59', '  ']","['45', '  ']","['13', '  ']","['2', '  ']","['40', '  ']","['32', '  ']","['7', '  ']","['1', '  ']"
2747,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2747,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['68', '  ']","['47', '  ']","['20', '  ']","['1', '  ']","['42', '  ']","['33', '  ']","['9', '  ']","['*', '  ']"
2747,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['106', '  ']","['77', '  ']","['28', '  ']","['1', '  ']","['62', '  ']","['50', '  ']","['12', '  ']","['1', '  ']"
2747,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2747,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['85', '  ']","['68', '  ']","['17', '  ']","['1', '  ']","['55', '  ']","['46', '  ']","['8', '  ']","['1', '  ']"
2747,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['76', '  ']","['58', '  ']","['16', '  ']","['1', '  ']","['50', '  ']","['42', '  ']","['7', '  ']","['*', '  ']"
2747,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['275', '  ']","['243', '  ']","['29', '  ']","['3', '  ']","['196', '  ']","['178', '  ']","['17', 'i ']","['1', 'i ']"
2747,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['166', '  ']","['148', '  ']","['16', 'i ']","['1', 'i ']","['109', '  ']","['100', '  ']","['8', 'i ']","['1', 'i ']"
2747,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['289', '  ']","['269', '  ']","['19', '  ']","['2', 'i ']","['202', '  ']","['188', '  ']","['13', '  ']","['1', 'i ']"
2747,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['473', '  ']","['395', '  ']","['74', '  ']","['3', '  ']","['356', '  ']","['306', '  ']","['47', '  ']","['2', 'i ']"
