table_id,row_id,_b_education_related_debt_level_and_field_b_full_path,_b_education_related_debt_level_and_field_b_level_1,_b_education_related_debt_level_and_field_b_level_2,_b_education_related_debt_level_and_field_b_level_3,_b_education_related_debt_level_and_field_b_level_4,_b_education_related_debt_level_and_field_b_hierarchy_depth,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
7533,r001,Doctorate recipients reporting education-related debt,Doctorate recipients reporting education-related debt,,,,1,44781,46490,46449,46819,48759,49778,49231,50042,50731,50381,47286
7533,r002,Doctorate recipients reporting education-related debt -> No debt,Doctorate recipients reporting education-related debt,No debt,,,2,28663,29297,28883,29333,30890,31987,32604,33848,34713,35095,33847
7533,r003,"Doctorate recipients reporting education-related debt -> $10,000 or less",Doctorate recipients reporting education-related debt,"$10,000 or less",,,2,3697,4030,3931,3842,4189,4071,3801,3831,3469,3399,2738
7533,r004,"Doctorate recipients reporting education-related debt -> $10,001&#8211;$30,000",Doctorate recipients reporting education-related debt,"$10,001&#8211;$30,000",,,2,4314,4565,4609,4435,4464,4376,3897,3720,3791,3411,2942
7533,r005,"Doctorate recipients reporting education-related debt -> $30,001&#8211;$70,000",Doctorate recipients reporting education-related debt,"$30,001&#8211;$70,000",,,2,4579,4789,4782,4735,4500,4528,4107,3902,3675,3482,3178
7533,r006,"Doctorate recipients reporting education-related debt -> $70,001 or more",Doctorate recipients reporting education-related debt,"$70,001 or more",,,2,3528,3809,4244,4474,4716,4816,4822,4741,5083,4994,4581
7533,r007,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup>,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,,,2,10673,11115,10867,10917,11306,11636,11617,11788,11899,11689,10861
7533,r008,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> No debt,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,No debt,,3,7451,7658,7318,7427,7812,8100,8213,8401,8489,8436,8117
7533,r009,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> $10,000 or less",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,"$10,000 or less",,3,853,943,904,860,940,914,913,875,836,803,646
7533,r010,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> $10,001&#8211;$30,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,"$10,001&#8211;$30,000",,3,909,1001,1016,997,943,940,818,815,852,724,586
7533,r011,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> $30,001&#8211;$70,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,"$30,001&#8211;$70,000",,3,915,906,945,917,857,904,846,836,791,790,678
7533,r012,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> $70,001 or more",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,"$70,001 or more",,3,545,607,684,716,754,778,827,861,931,936,834
7533,r013,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Physical sciences and earth sciences,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Physical sciences and earth sciences,,3,4900,5009,5005,5203,5328,5748,5625,5871,6123,5801,5350
7533,r014,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Physical sciences and earth sciences -> No debt,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Physical sciences and earth sciences,No debt,4,3734,3833,3831,4023,4164,4530,4584,4825,5023,4909,4596
7533,r015,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Physical sciences and earth sciences -> $10,000 or less",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Physical sciences and earth sciences,"$10,000 or less",4,401,426,421,404,460,484,392,446,394,359,278
7533,r016,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Physical sciences and earth sciences -> $10,001&#8211;$30,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Physical sciences and earth sciences,"$10,001&#8211;$30,000",4,353,377,380,365,324,335,298,269,317,234,224
7533,r017,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Physical sciences and earth sciences -> $30,001&#8211;$70,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Physical sciences and earth sciences,"$30,001&#8211;$70,000",4,281,265,244,268,237,243,217,200,206,171,150
7533,r018,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Physical sciences and earth sciences -> $70,001 or more",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Physical sciences and earth sciences,"$70,001 or more",4,131,108,129,143,143,156,134,131,183,128,102
7533,r019,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Mathematics and computer sciences,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Mathematics and computer sciences,,3,2999,3149,3273,3415,3407,3589,3468,3675,3889,4036,3982
7533,r020,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Mathematics and computer sciences -> No debt,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Mathematics and computer sciences,No debt,4,2381,2505,2633,2685,2747,2885,2835,3045,3250,3404,3373
7533,r021,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Mathematics and computer sciences -> $10,000 or less",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Mathematics and computer sciences,"$10,000 or less",4,217,202,204,238,222,190,218,215,211,208,202
7533,r022,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Mathematics and computer sciences -> $10,001&#8211;$30,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Mathematics and computer sciences,"$10,001&#8211;$30,000",4,178,187,182,189,175,217,175,170,169,189,166
7533,r023,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Mathematics and computer sciences -> $30,001&#8211;$70,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Mathematics and computer sciences,"$30,001&#8211;$70,000",4,138,163,142,177,144,165,115,139,141,112,123
7533,r024,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Mathematics and computer sciences -> $70,001 or more",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Mathematics and computer sciences,"$70,001 or more",4,85,92,112,126,119,132,125,106,118,123,118
7533,r025,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Psychology and social sciences,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Psychology and social sciences,,3,7363,7598,7442,7435,7853,8073,7956,7920,8062,7974,7658
7533,r026,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Psychology and social sciences -> No debt,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Psychology and social sciences,No debt,4,3523,3560,3446,3431,3635,3966,4057,4168,4339,4445,4354
7533,r027,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Psychology and social sciences -> $10,000 or less",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Psychology and social sciences,"$10,000 or less",4,630,657,615,609,670,687,644,609,550,569,445
7533,r028,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Psychology and social sciences -> $10,001&#8211;$30,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Psychology and social sciences,"$10,001&#8211;$30,000",4,882,983,880,860,947,881,840,736,724,699,640
7533,r029,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Psychology and social sciences -> $30,001&#8211;$70,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Psychology and social sciences,"$30,001&#8211;$70,000",4,1096,1167,1186,1138,1125,1064,977,918,840,759,745
7533,r030,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Psychology and social sciences -> $70,001 or more",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Psychology and social sciences,"$70,001 or more",4,1232,1231,1315,1397,1476,1475,1438,1489,1609,1502,1474
7533,r031,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Engineering,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Engineering,,3,7363,7747,7964,8445,8827,8549,8854,9288,9429,9652,9396
7533,r032,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Engineering -> No debt,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Engineering,No debt,4,5654,5907,5981,6426,6787,6555,7034,7488,7573,7879,7736
7533,r033,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Engineering -> $10,000 or less",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Engineering,"$10,000 or less",4,635,692,706,746,774,759,679,716,639,635,549
7533,r034,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Engineering -> $10,001&#8211;$30,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Engineering,"$10,001&#8211;$30,000",4,504,549,615,617,613,568,520,516,577,494,493
7533,r035,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Engineering -> $30,001&#8211;$70,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Engineering,"$30,001&#8211;$70,000",4,373,401,422,413,420,416,361,341,345,317,339
7533,r036,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Engineering -> $70,001 or more",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Engineering,"$70,001 or more",4,197,198,240,243,233,251,260,227,295,327,279
7533,r037,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Education,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Education,,3,4255,4397,4300,4079,4490,4621,4300,4356,4204,4269,3776
7533,r038,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Education -> No debt,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Education,No debt,4,2152,2115,1898,1725,1942,2038,1893,1952,1979,2005,1873
7533,r039,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Education -> $10,000 or less",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Education,"$10,000 or less",4,312,373,361,347,396,369,340,339,267,292,227
7533,r040,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Education -> $10,001&#8211;$30,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Education,"$10,001&#8211;$30,000",4,542,534,574,502,555,557,483,480,422,433,337
7533,r041,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Education -> $30,001&#8211;$70,000",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Education,"$30,001&#8211;$70,000",4,732,742,728,732,711,718,673,667,622,601,497
7533,r042,"Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Education -> $70,001 or more",Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Education,"$70,001 or more",4,517,633,739,773,886,939,911,918,914,938,842
7533,r043,Doctorate recipients reporting education-related debt -> Life sciences<sup>a</sup> -> Humanities and arts,Doctorate recipients reporting education-related debt,Life sciences<sup>a</sup>,Humanities and arts,,3,4808,5059,4974,4771,4939,4953,4735,4614,4507,4369,3661
