table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
7976,r134,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,133,"['65,330', '']","['30,290', '']","['687', '']","['27,359', '']","['1,855', '']","['4,970', '']","['169', '']"
7976,r135,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,134,"['65,101', '']","['54,855', '']","['0', '']","['9,608', '']","['264', '']","['62', '']","['312', '']"
7976,r136,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,135,"['63,723', '']","['23,673', '']","['7,113', '']","['25,532', '']","['2,222', '']","['4,829', '']","['354', '']"
7976,r137,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,136,"['62,332', '']","['25,514', '']","['17,685', '']","['14,098', '']","['918', '']","['3,565', '']","['552', '']"
7976,r138,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,137,"['60,100', '']","['30,877', '']","['7,617', '']","['19,350', '']","['1,080', '']","['1,071', '']","['105', '']"
7976,r139,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,138,"['58,471', '']","['28,510', '']","['5,852', '']","['13,984', '']","['2,762', '']","['4,968', '']","['2,395', '']"
7976,r140,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,139,"['58,187', '']","['13,018', '']","['6,945', '']","['29,053', '']","['265', '']","['8,701', '']","['205', '']"
7976,r141,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,140,"['57,361', '']","['34,218', '']","['9,824', '']","['11,311', '']","['691', '']","['1,045', '']","['272', '']"
7976,r142,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,141,"['55,664', '']","['24,397', '']","['15,783', '']","['11,939', '']","['1,596', '']","['924', '']","['1,025', '']"
7976,r143,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,142,"['54,437', '']","['26,164', '']","['172', '']","['19,872', '']","['4,007', '']","['616', '']","['3,606', '']"
7976,r144,All institutions -> U. Toledo,All institutions,U. Toledo,2,143,"['53,169', '']","['32,601', '']","['884', '']","['14,308', '']","['2,718', '']","['2,592', '']","['66', '']"
7976,r145,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,144,"['51,877', '']","['27,145', '']","['9,921', '']","['11,654', '']","['2,349', '']","['753', '']","['55', '']"
7976,r146,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,145,"['51,662', '']","['22,813', '']","['787', '']","['21,450', '']","['4,387', '']","['1,858', '']","['367', '']"
7976,r147,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,146,"['51,542', '']","['18,607', '']","['15,713', '']","['3,929', '']","['1,304', '']","['2,820', '']","['9,169', '']"
7976,r148,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,147,"['51,201', '']","['14,072', '']","['25,740', '']","['8,670', '']","['496', '']","['1,636', '']","['587', '']"
7976,r149,"All institutions -> U. California, Office of the President",All institutions,"U. California, Office of the President",2,148,"['50,848', '']","['653', '']","['29,282', '']","['20,864', '']","['0', '']","['0', '']","['49', '']"
7976,r150,"All institutions -> U. North Texas, Health Science Center",All institutions,"U. North Texas, Health Science Center",2,149,"['50,698', '']","['32,464', '']","['9,224', '']","['6,615', '']","['1,633', '']","['626', '']","['136', '']"
7976,r151,All institutions -> Kent State U.,All institutions,Kent State U.,2,150,"['50,408', '']","['15,179', '']","['1,379', '']","['31,409', '']","['573', '']","['1,700', '']","['168', '']"
7976,r152,All institutions -> Ohio U.,All institutions,Ohio U.,2,151,"['49,764', '']","['19,164', '']","['883', '']","['24,765', '']","['3,433', '']","['1,040', '']","['479', '']"
7976,r153,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,152,"['47,610', '']","['23,758', '']","['345', '']","['19,099', '']","['3,466', '']","['211', '']","['731', '']"
7976,r154,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,153,"['47,210', '']","['12,655', '']","['492', '']","['25,725', '']","['7,901', '']","['437', '']","['0', '']"
7976,r155,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,154,"['47,124', '']","['36,761', '']","['5,741', '']","['3,886', '']","['566', '']","['170', '']","['0', '']"
7976,r156,All institutions -> Boise State U.,All institutions,Boise State U.,2,155,"['46,065', '']","['31,357', '']","['2,402', '']","['10,836', '']","['576', '']","['670', '']","['224', '']"
7976,r157,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,156,"['45,964', '']","['18,621', '']","['7,048', '']","['14,224', '']","['373', '']","['1,290', '']","['4,408', '']"
7976,r158,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,157,"['45,703', '']","['27,025', '']","['0', '']","['18,015', '']","['663', '']","['0', '']","['0', '']"
7976,r159,"All institutions -> SUNY, Upstate Medical U.",All institutions,"SUNY, Upstate Medical U.",2,158,"['44,870', '']","['24,974', '']","['2,333', '']","['9,193', '']","['4,314', '']","['2,647', '']","['1,409', '']"
7976,r160,"All institutions -> Louisiana State U., Health Sciences Center, New Orleans",All institutions,"Louisiana State U., Health Sciences Center, New Orleans",2,159,"['44,370', '']","['34,272', '']","['244', '']","['3,743', '']","['2,800', '']","['3,178', '']","['133', '']"
7976,r161,"All institutions -> U. Puerto Rico, Medical Sciences Campus",All institutions,"U. Puerto Rico, Medical Sciences Campus",2,160,"['44,111', '']","['33,262', '']","['1,838', '']","['6,320', '']","['2,688', '']","['0', '']","['3', '']"
7976,r162,"All institutions -> Texas Tech U., Health Sciences Center",All institutions,"Texas Tech U., Health Sciences Center",2,161,"['41,583', '']","['12,148', '']","['16,670', '']","['8,153', '']","['342', '']","['1,268', '']","['3,002', '']"
7976,r163,All institutions -> Portland State U.,All institutions,Portland State U.,2,162,"['41,311', '']","['29,842', '']","['3,576', '']","['4,722', '']","['847', '']","['1,724', '']","['600', '']"
7976,r164,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,163,"['40,751', '']","['25,755', '']","['542', '']","['14,005', '']","['149', '']","['257', '']","['43', '']"
7976,r165,All institutions -> Georgia Southern U.,All institutions,Georgia Southern U.,2,164,"['37,201', '']","['3,373', '']","['259', '']","['29,635', '']","['3,482', '']","['452', '']","['0', '']"
7976,r166,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,165,"['37,033', '']","['24,423', '']","['363', '']","['10,842', '']","['106', '']","['401', '']","['898', '']"
7976,r167,All institutions -> U. West Florida,All institutions,U. West Florida,2,166,"['36,837', '']","['13,313', '']","['170', '']","['22,485', '']","['614', '']","['255', '']","['0', '']"
7976,r168,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,167,"['35,768', '']","['15,993', '']","['2,305', '']","['16,710', '']","['0', '']","['743', '']","['17', '']"
7976,r169,"All institutions -> SUNY, Downstate Health Sciences U.",All institutions,"SUNY, Downstate Health Sciences U.",2,168,"['34,459', '']","['27,620', '']","['23', '']","['5,397', '']","['354', '']","['950', '']","['115', '']"
7976,r170,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,169,"['33,855', '']","['21,203', '']","['122', '']","['9,896', '']","['451', '']","['763', '']","['1,420', '']"
7976,r171,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,170,"['33,816', '']","['23,166', '']","['2,359', '']","['7,156', '']","['85', '']","['471', '']","['579', '']"
7976,r172,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,171,"['32,086', '']","['31,818', '']","['0', '']","['200', '']","['68', '']","['0', '']","['0', '']"
7976,r173,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,172,"['30,500', '']","['10,967', '']","['9,110', '']","['4,589', '']","['603', '']","['2,642', '']","['2,589', '']"
7976,r174,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,173,"['28,896', '']","['15,108', '']","['150', '']","['13,026', '']","['181', '']","['348', '']","['83', '']"
7976,r175,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,174,"['28,745', '']","['24,900', '']","['631', '']","['1,654', '']","['1,236', '']","['191', '']","['133', '']"
7976,r176,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,175,"['28,729', '']","['8,223', '']","['1,422', '']","['16,908', '']","['1,488', '']","['513', '']","['175', '']"
7976,r177,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,176,"['28,440', '']","['6,979', '']","['12,203', '']","['7,152', '']","['580', '']","['752', '']","['774', '']"
7976,r178,"All institutions -> U. Texas Health Science Center, Tyler",All institutions,"U. Texas Health Science Center, Tyler",2,177,"['27,928', '']","['12,007', '']","['6,884', '']","['3,545', '']","['111', '']","['5,381', '']","['0', '']"
7976,r179,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,178,"['27,537', '']","['11,664', '']","['1,772', '']","['13,629', '']","['0', '']","['472', '']","['0', '']"
7976,r180,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,179,"['27,417', '']","['6,428', '']","['2,767', '']","['15,465', '']","['937', '']","['0', '']","['1,820', '']"
7976,r181,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,180,"['26,880', 'i']","['20,378', 'i']","['455', 'i']","['5,986', 'i']","['43', 'i']","['18', 'i']","['0', 'i']"
7976,r182,All institutions -> Rowan U.,All institutions,Rowan U.,2,181,"['26,458', '']","['17,400', '']","['4,442', '']","['2,700', '']","['677', '']","['1,239', '']","['0', '']"
7976,r183,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,182,"['26,365', '']","['16,641', '']","['378', '']","['3,572', '']","['521', '']","['4,109', '']","['1,144', '']"
7976,r184,All institutions -> Wright State U.,All institutions,Wright State U.,2,183,"['26,259', '']","['19,617', '']","['584', '']","['4,999', '']","['415', '']","['582', '']","['62', '']"
7976,r185,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,184,"['25,953', '']","['11,163', '']","['2,537', '']","['9,139', '']","['1,053', '']","['2,003', '']","['58', '']"
7976,r186,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,185,"['25,314', '']","['13,944', '']","['1,074', '']","['7,033', '']","['1,697', '']","['547', '']","['1,019', '']"
7976,r187,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,186,"['25,261', '']","['9,080', '']","['899', '']","['14,630', '']","['155', '']","['467', '']","['30', '']"
7976,r188,All institutions -> Miami U.,All institutions,Miami U.,2,187,"['25,138', '']","['9,412', '']","['1,610', '']","['12,023', '']","['1,249', '']","['508', '']","['336', '']"
7976,r189,"All institutions -> Louisiana State U., Health Sciences Center, Shreveport",All institutions,"Louisiana State U., Health Sciences Center, Shreveport",2,188,"['24,600', '']","['12,359', '']","['19', '']","['8,765', '']","['297', '']","['3,160', '']","['0', '']"
7976,r190,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,189,"['24,152', '']","['9,787', '']","['746', '']","['12,813', '']","['25', '']","['772', '']","['9', '']"
7976,r191,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,190,"['23,854', '']","['16,281', '']","['573', '']","['5,723', '']","['8', '']","['879', '']","['390', '']"
7976,r192,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,191,"['23,767', '']","['5,325', '']","['6,341', '']","['11,624', '']","['381', '']","['77', '']","['19', '']"
7976,r193,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,192,"['23,699', '']","['5,582', '']","['11,012', '']","['5,344', '']","['147', '']","['508', '']","['1,106', '']"
7976,r194,All institutions -> Marshall U.,All institutions,Marshall U.,2,193,"['23,620', '']","['12,854', '']","['1,040', '']","['8,589', '']","['226', '']","['911', '']","['0', '']"
7976,r195,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,194,"['23,578', '']","['9,265', '']","['4,652', '']","['3,614', '']","['353', '']","['5,468', '']","['226', '']"
7976,r196,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,195,"['23,193', '']","['16,460', '']","['2,432', '']","['4,094', '']","['195', '']","['12', '']","['0', '']"
7976,r197,All institutions -> Middle Tennessee State U.,All institutions,Middle Tennessee State U.,2,196,"['22,531', '']","['4,150', '']","['480', '']","['16,884', '']","['259', '']","['758', '']","['0', '']"
7976,r198,All institutions -> Central Michigan U.,All institutions,Central Michigan U.,2,197,"['21,726', '']","['6,919', '']","['26', '']","['13,477', '']","['109', '']","['952', '']","['243', '']"
7976,r199,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,198,"['21,332', '']","['15,079', '']","['1,631', '']","['3,747', '']","['348', '']","['356', '']","['171', '']"
7976,r200,"All institutions -> U. Nebraska, central administration",All institutions,"U. Nebraska, central administration",2,199,"['21,295', '']","['20,675', '']","['250', '']","['0', '']","['50', '']","['250', '']","['70', '']"
7976,r201,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,200,"['20,628', '']","['16,319', '']","['2,782', '']","['389', '']","['225', '']","['571', '']","['342', '']"
7976,r202,All institutions -> Oakland U.,All institutions,Oakland U.,2,201,"['20,261', '']","['7,426', '']","['1,694', '']","['8,499', '']","['1,023', '']","['1,423', '']","['196', '']"
7976,r203,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,202,"['20,108', '']","['9,275', '']","['1,443', '']","['7,470', '']","['1,033', '']","['349', '']","['538', '']"
7976,r204,All institutions -> U.S. Military Academy,All institutions,U.S. Military Academy,2,203,"['19,696', '']","['13,708', '']","['0', '']","['3,980', '']","['45', '']","['268', '']","['1,695', '']"
7976,r205,All institutions -> Eastern Virginia Medical School,All institutions,Eastern Virginia Medical School,2,204,"['19,415', '']","['14,774', '']","['176', '']","['2,384', '']","['1,298', '']","['783', '']","['0', '']"
7976,r206,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,205,"['19,006', '']","['13,503', '']","['1,855', '']","['3,125', '']","['201', '']","['177', '']","['145', '']"
7976,r207,All institutions -> Kennesaw State U.,All institutions,Kennesaw State U.,2,206,"['18,880', '']","['3,104', '']","['619', '']","['13,722', '']","['318', '']","['1,032', '']","['85', '']"
7976,r208,All institutions -> Bowling Green State U.,All institutions,Bowling Green State U.,2,207,"['18,619', '']","['7,263', '']","['1,333', '']","['9,178', '']","['84', '']","['754', '']","['7', '']"
7976,r209,All institutions -> East Tennessee State U.,All institutions,East Tennessee State U.,2,208,"['18,449', '']","['8,358', '']","['20', '']","['4,902', '']","['134', '']","['4,785', '']","['250', '']"
7976,r210,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,209,"['18,368', '']","['13,073', '']","['33', '']","['5,148', '']","['37', '']","['0', '']","['77', '']"
7976,r211,"All institutions -> Southern Illinois U., Edwardsville",All institutions,"Southern Illinois U., Edwardsville",2,210,"['18,044', '']","['3,844', '']","['71', '']","['13,848', '']","['221', '']","['22', '']","['38', '']"
7976,r212,All institutions -> U. Colorado Denver<sup>b</sup>,All institutions,U. Colorado Denver<sup>b</sup>,2,211,"['18,039', '']","['11,866', '']","['3,047', '']","['804', '']","['493', '']","['1,671', '']","['158', '']"
7976,r213,All institutions -> Tarleton State U.,All institutions,Tarleton State U.,2,212,"['17,729', '']","['4,620', '']","['3,749', '']","['8,949', '']","['263', '']","['148', '']","['0', '']"
7976,r214,All institutions -> U. Guam,All institutions,U. Guam,2,213,"['17,666', '']","['14,316', '']","['1,705', '']","['1,465', '']","['24', '']","['156', '']","['0', '']"
7976,r215,All institutions -> Prairie View A&M U.,All institutions,Prairie View A&M U.,2,214,"['17,582', '']","['9,566', '']","['4,041', '']","['3,421', '']","['115', '']","['439', '']","['0', '']"
7976,r216,All institutions -> Montclair State U.,All institutions,Montclair State U.,2,215,"['17,390', '']","['4,146', '']","['543', '']","['10,479', '']","['41', '']","['2,163', '']","['18', '']"
7976,r217,All institutions -> U. Akron,All institutions,U. Akron,2,216,"['17,340', '']","['9,024', '']","['442', '']","['4,217', '']","['2,093', '']","['653', '']","['911', '']"
7976,r218,All institutions -> U. New Orleans,All institutions,U. New Orleans,2,217,"['16,979', '']","['3,674', '']","['748', '']","['10,069', '']","['372', '']","['1,159', '']","['957', '']"
7976,r219,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,218,"['16,656', '']","['6,852', '']","['5,748', '']","['2,150', '']","['867', '']","['951', '']","['88', '']"
7976,r220,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,219,"['16,573', '']","['13,989', '']","['353', '']","['1,051', '']","['81', '']","['1,099', '']","['0', '']"
7976,r221,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,220,"['16,157', '']","['14,038', '']","['0', '']","['1,426', '']","['198', '']","['473', '']","['22', '']"
7976,r222,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,221,"['16,063', '']","['12,386', '']","['1,241', '']","['1,776', '']","['149', '']","['425', '']","['86', '']"
7976,r223,All institutions -> U. North Florida,All institutions,U. North Florida,2,222,"['15,782', '']","['7,267', '']","['1,297', '']","['7,084', '']","['47', '']","['64', '']","['23', '']"
7976,r224,All institutions -> South Dakota School of Mines and Technology,All institutions,South Dakota School of Mines and Technology,2,223,"['15,746', '']","['11,587', '']","['1,345', '']","['1,944', '']","['569', '']","['76', '']","['225', '']"
7976,r225,"All institutions -> CUNY, Advanced Science Research Center",All institutions,"CUNY, Advanced Science Research Center",2,224,"['15,403', '']","['11,840', '']","['357', '']","['1,943', '']","['251', '']","['702', '']","['310', '']"
7976,r226,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,225,"['15,387', '']","['7,625', '']","['4,363', '']","['3,008', '']","['111', '']","['76', '']","['204', '']"
7976,r227,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,226,"['15,231', '']","['13,099', '']","['1,818', '']","['17', '']","['142', '']","['155', '']","['0', '']"
7976,r228,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,227,"['15,134', '']","['11,178', '']","['877', '']","['1,113', '']","['195', '']","['528', '']","['1,243', '']"
7976,r229,"All institutions -> CUNY, Graduate School of Public Health and Health Policy",All institutions,"CUNY, Graduate School of Public Health and Health Policy",2,228,"['15,035', '']","['12,254', '']","['76', '']","['1,206', '']","['0', '']","['1,343', '']","['156', '']"
7976,r230,All institutions -> Montana Technological U.,All institutions,Montana Technological U.,2,229,"['14,933', '']","['6,133', '']","['5,658', '']","['2,739', '']","['402', '']","['0', '']","['1', '']"
7976,r231,All institutions -> James Madison U.,All institutions,James Madison U.,2,230,"['14,687', '']","['2,379', '']","['349', '']","['11,111', '']","['330', '']","['507', '']","['11', '']"
7976,r232,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,231,"['14,672', '']","['11,692', '']","['1,907', '']","['NA', '']","['0', '']","['745', '']","['328', '']"
7976,r233,"All institutions -> U. Missouri, Saint Louis",All institutions,"U. Missouri, Saint Louis",2,232,"['14,632', '']","['5,812', '']","['5', '']","['5,549', '']","['96', '']","['2,804', '']","['366', '']"
7976,r234,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,233,"['14,188', '']","['7,593', '']","['4,457', '']","['2,103', '']","['6', '']","['29', '']","['0', '']"
7976,r235,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,234,"['14,105', '']","['10,676', '']","['976', '']","['NA', '']","['503', '']","['844', '']","['1,106', '']"
7976,r236,All institutions -> Humboldt State U.,All institutions,Humboldt State U.,2,235,"['14,103', '']","['1,975', '']","['3,971', '']","['3,818', '']","['164', '']","['2,108', '']","['2,067', '']"
7976,r237,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,236,"['13,953', '']","['7,216', '']","['1,982', '']","['3,937', '']","['387', '']","['264', '']","['167', '']"
7976,r238,All institutions -> Northeast Ohio Medical U.,All institutions,Northeast Ohio Medical U.,2,237,"['13,853', '']","['9,999', '']","['14', '']","['3,182', '']","['0', '']","['658', '']","['0', '']"
7976,r239,All institutions -> Western Washington U.,All institutions,Western Washington U.,2,238,"['13,450', '']","['4,290', '']","['1,107', '']","['6,665', '']","['137', '']","['1,203', '']","['48', '']"
7976,r240,All institutions -> Sam Houston State U.,All institutions,Sam Houston State U.,2,239,"['13,315', '']","['5,632', '']","['232', '']","['6,985', '']","['29', '']","['416', '']","['21', '']"
7976,r241,"All institutions -> U. Hawaii, system office",All institutions,"U. Hawaii, system office",2,240,"['12,918', '']","['12,688', '']","['17', '']","['213', '']","['0', '']","['0', '']","['0', '']"
7976,r242,"All institutions -> CUNY, John Jay C. of Criminal Justice",All institutions,"CUNY, John Jay C. of Criminal Justice",2,241,"['11,791', '']","['3,519', '']","['3,037', '']","['2,521', '']","['37', '']","['2,597', '']","['80', '']"
7976,r243,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,242,"['11,607', '']","['5,867', '']","['2,928', '']","['2,652', '']","['20', '']","['140', '']","['0', '']"
7976,r244,"All institutions -> Texas Tech U., Health Sciences Center, El Paso",All institutions,"Texas Tech U., Health Sciences Center, El Paso",2,243,"['11,360', '']","['1,831', '']","['2,829', '']","['6,064', '']","['395', '']","['241', '']","['0', '']"
7976,r245,"All institutions -> U. Tennessee, Chattanooga",All institutions,"U. Tennessee, Chattanooga",2,244,"['11,192', '']","['4,507', '']","['705', '']","['5,296', '']","['65', '']","['223', '']","['396', '']"
7976,r246,All institutions -> Rhode Island C.,All institutions,Rhode Island C.,2,245,"['10,990', '']","['4,894', '']","['5,593', '']","['64', '']","['0', '']","['439', '']","['0', '']"
7976,r247,All institutions -> U.S. Naval Academy,All institutions,U.S. Naval Academy,2,246,"['10,818', '']","['10,247', '']","['0', '']","['169', '']","['0', '']","['402', '']","['0', '']"
7976,r248,All institutions -> Salisbury U.,All institutions,Salisbury U.,2,247,"['10,552', '']","['3,271', '']","['3,604', '']","['3,567', '']","['8', '']","['102', '']","['0', '']"
7976,r249,"All institutions -> California State U., San Marcos",All institutions,"California State U., San Marcos",2,248,"['10,213', '']","['8,831', '']","['1,110', '']","['267', '']","['0', '']","['5', '']","['0', '']"
7976,r250,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,249,"['10,123', '']","['4,846', '']","['2,278', '']","['2,602', '']","['0', '']","['397', '']","['0', '']"
7976,r251,All institutions -> Missouri State U.,All institutions,Missouri State U.,2,250,"['10,014', '']","['8,931', '']","['196', '']","['735', '']","['132', '']","['20', '']","['0', '']"
7976,r252,All institutions -> West Texas A&M U.,All institutions,West Texas A&M U.,2,251,"['9,920', '']","['2,195', '']","['5,258', '']","['1,554', '']","['832', '']","['31', '']","['50', '']"
7976,r253,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,252,"['9,382', '']","['7,342', '']","['108', '']","['1,561', '']","['0', '']","['371', '']","['0', '']"
7976,r254,"All institutions -> California State U., Fresno",All institutions,"California State U., Fresno",2,253,"['9,213', '']","['4,101', '']","['1,086', '']","['2,278', '']","['186', '']","['1,232', '']","['330', '']"
7976,r255,All institutions -> Texas Southern U.,All institutions,Texas Southern U.,2,254,"['9,128', '']","['5,562', '']","['760', '']","['2,692', '']","['0', '']","['114', '']","['0', '']"
7976,r256,All institutions -> Alabama A&M U.,All institutions,Alabama A&M U.,2,255,"['9,065', 'i']","['5,967', 'i']","['2,534', 'i']","['447', 'i']","['117', 'i']","['0', 'i']","['0', 'i']"
7976,r257,"All institutions -> California State U., Fullerton",All institutions,"California State U., Fullerton",2,256,"['9,006', '']","['4,551', '']","['251', '']","['3,904', '']","['97', '']","['203', '']","['0', '']"
7976,r258,All institutions -> Ball State U.,All institutions,Ball State U.,2,257,"['8,826', '']","['2,469', '']","['266', '']","['5,153', '']","['702', '']","['236', '']","['0', '']"
7976,r259,All institutions -> Kentucky State U.,All institutions,Kentucky State U.,2,258,"['8,756', '']","['3,716', '']","['4,870', '']","['0', '']","['72', '']","['98', '']","['0', '']"
7976,r260,All institutions -> Central State U.,All institutions,Central State U.,2,259,"['8,751', '']","['4,165', '']","['2,866', '']","['1,720', '']","['0', '']","['0', '']","['0', '']"
7976,r261,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,260,"['8,713', '']","['3,960', '']","['2,216', '']","['2,502', '']","['0', '']","['35', '']","['0', '']"
7976,r262,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,261,"['8,636', '']","['8,346', '']","['153', '']","['10', '']","['19', '']","['0', '']","['108', '']"
7976,r263,"All institutions -> Arkansas State U., Jonesboro",All institutions,"Arkansas State U., Jonesboro",2,262,"['8,422', '']","['4,249', '']","['3,103', '']","['721', '']","['349', '']","['0', '']","['0', '']"
7976,r264,"All institutions -> U. Washington, Bothell",All institutions,"U. Washington, Bothell",2,263,"['8,311', '']","['2,956', '']","['86', '']","['814', '']","['0', '']","['4,386', '']","['69', '']"
7976,r265,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,264,"['8,197', '']","['4,467', '']","['3,160', '']","['0', '']","['136', '']","['434', '']","['0', '']"
7976,r266,All institutions -> Winston-Salem State U.,All institutions,Winston-Salem State U.,2,265,"['8,123', '']","['4,841', '']","['1,690', '']","['NA', '']","['0', '']","['1,077', '']","['515', '']"
7976,r267,All institutions -> U. of the District of Columbia,All institutions,U. of the District of Columbia,2,266,"['8,104', '']","['6,851', '']","['1,253', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7976,r268,All institutions -> William Paterson U.,All institutions,William Paterson U.,2,267,"['7,867', '']","['1,893', '']","['25', '']","['5,678', '']","['11', '']","['113', '']","['147', '']"
7976,r269,"All institutions -> Oklahoma State U., Center for Health Sciences",All institutions,"Oklahoma State U., Center for Health Sciences",2,268,"['7,758', '']","['2,304', '']","['127', '']","['5,241', '']","['56', '']","['30', '']","['0', '']"
7976,r270,"All institutions -> Lincoln U., Jefferson City",All institutions,"Lincoln U., Jefferson City",2,269,"['7,621', '']","['5,621', '']","['2,000', '']","['NA', '']","['0', '']","['0', '']","['0', '']"
7976,r271,"All institutions -> U. Michigan, Dearborn",All institutions,"U. Michigan, Dearborn",2,270,"['7,472', '']","['2,366', '']","['22', '']","['2,794', '']","['1,911', '']","['271', '']","['108', '']"
7976,r272,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,271,"['7,411', '']","['5,510', '']","['53', '']","['1,260', '']","['166', '']","['421', '']","['1', '']"
7976,r273,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,272,"['7,397', '']","['6,939', '']","['79', '']","['3', '']","['139', '']","['94', '']","['143', '']"
7976,r274,All institutions -> Eastern Michigan U.,All institutions,Eastern Michigan U.,2,273,"['7,233', '']","['2,237', '']","['185', '']","['4,618', '']","['71', '']","['119', '']","['3', '']"
