table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total_outside_the_united_states,field_puerto_ricoa,field_canada,field_austria,field_belgium,field_czechia,field_denmark,field_finland,field_france,field_germany,field_hungary,field_ireland,field_italy,field_luxembourg,field_netherlands,field_norway,field_poland,field_russia,field_spain,field_sweden,field_switzerland,field_turkey,field_united_kingdom,field_other_european_locations
8837,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['94', '']","['0', '']","['5', '']","['0', '']","['2', '']","['0', '']","['0 - 25', '']","['0', '']","['2', '']","['0 - 42', '']","['0', '']","['2', '']","['0', '']","['*', '']","['1', '']","['0', '']","['0 - 42', '']","['0', '']","['4', '']","['0', '']","['1', '']","['0', '']","['17', '']","['1', '']"
8837,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['8,147', '']","['0 - 18', '']","['1,013', '']","['47', '']","['24', '']","['140', '']","['28', 'i']","['0 - 164', '']","['322', '']","['224', '']","['39', '']","['543', '']","['25', '']","['1', '']","['464', '']","['0 - 31', '']","['72', '']","['46', '']","['88', '']","['0 - 105', '']","['70', '']","['34', '']","['850', '']","['343', '']"
8837,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['6,976', '']","['0 - 18', '']","['296', '']","['7', '']","['0 - 134', '']","['3', '']","['0 - 25', 'i']","['0 - 164', '']","['131', '']","['211 - 257', '']","['0 - 31', '']","['325', '']","['0 - 31', '']","['0 - 31', '']","['46 - 249', '']","['0 - 31', '']","['12 - 58', '']","['2', '']","['20', '']","['0 - 105', '']","['878 - 1,081', '']","['0 - 59', '']","['1,993', '']","['70', '']"
8837,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['1,541', '']","['0', '']","['0 - 419', '']","['0 - 7', '']","['0 - 11', 'i']","['6', '']","['0', '']","['0', '']","['0 - 109', 'i']","['0 - 421', 'i']","['0 - 34', '']","['0 - 850', '']","['1', 'i']","['*', '']","['0 - 128', '']","['0', '']","['0 - 34', 'i']","['0 - 11', '']","['0 - 44', 'i']","['56', '']","['11', '']","['0 - 22', 'i']","['308', '']","['35', 'i']"
8837,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['163', '']","['*', '']","['0 - 110', '']","['0', '']","['*', '']","['0', '']","['0 - 10', '']","['0', '']","['8', '']","['6', '']","['0', '']","['0 - 151', '']","['*', '']","['0', '']","['*', '']","['0', '']","['0', '']","['*', '']","['*', '']","['0', '']","['*', '']","['*', '']","['0 - 151', '']","['*', '']"
8837,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0 - 15', '']","['0', '']","['0 - 15', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8837,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['148 - 164', '']","['*', '']","['0 - 110', '']","['0', '']","['*', '']","['0', '']","['0 - 10', '']","['0', '']","['8', '']","['6', '']","['0', '']","['0 - 151', '']","['*', '']","['0', '']","['*', '']","['0', '']","['0', '']","['*', '']","['*', '']","['0', '']","['*', '']","['*', '']","['0 - 151', '']","['*', '']"
8837,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['13,744', 'i']","['3 - 22', '']","['942', '']","['56', 'i']","['157', 'i']","['82', 'i']","['51 - 61', 'i']","['44', '']","['759', '']","['870', '']","['83', 'i']","['288', 'i']","['243', 'i']","['0 - 13', '']","['797', 'i']","['7', '']","['164', 'i']","['125', 'i']","['606', 'i']","['141', 'i']","['601', '']","['24 - 38', 'i']","['2,710', '']","['363', 'i']"
8837,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['20', '']","['0', '']","['2', 'i']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['*', 'i']","['*', '']","['0', '']","['0', '']","['*', '']","['0', '']","['2', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['*', 'i']","['*', '']","['*', '']","['2', 'i']","['0', '']"
8837,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['3,324', '']","['0 - 18', '']","['357', '']","['5', '']","['3', '']","['28', 'i']","['0 - 10', '']","['4', '']","['117', '']","['295', '']","['1', '']","['171', 'i']","['38', '']","['0 - 13', '']","['7', '']","['*', '']","['28', '']","['13', '']","['58', '']","['41', '']","['106', '']","['0 - 13', '']","['341', '']","['42', '']"
8837,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['10,070', 'i']","['4', '']","['532', '']","['49', 'i']","['154', 'i']","['54', 'i']","['51', 'i']","['39', '']","['607', 'i']","['558', 'i']","['82', 'i']","['117', 'i']","['197', 'i']","['0', '']","['767', 'i']","['6', '']","['135', 'i']","['112', 'i']","['545', 'i']","['98', 'i']","['493', '']","['25', 'i']","['2,326', 'i']","['296', 'i']"
8837,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['0 - 3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8837,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['2,929', '']","['0 - 4', '']","['118', '']","['4', '']","['33', '']","['12', '']","['9', '']","['7', '']","['106', '']","['138 - 143', '']","['13', '']","['4', '']","['58', '']","['0', '']","['24', '']","['0 - 7', '']","['36', '']","['21', '']","['74', '']","['12', '']","['455', '']","['6', '']","['908', '']","['66', '']"
8837,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['7,135', 'i']","['1', 'i']","['414', '']","['45', 'i']","['121', 'i']","['42', 'i']","['43', 'i']","['33', '']","['502', 'i']","['416', 'i']","['69', 'i']","['113', 'i']","['139', 'i']","['0', '']","['743', 'i']","['0 - 7', 'i']","['99', 'i']","['91', 'i']","['472', 'i']","['86', 'i']","['38', 'i']","['19', 'i']","['1,418', 'i']","['230', 'i']"
8837,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['1 - 7', '']","['0 - 3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8837,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['330', '']","['*', '']","['52', '']","['2', '']","['*', '']","['0', '']","['0', '']","['0', '']","['34', '']","['17', '']","['0', '']","['*', '']","['8', '']","['0', '']","['21', '']","['0', '']","['1', '']","['*', '']","['3', '']","['2', '']","['2', '']","['*', '']","['41', '']","['24', 'i']"
8837,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['18 - 22', 'i']","['0', '']","['*', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 22', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0 - 22', '']","['0', '']","['0', '']","['*', '']","['0', '']"
8837,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['1 - 4,789', 'i']","['0 - 18', '']","['0 - 406', '']","['*', '']","['0', '']","['0', '']","['0 - 10', '']","['0', '']","['*', '']","['0 - 421', '']","['*', '']","['0 - 850', '']","['0', '']","['0', '']","['0 - 128', '']","['0', '']","['0', '']","['0 - 11', '']","['0 - 44', 'i']","['0', '']","['0 - 11', '']","['*', '']","['0 - 370', '']","['0 - 50', '']"
8837,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['109,705', '']","['533', 'i']","['7,586', '']","['521', '']","['2,683', '']","['503', '']","['656', '']","['658', '']","['3,633', '']","['8,600', '']","['258', '']","['5,229', '']","['1,643', '']","['244', '']","['2,845', '']","['392', '']","['1,020', '']","['573', '']","['1,584', '']","['1,402', '']","['5,097', '']","['250', '']","['12,284', '']","['2,550', '']"
8837,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8837,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['290', '']","['0', '']","['114', '']","['*', '']","['1', '']","['*', '']","['0 - 5', '']","['*', '']","['8', '']","['5', '']","['0 - 14', '']","['*', '']","['1', '']","['0', '']","['*', '']","['0', '']","['5', '']","['*', '']","['7', '']","['*', '']","['13', '']","['0 - 14', '']","['16', '']","['9', '']"
8837,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['606', '']","['0 - 36', '']","['77', '']","['*', '']","['4', '']","['*', '']","['12', '']","['0', '']","['9', '']","['13', '']","['3', '']","['1', '']","['7', '']","['0', '']","['3', '']","['*', '']","['3', '']","['*', '']","['5', '']","['3', '']","['13', '']","['0', '']","['22', '']","['10', '']"
8837,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8837,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['798', '']","['0', '']","['32', '']","['14', '']","['13', '']","['12', '']","['0 - 5', '']","['2', '']","['6', '']","['43', '']","['0', '']","['2', '']","['4', '']","['0', '']","['7', '']","['1', 'i']","['13', '']","['5', '']","['6', '']","['29', '']","['59', '']","['0 - 24', '']","['85', '']","['38', '']"
8837,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['2,072', '']","['17', '']","['117', '']","['1', '']","['17', '']","['10', '']","['6', '']","['1', '']","['129', '']","['69', '']","['0 - 26', '']","['21', '']","['70', '']","['0', '']","['96', '']","['1', '']","['13', '']","['30', '']","['26', '']","['17', '']","['455', '']","['0 - 26', 'i']","['140', '']","['45', '']"
8837,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8837,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['2,866', '']","['0 - 36', '']","['536', '']","['18', '']","['3', '']","['4', '']","['21', '']","['4', '']","['74', '']","['132', '']","['0 - 36', '']","['94', '']","['36', '']","['0 - 36', '']","['176', '']","['6', '']","['25', '']","['11', '']","['27', '']","['30', '']","['53', '']","['0 - 36', '']","['252', '']","['48', '']"
8837,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['3,187', '']","['0 - 36', '']","['244', '']","['12', '']","['36', '']","['6', '']","['29', '']","['45', '']","['78', '']","['209', '']","['39', '']","['75', '']","['74', '']","['0 - 82', '']","['37', '']","['21', '']","['27', '']","['60', '']","['27', '']","['52', '']","['94', '']","['0 - 61', '']","['667', '']","['114', '']"
8837,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['18,520', '']","['32', '']","['2,640', '']","['38', '']","['218', '']","['64', '']","['154', '']","['183', '']","['691', '']","['1,344', '']","['46', '']","['866', '']","['144', '']","['9', '']","['343', '']","['36', '']","['132', '']","['95', '']","['189', '']","['420', 'i']","['579', '']","['46', '']","['1,727', '']","['875', '']"
8837,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['11,845', '']","['25', '']","['840', '']","['45', 'i']","['147', '']","['46', 'i']","['139', '']","['65', 'i']","['713', '']","['754', '']","['56', '']","['500', '']","['233', '']","['8', '']","['535', '']","['60', 'i']","['229', 'i']","['67', 'i']","['165', '']","['252', '']","['335', '']","['39', '']","['1,240', '']","['140', 'i']"
8837,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['23,186', '']","['426', 'i']","['599', '']","['237', 'i']","['528', '']","['77', '']","['123', '']","['73', 'i']","['955', 'i']","['2,360', '']","['64', 'i']","['451', 'i']","['671', '']","['147', '']","['871', 'i']","['89', '']","['221', '']","['106', 'i']","['772', 'i']","['258', '']","['463', '']","['45', '']","['2,930', 'i']","['638', 'i']"
8837,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['46,336', '']","['0 - 36', '']","['2,387', '']","['155', '']","['1,717', '']","['284', '']","['172', '']","['285', '']","['970', '']","['3,673', '']","[' 0 - 53', '']","['3,218', '']","['402', '']","[' 0 - 82', 'i']","['776', '']","['178', '']","['351', '']","['199', '']","['359', '']","['342', '']","['3,033', '']","['62', '']","['5,207', '']","['635', '']"
