table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_all_companies,field_1_9_employees,field_10_49_employees,field_50_249_employees,field_250_or_more_employees
5681,r021,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['    7,036,718 ', '&nbsp;']","['    2,519,425 ', 'r']","['    62,016 ', '&nbsp;']","['    3,543,065 ', '&nbsp;']","['    912,212 ', '&nbsp;']"
5681,r022,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['    31,483,799 ', '&nbsp;']","['    419,104 ', '&nbsp;']","['    5,135,882 ', 'r']","['    1,643,049 ', '&nbsp;']","['    24,285,764 ', '&nbsp;']"
5681,r023,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['    18,224,322 ', '&nbsp;']","['    9,349,800 ', 'r']","['    2,103,105 ', 'r']","['    806,952 ', '&nbsp;']","['    5,964,466 ', '&nbsp;']"
5681,r024,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['    1,949,903 ', '&nbsp;']","['    530,282 ', 'r']","['    556,633 ', 'r']","['    108,958 ', '&nbsp;']","['    754,030 ', '&nbsp;']"
5681,r025,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['    18,949,956 ', '&nbsp;']","['    7,012,290 ', 'r']","['    4,760,664 ', 'r']","['    2,987,939 ', '&nbsp;']","['    4,189,063 ', '&nbsp;']"
5681,r026,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['    203,739,986 ', '&nbsp;']","['    4,990,536 ', '&nbsp;']","['    25,321,311 ', 'r']","['    2,826,135 ', '&nbsp;']","['    170,602,004 ', '&nbsp;']"
5681,r027,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['    189,457,462 ', '&nbsp;']","['    3,549,500 ', 'r']","['    24,845,910 ', 'r']","['    2,471,036 ', '&nbsp;']","['    158,591,016 ', '&nbsp;']"
5681,r028,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['    13,187,515 ', '&nbsp;']","['    1,369,653 ', 'r']","['    316,937 ', '&nbsp;']","['    265,793 ', 'r']","['    11,235,132 ', '&nbsp;']"
5681,r029,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['    1,095,009 ', '&nbsp;']","['    71,383 ', 'r']","['    158,464 ', 'r']","['    89,306 ', '&nbsp;']","['    775,856 ', '&nbsp;']"
5681,r030,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['    6,845,665 ', '&nbsp;']","['    1,285,603 ', '&nbsp;']","['    633,500 ', 'r']","['    4,159,882 ', '&nbsp;']","['    766,681 ', '&nbsp;']"
5681,r031,All industries -> Manufacturing industries -> Miscellaneous ,All industries,Manufacturing industries,Miscellaneous ,,,3,339,"['    50,661,599 ', '&nbsp;']","['    7,152,515 ', '&nbsp;']","['    16,927,464 ', 'r']","['    551,428 ', '&nbsp;']","['    26,030,191 ', '&nbsp;']"
5681,r032,All industries -> Manufacturing industries -> Miscellaneous  -> Medical equipment and supplies ,All industries,Manufacturing industries,Miscellaneous ,Medical equipment and supplies ,,4,3391,"['    33,704,720 ', '&nbsp;']","['    6,755,747 ', '&nbsp;']","['    1,205,425 ', 'r']","['    174,948 ', '&nbsp;']","['    25,568,600 ', '&nbsp;']"
5681,r033,All industries -> Manufacturing industries -> Miscellaneous  -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous ,Other miscellaneous manufacturing,,4,3399,"['    16,956,879 ', 'r']","['    396,768 ', '&nbsp;']","['    15,722,039 ', 'r']","['    376,480 ', 'r']","['    461,591 ', '&nbsp;']"
5681,r034,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"11, 21–23, 42–81","['    9,460,682,176 ', '&nbsp;']","['    3,185,950,764 ', '&nbsp;']","['    1,885,404,006 ', '&nbsp;']","['    1,805,351,732 ', '&nbsp;']","['    2,583,975,675 ', '&nbsp;']"
5681,r035,"All industries -> Nonmanufacturing industries -> Agriculture, forestry, fishing, and hunting",All industries,Nonmanufacturing industries,"Agriculture, forestry, fishing, and hunting",,,3,11,"['    1,145,527,199 ', 'r']","['    10,154,686 ', 'r']","['    1,081,460 ', 'r']","['    264,403 ', 'r']","['    1,134,026,651 ', 'r']"
5681,r036,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['    16,507,354 ', '&nbsp;']","['    6,257,061 ', 'r']","['    1,290,134 ', '&nbsp;']","['    877,466 ', '&nbsp;']","['    8,082,693 ', '&nbsp;']"
5681,r037,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['    740,036,775 ', 'r']","['    1,605,343 ', '&nbsp;']","['    237,153 ', '&nbsp;']","['    736,655,764 ', 'r']","['    1,538,515 ', '&nbsp;']"
5681,r038,All industries -> Nonmanufacturing industries -> Construction,All industries,Nonmanufacturing industries,Construction,,,3,23,"['    832,952,781 ', '&nbsp;']","['    342,170,152 ', '&nbsp;']","['    394,993,804 ', '&nbsp;']","['    92,760,288 ', 'r']","['    3,028,536 ', '&nbsp;']"
5681,r039,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['    746,011,242 ', '&nbsp;']","['    349,247,150 ', '&nbsp;']","['    135,996,709 ', '&nbsp;']","['    167,799,499 ', 'r']","['    92,967,885 ', '&nbsp;']"
5681,r040,All industries -> Nonmanufacturing industries -> Retail trade,All industries,Nonmanufacturing industries,Retail trade,,,3,44–45,"['    517,493,969 ', '&nbsp;']","['    189,530,156 ', '&nbsp;']","['    229,652,897 ', 'r']","['    51,898,731 ', 'r']","['    46,412,186 ', '&nbsp;']"
5681,r041,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['    247,431,425 ', '&nbsp;']","['    130,935,545 ', '&nbsp;']","['    69,985,408 ', 'r']","['    8,451,459 ', '&nbsp;']","['    38,059,014 ', '&nbsp;']"
5681,r042,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['    737,537,478 ', '&nbsp;']","['    130,440,515 ', '&nbsp;']","['    25,531,940 ', '&nbsp;']","['    14,932,851 ', '&nbsp;']","['    566,632,173 ', '&nbsp;']"
5681,r043,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['    516,997,164 ', '&nbsp;']","['    11,600,821 ', '&nbsp;']","['    13,191,674 ', 'r']","['    1,336,344 ', '&nbsp;']","['    490,868,325 ', '&nbsp;']"
5681,r044,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['    19,848,831 ', '&nbsp;']","['    981,581 ', '&nbsp;']","['    1,064,011 ', 'r']","['    43,018 ', '&nbsp;']","['    17,760,222 ', '&nbsp;']"
5681,r045,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['    497,148,333 ', '&nbsp;']","['    10,619,241 ', '&nbsp;']","['    12,127,663 ', 'r']","['    1,293,326 ', '&nbsp;']","['    473,108,103 ', '&nbsp;']"
5681,r046,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['    80,153,644 ', '&nbsp;']","['    13,475,812 ', 'r']","['    3,741,469 ', '&nbsp;']","['    4,964,043 ', '&nbsp;']","['    57,972,319 ', '&nbsp;']"
5681,r047,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['    48,729,296 ', '&nbsp;']","['    29,197,439 ', 'r']","['    6,981,008 ', '&nbsp;']","['    8,051,373 ', 'r']","['    4,499,477 ', '&nbsp;']"
5681,r048,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['    91,657,374 ', 'r']","['    76,166,442 ', 'r']","['    1,617,788 ', '&nbsp;']","['    581,092 ', '&nbsp;']","['    13,292,052 ', '&nbsp;']"
5681,r049,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['    809,192,265 ', '&nbsp;']","['    319,732,839 ', 'r']","['    81,108,945 ', 'r']","['    321,364,790 ', 'r']","['    86,985,691 ', '&nbsp;']"
5681,r050,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['    122,514,458 ', '&nbsp;']","['    51,771,753 ', '&nbsp;']","['    70,318,066 ', 'r']","['    296,847 ', 'r']","['    127,792 ', '&nbsp;']"
5681,r051,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets <br>  (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets <br>  (except copyrighted works),,4,533,"['    69,355 ', '&nbsp;']","['    36,555 ', 'r']","['    16,827 ', 'r']","['    0 ', '&nbsp;']","['D', '&nbsp;']"
5681,r052,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['    122,445,103 ', '&nbsp;']","['    51,735,199 ', '&nbsp;']","['    70,301,238 ', 'r']","['    296,847 ', 'r']","['    111,819 ', '&nbsp;']"
5681,r053,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['    1,621,308,104 ', '&nbsp;']","['    739,906,557 ', '&nbsp;']","['    281,566,717 ', '&nbsp;']","['    270,487,109 ', 'r']","['    329,347,721 ', '&nbsp;']"
5681,r054,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Legal services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Legal services,,4,5411,"['    129,002,283 ', '&nbsp;']","['    61,252,560 ', '&nbsp;']","['    2,437,108 ', '&nbsp;']","['    31,445,001 ', 'r']","['    33,867,615 ', '&nbsp;']"
5681,r055,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Accounting, tax preparation, bookkeeping, and payroll services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Accounting, tax preparation, bookkeeping, and payroll services",,4,5412,"['    31,968,606 ', '&nbsp;']","['    14,715,645 ', '&nbsp;']","['    1,841,956 ', 'r']","['    2,726,327 ', 'r']","['    12,684,679 ', '&nbsp;']"
5681,r056,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['    484,431,724 ', '&nbsp;']","['    65,542,642 ', '&nbsp;']","['    159,518,776 ', 'r']","['    27,584,524 ', 'r']","['    231,785,782 ', '&nbsp;']"
5681,r057,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Specialized design services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Specialized design services,,4,5414,"['    13,146,641 ', 'r']","['    12,914,145 ', 'r']","['    230,779 ', 'r']","['    1,718 ', 'r']","['    0 ', '&nbsp;']"
5681,r058,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['    619,947,900 ', '&nbsp;']","['    364,982,314 ', '&nbsp;']","['    69,487,803 ', 'r']","['    164,582,653 ', 'r']","['    20,895,130 ', '&nbsp;']"
5681,r059,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Management, scientific, and technical consulting services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Management, scientific, and technical consulting services",,4,5416,"['    118,559,666 ', '&nbsp;']","['    104,655,204 ', '&nbsp;']","['    10,168,482 ', 'r']","['    2,182,901 ', '&nbsp;']","['    1,553,078 ', '&nbsp;']"
5681,r060,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['    128,486,829 ', '&nbsp;']","['    85,729,929 ', 'r']","['    14,242,432 ', '&nbsp;']","['    2,892,217 ', '&nbsp;']","['    25,622,251 ', '&nbsp;']"
5681,r061,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Advertising, public relations, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Advertising, public relations, and related services",,4,5418,"['    55,015,314 ', '&nbsp;']","['    12,188,176 ', '&nbsp;']","['    2,666,368 ', '&nbsp;']","['    38,992,581 ', '&nbsp;']","['    1,168,190 ', '&nbsp;']"
5681,r062,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,5419,"['    40,749,141 ', '&nbsp;']","['    17,925,943 ', '&nbsp;']","['    20,973,014 ', 'r']","['    79,188 ', 'r']","['    1,770,996 ', '&nbsp;']"
5681,r063,All industries -> Nonmanufacturing industries -> Management of companies and enterprises,All industries,Nonmanufacturing industries,Management of companies and enterprises,,,3,55,"['    2,427,789 ', 'r']","['    313,784 ', 'r']","['D', '&nbsp;']","['    139,834 ', 'r']","['D', '&nbsp;']"
5681,r064,All industries -> Nonmanufacturing industries -> Administrative and support and waste management and remediation services,All industries,Nonmanufacturing industries,Administrative and support and waste management and remediation services,,,3,56,"['    371,676,749 ', '&nbsp;']","['    154,229,089 ', '&nbsp;']","['    177,963,298 ', '&nbsp;']","['    14,958,215 ', 'r']","['    24,526,146 ', '&nbsp;']"
5681,r065,All industries -> Nonmanufacturing industries -> Educational services,All industries,Nonmanufacturing industries,Educational services,,,3,61,"['    27,814,328 ', '&nbsp;']","['    14,435,458 ', '&nbsp;']","['    12,209,208 ', 'r']","['    77,937 ', '&nbsp;']","['    1,091,725 ', '&nbsp;']"
5681,r066,All industries -> Nonmanufacturing industries -> Health care and social assistance,All industries,Nonmanufacturing industries,Health care and social assistance,,,3,62,"['    531,448,526 ', '&nbsp;']","['    258,368,247 ', '&nbsp;']","['    168,250,438 ', '&nbsp;']","['    93,809,987 ', 'r']","['    11,019,854 ', '&nbsp;']"
5681,r067,All industries -> Nonmanufacturing industries -> Health care and social assistance -> Health care services,All industries,Nonmanufacturing industries,Health care and social assistance,Health care services,,4,621–23,"['    388,227,856 ', '&nbsp;']","['    200,551,960 ', '&nbsp;']","['    152,014,990 ', '&nbsp;']","['    24,877,126 ', '&nbsp;']","['    10,783,781 ', '&nbsp;']"
5681,r068,All industries -> Nonmanufacturing industries -> Health care and social assistance -> Social assistance,All industries,Nonmanufacturing industries,Health care and social assistance,Social assistance,,4,624,"['    143,220,670 ', '&nbsp;']","['    57,816,287 ', 'r']","['    16,235,448 ', 'r']","['    68,932,861 ', 'r']","['    236,073 ', 'r']"
5681,r069,"All industries -> Nonmanufacturing industries -> Arts, entertainment, and recreation",All industries,Nonmanufacturing industries,"Arts, entertainment, and recreation",,,3,71,"['    395,015,208 ', 'r']","['    261,415,511 ', 'r']","['    10,837,776 ', 'r']","['    7,057,507 ', 'r']","['    115,704,414 ', '&nbsp;']"
5681,r070,All industries -> Nonmanufacturing industries -> Accommodation and food services,All industries,Nonmanufacturing industries,Accommodation and food services,,,3,72,"['    288,132,127 ', '&nbsp;']","['    70,437,611 ', '&nbsp;']","['    93,233,008 ', '&nbsp;']","['    14,262,428 ', 'r']","['    110,199,080 ', '&nbsp;']"
5681,r071,All industries -> Nonmanufacturing industries -> Other services,All industries,Nonmanufacturing industries,Other services,,,3,81,"['    307,654,398 ', '&nbsp;']","['    154,999,306 ', '&nbsp;']","['    129,173,704 ', 'r']","['    9,256,618 ', 'r']","['    14,224,769 ', '&nbsp;']"
