table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
3256,r001,1998,All recipients,,,1,60925
3256,r002,1998,Sex,Female,,2,11341
3256,r003,1998,Sex,Male,,2,49584
3256,r004,1998,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,4125
3256,r005,1998,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,254
3256,r006,1998,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,na
3256,r007,1998,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,7002
3256,r008,1998,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,3020
3256,r009,1998,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,na
3256,r010,1998,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,40583
3256,r011,1998,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,na
3256,r012,1998,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,1297
3256,r013,1998,Temporary resident,,,1,4644
3256,r014,1999,All recipients,,,1,NA
3256,r015,1999,Sex,Female,,2,NA
3256,r016,1999,Sex,Male,,2,NA
3256,r017,1999,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,NA
3256,r018,1999,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,NA
3256,r019,1999,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,NA
3256,r020,1999,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,NA
3256,r021,1999,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,NA
3256,r022,1999,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,NA
3256,r023,1999,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,NA
3256,r024,1999,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,NA
3256,r025,1999,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,NA
3256,r026,1999,Temporary resident,,,1,NA
3256,r027,2000,All recipients,,,1,59487
3256,r028,2000,Sex,Female,,2,12206
3256,r029,2000,Sex,Male,,2,47281
3256,r030,2000,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,4075
3256,r031,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,326
3256,r032,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,na
3256,r033,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,6850
3256,r034,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,3069
3256,r035,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,na
3256,r036,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,39025
3256,r037,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,na
3256,r038,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,1610
3256,r039,2000,Temporary resident,,,1,4532
3256,r040,2001,All recipients,,,1,59214
3256,r041,2001,Sex,Female,,2,11912
3256,r042,2001,Sex,Male,,2,47302
3256,r043,2001,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,4015
3256,r044,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,256
3256,r045,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,na
3256,r046,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,7025
3256,r047,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,2892
3256,r048,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,na
3256,r049,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,38723
3256,r050,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,na
3256,r051,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,1884
3256,r052,2001,Temporary resident,,,1,4419
3256,r053,2002,All recipients,,,1,60605
3256,r054,2002,Sex,Female,,2,12682
3256,r055,2002,Sex,Male,,2,47923
3256,r056,2002,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,4136
3256,r057,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,308
3256,r058,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,na
3256,r059,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,7120
3256,r060,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,2982
3256,r061,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,na
3256,r062,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,39693
3256,r063,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,na
3256,r064,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,2100
3256,r065,2002,Temporary resident,,,1,4266
3256,r066,2003,All recipients,,,1,63837
3256,r067,2003,Sex,Female,,2,12985
3256,r068,2003,Sex,Male,,2,50852
3256,r069,2003,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,4361
3256,r070,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,320
3256,r071,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,na
3256,r072,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,7421
3256,r073,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,3095
3256,r074,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,na
3256,r075,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,41847
3256,r076,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,na
3256,r077,2003,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,2524
3256,r078,2003,Temporary resident,,,1,4269
3256,r079,2004,All recipients,,,1,64680
3256,r080,2004,Sex,Female,,2,13263
3256,r081,2004,Sex,Male,,2,51417
3256,r082,2004,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,4483
3256,r083,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,333
3256,r084,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,na
3256,r085,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,7628
3256,r086,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,3227
3256,r087,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,na
3256,r088,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,41838
3256,r089,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,na
3256,r090,2004,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,2621
3256,r091,2004,Temporary resident,,,1,4550
3256,r092,2005,All recipients,,,1,66152
3256,r093,2005,Sex,Female,,2,13203
3256,r094,2005,Sex,Male,,2,52949
3256,r095,2005,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,4628
3256,r096,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,349
3256,r097,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,na
3256,r098,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,8211
3256,r099,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,3206
3256,r100,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,na
3256,r101,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,42191
3256,r102,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,na
3256,r103,2005,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,2827
3256,r104,2005,Temporary resident,,,1,4740
3256,r105,2006,All recipients,,,1,68227
3256,r106,2006,Sex,Female,,2,13338
3256,r107,2006,Sex,Male,,2,54889
3256,r108,2006,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,4928
3256,r109,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,353
3256,r110,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,na
3256,r111,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,8551
3256,r112,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,3209
3256,r113,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,na
3256,r114,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,43526
