table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_hierarchy_depth,value
3256,r115,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,na
3256,r116,2006,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,2949
3256,r117,2006,Temporary resident,,,1,4711
3256,r118,2007,All recipients,,,1,68274
3256,r119,2007,Sex,Female,,2,12653
3256,r120,2007,Sex,Male,,2,55621
3256,r121,2007,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,4962
3256,r122,2007,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,305
3256,r123,2007,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,na
3256,r124,2007,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,8466
3256,r125,2007,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,3164
3256,r126,2007,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,na
3256,r127,2007,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,43980
3256,r128,2007,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,na
3256,r129,2007,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,3008
3256,r130,2007,Temporary resident,,,1,4389
3256,r131,2008,All recipients,,,1,69908
3256,r132,2008,Sex,Female,,2,12921
3256,r133,2008,Sex,Male,,2,56987
3256,r134,2008,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,5234
3256,r135,2008,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,344
3256,r136,2008,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,na
3256,r137,2008,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,8343
3256,r138,2008,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,3101
3256,r139,2008,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,na
3256,r140,2008,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,45383
3256,r141,2008,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,na
3256,r142,2008,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,3323
3256,r143,2008,Temporary resident,,,1,4180
3256,r144,2009,All recipients,,,1,70600
3256,r145,2009,Sex,Female,,2,12750
3256,r146,2009,Sex,Male,,2,57850
3256,r147,2009,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,5577
3256,r148,2009,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,347
3256,r149,2009,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,na
3256,r150,2009,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,8266
3256,r151,2009,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,3096
3256,r152,2009,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,na
3256,r153,2009,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,45647
3256,r154,2009,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,na
3256,r155,2009,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,3596
3256,r156,2009,Temporary resident,,,1,4071
3256,r157,2010,All recipients,,,1,74399
3256,r158,2010,Sex,Female,,2,13693
3256,r159,2010,Sex,Male,,2,60706
3256,r160,2010,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,5948
3256,r161,2010,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,366
3256,r162,2010,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,na
3256,r163,2010,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,8405
3256,r164,2010,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,3082
3256,r165,2010,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,na
3256,r166,2010,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,47977
3256,r167,2010,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,na
3256,r168,2010,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,4119
3256,r169,2010,Temporary resident,,,1,4502
3256,r170,2011,All recipients,,,1,78099
3256,r171,2011,Sex,Female,,2,14658
3256,r172,2011,Sex,Male,,2,63441
3256,r173,2011,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,6317
3256,r174,2011,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,322
3256,r175,2011,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,8658
3256,r176,2011,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,na
3256,r177,2011,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,3097
3256,r178,2011,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,117
3256,r179,2011,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,49401
3256,r180,2011,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,888
3256,r181,2011,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,4048
3256,r182,2011,Temporary resident,,,1,5251
3256,r183,2012,All recipients,,,1,83263
3256,r184,2012,Sex,Female,,2,15981
3256,r185,2012,Sex,Male,,2,67282
3256,r186,2012,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,7173
3256,r187,2012,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,309
3256,r188,2012,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,9081
3256,r189,2012,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,na
3256,r190,2012,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,3218
3256,r191,2012,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,162
3256,r192,2012,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,52352
3256,r193,2012,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,1125
3256,r194,2012,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,3512
3256,r195,2012,Temporary resident,,,1,6331
3256,r196,2013,All recipients,,,1,87812
3256,r197,2013,Sex,Female,,2,16934
3256,r198,2013,Sex,Male,,2,70878
3256,r199,2013,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,7907
3256,r200,2013,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,356
3256,r201,2013,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,9947
3256,r202,2013,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,na
3256,r203,2013,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,3505
3256,r204,2013,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,187
3256,r205,2013,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,54344
3256,r206,2013,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,1422
3256,r207,2013,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,3397
3256,r208,2013,Temporary resident,,,1,6747
3256,r209,2014,All recipients,,,1,93950
3256,r210,2014,Sex,Female,,2,18626
3256,r211,2014,Sex,Male,,2,75324
3256,r212,2014,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,8984
3256,r213,2014,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,320
3256,r214,2014,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,10078
3256,r215,2014,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,na
3256,r216,2014,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,3599
3256,r217,2014,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,183
3256,r218,2014,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,57811
3256,r219,2014,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,2116
3256,r220,2014,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,3303
3256,r221,2014,Temporary resident,,,1,7556
3256,r222,2015,All recipients,,,1,99906
3256,r223,2015,Sex,Female,,2,20057
3256,r224,2015,Sex,Male,,2,79849
3256,r225,2015,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,9960
3256,r226,2015,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,316
3256,r227,2015,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,10734
3256,r228,2015,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,na
3256,r229,2015,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,3852
3256,r230,2015,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,141
3256,r231,2015,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,60596
3256,r232,2015,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,2707
3256,r233,2015,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,3045
3256,r234,2015,Temporary resident,,,1,8555
3256,r235,2016,All recipients,,,1,108976
3256,r236,2016,Sex,Female,,2,22794
3256,r237,2016,Sex,Male,,2,86182
3256,r238,2016,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,11337
3256,r239,2016,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,314
3256,r240,2016,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,11821
3256,r241,2016,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,na
3256,r242,2016,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,4206
3256,r243,2016,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,160
3256,r244,2016,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,64576
3256,r245,2016,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,3323
3256,r246,2016,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,3122
3256,r247,2016,Temporary resident,,,1,10117
3256,r248,2017,All recipients,,,1,117927
3256,r249,2017,Sex,Female,,2,25373
3256,r250,2017,Sex,Male,,2,92554
3256,r251,2017,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,12613
3256,r252,2017,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,295
3256,r253,2017,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,12794
3256,r254,2017,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,na
3256,r255,2017,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,4443
3256,r256,2017,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,156
3256,r257,2017,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,68656
3256,r258,2017,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,3736
3256,r259,2017,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,3425
3256,r260,2017,Temporary resident,,,1,11809
3256,r261,2018,All recipients,,,1,124328
3256,r262,2018,Sex,Female,,2,27600
3256,r263,2018,Sex,Male,,2,96728
3256,r264,2018,U.S. citizens and permanent residents,Hispanic or Latinoa,,2,13514
3256,r265,2018,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,3,358
3256,r266,2018,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,3,13565
3256,r267,2018,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian or Pacific Islanderb,3,na
3256,r268,2018,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,3,4788
3256,r269,2018,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,3,171
3256,r270,2018,U.S. citizens and permanent residents,Not Hispanic or Latino,White,3,71449
3256,r271,2018,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one racec,3,4071
3256,r272,2018,U.S. citizens and permanent residents,Not Hispanic or Latino,Other or unknown race or ethnicity,3,3092
3256,r273,2018,Temporary resident,,,1,13320
