table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_all_companies,field_1_4_employees,field_5_9_employees
7389,r011,"All selected industries -> Manufacturing industries -> Chemicals -> Chemicals, excluding pharmaceuticals",All selected industries,Manufacturing industries,Chemicals,"Chemicals, excluding pharmaceuticals",4,other 325,"['381', '&nbsp;']","['196', '&nbsp;']","['186', '&nbsp;']"
7389,r012,All selected industries -> Manufacturing industries -> Plastics and rubber products,All selected industries,Manufacturing industries,Plastics and rubber products,,3,326,"['61', '&nbsp;']","['23', 'r']","['38', 'r']"
7389,r013,All selected industries -> Manufacturing industries -> Nonmetallic mineral products,All selected industries,Manufacturing industries,Nonmetallic mineral products,,3,327,"['27', 'r']","['3', '&nbsp;']","['25', 'r']"
7389,r014,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['8', 'r']","['8', 'r']","['0', '&nbsp;']"
7389,r015,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['72', 'r']","['23', 'r']","['49', 'r']"
7389,r016,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['240', '&nbsp;']","['99', '&nbsp;']","['140', '&nbsp;']"
7389,r017,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['1,623', '&nbsp;']","['671', '&nbsp;']","['952', '&nbsp;']"
7389,r018,All selected industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All selected industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['269', '&nbsp;']","['127', '&nbsp;']","['143', '&nbsp;']"
7389,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['1,142', '&nbsp;']","['496', '&nbsp;']","['646', '&nbsp;']"
7389,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['212', '&nbsp;']","['48', '&nbsp;']","['163', '&nbsp;']"
7389,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['146', '&nbsp;']","['79', 'r']","['67', 'r']"
7389,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['189', '&nbsp;']","['96', '&nbsp;']","['93', '&nbsp;']"
7389,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['145', '&nbsp;']","['60', '&nbsp;']","['84', '&nbsp;']"
7389,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['45', '&nbsp;']","['36', '&nbsp;']","['9', 'r']"
7389,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7389,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['568', '&nbsp;']","['150', '&nbsp;']","['418', 'r']"
7389,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['33,882', '&nbsp;']","['15,193', '&nbsp;']","['18,688', '&nbsp;']"
7389,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['1,049', '&nbsp;']","['342', '&nbsp;']","['707', '&nbsp;']"
7389,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['5,644', '&nbsp;']","['2,168', '&nbsp;']","['3,476', '&nbsp;']"
7389,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['3,296', '&nbsp;']","['1,434', '&nbsp;']","['1,863', '&nbsp;']"
7389,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['2,348', '&nbsp;']","['735', '&nbsp;']","['1,614', '&nbsp;']"
7389,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['3,931', '&nbsp;']","['2,436', '&nbsp;']","['1,495', '&nbsp;']"
7389,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['13,026', '&nbsp;']","['6,314', '&nbsp;']","['6,712', '&nbsp;']"
7389,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['10,231', '&nbsp;']","['3,932', '&nbsp;']","['6,298', '&nbsp;']"
7389,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['1,006', '&nbsp;']","['455', '&nbsp;']","['552', '&nbsp;']"
7389,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['3,053', '&nbsp;']","['1,209', '&nbsp;']","['1,844', '&nbsp;']"
7389,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['5,961', '&nbsp;']","['2,154', '&nbsp;']","['3,807', '&nbsp;']"
7389,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['192', '&nbsp;']","['96', '&nbsp;']","['97', '&nbsp;']"
