table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_astronomy,field_chemistry,field_physics,field_other_physical_sciences
6408,r001,All agencies surveyed,All agencies surveyed,,,,,1,2266145.9,174279.3,483985.0,754148.0,853733.6
6408,r002,All agencies surveyed -> Departments,All agencies surveyed,Departments,,,,2,,,,,
6408,r003,All agencies surveyed -> Departments -> Department of Agriculture,All agencies surveyed,Departments,Department of Agriculture,,,3,10940.4,0.0,10752.5,187.9,0.0
6408,r004,All agencies surveyed -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies surveyed,Departments,Department of Agriculture,Agricultural Research Service,,4,5026.7,0.0,4838.8,187.9,0.0
6408,r005,All agencies surveyed -> Departments -> Department of Agriculture -> Forest Service,All agencies surveyed,Departments,Department of Agriculture,Forest Service,,4,50.0,0.0,50.0,0.0,0.0
6408,r006,All agencies surveyed -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies surveyed,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,5863.8,0.0,5863.8,0.0,0.0
6408,r007,All agencies surveyed -> Departments -> Department of Defense,All agencies surveyed,Departments,Department of Defense,,,3,146199.6,3735.9,34686.7,90222.8,17554.2
6408,r008,All agencies surveyed -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies surveyed,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,26003.4,0.0,550.0,25453.4,0.0
6408,r009,All agencies surveyed -> Departments -> Department of Defense -> Department of the Air Force,All agencies surveyed,Departments,Department of Defense,Department of the Air Force,,4,63248.0,3735.9,12967.5,36597.9,9946.8
6408,r010,All agencies surveyed -> Departments -> Department of Defense -> Department of the Army,All agencies surveyed,Departments,Department of Defense,Department of the Army,,4,14719.8,0.0,5561.7,5478.2,3679.9
6408,r011,All agencies surveyed -> Departments -> Department of Defense -> Department of the Navy,All agencies surveyed,Departments,Department of Defense,Department of the Navy,,4,10067.8,0.0,1715.8,4424.5,3927.5
6408,r012,All agencies surveyed -> Departments -> Department of Defense -> Other defense agencies,All agencies surveyed,Departments,Department of Defense,Other defense agencies,,4,32160.6,0.0,13891.6,18268.9,0.0
6408,r013,All agencies surveyed -> Departments -> Department of Energy,All agencies surveyed,Departments,Department of Energy,,,3,671263.4,0.0,156506.5,381978.4,132778.5
6408,r014,All agencies surveyed -> Departments -> Department of Energy -> Fossil Energy,All agencies surveyed,Departments,Department of Energy,Fossil Energy,,4,33967.0,0.0,33967.0,0.0,0.0
6408,r015,All agencies surveyed -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies surveyed,Departments,Department of Energy,National Nuclear Security Administration,,4,13750.0,0.0,0.0,0.0,13750.0
6408,r016,All agencies surveyed -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies surveyed,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,13750.0,0.0,0.0,0.0,13750.0
6408,r017,All agencies surveyed -> Departments -> Department of Energy -> Office of Science,All agencies surveyed,Departments,Department of Energy,Office of Science,,4,623546.4,0.0,122539.5,381978.4,119028.5
6408,r018,All agencies surveyed -> Departments -> Department of Health and Human Services,All agencies surveyed,Departments,Department of Health and Human Services,,,3,30236.8,0.0,30051.0,185.8,0.0
6408,r019,All agencies surveyed -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies surveyed,Departments,Department of Health and Human Services,National Institutes of Health,,4,30236.8,0.0,30051.0,185.8,0.0
6408,r020,All agencies surveyed -> Departments -> Department of Homeland Security,All agencies surveyed,Departments,Department of Homeland Security,,,3,2863.1,0.0,0.0,2863.1,0.0
6408,r021,All agencies surveyed -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies surveyed,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,2863.1,0.0,0.0,2863.1,0.0
6408,r022,All agencies surveyed -> Other agencies,All agencies surveyed,Other agencies,,,,2,,,,,
6408,r023,All agencies surveyed -> Other agencies -> National Aeronautics and Space Administration,All agencies surveyed,Other agencies,National Aeronautics and Space Administration,,,3,589737.4,98393.5,0.0,0.0,491343.9
6408,r024,All agencies surveyed -> Other agencies -> National Science Foundation,All agencies surveyed,Other agencies,National Science Foundation,,,3,814905.2,72149.9,251988.3,278710.0,212057.0
