table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_all_companies_companies_number_,field_all_companies_amount,field_1_4_employees_companies_number_,field_1_4_employees_amount,field_5_9_employees_companies_number_,field_5_9_employees_amount
9854,r012,All selected industries -> Manufacturing industries -> Plastics and rubber products,All selected industries,Manufacturing industries,Plastics and rubber products,,3,326,"['22', '&nbsp;']","['6,427', '&nbsp;']","['11', '&nbsp;']","['2,453', 'r']","['13', '&nbsp;']","['3,974', '&nbsp;']"
9854,r013,All selected industries -> Manufacturing industries -> Nonmetallic mineral products,All selected industries,Manufacturing industries,Nonmetallic mineral products,,3,327,"['16', 'r']","['3,638', 'r']","['15', 'r']","['3,187', 'r']","['3', 'r']","['450', '&nbsp;']"
9854,r014,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['19', 'r']","['2,117', '&nbsp;']","['0', '&nbsp;']","['508', '&nbsp;']","['18', 'r']","['1,609', 'r']"
9854,r015,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['70', 'r']","['11,983', 'r']","['34', 'r']","['6,702', 'r']","['37', 'r']","['5,281', 'r']"
9854,r016,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['231', '&nbsp;']","['64,109', '&nbsp;']","['127', '&nbsp;']","['28,854', '&nbsp;']","['103', '&nbsp;']","['35,255', '&nbsp;']"
9854,r017,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['724', '&nbsp;']","['279,203', '&nbsp;']","['337', '&nbsp;']","['88,957', '&nbsp;']","['387', '&nbsp;']","['190,246', '&nbsp;']"
9854,r018,All selected industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All selected industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['181', '&nbsp;']","['71,280', '&nbsp;']","['90', '&nbsp;']","['30,231', '&nbsp;']","['90', '&nbsp;']","['41,049', '&nbsp;']"
9854,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['394', '&nbsp;']","['164,799', '&nbsp;']","['167', '&nbsp;']","['42,347', '&nbsp;']","['226', '&nbsp;']","['122,452', '&nbsp;']"
9854,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['150', '&nbsp;']","['43,124', '&nbsp;']","['83', '&nbsp;']","['16,379', '&nbsp;']","['69', '&nbsp;']","['26,745', 'r']"
9854,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['145', '&nbsp;']","['40,032', '&nbsp;']","['50', '&nbsp;']","['8,370', '&nbsp;']","['94', 'r']","['31,662', '&nbsp;']"
9854,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['78', '&nbsp;']","['33,911', '&nbsp;']","['42', '&nbsp;']","['19,845', '&nbsp;']","['37', '&nbsp;']","['14,066', '&nbsp;']"
9854,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['34', '&nbsp;']","['13,003', '&nbsp;']","['17', '&nbsp;']","['7,688', 'r']","['16', '&nbsp;']","['5,315', '&nbsp;']"
9854,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['46', '&nbsp;']","['20,908', '&nbsp;']","['25', 'r']","['12,157', 'r']","['22', '&nbsp;']","['8,752', '&nbsp;']"
9854,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['4', '&nbsp;']","['1,471', 'r']","['2', 'r']","['1,094', 'r']","['3', 'r']","['377', '&nbsp;']"
9854,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['306', '&nbsp;']","['145,741', '&nbsp;']","['118', '&nbsp;']","['86,156', 'r']","['187', '&nbsp;']","['59,584', '&nbsp;']"
9854,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['13,312', '&nbsp;']","['5,377,544', '&nbsp;']","['8,671', '&nbsp;']","['2,264,650', '&nbsp;']","['4,639', '&nbsp;']","['3,112,894', '&nbsp;']"
9854,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['546', '&nbsp;']","['143,063', '&nbsp;']","['207', '&nbsp;']","['35,526', '&nbsp;']","['339', '&nbsp;']","['107,536', '&nbsp;']"
9854,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['2,049', '&nbsp;']","['756,657', '&nbsp;']","['1,011', '&nbsp;']","['214,033', '&nbsp;']","['1,038', '&nbsp;']","['542,624', '&nbsp;']"
9854,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['1,509', '&nbsp;']","['535,950', '&nbsp;']","['742', '&nbsp;']","['151,758', '&nbsp;']","['766', '&nbsp;']","['384,192', '&nbsp;']"
9854,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['541', '&nbsp;']","['220,707', '&nbsp;']","['268', '&nbsp;']","['62,275', '&nbsp;']","['272', '&nbsp;']","['158,432', '&nbsp;']"
9854,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['1,952', '&nbsp;']","['606,186', '&nbsp;']","['1,275', '&nbsp;']","['244,629', '&nbsp;']","['676', '&nbsp;']","['361,557', '&nbsp;']"
9854,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['5,315', '&nbsp;']","['1,616,190', '&nbsp;']","['3,960', '&nbsp;']","['786,257', '&nbsp;']","['1,357', '&nbsp;']","['829,933', '&nbsp;']"
9854,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['3,447', '&nbsp;']","['2,255,449', '&nbsp;']","['2,218', '&nbsp;']","['984,204', '&nbsp;']","['1,230', '&nbsp;']","['1,271,244', '&nbsp;']"
9854,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['349', '&nbsp;']","['172,582', '&nbsp;']","['197', '&nbsp;']","['63,725', '&nbsp;']","['153', '&nbsp;']","['108,858', '&nbsp;']"
9854,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['1,085', '&nbsp;']","['868,580', '&nbsp;']","['712', '&nbsp;']","['421,066', '&nbsp;']","['374', '&nbsp;']","['447,514', '&nbsp;']"
9854,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['1,970', '&nbsp;']","['1,193,678', '&nbsp;']","['1,280', '&nbsp;']","['483,287', '&nbsp;']","['688', '&nbsp;']","['710,391', '&nbsp;']"
9854,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['42', '&nbsp;']","['12,047', '&nbsp;']","['26', '&nbsp;']","['7,566', '&nbsp;']","['16', '&nbsp;']","['4,481', '&nbsp;']"
