table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021_preliminary_
6439,r001,All agencies,All agencies,,,,,1,138524.6,125720.4,130561.3,128753.3,115832.8,118974.8,129424.8,142424.2,167402.8,179465.2
6439,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
6439,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,2171.2,2019.1,2258.2,2341.0,2357.8,2418.5,2478.6,2637.1,2643.6,2738.0
6439,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,4.3,5.0,5.7,6.8,6.7,7.2,7.2,7.7,7.0,7.0
6439,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1089.8,1014.3,1121.8,1131.6,1144.4,1170.4,1200.6,1292.4,1423.5,1587.0
6439,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,37.4,36.9,39.6,40.2,40.3,39.5,38.8,39.5,39.8,41.9
6439,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,77.2,71.0,77.6,85.1,85.1,86.4,86.5,85.6,81.7,87.0
6439,r008,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,0.7,0.7,0.2,0.6,0.2,0.2,0.0,0.0,0.0,0.0
6439,r009,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,330.7,329.3,335.4,331.8,341.0,327.5,327.0,327.2,342.0,264.9
6439,r010,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,5.0,4.7,5.7,6.0,6.0,0.2,na,na,na,na
6439,r011,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,7.4,7.5,9.4,9.3,9.3,9.4,9.5,9.5,9.0,9.5
6439,r012,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,614.2,546.1,657.0,726.1,721.3,774.4,804.9,871.4,737.9,737.9
6439,r013,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,4.5,3.6,5.8,3.5,3.6,3.3,4.2,3.9,2.8,2.8
6439,r014,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1054.8,1092.2,1375.1,1331.3,1350.9,1612.5,1438.7,1534.7,1621.7,1884.1
6439,r015,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,512.7,535.1,602.3,633.9,629.4,715.7,686.1,712.3,734.9,966.4
6439,r016,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,432.8,418.6,504.4,543.5,511.4,668.2,633.8,718.9,768.1,786.1
6439,r017,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,7.6,7.3,9.6,12.3,10.6,8.2,9.0,7.9,7.7,11.2
6439,r018,All agencies -> Departments -> Department of Commerce -> U.S. Census Bureau,All agencies,Departments,Department of Commerce,U.S. Census Bureau,,4,101.7,131.3,258.8,141.6,199.6,220.3,109.9,95.6,111.1,120.5
6439,r019,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,73804.1,63557.7,64980.5,61513.5,44748.6,44872.6,52973.3,58779.5,66695.0,69297.4
6439,r020,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,2749.7,2371.8,2822.5,2815.6,2933.4,2894.5,3018.2,3321.0,3664.3,3608.2
6439,r021,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,na,na,NA,NA,NA,NA,NA,NA,2870.4,2718.0
6439,r022,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,27545.2,23524.2,24210.4,22320.1,7321.5,8099.5,11202.7,15076.8,11683.2,11429.3
6439,r023,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,9219.8,7883.3,7332.1,6764.3,6372.2,7530.8,8581.3,10274.8,10786.4,12222.1
6439,r024,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,17728.3,15419.5,15567.1,15489.6,16644.4,15236.0,15446.1,15341.2,19113.8,18803.4
6439,r025,All agencies -> Departments -> Department of Defense -> U.S. Space Force,All agencies,Departments,Department of Defense,U.S. Space Force,,4,na,na,na,na,na,na,na,na,4385.7,5038.9
6439,r026,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,16561.1,14359.1,15048.4,14123.9,11477.1,11111.8,14724.9,14765.8,14191.2,15477.5
6439,r027,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,338.0,309.9,322.0,251.3,244.4,261.8,266.2,235.8,240.1,379.2
6439,r028,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,9952.0,9841.0,10525.8,11391.0,12208.6,12308.4,12832.4,14376.4,13453.0,15070.0
6439,r029,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,102.8,182.1,260.9,241.6,299.3,273.8,159.9,405.0,438.0,427.0
6439,r030,All agencies -> Departments -> Department of Energy -> Bonneville Power Administration,All agencies,Departments,Department of Energy,Bonneville Power Administration,,4,14.5,14.4,16.0,15.6,15.6,14.0,0.0,0.0,0.0,0.0
6439,r031,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,101.3,83.0,103.6,97.2,112.4,133.0,145.8,137.7,139.8,133.8
6439,r032,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,986.1,917.9,866.4,1079.2,1287.7,1441.0,1686.3,1695.8,2096.2,1976.6
6439,r033,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,45.8,9.1,27.6,25.1,29.7,31.4,38.0,26.1,22.2,29.3
6439,r034,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,366.8,342.3,425.6,524.0,608.7,604.6,661.6,659.0,679.3,685.0
6439,r035,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,4033.9,4180.4,4416.7,4271.3,4568.0,4434.7,4057.4,5740.6,3983.7,5914.3
6439,r036,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,2762.3,2892.8,3025.9,2975.3,3107.1,2965.6,2572.0,3660.4,2298.1,4109.9
6439,r037,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,1040.1,994.0,1093.7,1083.4,1215.7,1220.0,1205.8,1788.6,1387.4,1443.4
6439,r038,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,231.5,293.6,297.0,212.7,245.2,249.0,279.5,291.5,298.1,361.0
6439,r039,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,361.2,263.4,323.9,728.1,762.8,891.3,1115.6,606.4,573.2,517.6
6439,r040,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,na,na,na,na,na,na,0.0,51.9,50.7,51.1
6439,r041,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,3939.5,3848.2,4085.1,4409.0,4524.5,4484.7,4967.7,5053.9,5470.0,5335.3
6439,r042,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,31195.6,29382.5,30656.1,30272.1,32215.7,33774.2,36911.3,39191.2,60005.7,68834.2
6439,r043,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,8.4,2.4,3.2,2.2,3.1,2.4,3.0,2.3,1.6,3.1
6439,r044,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,0.0,0.0,0.0,76.0,83.1,83.3,82.7,83.1,90.4,91.9
6439,r045,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,365.8,365.0,364.0,364.0,334.0,324.0,334.0,338.0,338.0,308.1
6439,r046,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,1.4,1.1,1.4,1.8,2.2,2.8,2.8,7.0,9.6,9.6
6439,r047,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,NA,NA,NA,NA,NA,NA,NA,736.2,15666.4,25378.6
6439,r048,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,512.4,362.9,408.9,489.3,521.2,475.5,451.1,419.4,496.8,543.1
6439,r049,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,21.0,20.0,33.6,24.0,29.5,28.9,230.7,133.5,223.6,228.0
6439,r050,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,352.6,360.6,389.1,375.7,485.9,375.0,477.6,493.1,464.0,495.0
6439,r051,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,37.6,36.6,37.8,41.1,40.8,46.3,36.3,32.6,34.9,33.8
6439,r052,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,29876.8,28215.3,29399.6,28880.0,30698.0,32419.0,35276.0,36929.0,42664.0,41726.0
6439,r053,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,19.5,18.6,18.6,18.0,18.0,16.9,17.1,17.0,16.5,16.9
6439,r054,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services -> Office of the Assistant Secretary for Planning and Evaluation,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,Office of the Assistant Secretary for Planning and Evaluation,5,19.5,18.6,18.6,18.0,18.0,16.9,17.1,17.0,16.5,16.9
6439,r055,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,601.8,390.8,582.7,742.2,572.2,856.6,911.8,647.2,507.5,541.0
6439,r056,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,NA,NA,84.4,71.3,63.0,69.3,29.9,81.4,37.5,35.9
6439,r057,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,na,na,na,na,na,na,7.2,13.1,7.7,9.4
6439,r058,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,562.7,369.1,472.2,651.4,485.7,765.8,832.0,510.5,421.8,444.0
6439,r059,All agencies -> Departments -> Department of Homeland Security -> Transportation Security Administration,All agencies,Departments,Department of Homeland Security,Transportation Security Administration,,4,NA,NA,NA,NA,NA,NA,20.2,20.6,22.9,29.5
6439,r060,All agencies -> Departments -> Department of Homeland Security -> U.S. Coast Guard,All agencies,Departments,Department of Homeland Security,U.S. Coast Guard,,4,39.1,21.7,26.1,19.6,23.5,21.5,21.5,19.5,4.9,10.3
6439,r061,All agencies -> Departments -> Department of Homeland Security -> U.S. Secret Service,All agencies,Departments,Department of Homeland Security,U.S. Secret Service,,4,NA,NA,NA,NA,NA,NA,1.0,1.9,12.7,11.9
6439,r062,All agencies -> Departments -> Department of Housing and Urban Development,All agencies,Departments,Department of Housing and Urban Development,,,3,89.6,67.4,54.3,58.5,66.8,63.8,62.0,61.0,NA,NA
6439,r063,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,737.8,709.3,757.6,800.1,856.5,862.6,765.6,826.8,837.2,879.1
6439,r064,All agencies -> Departments -> Department of the Interior -> Bureau of Indian Affairs,All agencies,Departments,Department of the Interior,Bureau of Indian Affairs,,4,NA,NA,NA,NA,NA,NA,5.0,5.0,0.05,0.05
6439,r065,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,NA,NA,NA,16.4,18.0,18.0,20.8,20.8,20.8,15.8
6439,r066,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,39.0,39.5,48.0,50.4,72.2,75.7,78.3,85.5,72.9,81.7
6439,r067,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,10.0,10.1,12.0,9.8,20.9,27.4,21.4,23.2,27.5,26.4
6439,r068,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,10.3,16.4,32.9,19.6,27.3,11.4,4.9,9.1,7.9,18.9
6439,r069,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,5.6,7.0,15.2,8.3,8.7,9.5,9.9,10.1,10.2,10.2
