table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_hierarchy_depth,field_graduate_students_all_graduate_students_number,field_graduate_students_all_graduate_students_percent,field_graduate_students_master_s_number,field_graduate_students_master_s_percent,field_graduate_students_doctoral_number,field_graduate_students_doctoral_percent,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
6087,r035,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,3,11792,1.7,5277,1.3,6515,2.3,1790,2.7,2150,7.2
6087,r036,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,4,1305,0.2,458,0.1,847,0.3,266,0.4,461,1.6
6087,r037,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,4,7726,1.1,3561,0.9,4165,1.5,879,1.3,1046,3.5
6087,r038,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,4,2761,0.4,1258,0.3,1503,0.5,360,0.5,330,1.1
6087,r039,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",4,ne,ne,ne,ne,ne,ne,285,0.4,313,1.1
6087,r040,All detailed fields -> Science -> Mathematics and statistics,All detailed fields,Science,Mathematics and statistics,,3,31971,4.6,18284,4.4,13687,4.8,1076,1.6,201,0.7
6087,r041,All detailed fields -> Science -> Mathematics and statistics -> Applied mathematics,All detailed fields,Science,Mathematics and statistics,Applied mathematics,4,8889,1.3,6678,1.6,2211,0.8,207,0.3,50,0.2
6087,r042,All detailed fields -> Science -> Mathematics and statistics -> Mathematics,All detailed fields,Science,Mathematics and statistics,Mathematics,4,12469,1.8,4380,1.1,8089,2.9,717,1.1,94,0.3
6087,r043,All detailed fields -> Science -> Mathematics and statistics -> Statistics,All detailed fields,Science,Mathematics and statistics,Statistics,4,10613,1.5,7226,1.7,3387,1.2,152,0.2,57,0.2
6087,r044,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,,3,14533,2.1,10980,2.6,3553,1.3,832,1.3,679,2.3
6087,r045,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Biological and physical sciences,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Biological and physical sciences,4,1808,0.3,993,0.2,815,0.3,119,0.2,56,0.2
6087,r046,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Computational science,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Computational science,4,2266,0.3,1968,0.5,298,0.1,26,0.05,38,0.1
6087,r047,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Data science and data analytics,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Data science and data analytics,4,2166,0.3,2124,0.5,42,0.05,57,0.1,22,0.1
6087,r048,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> International and global studies,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,International and global studies,4,1514,0.2,1341,0.3,173,0.1,13,0.05,16,0.1
6087,r049,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies -> Multidisciplinary and interdisciplinary studies nec,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,Multidisciplinary and interdisciplinary studies nec,4,6779,1.0,4554,1.1,2225,0.8,617,0.9,547,1.8
6087,r050,All detailed fields -> Science -> Natural resources and conservation,All detailed fields,Science,Natural resources and conservation,,3,12498,1.8,8793,2.1,3705,1.3,845,1.3,573,1.9
6087,r051,All detailed fields -> Science -> Natural resources and conservation -> Environmental science and studies,All detailed fields,Science,Natural resources and conservation,Environmental science and studies,4,5866,0.8,4067,1.0,1799,0.6,279,0.4,167,0.6
6087,r052,"All detailed fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All detailed fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",4,6632,1.0,4726,1.1,1906,0.7,566,0.9,406,1.4
6087,r053,All detailed fields -> Science -> Physical sciences,All detailed fields,Science,Physical sciences,,3,42616,6.1,6275,1.5,36341,12.8,6937,10.6,2890,9.7
6087,r054,All detailed fields -> Science -> Physical sciences -> Astronomy and astrophysics,All detailed fields,Science,Physical sciences,Astronomy and astrophysics,4,1506,0.2,76,0.05,1430,0.5,544,0.8,569,1.9
6087,r055,All detailed fields -> Science -> Physical sciences -> Chemistry,All detailed fields,Science,Physical sciences,Chemistry,4,22485,3.2,3096,0.7,19389,6.8,3294,5.0,906,3.1
6087,r056,All detailed fields -> Science -> Physical sciences -> Materials sciences,All detailed fields,Science,Physical sciences,Materials sciences,4,1492,0.2,464,0.1,1028,0.4,225,0.3,73,0.2
6087,r057,All detailed fields -> Science -> Physical sciences -> Physics,All detailed fields,Science,Physical sciences,Physics,4,16126,2.3,2141,0.5,13985,4.9,2676,4.1,1151,3.9
6087,r058,All detailed fields -> Science -> Physical sciences -> Physical sciences nec,All detailed fields,Science,Physical sciences,Physical sciences nec,4,1007,0.1,498,0.1,509,0.2,198,0.3,191,0.6
6087,r059,All detailed fields -> Science -> Psychology,All detailed fields,Science,Psychology,,3,68394,9.8,47279,11.4,21115,7.5,1312,2.0,749,2.5
6087,r060,All detailed fields -> Science -> Psychology -> Applied psychology,All detailed fields,Science,Psychology,Applied psychology,4,22506,3.2,17673,4.3,4833,1.7,92,0.1,64,0.2
6087,r061,All detailed fields -> Science -> Psychology -> Clinical psychology,All detailed fields,Science,Psychology,Clinical psychology,4,7148,1.0,3480,0.8,3668,1.3,84,0.1,16,0.1
6087,r062,All detailed fields -> Science -> Psychology -> Counseling psychology,All detailed fields,Science,Psychology,Counseling psychology,4,17339,2.5,15979,3.9,1360,0.5,31,0.05,26,0.1
6087,r063,All detailed fields -> Science -> Psychology -> Human development,All detailed fields,Science,Psychology,Human development,4,2241,0.3,1499,0.4,742,0.3,122,0.2,137,0.5
6087,r064,"All detailed fields -> Science -> Psychology -> Psychology, general",All detailed fields,Science,Psychology,"Psychology, general",4,13427,1.9,6826,1.6,6601,2.3,722,1.1,348,1.2
6087,r065,All detailed fields -> Science -> Psychology -> Research and experimental psychology,All detailed fields,Science,Psychology,Research and experimental psychology,4,5733,0.8,1822,0.4,3911,1.4,261,0.4,158,0.5
6087,r066,All detailed fields -> Science -> Social sciences,All detailed fields,Science,Social sciences,,3,78353,11.2,43919,10.6,34434,12.2,1546,2.4,1436,4.8
6087,r067,All detailed fields -> Science -> Social sciences -> Agricultural and natural resource economics,All detailed fields,Science,Social sciences,Agricultural and natural resource economics,4,1242,0.2,603,0.1,639,0.2,33,0.1,52,0.2
6087,r068,All detailed fields -> Science -> Social sciences -> Anthropology,All detailed fields,Science,Social sciences,Anthropology,4,6463,0.9,2167,0.5,4296,1.5,153,0.2,81,0.3
6087,r069,"All detailed fields -> Science -> Social sciences -> Area, ethnic, cultural, gender, and group studies",All detailed fields,Science,Social sciences,"Area, ethnic, cultural, gender, and group studies",4,5124,0.7,2642,0.6,2482,0.9,226,0.3,134,0.5
6087,r070,All detailed fields -> Science -> Social sciences -> Criminal justice and safety studies,All detailed fields,Science,Social sciences,Criminal justice and safety studies,4,6662,1.0,5674,1.4,988,0.3,17,0.05,12,0.05
6087,r071,All detailed fields -> Science -> Social sciences -> Criminology,All detailed fields,Science,Social sciences,Criminology,4,1626,0.2,1308,0.3,318,0.1,2,0.05,7,0.05
6087,r072,All detailed fields -> Science -> Social sciences -> Economics (except agricultural and natural resource),All detailed fields,Science,Social sciences,Economics (except agricultural and natural resource),4,14073,2.0,6114,1.5,7959,2.8,123,0.2,176,0.6
6087,r073,All detailed fields -> Science -> Social sciences -> Geography and cartography,All detailed fields,Science,Social sciences,Geography and cartography,4,4397,0.6,2745,0.7,1652,0.6,140,0.2,103,0.3
6087,r074,All detailed fields -> Science -> Social sciences -> International relations and national security studies,All detailed fields,Science,Social sciences,International relations and national security studies,4,7730,1.1,7322,1.8,408,0.1,68,0.1,51,0.2
6087,r075,All detailed fields -> Science -> Social sciences -> Linguistics,All detailed fields,Science,Social sciences,Linguistics,4,2850,0.4,1164,0.3,1686,0.6,41,0.1,39,0.1
6087,r076,All detailed fields -> Science -> Social sciences -> Political science and government,All detailed fields,Science,Social sciences,Political science and government,4,8438,1.2,3072,0.7,5366,1.9,148,0.2,64,0.2
6087,r077,All detailed fields -> Science -> Social sciences -> Public policy analysis,All detailed fields,Science,Social sciences,Public policy analysis,4,8899,1.3,6352,1.5,2547,0.9,229,0.3,361,1.2
6087,r078,All detailed fields -> Science -> Social sciences -> Sociology and population studies,All detailed fields,Science,Social sciences,Sociology and population studies,4,7409,1.1,2342,0.6,5067,1.8,155,0.2,148,0.5
6087,r079,All detailed fields -> Science -> Social sciences -> Urban studies and affairs ,All detailed fields,Science,Social sciences,Urban studies and affairs ,4,1312,0.2,907,0.2,405,0.1,5,0.05,18,0.1
6087,r080,"All detailed fields -> Science -> Social sciences -> Social sciences, other",All detailed fields,Science,Social sciences,"Social sciences, other",4,2128,0.3,1507,0.4,621,0.2,206,0.3,190,0.6
6087,r081,All detailed fields -> Engineering,All detailed fields,Engineering,,,2,157729,22.6,86450,20.9,71279,25.2,8462,12.9,3921,13.2
6087,r082,"All detailed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All detailed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,6971,1.0,4326,1.0,2645,0.9,233,0.4,149,0.5
6087,r083,"All detailed fields -> Engineering -> Biological, biomedical, and biosystems engineering",All detailed fields,Engineering,"Biological, biomedical, and biosystems engineering",,3,12775,1.8,4536,1.1,8239,2.9,1696,2.6,525,1.8
6087,r084,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",,3,10554,1.5,2942,0.7,7612,2.7,1157,1.8,330,1.1
6087,r085,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Chemical engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Chemical engineering,4,9457,1.4,2426,0.6,7031,2.5,1108,1.7,274,0.9
6087,r086,"All detailed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Petroleum engineering",All detailed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Petroleum engineering,4,1097,0.2,516,0.1,581,0.2,49,0.1,56,0.2
6087,r087,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields",,3,18304,2.6,10819,2.6,7485,2.6,1006,1.5,488,1.6
6087,r088,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Civil engineering",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields",Civil engineering,4,15220,2.2,8703,2.1,6517,2.3,904,1.4,451,1.5
6087,r089,"All detailed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Architectural, environmental, construction and surveying engineering",All detailed fields,Engineering,"Civil, environmental, transportation and related engineering fields","Architectural, environmental, construction and surveying engineering",4,3084,0.4,2116,0.5,968,0.3,102,0.2,37,0.1
6087,r090,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering",,3,43032,6.2,25312,6.1,17720,6.3,1302,2.0,706,2.4
6087,r091,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Electrical, electronics, and communications engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering","Electrical, electronics, and communications engineering",4,31440,4.5,16746,4.0,14694,5.2,1242,1.9,647,2.2
6087,r092,"All detailed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> Computer engineering",All detailed fields,Engineering,"Electrical, electronics, communications and computer engineering",Computer engineering,4,11592,1.7,8566,2.1,3026,1.1,60,0.1,59,0.2
6087,r093,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",,3,14869,2.1,11030,2.7,3839,1.4,194,0.3,155,0.5
6087,r094,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Industrial and manufacturing engineering",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Industrial and manufacturing engineering,4,7982,1.1,5569,1.3,2413,0.9,83,0.1,53,0.2
6087,r095,"All detailed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research -> Systems engineering and operations research",All detailed fields,Engineering,"Industrial, manufacturing, systems engineering and operations research",Systems engineering and operations research,4,6887,1.0,5461,1.3,1426,0.5,111,0.2,102,0.3
6087,r096,All detailed fields -> Engineering -> Mechanical engineering,All detailed fields,Engineering,Mechanical engineering,,3,25782,3.7,14305,3.5,11477,4.1,1149,1.7,469,1.6
6087,r097,"All detailed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",All detailed fields,Engineering,"Metallurgical, mining, materials and related engineering fields",,3,7181,1.0,2299,0.6,4882,1.7,630,1.0,299,1.0
6087,r098,All detailed fields -> Engineering -> Other engineering,All detailed fields,Engineering,Other engineering,,3,18261,2.6,10881,2.6,7380,2.6,1095,1.7,800,2.7
6087,r099,All detailed fields -> Engineering -> Other engineering -> Agricultural engineering,All detailed fields,Engineering,Other engineering,Agricultural engineering,4,1058,0.2,404,0.1,654,0.2,122,0.2,54,0.2
6087,r100,"All detailed fields -> Engineering -> Other engineering -> Engineering mechanics, physics, and science",All detailed fields,Engineering,Other engineering,"Engineering mechanics, physics, and science",4,2208,0.3,740,0.2,1468,0.5,199,0.3,177,0.6
6087,r101,All detailed fields -> Engineering -> Other engineering -> Nuclear engineering,All detailed fields,Engineering,Other engineering,Nuclear engineering,4,1479,0.2,441,0.1,1038,0.4,81,0.1,45,0.2
6087,r102,"All detailed fields -> Engineering -> Other engineering -> Engineering, other",All detailed fields,Engineering,Other engineering,"Engineering, other",4,13516,1.9,9296,2.2,4220,1.5,693,1.1,524,1.8
6087,r103,All detailed fields -> Health,All detailed fields,Health,,,2,75438,10.8,60124,14.5,15314,5.4,18478,28.1,7528,25.4
6087,r104,All detailed fields -> Health -> Clinical medicine<sup>a</sup>,All detailed fields,Health,Clinical medicine<sup>a</sup>,,3,34544,5.0,29748,7.2,4796,1.7,16287,24.8,6500,21.9
6087,r105,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Medical clinical sciences and clinical and medical laboratory sciences ,All detailed fields,Health,Clinical medicine<sup>a</sup>,Medical clinical sciences and clinical and medical laboratory sciences ,4,1370,0.2,927,0.2,443,0.2,430,0.7,167,0.6
6087,r106,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Public health,All detailed fields,Health,Clinical medicine<sup>a</sup>,Public health,4,33174,4.8,28821,7.0,4353,1.5,914,1.4,616,2.1
6087,r107,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Anesthesiology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Anesthesiology,4,ne,ne,ne,ne,ne,ne,466,0.7,122,0.4
6087,r108,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Cardiology and cardiovascular disease,All detailed fields,Health,Clinical medicine<sup>a</sup>,Cardiology and cardiovascular disease,4,ne,ne,ne,ne,ne,ne,706,1.1,182,0.6
6087,r109,"All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Endocrinology, diabetes, and metabolism",All detailed fields,Health,Clinical medicine<sup>a</sup>,"Endocrinology, diabetes, and metabolism",4,ne,ne,ne,ne,ne,ne,334,0.5,91,0.3
6087,r110,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Gastroenterology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Gastroenterology,4,ne,ne,ne,ne,ne,ne,277,0.4,96,0.3
6087,r111,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Hematology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Hematology,4,ne,ne,ne,ne,ne,ne,429,0.7,164,0.6
6087,r112,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Neurology and neurosurgery,All detailed fields,Health,Clinical medicine<sup>a</sup>,Neurology and neurosurgery,4,ne,ne,ne,ne,ne,ne,1491,2.3,469,1.6
6087,r113,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Obstetrics and gynecology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Obstetrics and gynecology,4,ne,ne,ne,ne,ne,ne,289,0.4,93,0.3
6087,r114,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Oncology and cancer research,All detailed fields,Health,Clinical medicine<sup>a</sup>,Oncology and cancer research,4,ne,ne,ne,ne,ne,ne,1541,2.3,644,2.2
6087,r115,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Ophthalmology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Ophthalmology,4,ne,ne,ne,ne,ne,ne,456,0.7,287,1.0
6087,r116,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Otorhinolaryngology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Otorhinolaryngology,4,ne,ne,ne,ne,ne,ne,314,0.5,125,0.4
6087,r117,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Pediatrics,All detailed fields,Health,Clinical medicine<sup>a</sup>,Pediatrics,4,ne,ne,ne,ne,ne,ne,1337,2.0,643,2.2
6087,r118,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Psychiatry,All detailed fields,Health,Clinical medicine<sup>a</sup>,Psychiatry,4,ne,ne,ne,ne,ne,ne,1088,1.7,307,1.0
6087,r119,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Pulmonary disease,All detailed fields,Health,Clinical medicine<sup>a</sup>,Pulmonary disease,4,ne,ne,ne,ne,ne,ne,296,0.5,119,0.4
6087,r120,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Radiological sciences,All detailed fields,Health,Clinical medicine<sup>a</sup>,Radiological sciences,4,ne,ne,ne,ne,ne,ne,1180,1.8,401,1.4
6087,r121,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Surgery,All detailed fields,Health,Clinical medicine<sup>a</sup>,Surgery,4,ne,ne,ne,ne,ne,ne,1193,1.8,507,1.7
6087,r122,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Clinical medicine nec,All detailed fields,Health,Clinical medicine<sup>a</sup>,Clinical medicine nec,4,ne,ne,ne,ne,ne,ne,3546,5.4,1467,4.9
6087,r123,All detailed fields -> Health -> Other health,All detailed fields,Health,Other health,,3,40894,5.9,30376,7.3,10518,3.7,2191,3.3,1028,3.5
6087,r124,All detailed fields -> Health -> Other health -> Communication disorders sciences,All detailed fields,Health,Other health,Communication disorders sciences,4,17606,2.5,16762,4.0,844,0.3,82,0.1,49,0.2
6087,r125,All detailed fields -> Health -> Other health -> Dental sciences ,All detailed fields,Health,Other health,Dental sciences ,4,1583,0.2,1366,0.3,217,0.1,292,0.4,103,0.3
6087,r126,All detailed fields -> Health -> Other health -> Kinesiology and exercise science,All detailed fields,Health,Other health,Kinesiology and exercise science,4,6001,0.9,4977,1.2,1024,0.4,84,0.1,46,0.2
6087,r127,All detailed fields -> Health -> Other health -> Nursing science,All detailed fields,Health,Other health,Nursing science,4,4847,0.7,1488,0.4,3359,1.2,127,0.2,103,0.3
6087,r128,All detailed fields -> Health -> Other health -> Pharmaceutical sciences,All detailed fields,Health,Other health,Pharmaceutical sciences,4,4512,0.6,1619,0.4,2893,1.0,1141,1.7,377,1.3
6087,r129,All detailed fields -> Health -> Other health -> Other health nec,All detailed fields,Health,Other health,Other health nec,4,6345,0.9,4164,1.0,2181,0.8,465,0.7,350,1.2
