table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012
10306,r001,All agencies,All agencies,,,,,1,23668,24751,26121,27140,26585,26866,27154,32879,31795,29314,30959
10306,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
10306,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,930,962,920,954,946,937,883,930,982,963,851
10306,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,583,584,538,543,556,560,550,571,589,567,545
10306,r005,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,7,7,7,7,8,9,4,8,2,8,7
10306,r006,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,1,1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
10306,r007,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,104,120,121,121,126,88,83,105,99,90,85
10306,r008,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,0,0,0,0,0,7,7,7,6,7,0
10306,r009,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,2,2,2,2,2,2,3,3,3,3,3
10306,r010,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,234,248,251,280,254,273,237,237,282,289,211
10306,r011,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,73,66,48,59,73,103,111,138,202,166,174
10306,r012,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,3,0.05,1,0,0,0,0,0,0,0,0
10306,r013,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,0.05,0,0,0,0,0,1,2,6,0.05,NA
