table_id,row_id,_b_state_institutional_control_system_and_institution_b_full_path,_b_state_institutional_control_system_and_institution_b_level_1,_b_state_institutional_control_system_and_institution_b_level_2,_b_state_institutional_control_system_and_institution_b_level_3,_b_state_institutional_control_system_and_institution_b_level_4,_b_state_institutional_control_system_and_institution_b_hierarchy_depth,field_all_r_d_expenditures
10098,r017,Alabama -> Private,Alabama,Private,,,2,"['22,517', '']"
10098,r018,"Alabama -> Private -> Alabama C., Osteopathic Medicine",Alabama,Private,"Alabama C., Osteopathic Medicine",,3,"['236', '']"
10098,r019,Alabama -> Private -> Oakwood U.,Alabama,Private,Oakwood U.,,3,"['340', '']"
10098,r020,Alabama -> Private -> Tuskegee U.,Alabama,Private,Tuskegee U.,,3,"['21,941', '']"
10098,r021,Alaska,Alaska,,,,1,"['226,717', '']"
10098,r022,Alaska -> Public (U. Alaska System),Alaska,Public (U. Alaska System),,,2,"['225,110', '']"
10098,r023,"Alaska -> Public (U. Alaska System) -> U. Alaska, Anchorage",Alaska,Public (U. Alaska System),"U. Alaska, Anchorage",,3,"['21,024', '']"
10098,r024,"Alaska -> Public (U. Alaska System) -> U. Alaska, Fairbanks",Alaska,Public (U. Alaska System),"U. Alaska, Fairbanks",,3,"['202,516', '']"
10098,r025,"Alaska -> Public (U. Alaska System) -> U. Alaska, Southeast",Alaska,Public (U. Alaska System),"U. Alaska, Southeast",,3,"['1,570', '']"
10098,r026,Alaska -> Private,Alaska,Private,,,2,"['1,607', '']"
10098,r027,Alaska -> Private -> Alaska Pacific U.,Alaska,Private,Alaska Pacific U.,,3,"['1,607', '']"
10098,r028,Arizona,Arizona,,,,1,"['1,690,904', '']"
10098,r029,Arizona -> Public,Arizona,Public,,,2,"['1,690,384', '']"
10098,r030,Arizona -> Public -> Arizona Board of Regents,Arizona,Public,Arizona Board of Regents,,3,"['1,688,293', '']"
10098,r031,Arizona -> Public -> Arizona Board of Regents -> Arizona State U.,Arizona,Public,Arizona Board of Regents,Arizona State U.,4,"['797,224', '']"
10098,r032,Arizona -> Public -> Arizona Board of Regents -> Northern Arizona U.,Arizona,Public,Arizona Board of Regents,Northern Arizona U.,4,"['66,729', '']"
10098,r033,Arizona -> Public -> Arizona Board of Regents -> U. Arizona,Arizona,Public,Arizona Board of Regents,U. Arizona,4,"['824,340', '']"
10098,r034,Arizona -> Public -> Dine C.,Arizona,Public,Dine C.,,3,"['2,091', '']"
10098,r035,Arizona -> Private,Arizona,Private,,,2,"['520', '']"
10098,r036,Arizona -> Private -> Sonoran U. Health Sciences,Arizona,Private,Sonoran U. Health Sciences,,3,"['520', '']"
10098,r037,Arkansas,Arkansas,,,,1,"['419,028', '']"
10098,r038,Arkansas -> Public,Arkansas,Public,,,2,"['417,709', '']"
10098,r039,Arkansas -> Public -> Arkansas State U. System,Arkansas,Public,Arkansas State U. System,,3,"['8,214', '']"
10098,r040,"Arkansas -> Public -> Arkansas State U. System -> Arkansas State U., Jonesboro",Arkansas,Public,Arkansas State U. System,"Arkansas State U., Jonesboro",4,"['8,214', '']"
10098,r041,Arkansas -> Public -> Arkansas Tech U.,Arkansas,Public,Arkansas Tech U.,,3,"['921', '']"
10098,r042,Arkansas -> Public -> Southern Arkansas U.,Arkansas,Public,Southern Arkansas U.,,3,"['281', '']"
10098,r043,Arkansas -> Public -> U. Arkansas System,Arkansas,Public,U. Arkansas System,,3,"['404,609', '']"
10098,r044,Arkansas -> Public -> U. Arkansas System -> U. Arkansas for Medical Sciences,Arkansas,Public,U. Arkansas System,U. Arkansas for Medical Sciences,4,"['205,493', '']"
10098,r045,"Arkansas -> Public -> U. Arkansas System -> U. Arkansas, Fayetteville",Arkansas,Public,U. Arkansas System,"U. Arkansas, Fayetteville",4,"['184,080', '']"
10098,r046,"Arkansas -> Public -> U. Arkansas System -> U. Arkansas, Little Rock",Arkansas,Public,U. Arkansas System,"U. Arkansas, Little Rock",4,"['7,530', '']"
10098,r047,"Arkansas -> Public -> U. Arkansas System -> U. Arkansas, Pine Bluff",Arkansas,Public,U. Arkansas System,"U. Arkansas, Pine Bluff",4,"['7,506', '']"
10098,r048,Arkansas -> Public -> U. Central Arkansas,Arkansas,Public,U. Central Arkansas,,3,"['3,684', '']"
10098,r049,Arkansas -> Private,Arkansas,Private,,,2,"['1,319', '']"
10098,r050,Arkansas -> Private -> Arkansas C. of Health Education,Arkansas,Private,Arkansas C. of Health Education,,3,"['301', '']"
10098,r051,Arkansas -> Private -> Hendrix C.,Arkansas,Private,Hendrix C.,,3,"['709', '']"
10098,r052,Arkansas -> Private -> Ouachita Baptist U.,Arkansas,Private,Ouachita Baptist U.,,3,"['309', '']"
10098,r053,California,California,,,,1,"['12,111,505', '']"
10098,r054,California -> Public,California,Public,,,2,"['8,558,137', '']"
10098,r055,California -> Public -> California State U. System,California,Public,California State U. System,,3,"['461,210', '']"
10098,r056,"California -> Public -> California State U. System -> California Polytechnic State U., San Luis Obispo",California,Public,California State U. System,"California Polytechnic State U., San Luis Obispo",4,"['33,155', '']"
10098,r057,"California -> Public -> California State U. System -> California State Polytechnic U., Humboldt",California,Public,California State U. System,"California State Polytechnic U., Humboldt",4,"['15,612', '']"
10098,r058,"California -> Public -> California State U. System -> California State Polytechnic U., Pomona",California,Public,California State U. System,"California State Polytechnic U., Pomona",4,"['7,909', '']"
10098,r059,"California -> Public -> California State U. System -> California State U., Bakersfield",California,Public,California State U. System,"California State U., Bakersfield",4,"['4,815', '']"
10098,r060,"California -> Public -> California State U. System -> California State U., Channel Islands",California,Public,California State U. System,"California State U., Channel Islands",4,"['3,377', '']"
10098,r061,"California -> Public -> California State U. System -> California State U., Chico",California,Public,California State U. System,"California State U., Chico",4,"['4,177', '']"
10098,r062,"California -> Public -> California State U. System -> California State U., Dominguez Hills",California,Public,California State U. System,"California State U., Dominguez Hills",4,"['4,230', '']"
10098,r063,"California -> Public -> California State U. System -> California State U., East Bay",California,Public,California State U. System,"California State U., East Bay",4,"['19,035', '']"
10098,r064,"California -> Public -> California State U. System -> California State U., Fresno",California,Public,California State U. System,"California State U., Fresno",4,"['12,603', '']"
10098,r065,"California -> Public -> California State U. System -> California State U., Fullerton",California,Public,California State U. System,"California State U., Fullerton",4,"['16,642', '']"
10098,r066,"California -> Public -> California State U. System -> California State U., Long Beach",California,Public,California State U. System,"California State U., Long Beach",4,"['17,807', '']"
10098,r067,"California -> Public -> California State U. System -> California State U., Los Angeles",California,Public,California State U. System,"California State U., Los Angeles",4,"['9,839', '']"
10098,r068,"California -> Public -> California State U. System -> California State U., Maritime Academy",California,Public,California State U. System,"California State U., Maritime Academy",4,"['526', '']"
10098,r069,"California -> Public -> California State U. System -> California State U., Monterey Bay",California,Public,California State U. System,"California State U., Monterey Bay",4,"['8,975', '']"
10098,r070,"California -> Public -> California State U. System -> California State U., Northridge",California,Public,California State U. System,"California State U., Northridge",4,"['19,638', '']"
10098,r071,"California -> Public -> California State U. System -> California State U., Sacramento",California,Public,California State U. System,"California State U., Sacramento",4,"['23,795', '']"
10098,r072,"California -> Public -> California State U. System -> California State U., San Bernardino",California,Public,California State U. System,"California State U., San Bernardino",4,"['11,929', '']"
10098,r073,"California -> Public -> California State U. System -> California State U., San Marcos",California,Public,California State U. System,"California State U., San Marcos",4,"['9,238', '']"
10098,r074,"California -> Public -> California State U. System -> California State U., Stanislaus",California,Public,California State U. System,"California State U., Stanislaus",4,"['1,966', '']"
10098,r075,California -> Public -> California State U. System -> San Diego State U.,California,Public,California State U. System,San Diego State U.,4,"['123,856', '']"
10098,r076,California -> Public -> California State U. System -> San Francisco State U.,California,Public,California State U. System,San Francisco State U.,4,"['36,617', '']"
10098,r077,California -> Public -> California State U. System -> San Jose State U.,California,Public,California State U. System,San Jose State U.,4,"['71,695', '']"
10098,r078,California -> Public -> California State U. System -> Sonoma State U.,California,Public,California State U. System,Sonoma State U.,4,"['3,774', '']"
10098,r079,California -> Public -> Naval Postgraduate School,California,Public,Naval Postgraduate School,,3,"['64,055', '']"
10098,r080,California -> Public -> U. California System,California,Public,U. California System,,3,"['8,032,872', '']"
10098,r081,"California -> Public -> U. California System -> U. California, Berkeley",California,Public,U. California System,"U. California, Berkeley",4,"['981,035', '']"
10098,r082,"California -> Public -> U. California System -> U. California, Davis",California,Public,U. California System,"U. California, Davis",4,"['883,807', '']"
10098,r083,"California -> Public -> U. California System -> U. California, Irvine",California,Public,U. California System,"U. California, Irvine",4,"['534,947', '']"
10098,r084,"California -> Public -> U. California System -> U. California, Los Angeles",California,Public,U. California System,"U. California, Los Angeles",4,"['1,536,197', '']"
10098,r085,"California -> Public -> U. California System -> U. California, Merced",California,Public,U. California System,"U. California, Merced",4,"['48,147', '']"
10098,r086,"California -> Public -> U. California System -> U. California, Office of the President",California,Public,U. California System,"U. California, Office of the President",4,"['54,640', '']"
10098,r087,"California -> Public -> U. California System -> U. California, Riverside",California,Public,U. California System,"U. California, Riverside",4,"['199,135', '']"
10098,r088,"California -> Public -> U. California System -> U. California, San Diego",California,Public,U. California System,"U. California, San Diego",4,"['1,533,357', '']"
10098,r089,"California -> Public -> U. California System -> U. California, San Francisco",California,Public,U. California System,"U. California, San Francisco",4,"['1,805,950', '']"
10098,r090,"California -> Public -> U. California System -> U. California, Santa Barbara",California,Public,U. California System,"U. California, Santa Barbara",4,"['278,897', '']"
10098,r091,"California -> Public -> U. California System -> U. California, Santa Cruz",California,Public,U. California System,"U. California, Santa Cruz",4,"['176,760', '']"
10098,r092,California -> Private,California,Private,,,2,"['3,553,368', '']"
10098,r093,California -> Private -> Azusa Pacific U.,California,Private,Azusa Pacific U.,,3,"['3,389', '']"
10098,r094,California -> Private -> Biola U.,California,Private,Biola U.,,3,"['3,260', '']"
10098,r095,California -> Private -> California Institute of Technology,California,Private,California Institute of Technology,,3,"['478,142', '']"
10098,r096,California -> Private -> California Lutheran U.,California,Private,California Lutheran U.,,3,"['627', '']"
10098,r097,California -> Private -> Chapman U.,California,Private,Chapman U.,,3,"['34,212', '']"
10098,r098,California -> Private -> Charles R. Drew U. of Medicine and Science,California,Private,Charles R. Drew U. of Medicine and Science,,3,"['14,581', '']"
10098,r099,California -> Private -> Dominican U. California,California,Private,Dominican U. California,,3,"['901', 'i']"
10098,r100,California -> Private -> High Tech High Graduate School of Ed.,California,Private,High Tech High Graduate School of Ed.,,3,"['6,203', '']"
10098,r101,California -> Private -> La Sierra U.,California,Private,La Sierra U.,,3,"['2,246', '']"
10098,r102,California -> Private -> Life Chiropractic C.-West,California,Private,Life Chiropractic C.-West,,3,"['350', '']"
10098,r103,California -> Private -> Loma Linda U.,California,Private,Loma Linda U.,,3,"['15,517', '']"
10098,r104,California -> Private -> Loyola Marymount U.,California,Private,Loyola Marymount U.,,3,"['12,773', '']"
10098,r105,California -> Private -> Marshall B. Ketchum U.,California,Private,Marshall B. Ketchum U.,,3,"['1,559', 'i']"
10098,r106,California -> Private -> Mills C.,California,Private,Mills C.,,3,"['439', '']"
10098,r107,California -> Private -> Occidental C.,California,Private,Occidental C.,,3,"['4,139', 'i']"
10098,r108,California -> Private -> Palo Alto U.,California,Private,Palo Alto U.,,3,"['426', '']"
10098,r109,California -> Private -> Pepperdine U.,California,Private,Pepperdine U.,,3,"['3,775', '']"
10098,r110,California -> Private -> Point Loma Nazarene U.,California,Private,Point Loma Nazarene U.,,3,"['565', '']"
10098,r111,California -> Private -> Santa Clara U.,California,Private,Santa Clara U.,,3,"['4,225', '']"
10098,r112,California -> Private -> Scripps Research Institute,California,Private,Scripps Research Institute,,3,"['492,639', '']"
10098,r113,California -> Private -> Southern California U. of Health Sciences,California,Private,Southern California U. of Health Sciences,,3,"['246', '']"
10098,r114,California -> Private -> Stanford U.,California,Private,Stanford U.,,3,"['1,384,555', '']"
10098,r115,California -> Private -> The Claremont Colleges,California,Private,The Claremont Colleges,,3,"['21,783', '']"
10098,r116,California -> Private -> The Claremont Colleges -> Claremont Graduate U.,California,Private,The Claremont Colleges,Claremont Graduate U.,4,"['8,382', '']"
10098,r117,California -> Private -> The Claremont Colleges -> Claremont McKenna C.,California,Private,The Claremont Colleges,Claremont McKenna C.,4,"['5,893', '']"
10098,r118,California -> Private -> The Claremont Colleges -> Harvey Mudd C.,California,Private,The Claremont Colleges,Harvey Mudd C.,4,"['3,350', '']"
10098,r119,California -> Private -> The Claremont Colleges -> Keck Graduate Institute,California,Private,The Claremont Colleges,Keck Graduate Institute,4,"['1,282', '']"
10098,r120,California -> Private -> The Claremont Colleges -> Pitzer C.,California,Private,The Claremont Colleges,Pitzer C.,4,"['287', '']"
10098,r121,California -> Private -> The Claremont Colleges -> Pomona C.,California,Private,The Claremont Colleges,Pomona C.,4,"['2,589', '']"
10098,r122,California -> Private -> Touro C. and U. System<sup>a</sup>,California,Private,Touro C. and U. System<sup>a</sup>,,3,"['2,561', '']"
10098,r123,"California -> Private -> Touro C. and U. System<sup>a</sup> -> Touro U., California",California,Private,Touro C. and U. System<sup>a</sup>,"Touro U., California",4,"['2,561', '']"
10098,r124,California -> Private -> U. of the Pacific,California,Private,U. of the Pacific,,3,"['1,835', '']"
10098,r125,California -> Private -> U. San Diego,California,Private,U. San Diego,,3,"['10,143', '']"
10098,r126,California -> Private -> U. San Francisco,California,Private,U. San Francisco,,3,"['2,657', '']"
10098,r127,California -> Private -> U. Southern California,California,Private,U. Southern California,,3,"['1,039,905', '']"
10098,r128,California -> Private -> Western U. of Health Sciences,California,Private,Western U. of Health Sciences,,3,"['9,029', '']"
10098,r129,California -> Private -> Westmont C.,California,Private,Westmont C.,,3,"['340', 'i']"
10098,r130,California -> Private -> Whittier C.,California,Private,Whittier C.,,3,"['346', 'i']"
10098,r131,Colorado,Colorado,,,,1,"['1,901,835', '']"
10098,r132,Colorado -> Public,Colorado,Public,,,2,"['1,851,884', '']"
10098,r133,Colorado -> Public -> Colorado Mesa U.,Colorado,Public,Colorado Mesa U.,,3,"['802', '']"
10098,r134,Colorado -> Public -> Colorado School of Mines,Colorado,Public,Colorado School of Mines,,3,"['98,404', '']"
10098,r135,Colorado -> Public -> Colorado State U. System,Colorado,Public,Colorado State U. System,,3,"['460,028', '']"
10098,r136,"Colorado -> Public -> Colorado State U. System -> Colorado State U., Fort Collins",Colorado,Public,Colorado State U. System,"Colorado State U., Fort Collins",4,"['456,911', '']"
10098,r137,"Colorado -> Public -> Colorado State U. System -> Colorado State U., Pueblo",Colorado,Public,Colorado State U. System,"Colorado State U., Pueblo",4,"['3,117', '']"
10098,r138,Colorado -> Public -> Fort Lewis C.,Colorado,Public,Fort Lewis C.,,3,"['2,765', '']"
10098,r139,Colorado -> Public -> Metropolitan State U. of Denver,Colorado,Public,Metropolitan State U. of Denver,,3,"['666', '']"
10098,r140,Colorado -> Public -> U. Colorado System,Colorado,Public,U. Colorado System,,3,"['1,248,579', '']"
10098,r141,Colorado -> Public -> U. Colorado System -> U. Colorado Anschutz Medical Campus<sup>b</sup>,Colorado,Public,U. Colorado System,U. Colorado Anschutz Medical Campus<sup>b</sup>,4,"['611,358', '']"
10098,r142,Colorado -> Public -> U. Colorado System -> U. Colorado Boulder,Colorado,Public,U. Colorado System,U. Colorado Boulder,4,"['611,380', '']"
10098,r143,Colorado -> Public -> U. Colorado System -> U. Colorado Colorado Springs,Colorado,Public,U. Colorado System,U. Colorado Colorado Springs,4,"['7,761', '']"
10098,r144,Colorado -> Public -> U. Colorado System -> U. Colorado Denver<sup>b</sup>,Colorado,Public,U. Colorado System,U. Colorado Denver<sup>b</sup>,4,"['18,080', '']"
10098,r145,Colorado -> Public -> U. Northern Colorado,Colorado,Public,U. Northern Colorado,,3,"['3,308', '']"
10098,r146,Colorado -> Public -> U.S. Air Force Academy,Colorado,Public,U.S. Air Force Academy,,3,"['36,506', '']"
10098,r147,Colorado -> Public -> Western Colorado U.,Colorado,Public,Western Colorado U.,,3,"['826', '']"
10098,r148,Colorado -> Private,Colorado,Private,,,2,"['49,951', '']"
10098,r149,Colorado -> Private -> Colorado C.,Colorado,Private,Colorado C.,,3,"['3,646', '']"
10098,r150,Colorado -> Private -> Regis U.,Colorado,Private,Regis U.,,3,"['744', '']"
10098,r151,Colorado -> Private -> U. Denver,Colorado,Private,U. Denver,,3,"['45,561', '']"
10098,r152,Connecticut,Connecticut,,,,1,"['1,595,477', '']"
10098,r153,Connecticut -> Public,Connecticut,Public,,,2,"['378,030', '']"
10098,r154,Connecticut -> Public -> Connecticut State U. System,Connecticut,Public,Connecticut State U. System,,3,"['9,454', '']"
10098,r155,Connecticut -> Public -> Connecticut State U. System -> Central Connecticut State U.,Connecticut,Public,Connecticut State U. System,Central Connecticut State U.,4,"['1,035', '']"
10098,r156,Connecticut -> Public -> Connecticut State U. System -> Eastern Connecticut State U.,Connecticut,Public,Connecticut State U. System,Eastern Connecticut State U.,4,"['1,734', '']"
10098,r157,Connecticut -> Public -> Connecticut State U. System -> Southern Connecticut State U.,Connecticut,Public,Connecticut State U. System,Southern Connecticut State U.,4,"['6,286', '']"
10098,r158,Connecticut -> Public -> Connecticut State U. System -> Western Connecticut State U.,Connecticut,Public,Connecticut State U. System,Western Connecticut State U.,4,"['399', '']"
10098,r159,Connecticut -> Public -> U. Connecticut,Connecticut,Public,U. Connecticut,,3,"['367,557', '']"
10098,r160,Connecticut -> Public -> U.S. Coast Guard Academy,Connecticut,Public,U.S. Coast Guard Academy,,3,"['1,019', '']"
10098,r161,Connecticut -> Private,Connecticut,Private,,,2,"['1,217,447', '']"
10098,r162,Connecticut -> Private -> Connecticut C.,Connecticut,Private,Connecticut C.,,3,"['1,875', '']"
10098,r163,Connecticut -> Private -> Fairfield U.,Connecticut,Private,Fairfield U.,,3,"['1,097', '']"
10098,r164,Connecticut -> Private -> Hartford International U. for Religion and Peace,Connecticut,Private,Hartford International U. for Religion and Peace,,3,"['1,105', '']"
10098,r165,Connecticut -> Private -> Quinnipiac U.,Connecticut,Private,Quinnipiac U.,,3,"['1,069', 'i']"
10098,r166,Connecticut -> Private -> Sacred Heart U.,Connecticut,Private,Sacred Heart U.,,3,"['3,741', '']"
10098,r167,"Connecticut -> Private -> Trinity C., Hartford",Connecticut,Private,"Trinity C., Hartford",,3,"['1,620', '']"
10098,r168,Connecticut -> Private -> U. Hartford,Connecticut,Private,U. Hartford,,3,"['1,090', '']"
10098,r169,Connecticut -> Private -> U. New Haven,Connecticut,Private,U. New Haven,,3,"['4,548', '']"
10098,r170,Connecticut -> Private -> Wesleyan U.,Connecticut,Private,Wesleyan U.,,3,"['10,101', '']"
10098,r171,Connecticut -> Private -> Yale U.,Connecticut,Private,Yale U.,,3,"['1,191,201', '']"
10098,r172,Delaware,Delaware,,,,1,"['397,123', '']"
10098,r173,Delaware -> Public,Delaware,Public,,,2,"['397,123', '']"
10098,r174,Delaware -> Public -> Delaware State U.,Delaware,Public,Delaware State U.,,3,"['29,016', '']"
10098,r175,Delaware -> Public -> U. Delaware,Delaware,Public,U. Delaware,,3,"['368,107', '']"
10098,r176,District of Columbia,District of Columbia,,,,1,"['783,163', '']"
10098,r177,District of Columbia -> Public,District of Columbia,Public,,,2,"['14,699', '']"
10098,r178,District of Columbia -> Public -> National Defense U.,District of Columbia,Public,National Defense U.,,3,"['3,920', '']"
10098,r179,District of Columbia -> Public -> National Defense U. -> U. of the District of Columbia,District of Columbia,Public,National Defense U.,U. of the District of Columbia,4,"['10,779', '']"
10098,r180,District of Columbia -> Private,District of Columbia,Private,,,2,"['768,464', '']"
10098,r181,District of Columbia -> Private -> American U.,District of Columbia,Private,American U.,,3,"['67,616', '']"
10098,r182,District of Columbia -> Private -> Catholic U. of America,District of Columbia,Private,Catholic U. of America,,3,"['38,191', '']"
10098,r183,District of Columbia -> Private -> Gallaudet U.,District of Columbia,Private,Gallaudet U.,,3,"['6,360', '']"
10098,r184,District of Columbia -> Private -> George Washington U.,District of Columbia,Private,George Washington U.,,3,"['275,483', '']"
10098,r185,District of Columbia -> Private -> Georgetown U.,District of Columbia,Private,Georgetown U.,,3,"['313,220', '']"
10098,r186,District of Columbia -> Private -> Howard U.,District of Columbia,Private,Howard U.,,3,"['67,594', '']"
10098,r187,Florida,Florida,,,,1,"['3,053,820', '']"
10098,r188,Florida -> Public (State U. Florida Board of Governors),Florida,Public (State U. Florida Board of Governors),,,2,"['2,532,660', '']"
10098,r189,Florida -> Public (State U. Florida Board of Governors) -> Florida A&M U.,Florida,Public (State U. Florida Board of Governors),Florida A&M U.,,3,"['50,636', '']"
10098,r190,Florida -> Public (State U. Florida Board of Governors) -> Florida Atlantic U.,Florida,Public (State U. Florida Board of Governors),Florida Atlantic U.,,3,"['61,748', '']"
10098,r191,Florida -> Public (State U. Florida Board of Governors) -> Florida Gulf Coast U.,Florida,Public (State U. Florida Board of Governors),Florida Gulf Coast U.,,3,"['9,896', '']"
10098,r192,Florida -> Public (State U. Florida Board of Governors) -> Florida International U.,Florida,Public (State U. Florida Board of Governors),Florida International U.,,3,"['281,665', '']"
10098,r193,Florida -> Public (State U. Florida Board of Governors) -> Florida Polytechnic U.,Florida,Public (State U. Florida Board of Governors),Florida Polytechnic U.,,3,"['1,725', '']"
10098,r194,Florida -> Public (State U. Florida Board of Governors) -> Florida State U.,Florida,Public (State U. Florida Board of Governors),Florida State U.,,3,"['355,986', '']"
10098,r195,Florida -> Public (State U. Florida Board of Governors) -> New C. Florida,Florida,Public (State U. Florida Board of Governors),New C. Florida,,3,"['1,252', '']"
10098,r196,Florida -> Public (State U. Florida Board of Governors) -> U. Central Florida,Florida,Public (State U. Florida Board of Governors),U. Central Florida,,3,"['221,488', '']"
10098,r197,Florida -> Public (State U. Florida Board of Governors) -> U. Florida,Florida,Public (State U. Florida Board of Governors),U. Florida,,3,"['1,085,834', '']"
10098,r198,Florida -> Public (State U. Florida Board of Governors) -> U. North Florida,Florida,Public (State U. Florida Board of Governors),U. North Florida,,3,"['18,394', '']"
10098,r199,Florida -> Public (State U. Florida Board of Governors) -> U. South Florida<sup>c</sup>,Florida,Public (State U. Florida Board of Governors),U. South Florida<sup>c</sup>,,3,"['405,166', '']"
10098,r200,Florida -> Public (State U. Florida Board of Governors) -> U. West Florida,Florida,Public (State U. Florida Board of Governors),U. West Florida,,3,"['38,870', '']"
10098,r201,Florida -> Private,Florida,Private,,,2,"['521,160', '']"
10098,r202,Florida -> Private -> Barry U.,Florida,Private,Barry U.,,3,"['367', '']"
10098,r203,Florida -> Private -> Bethune-Cookman U.,Florida,Private,Bethune-Cookman U.,,3,"['707', '']"
10098,r204,Florida -> Private -> Eckerd C.,Florida,Private,Eckerd C.,,3,"['596', '']"
10098,r205,Florida -> Private -> Embry-Riddle Aeronautical U.,Florida,Private,Embry-Riddle Aeronautical U.,,3,"['28,650', '']"
10098,r206,Florida -> Private -> Florida Institute of Technology,Florida,Private,Florida Institute of Technology,,3,"['17,706', '']"
10098,r207,Florida -> Private -> Jacksonville U.,Florida,Private,Jacksonville U.,,3,"['162', '']"
10098,r208,Florida -> Private -> Keiser U.,Florida,Private,Keiser U.,,3,"['485', 'i']"
10098,r209,Florida -> Private -> Nova Southeastern U.,Florida,Private,Nova Southeastern U.,,3,"['31,189', '']"
10098,r210,Florida -> Private -> Rollins C.,Florida,Private,Rollins C.,,3,"['532', '']"
10098,r211,Florida -> Private -> Stetson U.,Florida,Private,Stetson U.,,3,"['580', '']"
10098,r212,Florida -> Private -> U. Miami,Florida,Private,U. Miami,,3,"['439,300', '']"
10098,r213,Florida -> Private -> U. Tampa,Florida,Private,U. Tampa,,3,"['886', '']"
10098,r214,Georgia,Georgia,,,,1,"['3,264,605', '']"
10098,r215,Georgia -> Public (U. System Georgia Board of Regents),Georgia,Public (U. System Georgia Board of Regents),,,2,"['2,195,079', '']"
10098,r216,Georgia -> Public (U. System Georgia Board of Regents) -> Albany State U.,Georgia,Public (U. System Georgia Board of Regents),Albany State U.,,3,"['1,059', '']"
10098,r217,Georgia -> Public (U. System Georgia Board of Regents) -> Augusta U.,Georgia,Public (U. System Georgia Board of Regents),Augusta U.,,3,"['127,313', '']"
10098,r218,Georgia -> Public (U. System Georgia Board of Regents) -> Clayton State U.,Georgia,Public (U. System Georgia Board of Regents),Clayton State U.,,3,"['600', '']"
10098,r219,Georgia -> Public (U. System Georgia Board of Regents) -> Columbus State U.,Georgia,Public (U. System Georgia Board of Regents),Columbus State U.,,3,"['271', '']"
10098,r220,Georgia -> Public (U. System Georgia Board of Regents) -> Fort Valley State U.,Georgia,Public (U. System Georgia Board of Regents),Fort Valley State U.,,3,"['9,969', '']"
10098,r221,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia C. and State U.,Georgia,Public (U. System Georgia Board of Regents),Georgia C. and State U.,,3,"['216', '']"
10098,r222,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia Gwinnett C.,Georgia,Public (U. System Georgia Board of Regents),Georgia Gwinnett C.,,3,"['367', '']"
10098,r223,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia Institute of Technology,Georgia,Public (U. System Georgia Board of Regents),Georgia Institute of Technology,,3,"['1,231,485', '']"
10098,r224,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia Southern U.,Georgia,Public (U. System Georgia Board of Regents),Georgia Southern U.,,3,"['36,362', '']"
10098,r225,Georgia -> Public (U. System Georgia Board of Regents) -> Georgia State U.,Georgia,Public (U. System Georgia Board of Regents),Georgia State U.,,3,"['215,908', '']"
10098,r226,Georgia -> Public (U. System Georgia Board of Regents) -> Kennesaw State U.,Georgia,Public (U. System Georgia Board of Regents),Kennesaw State U.,,3,"['21,705', '']"
