table_id,row_id,region_country_or_economy,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
1866,r001,World,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1866,r002,China,0.0,0.0,0.72,1.53,0.59,0.65,0.57,0.48,0.42,0.36,0.36,1.12,0.69,0.69,0.47,1.12,0.83,0.71,1.2,1.02,0.93
1866,r003,United States,1.28,1.32,1.39,1.31,1.37,1.33,1.41,1.46,1.41,1.43,1.51,1.51,1.51,1.48,1.45,1.56,1.51,1.45,1.44,1.59,1.48
1866,r004,India,0.0,0.0,0.0,0.0,0.0,2.33,0.0,0.0,0.0,1.49,0.0,1.01,0.0,0.0,2.1,0.5,1.72,0.34,0.34,0.56,0.86
1866,r005,Germany,0.79,0.93,0.37,0.96,0.81,0.93,0.84,0.6,0.96,0.82,0.68,1.09,0.82,0.94,1.17,1.24,1.13,1.18,1.22,0.87,0.87
1866,r006,Japan,0.37,0.48,0.37,0.85,0.36,0.17,0.62,0.17,0.31,0.14,0.43,0.47,0.0,0.12,0.4,0.41,0.09,0.35,0.26,0.0,0.57
1866,r007,United Kingdom,1.2,0.73,1.27,0.98,1.16,1.23,1.05,1.05,1.32,1.04,1.18,0.97,1.11,0.89,1.3,1.08,1.37,1.48,1.43,1.44,1.66
1866,r008,Russia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.86,0.0,1.1,0.0,0.88,0.26,0.39
1866,r009,Italy,1.23,0.53,0.92,0.28,0.23,0.4,0.39,0.67,0.46,0.56,0.39,0.87,0.41,0.95,0.62,0.91,0.66,0.96,0.87,0.7,0.9
1866,r010,South Korea,0.0,0.0,ne,0.0,0.0,1.49,0.0,0.0,0.0,2.44,1.41,0.56,0.61,0.91,0.81,0.61,0.6,0.49,0.61,0.68,0.43
1866,r011,France,0.33,0.89,0.77,0.63,0.9,0.61,0.38,0.79,0.4,0.56,0.45,0.74,0.39,0.3,0.47,0.45,0.47,0.53,0.59,0.48,0.62
1866,r012,Brazil,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.98,0.31,0.33,0.0,0.8,0.53,0.35,0.62,0.7,0.35
1866,r013,Canada,0.64,1.03,0.83,1.38,0.61,0.82,1.48,0.83,0.67,1.1,0.92,1.37,0.95,1.01,1.32,1.46,1.16,1.61,1.23,1.34,1.44
1866,r014,Spain,0.0,0.0,0.28,0.0,0.0,0.46,0.38,0.18,0.17,0.31,0.28,0.96,0.39,0.55,0.4,0.28,0.19,0.89,0.87,0.91,0.34
1866,r015,Australia,1.22,0.5,0.93,0.73,0.77,1.1,0.5,0.31,0.8,1.2,0.53,0.83,0.67,0.83,0.35,0.55,1.0,0.97,1.18,1.25,1.17
1866,r016,Iran,na,ne,ne,ne,ne,ne,ne,ne,ne,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.23,0.0,0.0,0.0,0.5
1866,r017,EU (all members),0.82,0.67,0.8,0.76,0.82,0.84,0.7,0.72,0.82,0.81,0.77,0.72,0.84,0.78,0.88,0.82,0.89,0.99,0.99,0.93,1.02
