table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10850,r001,All agencies,All agencies,,,,,1,3109857,61924,121630,935500,4238,718347,7648,5497,943170,311903
10850,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10850,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,30473,47,0,7396,0,0,0,0,0,23030
10850,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,23030,0,0,0,0,0,0,0,0,23030
10850,r005,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,7155,0,0,7155,0,0,0,0,0,0
10850,r006,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,47,47,0,0,0,0,0,0,0,0
10850,r007,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,241,0,0,241,0,0,0,0,0,0
10850,r008,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,94591,250,60335,3194,252,1437,0,3385,24810,929
10850,r009,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,24248,0,0,0,0,0,0,0,24248,0
10850,r010,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,70343,250,60335,3194,252,1437,0,3385,562,929
10850,r011,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,2143238,48728,17077,898330,3987,216332,7648,1804,712658,236675
10850,r012,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,107476,2260,0,0,0,638,0,0,49975,54602
