table_id,row_id,location_full_path,location_level_1,location_level_2,location_level_3,location_hierarchy_depth,field_total,field_paid_for_by_the_company,field_paid_for_by_others
8836,r001,Total,Total,,,1,"['109,705', '&nbsp;']","['98,187', '&nbsp;']","['11,518', 'i']"
8836,r002,Total -> Puerto Rico<sup>a</sup>,Total,Puerto Rico<sup>a</sup>,,2,"['533', 'i']","['515', 'i']","['18', '&nbsp;']"
8836,r003,Total -> Canada,Total,Canada,,2,"['7,586', '&nbsp;']","['6,892', '&nbsp;']","['694', '&nbsp;']"
8836,r004,Total -> Latin America and other Western Hemisphere,Total,Latin America and other Western Hemisphere,,2,"['4,594', 'i']","['4,154', '&nbsp;']","['439', 'i']"
8836,r005,Total -> Latin America and other Western Hemisphere -> Argentina,Total,Latin America and other Western Hemisphere,Argentina,3,"['390', '&nbsp;']","['266', '&nbsp;']","['125', 'i']"
8836,r006,Total -> Latin America and other Western Hemisphere -> Brazil,Total,Latin America and other Western Hemisphere,Brazil,3,"['1,199', '&nbsp;']","['1,067', '&nbsp;']","['132', 'i']"
8836,r007,Total -> Latin America and other Western Hemisphere -> Chile,Total,Latin America and other Western Hemisphere,Chile,3,"['188', '&nbsp;']","['166', '&nbsp;']","['22', 'i']"
8836,r008,Total -> Latin America and other Western Hemisphere -> Mexico,Total,Latin America and other Western Hemisphere,Mexico,3,"['1,087', '&nbsp;']","['1,000', '&nbsp;']","['87', 'i']"
8836,r009,Total -> Latin America and other Western Hemisphere -> Other Latin American and Western Hemisphere locations,Total,Latin America and other Western Hemisphere,Other Latin American and Western Hemisphere locations,3,"['1,729', 'i']","['1,655', 'i']","['74', 'i']"
8836,r010,Total -> Africa,Total,Africa,,2,"['481', 'i']","['379', '&nbsp;']","['102', 'i']"
8836,r011,Total -> Africa -> South Africa,Total,Africa,South Africa,3,"['249', 'i']","['153', '&nbsp;']","['96', 'i']"
8836,r012,Total -> Africa -> Other African locations,Total,Africa,Other African locations,3,"['232', '&nbsp;']","['225', '&nbsp;']","['7', 'i']"
8836,r013,Total -> Asia and Pacific,Total,Asia and Pacific,,2,"['36,070', '&nbsp;']","['33,502', '&nbsp;']","['2,567', 'i']"
8836,r014,Total -> Asia and Pacific -> Australia,Total,Asia and Pacific,Australia,3,"['2,167', '&nbsp;']","['1,960', '&nbsp;']","['207', 'i']"
8836,r015,Total -> Asia and Pacific -> China,Total,Asia and Pacific,China,3,"['8,985', '&nbsp;']","['8,373', '&nbsp;']","['612', '&nbsp;']"
8836,r016,Total -> Asia and Pacific -> Hong Kong,Total,Asia and Pacific,Hong Kong,3,"['493', '&nbsp;']","['472', '&nbsp;']","['21', 'i']"
8836,r017,Total -> Asia and Pacific -> India,Total,Asia and Pacific,India,3,"['11,067', '&nbsp;']","['10,677', '&nbsp;']","['391', 'i']"
8836,r018,Total -> Asia and Pacific -> Indonesia,Total,Asia and Pacific,Indonesia,3,"['31', '&nbsp;']","['28', '&nbsp;']","['3', 'i']"
8836,r019,Total -> Asia and Pacific -> Japan,Total,Asia and Pacific,Japan,3,"['4,490', '&nbsp;']","['3,789', '&nbsp;']","['701', 'i']"
8836,r020,Total -> Asia and Pacific -> Malaysia,Total,Asia and Pacific,Malaysia,3,"['925', '&nbsp;']","['912', '&nbsp;']","['13', 'i']"
8836,r021,Total -> Asia and Pacific -> New Zealand,Total,Asia and Pacific,New Zealand,3,"['250', '&nbsp;']","['159', '&nbsp;']","['91', 'i']"
8836,r022,Total -> Asia and Pacific -> Singapore,Total,Asia and Pacific,Singapore,3,"['2,624', '&nbsp;']","['2,423', '&nbsp;']","['201', 'i']"
8836,r023,Total -> Asia and Pacific -> South Korea,Total,Asia and Pacific,South Korea,3,"['1,650', '&nbsp;']","['1,483', '&nbsp;']","['167', 'i']"
8836,r024,Total -> Asia and Pacific -> Taiwan,Total,Asia and Pacific,Taiwan,3,"['2,232', '&nbsp;']","['2,130', '&nbsp;']","['102', 'i']"
8836,r025,Total -> Asia and Pacific -> Thailand,Total,Asia and Pacific,Thailand,3,"['370', '&nbsp;']","['344', '&nbsp;']","['26', 'i']"
8836,r026,Total -> Asia and Pacific -> Other Asian or Pacific locations,Total,Asia and Pacific,Other Asian or Pacific locations,3,"['786', '&nbsp;']","['753', '&nbsp;']","['33', 'i']"
8836,r027,Total -> Europe,Total,Europe,,2,"['52,624', '&nbsp;']","['45,171', '&nbsp;']","['7,452', 'i']"
8836,r028,Total -> Europe -> Austria,Total,Europe,Austria,3,"['521', 'i']","['457', '&nbsp;']","['64', 'i']"
8836,r029,Total -> Europe -> Belgium,Total,Europe,Belgium,3,"['2,683', '&nbsp;']","['2,452', '&nbsp;']","['231', 'i']"
8836,r030,Total -> Europe -> Czechia,Total,Europe,Czechia,3,"['503', '&nbsp;']","['439', '&nbsp;']","['64', 'i']"
8836,r031,Total -> Europe -> Denmark,Total,Europe,Denmark,3,"['656', '&nbsp;']","['598', '&nbsp;']","['58', 'i']"
8836,r032,Total -> Europe -> Finland,Total,Europe,Finland,3,"['658', '&nbsp;']","['618', '&nbsp;']","['40', '&nbsp;']"
8836,r033,Total -> Europe -> France,Total,Europe,France,3,"['3,633', '&nbsp;']","['2,958', '&nbsp;']","['675', 'i']"
8836,r034,Total -> Europe -> Germany,Total,Europe,Germany,3,"['8,600', '&nbsp;']","['7,859', '&nbsp;']","['741', 'i']"
8836,r035,Total -> Europe -> Hungary,Total,Europe,Hungary,3,"['258', '&nbsp;']","['163', '&nbsp;']","['95', 'i']"
8836,r036,Total -> Europe -> Ireland,Total,Europe,Ireland,3,"['5,229', '&nbsp;']","['5,078', '&nbsp;']","['151', 'i']"
8836,r037,Total -> Europe -> Italy,Total,Europe,Italy,3,"['1,643', '&nbsp;']","['1,402', '&nbsp;']","['241', 'i']"
8836,r038,Total -> Europe -> Luxembourg,Total,Europe,Luxembourg,3,"['244', '&nbsp;']","['237', '&nbsp;']","['8', '&nbsp;']"
8836,r039,Total -> Europe -> Netherlands,Total,Europe,Netherlands,3,"['2,845', '&nbsp;']","['2,051', '&nbsp;']","['793', 'i']"
8836,r040,Total -> Europe -> Norway,Total,Europe,Norway,3,"['392', '&nbsp;']","['375', '&nbsp;']","['17', '&nbsp;']"
8836,r041,Total -> Europe -> Poland,Total,Europe,Poland,3,"['1,020', '&nbsp;']","['846', '&nbsp;']","['173', 'i']"
8836,r042,Total -> Europe -> Russia,Total,Europe,Russia,3,"['573', '&nbsp;']","['449', '&nbsp;']","['123', 'i']"
8836,r043,Total -> Europe -> Spain,Total,Europe,Spain,3,"['1,584', 'i']","['1,003', '&nbsp;']","['581', 'i']"
8836,r044,Total -> Europe -> Sweden,Total,Europe,Sweden,3,"['1,402', '&nbsp;']","['1,278', '&nbsp;']","['124', 'i']"
8836,r045,Total -> Europe -> Switzerland,Total,Europe,Switzerland,3,"['5,097', '&nbsp;']","['4,589', '&nbsp;']","['508', '&nbsp;']"
8836,r046,Total -> Europe -> Turkey,Total,Europe,Turkey,3,"['250', '&nbsp;']","['225', '&nbsp;']","['25', 'i']"
8836,r047,Total -> Europe -> United Kingdom,Total,Europe,United Kingdom,3,"['12,284', '&nbsp;']","['9,847', '&nbsp;']","['2,437', 'i']"
8836,r048,Total -> Europe -> Other European locations,Total,Europe,Other European locations,3,"['2,550', '&nbsp;']","['2,248', '&nbsp;']","['302', 'i']"
8836,r049,Total -> Middle East,Total,Middle East,,2,"['7,174', '&nbsp;']","['7,040', '&nbsp;']","['133', 'i']"
8836,r050,Total -> Middle East -> Israel,Total,Middle East,Israel,3,"['6,827', '&nbsp;']","['6,720', '&nbsp;']","['107', 'i']"
8836,r051,Total -> Middle East -> Other Middle Eastern locations,Total,Middle East,Other Middle Eastern locations,3,"['347', '&nbsp;']","['320', '&nbsp;']","['27', 'i']"
8836,r052,Total -> Undistributed,Total,Undistributed,,2,"['645', 'i']","['533', 'i']","['112', 'i']"
