table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_r_d_total,field_r_d_industry_administered_ffrdcs,field_r_d_university_administered_ffrdcs,field_r_d_nonprofit_administered_ffrdcs,field_r_d_plant_total,field_r_d_plant_industry_administered_ffrdcs,field_r_d_plant_university_administered_ffrdcs,field_r_d_plant_nonprofit_administered_ffrdcs
6346,r001,All agencies,All agencies,,,,,1,13149898.4,4118731.7,5355210.2,3675956.5,1883642.4,222083.8,867811.2,793747.5
6346,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,
6346,r003,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,24018.5,0.0,4167.5,19851.0,0.0,0.0,0.0,0.0
6346,r004,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,19558.0,0.0,0.0,19558.0,0.0,0.0,0.0,0.0
6346,r005,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,4460.5,0.0,4167.5,293.0,0.0,0.0,0.0,0.0
6346,r006,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,1822049.2,442165.3,463067.9,916816.1,0.0,0.0,0.0,0.0
6346,r007,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,111668.9,38570.8,39285.6,33812.5,0.0,0.0,0.0,0.0
6346,r008,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,3793.7,0.0,308.0,3485.7,0.0,0.0,0.0,0.0
6346,r009,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,288649.6,135366.6,27085.7,126197.4,0.0,0.0,0.0,0.0
6346,r010,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,261922.9,2268.7,25553.9,234100.3,0.0,0.0,0.0,0.0
6346,r011,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,223572.4,72998.9,38368.8,112204.7,0.0,0.0,0.0,0.0
6346,r012,All agencies -> Departments -> Department of Defense -> U.S. Space Force,All agencies,Departments,Department of Defense,U.S. Space Force,,4,246805.4,9199.5,49028.8,188577.1,0.0,0.0,0.0,0.0
6346,r013,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,685636.2,183760.8,283437.1,218438.3,0.0,0.0,0.0,0.0
6346,r014,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,7566095.5,2771094.8,2375117.2,2419883.5,1866442.4,222083.8,850611.2,793747.5
6346,r015,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,64261.5,18392.3,15959.6,29909.6,0.0,0.0,0.0,0.0
6346,r016,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,100599.1,38188.1,8409.7,54001.3,0.0,0.0,0.0,0.0
6346,r017,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,904050.6,140050.1,170844.2,593156.3,53288.0,0.0,0.0,53288.0
6346,r018,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,12484.9,12484.9,0.0,0.0,0.0,0.0,0.0,0.0
6346,r019,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,66874.1,23803.6,8853.9,34216.7,0.0,0.0,0.0,0.0
6346,r020,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,2119606.3,2033290.9,16322.0,69993.4,208083.8,203883.8,0.0,4200.0
6346,r021,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,1872155.0,1866968.0,3862.0,1325.0,208083.8,203883.8,0.0,4200.0
6346,r022,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,980.0,890.0,0.0,90.0,0.0,0.0,0.0,0.0
6346,r023,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,246471.3,165432.9,12460.0,68578.4,0.0,0.0,0.0,0.0
6346,r024,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,344743.0,232081.5,39296.9,73364.7,0.0,0.0,0.0,0.0
6346,r025,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,17236.6,7713.0,1800.0,7723.6,0.0,0.0,0.0,0.0
6346,r026,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,3936239.4,265090.6,2113630.9,1557517.9,1605070.6,18199.9,850611.2,736259.5
6346,r027,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,930545.7,862133.3,20303.2,48109.2,0.0,0.0,0.0,0.0
6346,r028,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,11856.9,0.0,0.0,11856.9,0.0,0.0,0.0,0.0
6346,r029,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,421.8,0.0,0.0,421.8,0.0,0.0,0.0,0.0
6346,r030,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0
6346,r031,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,918267.0,862133.3,20303.2,35830.4,0.0,0.0,0.0,0.0
6346,r032,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,91608.3,17280.1,4788.0,69540.3,0.0,0.0,0.0,0.0
6346,r033,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,12202.1,5800.1,4788.0,1614.1,0.0,0.0,0.0,0.0
6346,r034,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,7657.2,2285.5,0.0,5371.7,0.0,0.0,0.0,0.0
6346,r035,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,71748.9,9194.4,0.0,62554.5,0.0,0.0,0.0,0.0
6346,r036,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,1051.4,0.0,542.3,509.2,0.0,0.0,0.0,0.0
6346,r037,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,542.3,0.0,542.3,0.0,0.0,0.0,0.0,0.0
6346,r038,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,509.2,0.0,0.0,509.2,0.0,0.0,0.0,0.0
6346,r039,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,70290.8,0.0,265.0,70025.8,0.0,0.0,0.0,0.0
6346,r040,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,69271.7,0.0,0.0,69271.7,0.0,0.0,0.0,0.0
6346,r041,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,400.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0
6346,r042,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,354.1,0.0,0.0,354.1,0.0,0.0,0.0,0.0
6346,r043,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,265.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0
6346,r044,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,7313.1,4397.1,0.0,2916.0,0.0,0.0,0.0,0.0
6346,r045,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,7216.0,4300.0,0.0,2916.0,0.0,0.0,0.0,0.0
6346,r046,All agencies -> Departments -> Department of the Treasury -> U.S. Mint,All agencies,Departments,Department of the Treasury,U.S. Mint,,4,97.1,97.1,0.0,0.0,0.0,0.0,0.0,0.0
6346,r047,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,70155.1,0.0,0.0,70155.1,0.0,0.0,0.0,0.0
6346,r048,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,
6346,r049,All agencies -> Other agencies -> Administrative Office of the U.S. Courts,All agencies,Other agencies,Administrative Office of the U.S. Courts,,,3,5045.5,0.0,0.0,5045.5,0.0,0.0,0.0,0.0
6346,r050,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,1572.5,149.2,1100.0,323.3,0.0,0.0,0.0,0.0
6346,r051,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,2265696.9,10204.4,2220445.9,35046.7,17200.0,0.0,17200.0,0.0
6346,r052,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,267164.9,0.0,262424.9,4740.0,0.0,0.0,0.0,0.0
6346,r053,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,27291.0,11307.5,2988.4,12995.1,0.0,0.0,0.0,0.0
