table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_sciences_and_mathematics,field_engineering,field_environmental_sciences,field_life_sciences,field_physical_sciences,field_psychology,field_social_sciences,field_other_sciences_nec
3934,r001,All agencies surveyed,All agencies surveyed,,,,,1,19564280.8,1268154.2,1712355.2,1143585.2,11185886.6,2113696.4,922785.6,278863.8,938953.7
3934,r002,All agencies surveyed -> Departments,All agencies surveyed,Departments,,,,2,,,,,,,,,
3934,r003,All agencies surveyed -> Departments -> Department of Agriculture,All agencies surveyed,Departments,Department of Agriculture,,,3,369523.9,107.4,21526.9,3195.7,303766.8,7625.5,0.0,33301.6,0.0
3934,r004,All agencies surveyed -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies surveyed,Departments,Department of Agriculture,Agricultural Research Service,,4,47744.4,62.1,429.7,210.1,43862.8,3065.2,0.0,114.6,0.0
3934,r005,All agencies surveyed -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies surveyed,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,5300.9,0.0,0.0,0.0,5300.9,0.0,0.0,0.0,0.0
3934,r006,All agencies surveyed -> Departments -> Department of Agriculture -> Forest Service,All agencies surveyed,Departments,Department of Agriculture,Forest Service,,4,2594.6,45.3,125.2,1093.4,1103.5,85.0,0.0,142.2,0.0
3934,r007,All agencies surveyed -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies surveyed,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,313884.0,0.0,20972.0,1892.2,253499.7,4475.3,0.0,33044.8,0.0
3934,r008,All agencies surveyed -> Departments -> Department of Defense,All agencies surveyed,Departments,Department of Defense,,,3,1381210.2,270547.6,314761.9,74873.7,154524.1,244593.3,26252.3,26173.8,269483.6
3934,r009,All agencies surveyed -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies surveyed,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,244359.8,110692.5,26268.3,0.0,60355.9,45755.5,0.0,0.0,1287.5
3934,r010,All agencies surveyed -> Departments -> Department of Defense -> Department of the Air Force,All agencies surveyed,Departments,Department of Defense,Department of the Air Force,,4,326682.6,60482.2,107280.7,4619.2,27163.4,124227.1,553.5,2356.6,0.0
