table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011
6432,r001,All agencies,All agencies,,,,,1,82705.3,88297.6,100179.3,105174.9,117398.5,116867.6,121875.1,123059.1,126854.2,131387.6,131451.9
6432,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
6432,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1754.3,1919.1,1966.3,2048.2,2132.1,2185.0,2217.6,2254.1,2229.4,2308.9,2300.5
6432,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,4.7,5.2,4.7,8.4,9.4,6.3,6.4,3.8,4.3,4.4,4.3
6432,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,912.3,1039.4,1039.0,1098.7,1117.3,1134.7,1102.8,1148.6,1133.7,1199.9,1161.5
6432,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,25.4,23.7,28.0,24.4,24.4,25.5,26.0,28.4,24.6,25.6,24.6
6432,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,66.1,69.9,70.3,65.7,74.6,72.8,90.6,77.8,79.7,86.4,87.9
6432,r008,All agencies -> Departments -> Department of Agriculture -> Food Safety and Inspection Service,All agencies,Departments,Department of Agriculture,Food Safety and Inspection Service,,4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6432,r009,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,1.4,1.4,1.6,1.6,1.5,0.9,0.6,0.4,0.4,0.4,0.6
6432,r010,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,250.0,277.0,305.0,326.0,325.0,341.0,335.0,338.0,336.0,363.0,353.0
6432,r011,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,6.1,6.0,5.3,6.7,6.7,7.1,6.7,6.6,6.5,6.3,6.7
6432,r012,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,4.3,4.6,5.5,6.1,6.1,6.5,6.8,6.9,7.2,7.5,7.4
6432,r013,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,478.9,487.6,503.1,506.8,563.5,586.0,621.8,639.3,634.0,611.7,653.8
6432,r014,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,2.4,4.2,3.8,3.8,3.6,4.1,21.0,4.2,3.0,3.7,0.7
6432,r015,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,966.5,1113.7,1155.2,1076.4,707.7,664.2,991.1,1052.1,1004.4,1121.6,1267.0
6432,r016,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,0.6,0.4,0.5,0.2,0.5,0.2,0.8,2.2,2.9,7.3,0.6
6432,r017,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,424.9,413.3,459.2,508.8,440.6,421.1,422.2,444.1,454.5,534.6,570.6
6432,r018,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,501.0,651.3,652.0,519.0,240.2,215.5,540.7,580.8,510.9,525.4,629.0
6432,r019,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,21.0,26.0,23.5,24.2,3.5,5.3,5.3,0.3,6.9,7.0,7.2
6432,r020,All agencies -> Departments -> Department of Commerce -> U.S. Census Bureau,All agencies,Departments,Department of Commerce,U.S. Census Bureau,,4,19.0,22.7,19.9,24.2,23.0,22.0,22.0,24.7,29.0,47.2,59.5
6432,r021,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,40528.5,41662.9,49614.9,52977.5,64311.4,63724.3,68557.0,68731.4,66775.3,67614.8,72527.4
6432,r022,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,na,na,na,na,na,na,na,na,na,na,2889.3
6432,r023,All agencies -> Departments -> Department of Defense -> Defense agencies and activities,All agencies,Departments,Department of Defense,Defense agencies and activities,,4,7285.7,10196.9,11741.1,11074.2,17056.7,13970.6,14686.5,15521.3,15598.7,15209.7,na
6432,r024,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,17589.5,14156.3,18146.2,19711.8,20915.1,21407.2,24483.0,24121.7,23458.2,26106.2,25854.5
6432,r025,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,5796.7,6619.8,7092.1,6954.2,9847.2,10662.1,10360.0,11057.1,10048.3,9209.6,8125.0
6432,r026,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,9626.1,10494.5,12392.4,14932.4,16172.3,17422.9,18834.4,17851.0,17491.6,16905.1,15345.4
6432,r027,"All agencies -> Departments -> Department of Defense -> Operational Test and Evaluation, Director",All agencies,Departments,Department of Defense,"Operational Test and Evaluation, Director",,4,205.3,195.5,243.1,305.0,320.1,261.6,193.1,180.3,178.5,184.2,NA
6432,r028,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,na,na,na,na,na,na,na,na,na,na,20313.3
6432,r029,"All agencies -> Departments -> Department of Defense -> Test and Evaluation, Deputy Under Secretary of Defense",All agencies,Departments,Department of Defense,"Test and Evaluation, Deputy Under Secretary of Defense",,4,25.3,na,na,na,na,na,na,na,na,na,na
6432,r030,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,251.0,243.1,315.6,226.9,264.3,254.5,271.2,286.8,312.0,321.7,105.7
6432,r031,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,6539.1,7010.3,7372.7,7475.8,7760.2,7432.9,7792.8,8108.3,8546.3,8986.2,9685.0
6432,r032,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,na,na,na,na,na,na,na,0.0,0.0,63.8,118.4
6432,r033,All agencies -> Departments -> Department of Energy -> Bonneville Power Administration,All agencies,Departments,Department of Energy,Bonneville Power Administration,,4,NA,22.9,23.3,24.0,11.3,10.7,11.1,13.7,8.1,13.1,13.2
6432,r034,All agencies -> Departments -> Department of Energy -> Civilian Radioactive Waste Management,All agencies,Departments,Department of Energy,Civilian Radioactive Waste Management,,4,NA,62.5,75.8,74.1,74.1,52.9,10.5,8.4,1.7,0.0,0.0
6432,r035,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,na,na,na,na,71.8,108.3,54.4,89.4,87.1,83.0,89.5
6432,r036,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,NA,734.9,682.3,583.9,569.1,430.6,646.4,729.1,712.3,915.1,852.6
6432,r037,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,NA,160.3,69.4,42.8,49.8,34.0,32.0,35.8,13.1,69.9,67.5
6432,r038,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,NA,471.3,639.8,499.5,532.7,365.6,418.6,306.3,343.8,349.7,288.4
6432,r039,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,NA,3299.4,3448.3,3579.4,3624.9,3547.6,3589.5,3730.5,3488.9,3488.8,4033.9
6432,r040,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,NA,2372.7,2576.7,2727.4,2732.9,2593.6,2656.9,2707.4,2443.7,2285.1,2768.7
6432,r041,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Fissile Materials Disposition,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Fissile Materials Disposition,5,NA,22.0,16.6,1.0,0.0,0.0,0.0,NA,NA,NA,NA
6432,r042,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,NA,639.3,631.5,687.8,746.6,710.7,727.8,724.1,730.1,866.1,941.7
6432,r043,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,NA,265.4,223.5,163.3,145.5,243.3,204.8,299.0,315.1,337.6,323.5
