table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_all_master_s_students_rank,field_all_master_s_students_total,field_all_master_s_students_science,field_all_master_s_students_engineering,field_all_master_s_students_health,field_full_time_master_s_students_rank,field_full_time_master_s_students_total,field_full_time_master_s_students_science,field_full_time_master_s_students_engineering,field_full_time_master_s_students_health,field_part_time_master_s_students_rank,field_part_time_master_s_students_total,field_part_time_master_s_students_science,field_part_time_master_s_students_engineering,field_part_time_master_s_students_health
8280,r151,All institutions<sup>a</sup> -> Texas Woman's U.,All institutions<sup>a</sup>,Texas Woman's U.,2,150,852,604,0,248,179,419,201,0,218,110,433,403,0,30
8280,r152,All institutions<sup>a</sup> -> U. Memphis,All institutions<sup>a</sup>,U. Memphis,2,151,848,535,60,253,132,578,366,29,183,167,270,169,31,70
8280,r153,All institutions<sup>a</sup> -> Duke U.,All institutions<sup>a</sup>,Duke U.,2,152,847,487,244,116,91,847,487,244,116,621,0,0,0,0
8280,r154,All institutions<sup>a</sup> -> U. Louisville,All institutions<sup>a</sup>,U. Louisville,2,153,846,182,415,249,170,447,101,135,211,117,399,81,280,38
8280,r155,All institutions<sup>a</sup> -> Ohio U.,All institutions<sup>a</sup>,Ohio U.,2,154,841,540,209,92,168,452,303,62,87,119,389,237,147,5
8280,r156,All institutions<sup>a</sup> -> Colorado School of Mines,All institutions<sup>a</sup>,Colorado School of Mines,2,155,839,268,571,0,125,620,226,394,0,190,219,42,177,0
8280,r157,"All institutions<sup>a</sup> -> CUNY, Baruch C.",All institutions<sup>a</sup>,"CUNY, Baruch C.",2,156,830,782,48,0,337,161,154,7,0,57,669,628,41,0
8280,r158,All institutions<sup>a</sup> -> U. Nebraska-Lincoln,All institutions<sup>a</sup>,U. Nebraska-Lincoln,2,157,829,506,258,65,155,486,289,134,63,141,343,217,124,2
8280,r159,All institutions<sup>a</sup> -> Carlos Albizu U.,All institutions<sup>a</sup>,Carlos Albizu U.,2,158,828,643,0,185,117,645,519,0,126,222,183,124,0,59
8280,r160,All institutions<sup>a</sup> -> San Francisco State U.,All institutions<sup>a</sup>,San Francisco State U.,2,158,828,630,76,122,134,562,403,47,112,170,266,227,29,10
8280,r161,All institutions<sup>a</sup> -> Kent State U.,All institutions<sup>a</sup>,Kent State U.,2,160,823,399,2,422,195,378,207,1,170,107,445,192,1,252
8280,r162,All institutions<sup>a</sup> -> Florida Atlantic U.,All institutions<sup>a</sup>,Florida Atlantic U.,2,161,811,561,155,95,171,446,292,79,75,128,365,269,76,20
8280,r163,All institutions<sup>a</sup> -> Sam Houston State U.,All institutions<sup>a</sup>,Sam Houston State U.,2,162,809,732,0,77,199,371,335,0,36,109,438,397,0,41
8280,r164,"All institutions<sup>a</sup> -> U. Hawaii, Manoa",All institutions<sup>a</sup>,"U. Hawaii, Manoa",2,163,805,522,142,141,123,625,427,106,92,224,180,95,36,49
8280,r165,All institutions<sup>a</sup> -> U. Kansas,All institutions<sup>a</sup>,U. Kansas,2,164,790,489,165,136,165,455,254,105,96,144,335,235,60,40
8280,r166,"All institutions<sup>a</sup> -> California State U., Los Angeles",All institutions<sup>a</sup>,"California State U., Los Angeles",2,165,783,498,201,84,186,405,289,80,36,123,378,209,121,48
8280,r167,All institutions<sup>a</sup> -> Long Island U.,All institutions<sup>a</sup>,Long Island U.,2,166,779,423,2,354,126,618,316,0,302,241,161,107,2,52
8280,r168,"All institutions<sup>a</sup> -> U. North Carolina, Greensboro",All institutions<sup>a</sup>,"U. North Carolina, Greensboro",2,167,776,545,0,231,159,467,307,0,160,152,309,238,0,71
8280,r169,All institutions<sup>a</sup> -> Portland State U.,All institutions<sup>a</sup>,Portland State U.,2,168,768,555,124,89,186,405,301,40,64,131,363,254,84,25
8280,r170,All institutions<sup>a</sup> -> Rice U.,All institutions<sup>a</sup>,Rice U.,2,169,767,585,182,0,115,658,497,161,0,298,109,88,21,0
8280,r171,"All institutions<sup>a</sup> -> U. Alabama, Huntsville",All institutions<sup>a</sup>,"U. Alabama, Huntsville",2,169,767,297,470,0,260,262,161,101,0,89,505,136,369,0
8280,r172,All institutions<sup>a</sup> -> U. San Diego,All institutions<sup>a</sup>,U. San Diego,2,171,755,584,0,171,255,269,248,0,21,94,486,336,0,150
8280,r173,All institutions<sup>a</sup> -> Brigham Young U.,All institutions<sup>a</sup>,Brigham Young U.,2,172,746,445,203,98,200,366,213,88,65,122,380,232,115,33
8280,r174,All institutions<sup>a</sup> -> East Carolina U.,All institutions<sup>a</sup>,East Carolina U.,2,173,741,467,40,234,180,414,242,19,153,146,327,225,21,81
8280,r175,"All institutions<sup>a</sup> -> U. Nevada, Reno",All institutions<sup>a</sup>,"U. Nevada, Reno",2,174,740,295,156,289,138,536,240,135,161,201,204,55,21,128
8280,r176,All institutions<sup>a</sup> -> West Virginia U.,All institutions<sup>a</sup>,West Virginia U.,2,175,738,355,213,170,131,582,274,155,153,248,156,81,58,17
8280,r177,"All institutions<sup>a</sup> -> U. Massachusetts, Boston",All institutions<sup>a</sup>,"U. Massachusetts, Boston",2,176,733,571,0,162,249,280,255,0,25,103,453,316,0,137
8280,r178,"All institutions<sup>a</sup> -> U. Maryland, Baltimore County",All institutions<sup>a</sup>,"U. Maryland, Baltimore County",2,177,730,641,89,0,162,459,415,44,0,166,271,226,45,0
8280,r179,All institutions<sup>a</sup> -> Pace U.,All institutions<sup>a</sup>,Pace U.,2,178,719,671,11,37,174,443,403,3,37,162,276,268,8,0
8280,r180,"All institutions<sup>a</sup> -> U. Nebraska, Omaha",All institutions<sup>a</sup>,"U. Nebraska, Omaha",2,179,717,690,0,27,251,278,256,0,22,108,439,434,0,5
8280,r181,All institutions<sup>a</sup> -> Texas A&M U.-Commerce,All institutions<sup>a</sup>,Texas A&M U.-Commerce,2,180,713,612,0,101,266,256,208,0,48,99,457,404,0,53
8280,r182,"All institutions<sup>a</sup> -> U. Arkansas, Fayetteville",All institutions<sup>a</sup>,"U. Arkansas, Fayetteville",2,181,701,323,300,78,203,355,178,107,70,138,346,145,193,8
8280,r183,"All institutions<sup>a</sup> -> U. Illinois, Springfield",All institutions<sup>a</sup>,"U. Illinois, Springfield",2,182,700,649,0,51,257,268,244,0,24,111,432,405,0,27
8280,r184,All institutions<sup>a</sup> -> Washington State U.,All institutions<sup>a</sup>,Washington State U.,2,183,695,450,178,67,147,499,314,118,67,209,196,136,60,0
8280,r185,All institutions<sup>a</sup> -> Regis U.,All institutions<sup>a</sup>,Regis U.,2,184,694,677,0,17,152,493,481,0,12,204,201,196,0,5
8280,r186,All institutions<sup>a</sup> -> New School,All institutions<sup>a</sup>,New School,2,185,692,692,0,0,193,382,382,0,0,151,310,310,0,0
8280,r187,All institutions<sup>a</sup> -> U. South Carolina,All institutions<sup>a</sup>,U. South Carolina,2,186,679,319,94,266,173,444,257,60,127,181,235,62,34,139
8280,r188,All institutions<sup>a</sup> -> U. Idaho,All institutions<sup>a</sup>,U. Idaho,2,186,679,500,179,0,235,309,237,72,0,127,370,263,107,0
8280,r189,"All institutions<sup>a</sup> -> U. North Texas, Health Science Center",All institutions<sup>a</sup>,"U. North Texas, Health Science Center",2,188,677,433,0,244,135,548,406,0,142,276,129,27,0,102
8280,r190,All institutions<sup>a</sup> -> Missouri State U.,All institutions<sup>a</sup>,Missouri State U.,2,189,674,520,0,154,178,428,322,0,106,177,246,198,0,48
8280,r191,All institutions<sup>a</sup> -> Grand Valley State U.,All institutions<sup>a</sup>,Grand Valley State U.,2,190,670,404,44,222,163,458,236,18,204,196,212,168,26,18
8280,r192,All institutions<sup>a</sup> -> Northern Arizona U.,All institutions<sup>a</sup>,Northern Arizona U.,2,191,669,383,111,175,156,474,300,99,75,211,195,83,12,100
8280,r193,"All institutions<sup>a</sup> -> U. California, Riverside",All institutions<sup>a</sup>,"U. California, Riverside",2,192,663,339,324,0,135,548,335,213,0,290,115,4,111,0
8280,r194,All institutions<sup>a</sup> -> Azusa Pacific U.,All institutions<sup>a</sup>,Azusa Pacific U.,2,192,663,622,0,41,161,461,429,0,32,203,202,193,0,9
8280,r195,All institutions<sup>a</sup> -> Saint Louis U.,All institutions<sup>a</sup>,Saint Louis U.,2,194,662,381,64,217,126,618,354,55,209,422,44,27,9,8
8280,r196,All institutions<sup>a</sup> -> Ball State U.,All institutions<sup>a</sup>,Ball State U.,2,195,658,573,0,85,218,331,262,0,69,146,327,311,0,16
8280,r197,All institutions<sup>a</sup> -> Texas A&M U.-Kingsville,All institutions<sup>a</sup>,Texas A&M U.-Kingsville,2,196,657,367,201,89,176,442,272,112,58,193,215,95,89,31
8280,r198,All institutions<sup>a</sup> -> Louisiana State U.,All institutions<sup>a</sup>,Louisiana State U.,2,197,656,384,106,166,149,494,300,75,119,240,162,84,31,47
8280,r199,"All institutions<sup>a</sup> -> Southern Illinois U., Edwardsville",All institutions<sup>a</sup>,"Southern Illinois U., Edwardsville",2,198,650,389,180,81,216,335,175,87,73,150,315,214,93,8
8280,r200,All institutions<sup>a</sup> -> Georgia Southern U.,All institutions<sup>a</sup>,Georgia Southern U.,2,199,649,287,111,251,165,455,199,72,184,212,194,88,39,67
8280,r201,All institutions<sup>a</sup> -> Brandeis U.,All institutions<sup>a</sup>,Brandeis U.,2,200,647,647,0,0,126,618,618,0,0,470,29,29,0,0
8280,r202,All institutions<sup>a</sup> -> Western Michigan U.,All institutions<sup>a</sup>,Western Michigan U.,2,201,641,408,134,99,141,524,333,108,83,289,117,75,26,16
8280,r203,All institutions<sup>a</sup> -> U. Northern Colorado,All institutions<sup>a</sup>,U. Northern Colorado,2,202,636,415,0,221,233,312,175,0,137,148,324,240,0,84
8280,r204,All institutions<sup>a</sup> -> Villanova U.,All institutions<sup>a</sup>,Villanova U.,2,203,632,269,363,0,203,355,203,152,0,161,277,66,211,0
8280,r205,"All institutions<sup>a</sup> -> CUNY, Hunter C.",All institutions<sup>a</sup>,"CUNY, Hunter C.",2,203,632,585,0,47,359,138,93,0,45,92,494,492,0,2
8280,r206,"All institutions<sup>a</sup> -> California State U., Fresno",All institutions<sup>a</sup>,"California State U., Fresno",2,205,621,389,88,144,183,411,233,45,133,198,210,156,43,11
8280,r207,All institutions<sup>a</sup> -> Michigan Technological U.,All institutions<sup>a</sup>,Michigan Technological U.,2,205,621,248,360,13,191,392,134,252,6,185,229,114,108,7
8280,r208,All institutions<sup>a</sup> -> Saint Mary's U. Minnesota,All institutions<sup>a</sup>,Saint Mary's U. Minnesota,2,207,616,552,0,64,160,466,423,0,43,252,150,129,0,21
8280,r209,All institutions<sup>a</sup> -> Lewis U.,All institutions<sup>a</sup>,Lewis U.,2,208,610,540,0,70,193,382,314,0,68,186,228,226,0,2
8280,r210,All institutions<sup>a</sup> -> Tarleton State U.,All institutions<sup>a</sup>,Tarleton State U.,2,209,608,608,0,0,372,129,129,0,0,96,479,479,0,0
8280,r211,All institutions<sup>a</sup> -> California Institute of Integral Studies,All institutions<sup>a</sup>,California Institute of Integral Studies,2,210,603,603,0,0,158,471,471,0,0,272,132,132,0,0
8280,r212,All institutions<sup>a</sup> -> U. Rhode Island,All institutions<sup>a</sup>,U. Rhode Island,2,211,602,307,139,156,180,414,221,77,116,221,188,86,62,40
8280,r213,All institutions<sup>a</sup> -> Western Illinois U.,All institutions<sup>a</sup>,Western Illinois U.,2,212,596,542,0,54,153,492,441,0,51,306,104,101,0,3
8280,r214,All institutions<sup>a</sup> -> Rivier U.,All institutions<sup>a</sup>,Rivier U.,2,213,592,143,0,449,370,130,125,0,5,98,462,18,0,444
8280,r215,All institutions<sup>a</sup> -> Towson U.,All institutions<sup>a</sup>,Towson U.,2,214,590,490,0,100,212,339,239,0,100,173,251,251,0,0
8280,r216,All institutions<sup>a</sup> -> Missouri U. of Science and Technology,All institutions<sup>a</sup>,Missouri U. of Science and Technology,2,215,587,193,394,0,232,313,132,181,0,165,274,61,213,0
8280,r217,All institutions<sup>a</sup> -> Oakland U.,All institutions<sup>a</sup>,Oakland U.,2,216,581,225,284,72,239,300,138,112,50,159,281,87,172,22
8280,r218,"All institutions<sup>a</sup> -> CUNY, Queens C.",All institutions<sup>a</sup>,"CUNY, Queens C.",2,217,575,499,0,76,237,305,249,0,56,167,270,250,0,20
8280,r219,All institutions<sup>a</sup> -> U. New Hampshire,All institutions<sup>a</sup>,U. New Hampshire,2,218,567,382,99,86,188,401,259,70,72,237,166,123,29,14
8280,r220,"All institutions<sup>a</sup> -> CUNY, City C.",All institutions<sup>a</sup>,"CUNY, City C.",2,219,561,405,156,0,285,225,161,64,0,143,336,244,92,0
8280,r221,All institutions<sup>a</sup> -> U. Maine,All institutions<sup>a</sup>,U. Maine,2,220,554,408,112,34,177,436,310,92,34,288,118,98,20,0
8280,r222,All institutions<sup>a</sup> -> U. North Dakota,All institutions<sup>a</sup>,U. North Dakota,2,221,547,321,118,108,304,205,94,40,71,142,342,227,78,37
8280,r223,All institutions<sup>a</sup> -> Air Force Institute of Technology,All institutions<sup>a</sup>,Air Force Institute of Technology,2,222,544,98,439,7,184,410,83,322,5,269,134,15,117,2
8280,r224,All institutions<sup>a</sup> -> National Louis U.,All institutions<sup>a</sup>,National Louis U.,2,223,538,538,0,0,190,399,399,0,0,262,139,139,0,0
8280,r225,"All institutions<sup>a</sup> -> U. Puerto Rico, Mayaguez",All institutions<sup>a</sup>,"U. Puerto Rico, Mayaguez",2,224,536,389,147,0,154,491,362,129,0,420,45,27,18,0
8280,r226,All institutions<sup>a</sup> -> Rowan U.,All institutions<sup>a</sup>,Rowan U.,2,224,536,364,115,57,228,320,197,77,46,191,216,167,38,11
8280,r227,All institutions<sup>a</sup> -> West Chester U. Pennsylvania,All institutions<sup>a</sup>,West Chester U. Pennsylvania,2,226,533,299,0,234,245,285,124,0,161,175,248,175,0,73
8280,r228,"All institutions<sup>a</sup> -> Southern Illinois U., Carbondale",All institutions<sup>a</sup>,"Southern Illinois U., Carbondale",2,227,530,335,70,125,174,443,280,54,109,335,87,55,16,16
8280,r229,All institutions<sup>a</sup> -> St. Cloud State U.,All institutions<sup>a</sup>,St. Cloud State U.,2,227,530,325,114,91,248,281,181,36,64,174,249,144,78,27
8280,r230,All institutions<sup>a</sup> -> Barry U.,All institutions<sup>a</sup>,Barry U.,2,229,523,478,0,45,208,343,302,0,41,224,180,176,0,4
8280,r231,"All institutions<sup>a</sup> -> U. California, Santa Barbara",All institutions<sup>a</sup>,"U. California, Santa Barbara",2,230,518,413,105,0,142,518,413,105,0,621,0,0,0,0
8280,r232,"All institutions<sup>a</sup> -> California State U., San Bernardino",All institutions<sup>a</sup>,"California State U., San Bernardino",2,230,518,482,0,36,171,446,411,0,35,367,72,71,0,1
8280,r233,All institutions<sup>a</sup> -> North Dakota State U.,All institutions<sup>a</sup>,North Dakota State U.,2,232,512,346,116,50,244,287,203,54,30,189,225,143,62,20
8280,r234,All institutions<sup>a</sup> -> Middle Tennessee State U.,All institutions<sup>a</sup>,Middle Tennessee State U.,2,233,510,460,0,50,647,0,0,0,0,86,510,460,0,50
8280,r235,All institutions<sup>a</sup> -> U. New England,All institutions<sup>a</sup>,U. New England,2,234,505,205,0,300,221,329,124,0,205,231,176,81,0,95
8280,r236,All institutions<sup>a</sup> -> Virginia Commonwealth U.,All institutions<sup>a</sup>,Virginia Commonwealth U.,2,235,494,305,105,84,240,297,196,30,71,208,197,109,75,13
8280,r237,All institutions<sup>a</sup> -> East Tennessee State U.,All institutions<sup>a</sup>,East Tennessee State U.,2,236,493,150,0,343,213,338,107,0,231,250,155,43,0,112
8280,r238,"All institutions<sup>a</sup> -> California State U., East Bay",All institutions<sup>a</sup>,"California State U., East Bay",2,237,490,411,0,79,196,377,301,0,76,292,113,110,0,3
8280,r239,All institutions<sup>a</sup> -> U. Southern Mississippi,All institutions<sup>a</sup>,U. Southern Mississippi,2,238,485,268,4,213,185,409,230,0,179,360,76,38,4,34
8280,r240,"All institutions<sup>a</sup> -> U. Texas, Tyler<sup>b</sup>",All institutions<sup>a</sup>,"U. Texas, Tyler<sup>b</sup>",2,239,479,281,45,153,249,280,177,36,67,206,199,104,9,86
8280,r241,"All institutions<sup>a</sup> -> U. Massachusetts, Dartmouth",All institutions<sup>a</sup>,"U. Massachusetts, Dartmouth",2,240,471,379,92,0,294,216,180,36,0,172,255,199,56,0
8280,r242,"All institutions<sup>a</sup> -> California Polytechnic State U., San Luis Obispo",All institutions<sup>a</sup>,"California Polytechnic State U., San Luis Obispo",2,241,466,237,229,0,221,329,144,185,0,264,137,93,44,0
8280,r243,"All institutions<sup>a</sup> -> Loyola U., Chicago",All institutions<sup>a</sup>,"Loyola U., Chicago",2,242,464,367,33,64,213,338,291,13,34,280,126,76,20,30
8280,r244,All institutions<sup>a</sup> -> U. Toledo,All institutions<sup>a</sup>,U. Toledo,2,243,463,191,138,134,241,296,159,62,75,235,167,32,76,59
8280,r245,All institutions<sup>a</sup> -> U. Wyoming,All institutions<sup>a</sup>,U. Wyoming,2,244,462,339,68,55,202,361,250,60,51,315,101,89,8,4
8280,r246,All institutions<sup>a</sup> -> Marshall U.,All institutions<sup>a</sup>,Marshall U.,2,245,460,324,24,112,225,327,208,15,104,271,133,116,9,8
8280,r247,All institutions<sup>a</sup> -> New York Institute of Technology,All institutions<sup>a</sup>,New York Institute of Technology,2,245,460,325,115,20,228,320,242,58,20,260,140,83,57,0
8280,r248,All institutions<sup>a</sup> -> U. Iowa,All institutions<sup>a</sup>,U. Iowa,2,247,458,211,88,159,189,400,188,73,139,392,58,23,15,20
8280,r249,All institutions<sup>a</sup> -> Angelo State U.,All institutions<sup>a</sup>,Angelo State U.,2,248,451,397,0,54,319,183,166,0,17,169,268,231,0,37
8280,r250,All institutions<sup>a</sup> -> Eastern Michigan U.,All institutions<sup>a</sup>,Eastern Michigan U.,2,249,447,325,0,122,304,205,133,0,72,178,242,192,0,50
8280,r251,"All institutions<sup>a</sup> -> U. Puerto Rico, Medical Sciences Campus",All institutions<sup>a</sup>,"U. Puerto Rico, Medical Sciences Campus",2,250,445,112,0,333,192,391,95,0,296,399,54,17,0,37
8280,r252,All institutions<sup>a</sup> -> Southeast Missouri State U.,All institutions<sup>a</sup>,Southeast Missouri State U.,2,250,445,405,0,40,211,340,310,0,30,304,105,95,0,10
8280,r253,"All institutions<sup>a</sup> -> U. Nevada, Las Vegas",All institutions<sup>a</sup>,"U. Nevada, Las Vegas",2,252,434,260,71,103,258,267,159,31,77,235,167,101,40,26
8280,r254,All institutions<sup>a</sup> -> U. Montana,All institutions<sup>a</sup>,U. Montana,2,252,434,272,0,162,268,255,163,0,92,227,179,109,0,70
8280,r255,All institutions<sup>a</sup> -> Montana State U.,All institutions<sup>a</sup>,Montana State U.,2,254,431,332,99,0,231,317,232,85,0,291,114,100,14,0
8280,r256,"All institutions<sup>a</sup> -> U. North Carolina, Wilmington",All institutions<sup>a</sup>,"U. North Carolina, Wilmington",2,255,428,428,0,0,218,331,331,0,0,323,97,97,0,0
8280,r257,All institutions<sup>a</sup> -> South Dakota State U.,All institutions<sup>a</sup>,South Dakota State U.,2,255,428,327,79,22,264,258,207,51,0,234,170,120,28,22
8280,r258,All institutions<sup>a</sup> -> Illinois State U.,All institutions<sup>a</sup>,Illinois State U.,2,257,425,355,0,70,205,354,284,0,70,370,71,71,0,0
8280,r259,All institutions<sup>a</sup> -> Bowling Green State U.,All institutions<sup>a</sup>,Bowling Green State U.,2,258,416,330,27,59,252,275,194,22,59,258,141,136,5,0
8280,r260,All institutions<sup>a</sup> -> Lehigh U.,All institutions<sup>a</sup>,Lehigh U.,2,259,408,211,197,0,273,249,162,87,0,246,159,49,110,0
8280,r261,"All institutions<sup>a</sup> -> CUNY, John Jay C. of Criminal Justice",All institutions<sup>a</sup>,"CUNY, John Jay C. of Criminal Justice",2,259,408,408,0,0,324,175,175,0,0,182,233,233,0,0
8280,r262,All institutions<sup>a</sup> -> Governors State U.,All institutions<sup>a</sup>,Governors State U.,2,261,407,292,0,115,262,261,190,0,71,257,146,102,0,44
8280,r263,All institutions<sup>a</sup> -> Touro C.,All institutions<sup>a</sup>,Touro C.,2,262,406,304,0,102,218,331,230,0,101,363,75,74,0,1
8280,r264,All institutions<sup>a</sup> -> Eastern Washington U.,All institutions<sup>a</sup>,Eastern Washington U.,2,263,402,273,0,129,221,329,219,0,110,366,73,54,0,19
8280,r265,All institutions<sup>a</sup> -> Central Michigan U.,All institutions<sup>a</sup>,Central Michigan U.,2,264,397,269,14,114,237,305,191,5,109,326,92,78,9,5
8280,r266,All institutions<sup>a</sup> -> Appalachian State U.,All institutions<sup>a</sup>,Appalachian State U.,2,265,396,282,0,114,215,337,224,0,113,390,59,58,0,1
8280,r267,"All institutions<sup>a</sup> -> CUNY, Brooklyn C.",All institutions<sup>a</sup>,"CUNY, Brooklyn C.",2,266,392,286,0,106,384,116,51,0,65,162,276,235,0,41
8280,r268,All institutions<sup>a</sup> -> U. Vermont,All institutions<sup>a</sup>,U. Vermont,2,267,391,183,54,154,269,254,135,35,84,264,137,48,19,70
8280,r269,All institutions<sup>a</sup> -> North Carolina Central U.,All institutions<sup>a</sup>,North Carolina Central U.,2,268,390,275,0,115,260,262,150,0,112,277,128,125,0,3
8280,r270,All institutions<sup>a</sup> -> Southern Connecticut State U.,All institutions<sup>a</sup>,Southern Connecticut State U.,2,269,387,179,12,196,278,238,88,4,146,255,149,91,8,50
8280,r271,All institutions<sup>a</sup> -> Idaho State U.,All institutions<sup>a</sup>,Idaho State U.,2,270,383,161,53,169,285,225,109,36,80,247,158,52,17,89
8280,r272,All institutions<sup>a</sup> -> Yale U.,All institutions<sup>a</sup>,Yale U.,2,271,380,275,9,96,197,374,273,8,93,574,6,2,1,3
8280,r273,"All institutions<sup>a</sup> -> U. Puerto Rico, Rio Piedras",All institutions<sup>a</sup>,"U. Puerto Rico, Rio Piedras",2,271,380,380,0,0,226,326,326,0,0,399,54,54,0,0
8280,r274,All institutions<sup>a</sup> -> Western Kentucky U.,All institutions<sup>a</sup>,Western Kentucky U.,2,271,380,165,0,215,263,260,92,0,168,286,120,73,0,47
8280,r275,All institutions<sup>a</sup> -> Massachusetts C. of Pharmacy and Health Sciences,All institutions<sup>a</sup>,Massachusetts C. of Pharmacy and Health Sciences,2,271,380,12,0,368,351,143,12,0,131,180,237,0,0,237
8280,r276,All institutions<sup>a</sup> -> Boise State U.,All institutions<sup>a</sup>,Boise State U.,2,275,379,212,83,84,299,214,132,36,46,238,165,80,47,38
8280,r277,All institutions<sup>a</sup> -> U. Mississippi,All institutions<sup>a</sup>,U. Mississippi,2,276,369,189,22,158,206,353,181,20,152,523,16,8,2,6
8280,r278,All institutions<sup>a</sup> -> Adelphi U.,All institutions<sup>a</sup>,Adelphi U.,2,277,368,187,0,181,234,311,131,0,180,395,57,56,0,1
8280,r279,All institutions<sup>a</sup> -> Marquette U.,All institutions<sup>a</sup>,Marquette U.,2,278,367,161,67,139,290,218,74,27,117,255,149,87,40,22
8280,r280,All institutions<sup>a</sup> -> U. Central Oklahoma,All institutions<sup>a</sup>,U. Central Oklahoma,2,279,366,259,18,89,282,231,163,9,59,267,135,96,9,30
8280,r281,All institutions<sup>a</sup> -> Simmons U.,All institutions<sup>a</sup>,Simmons U.,2,280,360,312,0,48,545,30,30,0,0,145,330,282,0,48
8280,r282,"All institutions<sup>a</sup> -> U. Louisiana, Monroe",All institutions<sup>a</sup>,"U. Louisiana, Monroe",2,281,358,253,0,105,288,219,133,0,86,262,139,120,0,19
8280,r283,All institutions<sup>a</sup> -> Eastern Kentucky U.,All institutions<sup>a</sup>,Eastern Kentucky U.,2,281,358,278,0,80,348,146,79,0,67,196,212,199,0,13
8280,r284,All institutions<sup>a</sup> -> Marymount U.,All institutions<sup>a</sup>,Marymount U.,2,283,356,337,0,19,259,265,253,0,12,329,91,84,0,7
8280,r285,All institutions<sup>a</sup> -> Central Washington U.,All institutions<sup>a</sup>,Central Washington U.,2,284,355,301,16,38,275,242,212,0,30,292,113,89,16,8
8280,r286,All institutions<sup>a</sup> -> Claremont Graduate U.,All institutions<sup>a</sup>,Claremont Graduate U.,2,285,354,290,0,64,359,138,116,0,22,191,216,174,0,42
8280,r287,All institutions<sup>a</sup> -> Roosevelt U.,All institutions<sup>a</sup>,Roosevelt U.,2,286,348,346,0,2,275,242,241,0,1,302,106,105,0,1
8280,r288,All institutions<sup>a</sup> -> Dartmouth C.,All institutions<sup>a</sup>,Dartmouth C.,2,287,347,104,95,148,227,324,103,92,129,489,23,1,3,19
8280,r289,All institutions<sup>a</sup> -> U. North Florida,All institutions<sup>a</sup>,U. North Florida,2,287,347,205,39,103,303,207,115,19,73,260,140,90,20,30
8280,r290,All institutions<sup>a</sup> -> U. Akron,All institutions<sup>a</sup>,U. Akron,2,289,346,174,77,95,294,216,120,34,62,275,130,54,43,33
8280,r291,"All institutions<sup>a</sup> -> St. John's U., Queens",All institutions<sup>a</sup>,"St. John's U., Queens",2,290,345,255,0,90,255,269,184,0,85,360,76,71,0,5
8280,r292,"All institutions<sup>a</sup> -> U. California, Santa Cruz",All institutions<sup>a</sup>,"U. California, Santa Cruz",2,291,344,299,45,0,221,329,289,40,0,525,15,10,5,0
8280,r293,"All institutions<sup>a</sup> -> California State U., Chico",All institutions<sup>a</sup>,"California State U., Chico",2,291,344,260,0,84,287,223,145,0,78,285,121,115,0,6
8280,r294,All institutions<sup>a</sup> -> Lake Erie C. of Osteopathic Medicine,All institutions<sup>a</sup>,Lake Erie C. of Osteopathic Medicine,2,293,342,342,0,0,210,342,342,0,0,621,0,0,0,0
8280,r295,All institutions<sup>a</sup> -> Sage Colleges,All institutions<sup>a</sup>,Sage Colleges,2,293,342,342,0,0,466,61,61,0,0,159,281,281,0,0
8280,r296,All institutions<sup>a</sup> -> Murray State U.,All institutions<sup>a</sup>,Murray State U.,2,295,341,286,0,55,351,143,88,0,55,207,198,198,0,0
8280,r297,All institutions<sup>a</sup> -> Boston C.,All institutions<sup>a</sup>,Boston C.,2,296,339,339,0,0,264,258,258,0,0,346,81,81,0,0
8280,r298,All institutions<sup>a</sup> -> Seton Hall U.,All institutions<sup>a</sup>,Seton Hall U.,2,297,336,242,0,94,271,253,159,0,94,341,83,83,0,0
8280,r299,All institutions<sup>a</sup> -> Western Washington U.,All institutions<sup>a</sup>,Western Washington U.,2,298,334,275,0,59,266,256,206,0,50,358,78,69,0,9
8280,r300,All institutions<sup>a</sup> -> Seattle U.,All institutions<sup>a</sup>,Seattle U.,2,299,332,312,20,0,329,168,166,2,0,239,164,146,18,0
8280,r301,All institutions<sup>a</sup> -> Philadelphia C. of Osteopathic Medicine,All institutions<sup>a</sup>,Philadelphia C. of Osteopathic Medicine,2,300,329,329,0,0,242,292,292,0,0,443,37,37,0,0
8280,r302,All institutions<sup>a</sup> -> U. Hartford,All institutions<sup>a</sup>,U. Hartford,2,301,327,260,67,0,388,112,83,29,0,193,215,177,38,0
8280,r303,All institutions<sup>a</sup> -> Columbus State U.,All institutions<sup>a</sup>,Columbus State U.,2,302,326,318,0,8,363,137,130,0,7,219,189,188,0,1
8280,r304,"All institutions<sup>a</sup> -> SUNY, Downstate Medical Center",All institutions<sup>a</sup>,"SUNY, Downstate Medical Center",2,303,323,16,0,307,334,162,16,0,146,241,161,0,0,161
8280,r305,All institutions<sup>a</sup> -> Fairleigh Dickinson U.,All institutions<sup>a</sup>,Fairleigh Dickinson U.,2,304,321,278,9,34,280,237,210,8,19,338,84,68,1,15
8280,r306,All institutions<sup>a</sup> -> Nova Southeastern U.,All institutions<sup>a</sup>,Nova Southeastern U.,2,305,315,315,0,0,341,154,154,0,0,241,161,161,0,0
