table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
12299,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['31,626', '  ']","['2,438', 'i ']","['5,461', '  ']","['23,727', '  ']"
12299,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['24,082', '  ']","['1,426', 'i ']","['3,524', '  ']","['19,132', '  ']"
12299,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12299,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12299,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['5', '  ']","['D', '&nbsp;']","['3', '  ']","['D', '&nbsp;']"
12299,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['*', '  ']","['0', '  ']","['*', '  ']","['*', 'i ']"
12299,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12299,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12299,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['*', '  ']","['D', '&nbsp;']","['*', 'i ']","['D', '&nbsp;']"
12299,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['766', '  ']","['19', '  ']","['93', '  ']","['655', '  ']"
12299,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['D', '  ']","['D', '  ']","['12', '  ']","['20', '  ']"
12299,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['D', '  ']","['D', '&nbsp;']","['D', '&nbsp;']","['2', '  ']"
12299,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12299,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['703', '  ']","['8', 'i ']","['69', '  ']","['626', '  ']"
12299,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparations",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparations",,4,3256,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
12299,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['19', '  ']","['D', '  ']","['D', '  ']","['6', '  ']"
12299,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['25', '  ']","['1', '  ']","['*', 'r ']","['24', '  ']"
12299,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['3', '  ']","['0', '  ']","['*', 'i ']","['2', '  ']"
12299,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['*', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']"
12299,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['16', '  ']","['1', '  ']","['*', 'i ']","['15', '  ']"
12299,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['673', '  ']","['13', '  ']","['66', '  ']","['594', '  ']"
12299,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['*', 'i ']"
