table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_aeronautical_engineering,field_astronautical_engineering,field_chemical_engineering,field_civil_engineering,field_electrical_engineering,field_mechanical_engineering,field_metallurgy_and_materials_engineering,field_other_engineering
3895,r012,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,39376.6,3773.4,0.0,0.0,707.5,6007.9,12361.9,15532.2,993.7
3895,r013,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,293709.1,17785.5,0.0,700.0,0.0,10403.6,7201.0,38341.7,219277.4
3895,r014,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,123188.2,7115.4,4261.5,5931.6,6688.4,35823.3,29691.8,18046.5,15629.7
3895,r015,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,931142.2,0.0,0.0,8193.9,0.0,17083.8,1150.0,902675.6,2039.0
3895,r016,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,14649.0,0.0,0.0,0.0,0.0,14649.0,0.0,0.0,0.0
3895,r017,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,200.0,0.0,0.0,140.0,0.0,60.0,0.0,0.0,0.0
3895,r018,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,200.0,0.0,0.0,140.0,0.0,60.0,0.0,0.0,0.0
3895,r019,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0
3895,r020,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,915304.2,0.0,0.0,8053.9,0.0,2374.8,1150.0,902675.6,1050.0
3895,r021,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,1102387.4,0.0,0.0,0.0,0.0,0.0,0.0,8531.1,1093856.3
3895,r022,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,1102387.4,0.0,0.0,0.0,0.0,0.0,0.0,8531.1,1093856.3
3895,r023,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,24746.0,0.0,0.0,271.0,0.0,3883.5,0.0,0.0,20591.6
3895,r024,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,24746.0,0.0,0.0,271.0,0.0,3883.5,0.0,0.0,20591.6
3895,r025,All agencies -> Departments -> Department of Housing and Urban Development,All agencies,Departments,Department of Housing and Urban Development,,,3,1159.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1159.2
3895,r026,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,182.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.9
3895,r027,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,182.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.9
3895,r028,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,13.9,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.0
3895,r029,All agencies -> Departments -> Department of the Treasury -> U.S. Mint,All agencies,Departments,Department of the Treasury,U.S. Mint,,4,13.9,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.0
3895,r030,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,18873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18873.0
3895,r031,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,
3895,r032,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,798347.9,0.0,0.0,49287.4,4050.3,92442.7,49987.4,181142.2,421437.8
