table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_dhs,field_doc,field_dod,field_doe,field_doi,field_dot,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
4335,r001,All HHE institutions,All HHE institutions,,1,-,4754260.4,401.8,40060.3,466259.8,152322.7,8144.2,24776.9,26575.8,2450.0,2914033.8,125372.6,887400.7,102198.7,4263.1
4335,r002,"All HHE institutions -> U. California, San Diego<sup>b</sup>",All HHE institutions,"U. California, San Diego<sup>b</sup>",2,1,707140.9,0.0,1806.3,87988.2,22531.7,25.6,0.0,212.0,0.0,462604.7,9774.3,118748.0,3450.0,0.0
4335,r003,"All HHE institutions -> U. California, Los Angeles",All HHE institutions,"U. California, Los Angeles",2,2,572994.0,0.0,278.0,33695.1,28720.1,356.5,0.0,1201.4,0.0,437782.1,13784.8,57175.9,0.0,0.0
4335,r004,"All HHE institutions -> U. Texas, Austin",All HHE institutions,"U. Texas, Austin",2,3,361860.3,0.0,1710.2,128454.4,19364.5,498.7,2800.2,4466.7,0.0,67668.0,10099.8,126433.1,354.8,10.0
4335,r005,"All HHE institutions -> U. California, Davis",All HHE institutions,"U. California, Davis",2,4,352732.7,0.0,124.3,18286.3,13370.5,136.0,5600.2,2522.1,0.0,236143.9,4436.9,38097.5,29965.1,4050.0
4335,r006,All HHE institutions -> U. Arizona,All HHE institutions,U. Arizona,2,5,277967.0,0.0,1420.1,11616.9,8132.9,1157.9,250.0,246.0,300.0,146992.9,48102.0,48247.2,11501.0,0.0
4335,r007,All HHE institutions -> U. Colorado Boulder<sup>b</sup>,All HHE institutions,U. Colorado Boulder<sup>b</sup>,2,6,244309.8,0.0,0.0,4924.6,0.0,0.0,0.0,204.3,0.0,236562.7,0.0,2618.1,0.0,0.0
4335,r008,"All HHE institutions -> U. California, Irvine",All HHE institutions,"U. California, Irvine",2,7,231085.6,0.0,1218.5,15753.3,9157.3,0.0,0.0,2910.7,0.0,147002.2,6715.4,48328.2,0.0,0.0
4335,r009,"All HHE institutions -> U. Illinois, Chicago",All HHE institutions,"U. Illinois, Chicago",2,8,208579.3,0.0,374.8,5715.0,3504.1,150.0,0.0,1632.2,0.0,156265.8,0.0,40849.2,0.0,88.2
4335,r010,All HHE institutions -> U. Miami<sup>b</sup>,All HHE institutions,U. Miami<sup>b</sup>,2,9,198487.5,0.0,9710.0,16674.5,853.1,166.7,0.0,777.3,0.0,163941.9,2380.1,3983.9,0.0,0.0
4335,r011,All HHE institutions -> U. Texas M. D. Anderson Cancer Center,All HHE institutions,U. Texas M. D. Anderson Cancer Center,2,10,169602.3,0.0,0.0,3216.2,0.0,0.0,0.0,0.0,0.0,166136.1,250.0,0.0,0.0,0.0
4335,r012,All HHE institutions -> U. New Mexico,All HHE institutions,U. New Mexico,2,11,114483.6,0.0,10.0,7580.4,2942.3,449.5,0.0,0.0,300.0,75853.8,907.0,26419.5,21.0,0.0
4335,r013,"All HHE institutions -> U. California, Santa Barbara",All HHE institutions,"U. California, Santa Barbara",2,12,113313.3,0.0,618.7,29538.7,9963.9,608.1,0.0,967.4,0.0,14917.4,5252.1,51447.1,0.0,0.0
4335,r014,"All HHE institutions -> U. Texas Health Science Center, Houston<sup>b</sup>",All HHE institutions,"U. Texas Health Science Center, Houston<sup>b</sup>",2,13,112106.9,0.0,0.0,4213.2,0.0,0.0,0.0,1479.1,0.0,105857.5,0.0,355.7,201.4,0.0
4335,r015,"All HHE institutions -> U. Texas Health Science Center, San Antonio",All HHE institutions,"U. Texas Health Science Center, San Antonio",2,14,96418.5,0.0,0.0,6279.7,0.0,0.0,0.0,0.0,0.0,90088.8,0.0,50.0,0.0,0.0
