table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients
1217,r001,"Female, all institutions","Female, all institutions",,,1,3494
1217,r002,"Female, all institutions -> Foreign or unknown institutions","Female, all institutions",Foreign or unknown institutions,,2,507
1217,r003,"Female, all institutions -> Top 53 U.S. institutions","Female, all institutions",Top 53 U.S. institutions,,2,1177
1217,r004,"Female, all institutions -> Top 53 U.S. institutions -> Spelman C.","Female, all institutions",Top 53 U.S. institutions,Spelman C.,3,95
1217,r005,"Female, all institutions -> Top 53 U.S. institutions -> Howard U.","Female, all institutions",Top 53 U.S. institutions,Howard U.,3,82
1217,r006,"Female, all institutions -> Top 53 U.S. institutions -> Florida A&M U.","Female, all institutions",Top 53 U.S. institutions,Florida A&M U.,3,49
1217,r007,"Female, all institutions -> Top 53 U.S. institutions -> Hampton U.","Female, all institutions",Top 53 U.S. institutions,Hampton U.,3,40
1217,r008,"Female, all institutions -> Top 53 U.S. institutions -> U. Maryland, Baltimore County","Female, all institutions",Top 53 U.S. institutions,"U. Maryland, Baltimore County",3,34
1217,r009,"Female, all institutions -> Top 53 U.S. institutions -> Xavier U. Louisiana","Female, all institutions",Top 53 U.S. institutions,Xavier U. Louisiana,3,32
1217,r010,"Female, all institutions -> Top 53 U.S. institutions -> Jackson State U.","Female, all institutions",Top 53 U.S. institutions,Jackson State U.,3,29
1217,r011,"Female, all institutions -> Top 53 U.S. institutions -> North Carolina Agricultural and Technical State U.","Female, all institutions",Top 53 U.S. institutions,North Carolina Agricultural and Technical State U.,3,28
1217,r012,"Female, all institutions -> Top 53 U.S. institutions -> U. Maryland, College Park","Female, all institutions",Top 53 U.S. institutions,"U. Maryland, College Park",3,28
1217,r013,"Female, all institutions -> Top 53 U.S. institutions -> U. North Carolina, Chapel Hill","Female, all institutions",Top 53 U.S. institutions,"U. North Carolina, Chapel Hill",3,28
1217,r014,"Female, all institutions -> Top 53 U.S. institutions -> Florida State U.","Female, all institutions",Top 53 U.S. institutions,Florida State U.,3,27
1217,r015,"Female, all institutions -> Top 53 U.S. institutions -> Emory U.","Female, all institutions",Top 53 U.S. institutions,Emory U.,3,24
1217,r016,"Female, all institutions -> Top 53 U.S. institutions -> Pennsylvania State U., University Park and Hershey Medical Center","Female, all institutions",Top 53 U.S. institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,24
1217,r017,"Female, all institutions -> Top 53 U.S. institutions -> Morgan State U.","Female, all institutions",Top 53 U.S. institutions,Morgan State U.,3,22
1217,r018,"Female, all institutions -> Top 53 U.S. institutions -> Temple U.","Female, all institutions",Top 53 U.S. institutions,Temple U.,3,21
1217,r019,"Female, all institutions -> Top 53 U.S. institutions -> U. Florida","Female, all institutions",Top 53 U.S. institutions,U. Florida,3,21
1217,r020,"Female, all institutions -> Top 53 U.S. institutions -> Yale U.","Female, all institutions",Top 53 U.S. institutions,Yale U.,3,21
1217,r021,"Female, all institutions -> Top 53 U.S. institutions -> Clark Atlanta U.","Female, all institutions",Top 53 U.S. institutions,Clark Atlanta U.,3,20
1217,r022,"Female, all institutions -> Top 53 U.S. institutions -> Duke U.","Female, all institutions",Top 53 U.S. institutions,Duke U.,3,20
1217,r023,"Female, all institutions -> Top 53 U.S. institutions -> Louisiana State U., Baton Rouge","Female, all institutions",Top 53 U.S. institutions,"Louisiana State U., Baton Rouge",3,19
1217,r024,"Female, all institutions -> Top 53 U.S. institutions -> Michigan State U.","Female, all institutions",Top 53 U.S. institutions,Michigan State U.,3,19
1217,r025,"Female, all institutions -> Top 53 U.S. institutions -> Stanford U.","Female, all institutions",Top 53 U.S. institutions,Stanford U.,3,19
1217,r026,"Female, all institutions -> Top 53 U.S. institutions -> Tuskegee U.","Female, all institutions",Top 53 U.S. institutions,Tuskegee U.,3,19
1217,r027,"Female, all institutions -> Top 53 U.S. institutions -> CUNY, Hunter C.","Female, all institutions",Top 53 U.S. institutions,"CUNY, Hunter C.",3,18
