table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021_preliminary_
6457,r001,All fields,All fields,,,1,61986.3,59532.6,63191.4,63825.4,67104.6,69871.3,74587.6,81117.8,85304.8,85155.5
6457,r002,All fields -> Computer sciences and mathematics,All fields,Computer sciences and mathematics,,2,3527.5,3427.0,3883.2,3862.7,4222.8,3894.2,4206.9,4330.0,5912.4,6063.3
6457,r003,All fields -> Computer sciences and mathematics -> Computer sciences,All fields,Computer sciences and mathematics,Computer sciences,3,2392.2,2361.5,2612.8,2645.6,2815.4,2734.7,2887.9,2896.8,4280.5,NA
6457,r004,All fields -> Computer sciences and mathematics -> Mathematics,All fields,Computer sciences and mathematics,Mathematics,3,925.3,864.0,979.3,1005.9,1160.0,941.7,1055.2,1156.9,681.4,NA
6457,r005,All fields -> Computer sciences and mathematics -> Other computer sciences and mathematics,All fields,Computer sciences and mathematics,Other computer sciences and mathematics,3,210.1,201.4,291.0,211.2,247.3,217.8,263.8,276.3,950.4,NA
6457,r006,All fields -> Engineering,All fields,Engineering,,2,11403.4,10948.2,11887.5,11983.6,12971.5,13207.4,13758.6,15279.3,13222.0,14238.1
6457,r007,All fields -> Engineering -> Aeronautical engineering,All fields,Engineering,Aeronautical engineering,3,1814.9,1842.1,1833.0,1825.1,1836.1,1892.1,1118.0,1199.2,1093.5,NA
6457,r008,All fields -> Engineering -> Astronautical engineering,All fields,Engineering,Astronautical engineering,3,690.2,737.3,668.7,660.6,650.7,651.4,795.8,829.7,915.9,NA
6457,r009,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,349.6,419.0,535.4,374.6,373.0,302.3,692.3,454.1,788.2,NA
6457,r010,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,513.6,446.9,445.1,457.6,461.9,605.9,476.3,566.3,475.7,NA
6457,r011,All fields -> Engineering -> Electrical engineering,All fields,Engineering,Electrical engineering,3,1324.6,1163.2,1240.2,897.3,1062.9,1102.7,1009.8,970.6,880.6,NA
6457,r012,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,372.2,548.6,502.7,323.6,374.2,449.8,498.2,630.1,522.8,NA
6457,r013,All fields -> Engineering -> Metallurgy and materials engineering,All fields,Engineering,Metallurgy and materials engineering,3,1699.2,1729.3,1768.7,1756.9,1975.4,1941.1,1915.0,1842.8,704.5,NA
6457,r014,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,4639.1,4061.8,4893.6,5688.0,6237.3,6262.1,7253.1,8786.5,7840.8,NA
6457,r015,All fields -> Environmental sciences,All fields,Environmental sciences,,2,3884.3,4041.0,4365.8,4413.7,4450.4,4469.6,4567.6,5074.7,5039.5,4631.7
6457,r016,All fields -> Environmental sciences -> Atmospheric sciences,All fields,Environmental sciences,Atmospheric sciences,3,1469.2,1542.4,1567.5,1567.9,1597.0,1651.3,796.3,824.2,908.1,NA
6457,r017,All fields -> Environmental sciences -> Geological sciences,All fields,Environmental sciences,Geological sciences,3,725.7,626.6,561.0,643.3,562.4,580.3,227.1,239.1,306.0,NA
6457,r018,All fields -> Environmental sciences -> Oceanography,All fields,Environmental sciences,Oceanography,3,813.5,787.6,848.0,726.0,773.0,774.3,777.7,819.2,946.2,NA
6457,r019,All fields -> Environmental sciences -> Other environmental sciences,All fields,Environmental sciences,Other environmental sciences,3,875.8,1084.4,1389.3,1476.5,1518.0,1463.8,2766.4,3192.1,2879.2,NA
6457,r020,All fields -> Life sciences,All fields,Life sciences,,2,31006.2,29662.8,30950.8,30625.1,32045.4,34089.6,36994.4,38303.7,42524.8,42013.9
6457,r021,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,942.7,903.1,1004.2,1320.3,1283.1,1353.4,1325.0,1445.5,1412.6,NA
6457,r022,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,15458.3,14588.1,15310.6,14839.7,15922.6,16555.7,17828.5,18910.4,20165.4,NA
6457,r023,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,796.7,782.0,820.6,819.1,788.1,783.4,922.4,924.2,901.9,NA
6457,r024,All fields -> Life sciences -> Medical sciences,All fields,Life sciences,Medical sciences,3,11078.5,10917.4,11285.3,11086.8,11358.6,12648.7,13564.5,13774.8,16182.2,NA
6457,r025,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,2729.9,2472.3,2530.0,2559.2,2693.0,2748.4,3353.9,3248.8,3862.7,NA
6457,r026,All fields -> Physical sciences,All fields,Physical sciences,,2,6407.5,6281.9,6483.1,6510.3,6705.6,6581.5,7881.4,9816.1,8419.9,8775.4
6457,r027,All fields -> Physical sciences -> Astronomy,All fields,Physical sciences,Astronomy,3,1099.4,1147.0,1191.6,1230.2,1246.7,1292.4,887.3,1583.4,871.3,NA
6457,r028,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,1103.0,982.2,1012.7,967.7,998.9,969.2,1121.2,1125.5,1143.8,NA
6457,r029,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,3708.3,3481.8,3565.2,3040.2,3731.9,3675.9,3541.1,3446.0,3577.1,NA
6457,r030,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,496.7,670.9,713.6,1272.2,728.1,643.9,2331.7,3661.3,2827.6,NA
6457,r031,All fields -> Psychology,All fields,Psychology,,2,2086.6,1935.2,1968.0,1994.9,2021.4,2081.2,2326.9,2753.6,3275.8,3265.0
6457,r032,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,14.2,14.3,15.0,19.1,19.8,10.4,19.9,17.5,13.5,NA
6457,r033,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,61.7,64.9,59.5,58.5,56.0,56.4,48.4,52.7,41.8,NA
6457,r034,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,2010.8,1856.0,1893.5,1917.2,1945.6,2014.4,2258.5,2683.3,3220.5,NA
6457,r035,All fields -> Social sciences,All fields,Social sciences,,2,1124.5,1237.3,1435.1,1136.3,1226.7,1027.2,1039.4,1155.7,1137.4,1266.3
6457,r036,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,30.2,26.3,26.5,29.9,31.5,32.1,34.7,34.9,19.3,NA
6457,r037,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,343.5,333.0,344.3,336.8,370.9,294.1,282.4,294.9,202.7,NA
6457,r038,All fields -> Social sciences -> Political science,All fields,Social sciences,Political science,3,12.9,11.0,13.4,16.0,14.6,17.6,10.8,14.2,12.5,NA
6457,r039,All fields -> Social sciences -> Sociology,All fields,Social sciences,Sociology,3,154.7,137.2,157.7,128.2,197.4,178.0,143.2,224.0,152.4,NA
6457,r040,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,583.2,729.8,893.2,625.3,612.2,505.4,568.2,587.6,750.5,NA
6457,r041,All fields -> Other sciences nec,All fields,Other sciences nec,,2,2546.3,1999.3,2217.9,3298.8,3460.8,4520.6,3812.4,4404.8,5772.9,4901.8
