table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_r_d_program_size_all_companies,field_r_d_program_size_less_than_1_million,field_r_d_program_size_1_million_9_999_million,field_r_d_program_size_10_million_49_999_million,field_r_d_program_size_50_million_99_999_million,field_r_d_program_size_100_million_or_more
2719,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['2,573', '  ']","['37 - 52', '  ']","['190', '  ']","['231', '  ']","['146', '  ']","['1,953 - 1,969', '  ']"
2719,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,257', '  ']","['0 - 184', '  ']","['201 - 219', '  ']","['278', '  ']","['180 - 202', '  ']","['393 - 598', '  ']"
2719,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['2,667', '  ']","['187', '  ']","['711', '  ']","['1,002', '  ']","['180', '  ']","['588', '  ']"
2719,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,361', '  ']","['52', '  ']","['133', '  ']","['155', '  ']","['75', '  ']","['946', '  ']"
2719,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['817', '  ']","['42', '  ']","['230', '  ']","['208', '  ']","['177', '  ']","['160', '  ']"
2719,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,222', '  ']","['334', '  ']","['786', '  ']","['606', '  ']","['238', '  ']","['258', '  ']"
2719,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['13,765', '  ']","['344 - 379', '  ']","['1,940', '  ']","['1,791', '  ']","['1,277 - 1,315', '  ']","['8,377', '  ']"
2719,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,862', '  ']","['40', '  ']","['162', '  ']","['123', '  ']","['302', '  ']","['1,235', '  ']"
2719,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['3,623', '  ']","['9', '  ']","['0 - 45', '  ']","['27 - 204', '  ']","['99 - 229', '  ']","['3,139 - 3,489', '  ']"
2719,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['2,310', '  ']","['0 - 120', '  ']","['75', '  ']","['5 - 175', '  ']","['0 - 170', '  ']","['1,891 - 2,061', '  ']"
2719,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['5,970', '  ']","['174 - 331', '  ']","['1,657 - 1,705', '  ']","['1,291 - 1,468', '  ']","['704 - 828', '  ']","['1,761 - 1,974', '  ']"
2719,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['73,922', '  ']","['373', '  ']","['2,326', '  ']","['3,551', '  ']","['2,912', '  ']","['64,760', '  ']"
2719,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['11,822', '  ']","['41', '  ']","['322 - 386', '  ']","['636', '  ']","['689 - 754', '  ']","['10,069', '  ']"
2719,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['28,642', '  ']","['77', '  ']","['760', '  ']","['1,354', '  ']","['783', '  ']","['25,670', '  ']"
2719,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['10,864', '  ']","['217', '  ']","['1,010', '  ']","['1,079', '  ']","['880', '  ']","['7,678', '  ']"
2719,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['3,046', '  ']","['52', '  ']","['272', '  ']","['377', '  ']","['448', '  ']","['1,897', 'i ']"
2719,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['3,388', '  ']","['0 - 63', '  ']","['126', '  ']","['162', '  ']","['50 - 113', '  ']","['2,989', '  ']"
2719,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['4,430', '  ']","['101 - 166', '  ']","['611', '  ']","['540', '  ']","['318 - 383', '  ']","['2,793', '  ']"
2719,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['22,594', '  ']","['38', '  ']","['170 - 234', '  ']","['483', '  ']","['496 - 561', '  ']","['21,343', '  ']"
2719,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['4,222', '  ']","['161', '  ']","['683', '  ']","['912', '  ']","['704', '  ']","['1,762', '  ']"
2719,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['35,894', '  ']","['163', '  ']","['1,293', '  ']","['1,623', '  ']","['2,461', '  ']","['30,354', '  ']"
2719,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['23,080', '  ']","['100', '  ']","['729', '  ']","['978', '  ']","['1,452', '  ']","['19,819', '  ']"
2719,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['11,160', '  ']","['35', '  ']","['348 - 389', '  ']","['468 - 525', '  ']","['781', '  ']","['9,428 - 9,527', '  ']"
2719,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['10,746', '  ']","['34', '  ']","['298', '  ']","['402', '  ']","['740', '  ']","['9,272', '  ']"
2719,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['414', '  ']","['2', '  ']","['49 - 91', '  ']","['66 - 124', '  ']","['41', '  ']","['156 - 256', '  ']"
2719,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['6', '  ']","['*', '  ']","['5', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2719,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,649', '  ']","['28', '  ']","['168 - 210', '  ']","['119 - 176', '  ']","['227', '  ']","['1,009 - 1,108', '  ']"
2719,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['404', '  ']","['49', '  ']","['108', '  ']","['247', '  ']","['0', '  ']","['0', '  ']"
2719,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['16,807', '  ']","['221 - 256', '  ']","['1,310 - 1,340', '  ']","['2,008', '  ']","['1,080 - 1,119', '  ']","['12,150', '  ']"
2719,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['14,267', '  ']","['115 - 150', '  ']","['778', '  ']","['1,475', '  ']","['921 - 960', '  ']","['10,941', '  ']"
2719,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,540', '  ']","['76 - 107', '  ']","['532 - 562', '  ']","['533', '  ']","['159', 'i ']","['1,209', 'i ']"
2719,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['143,123', '  ']","['1,648', '  ']","['12,589', '  ']","['13,368', '  ']","['7,438', '  ']","['108,080', '  ']"
2719,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,775', '  ']","['21', '  ']","['197', '  ']","['177', '  ']","['0', '  ']","['1,380', '  ']"
2719,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['224', '  ']","['6', '  ']","['50', '  ']","['120', '  ']","['48', '  ']","['0', '  ']"
2719,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['881', 'i ']","['182', '  ']","['573', 'i ']","['125', 'i ']","['0', '  ']","['0', '  ']"
2719,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['11,557', 'i ']","['11', '  ']","['1 - 817', '  ']","['10 - 535', '  ']","['0', '  ']","['10,197 - 11,536', 'i ']"
2719,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['935', '  ']","['11', '  ']","['75', '  ']","['202', '  ']","['251', '  ']","['396', '  ']"
2719,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['93,487', '  ']","['376', '  ']","['4,297', '  ']","['6,507', '  ']","['5,145', '  ']","['77,161', '  ']"
2719,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['32,281', '  ']","['164 - 173', '  ']","['1,367', '  ']","['1,828', '  ']","['1,503', '  ']","['27,408 - 27,420', '  ']"
2719,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['131', '  ']","['3', '  ']","['30', '  ']","['97', 'i ']","['0', '  ']","['0', '  ']"
2719,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['32,150', '  ']","['161 - 170', '  ']","['1,337', '  ']","['1,731', '  ']","['1,503', '  ']","['27,408 - 27,420', '  ']"
2719,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,631', '  ']","['24', '  ']","['181', '  ']","['498', '  ']","['172', '  ']","['2,755', '  ']"
2719,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['23,115', '  ']","['133 - 142', '  ']","['2,137 - 2,148', '  ']","['3,609', '  ']","['3,147', '  ']","['14,080', '  ']"
2719,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['34,459', '  ']","['39 - 48', '  ']","['600 - 612', '  ']","['572', '  ']","['323', '  ']","['32,906 - 32,918', '  ']"
2719,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['7,426', '  ']","['44', '  ']","['264', '  ']","['807', '  ']","['347', '  ']","['5,965', '  ']"
2719,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['1,022', '  ']","['6', '  ']","['27', '  ']","['112', '  ']","['0', '  ']","['877', '  ']"
2719,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['6', '  ']","['*', '  ']","['6', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2719,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['1,016', '  ']","['6', '  ']","['22', '  ']","['112', '  ']","['0', '  ']","['877', '  ']"
2719,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['22,374', '  ']","['878', '  ']","['6,119', '  ']","['4,312', '  ']","['1,159', '  ']","['9,906', '  ']"
2719,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['2,277', '  ']","['233', '  ']","['1,007', '  ']","['568', '  ']","['315', '  ']","['153', '  ']"
2719,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['13,633', '  ']","['426', '  ']","['3,112', '  ']","['1,788', '  ']","['483', '  ']","['7,824', '  ']"
2719,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['2,424', '  ']","['78', '  ']","['987', '  ']","['805', '  ']","['129', '  ']","['424', '  ']"
2719,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['820', '  ']","['0 - 23', '  ']","['247 - 272', '  ']","['235 - 265', '  ']","['71', '  ']","['219', '  ']"
2719,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['1,577', '  ']","['56', '  ']","['716', '  ']","['541', '  ']","['58', '  ']","['205', '  ']"
2719,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['27', '  ']","['0 - 23', '  ']","['0 - 24', '  ']","['0 - 28', '  ']","['0', '  ']","['0', '  ']"
2719,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['4,041', '  ']","['141', '  ']","['1,013', '  ']","['1,150', '  ']","['231', '  ']","['1,505', '  ']"
2719,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['1,401', '  ']","['27', '  ']","['174', '  ']","['476', 'i ']","['345', 'i ']","['379', 'i ']"
2719,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['2,041', '  ']","['86', '  ']","['0 - 816', '  ']","['0 - 525', '  ']","['142', 'i ']","['476 - 1,815', '  ']"
2719,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['377,806', '  ']","['4,459', '  ']","['25,777', '  ']","['33,923', '  ']","['23,273', '  ']","['290,374', '  ']"
2719,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2719,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['3,340', '  ']","['896', '  ']","['1,827', '  ']","['375', '  ']","['0', '  ']","['243', '  ']"
2719,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['9,556', '  ']","['1,453', '  ']","['5,826', '  ']","['2,012', '  ']","['113', '  ']","['151', 'i ']"
2719,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2719,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['10,446', '  ']","['665 - 857', '  ']","['4,844', '  ']","['3,929', '  ']","['709', '  ']","['105 - 297', '  ']"
2719,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['14,626', '  ']","['834 - 1,030', '  ']","['5,753', '  ']","['5,359', '  ']","['2,390', '  ']","['96 - 292', '  ']"
2719,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2719,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['16,604', '  ']","['232', '  ']","['3,351', '  ']","['5,496', '  ']","['3,069', '  ']","['4,456', '  ']"
2719,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['15,561', '  ']","['109', '  ']","['2,085', '  ']","['4,360', '  ']","['3,685', '  ']","['5,323', '  ']"
2719,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['58,509', '  ']","['69', '  ']","['1,707', '  ']","['8,523', '  ']","['8,751', '  ']","['39,460', '  ']"
2719,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['36,274', '  ']","['3', '  ']","['187', '  ']","['2,175', '  ']","['2,160', '  ']","['31,749', '  ']"
2719,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['74,423', '  ']","['6', '  ']","['106', '  ']","['1,111', '  ']","['1,861', '  ']","['71,339', '  ']"
2719,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['138,465', '  ']","['0', '  ']","['90', '  ']","['583', '  ']","['536', '  ']","['137,256', '  ']"
