table_id,row_id,time_period,current_millions_level_1,current_millions_level_2,current_millions_hierarchy_depth,value
1333,r001,R&D obligations -> 1955,Current $millions,Total,2,2533
1333,r002,R&D obligations -> 1955,Current $millions,National defense,2,2151
1333,r003,R&D obligations -> 1955,Current $millions,Civilian functions,2,382
1333,r004,R&D obligations -> 1955,% distribution,Total,2,100.0
1333,r005,R&D obligations -> 1955,% distribution,National defense,2,84.9
1333,r006,R&D obligations -> 1955,% distribution,Civilian functions,2,15.1
1333,r007,R&D obligations -> 1956,Current $millions,Total,2,2988
1333,r008,R&D obligations -> 1956,Current $millions,National defense,2,2535
1333,r009,R&D obligations -> 1956,Current $millions,Civilian functions,2,453
1333,r010,R&D obligations -> 1956,% distribution,Total,2,100.0
1333,r011,R&D obligations -> 1956,% distribution,National defense,2,84.8
1333,r012,R&D obligations -> 1956,% distribution,Civilian functions,2,15.2
1333,r013,R&D obligations -> 1957,Current $millions,Total,2,3932
1333,r014,R&D obligations -> 1957,Current $millions,National defense,2,3327
1333,r015,R&D obligations -> 1957,Current $millions,Civilian functions,2,605
1333,r016,R&D obligations -> 1957,% distribution,Total,2,100.0
1333,r017,R&D obligations -> 1957,% distribution,National defense,2,84.6
1333,r018,R&D obligations -> 1957,% distribution,Civilian functions,2,15.4
1333,r019,R&D obligations -> 1958,Current $millions,Total,2,4570
1333,r020,R&D obligations -> 1958,Current $millions,National defense,2,3801
1333,r021,R&D obligations -> 1958,Current $millions,Civilian functions,2,769
1333,r022,R&D obligations -> 1958,% distribution,Total,2,100.0
1333,r023,R&D obligations -> 1958,% distribution,National defense,2,83.2
1333,r024,R&D obligations -> 1958,% distribution,Civilian functions,2,16.8
1333,r025,R&D obligations -> 1959,Current $millions,Total,2,6694
1333,r026,R&D obligations -> 1959,Current $millions,National defense,2,5556
1333,r027,R&D obligations -> 1959,Current $millions,Civilian functions,2,1138
1333,r028,R&D obligations -> 1959,% distribution,Total,2,100.0
1333,r029,R&D obligations -> 1959,% distribution,National defense,2,83.0
1333,r030,R&D obligations -> 1959,% distribution,Civilian functions,2,17.0
1333,r031,R&D obligations -> 1960,Current $millions,Total,2,7552
1333,r032,R&D obligations -> 1960,Current $millions,National defense,2,6107
1333,r033,R&D obligations -> 1960,Current $millions,Civilian functions,2,1445
1333,r034,R&D obligations -> 1960,% distribution,Total,2,100.0
1333,r035,R&D obligations -> 1960,% distribution,National defense,2,80.9
1333,r036,R&D obligations -> 1960,% distribution,Civilian functions,2,19.1
1333,r037,R&D obligations -> 1961,Current $millions,Total,2,9059
1333,r038,R&D obligations -> 1961,Current $millions,National defense,2,7005
1333,r039,R&D obligations -> 1961,Current $millions,Civilian functions,2,2054
1333,r040,R&D obligations -> 1961,% distribution,Total,2,100.0
1333,r041,R&D obligations -> 1961,% distribution,National defense,2,77.3
1333,r042,R&D obligations -> 1961,% distribution,Civilian functions,2,22.7
1333,r043,R&D obligations -> 1962,Current $millions,Total,2,10290
1333,r044,R&D obligations -> 1962,Current $millions,National defense,2,7238
1333,r045,R&D obligations -> 1962,Current $millions,Civilian functions,2,3052
1333,r046,R&D obligations -> 1962,% distribution,Total,2,100.0
1333,r047,R&D obligations -> 1962,% distribution,National defense,2,70.3
1333,r048,R&D obligations -> 1962,% distribution,Civilian functions,2,29.7
1333,r049,R&D obligations -> 1963,Current $millions,Total,2,12495
1333,r050,R&D obligations -> 1963,Current $millions,National defense,2,7764
1333,r051,R&D obligations -> 1963,Current $millions,Civilian functions,2,4731
1333,r052,R&D obligations -> 1963,% distribution,Total,2,100.0
1333,r053,R&D obligations -> 1963,% distribution,National defense,2,62.1
1333,r054,R&D obligations -> 1963,% distribution,Civilian functions,2,37.9
1333,r055,R&D obligations -> 1964,Current $millions,Total,2,14225
1333,r056,R&D obligations -> 1964,Current $millions,National defense,2,7829
1333,r057,R&D obligations -> 1964,Current $millions,Civilian functions,2,6396
1333,r058,R&D obligations -> 1964,% distribution,Total,2,100.0
1333,r059,R&D obligations -> 1964,% distribution,National defense,2,55.0
1333,r060,R&D obligations -> 1964,% distribution,Civilian functions,2,45.0
1333,r061,R&D obligations -> 1965,Current $millions,Total,2,14614
1333,r062,R&D obligations -> 1965,Current $millions,National defense,2,7342
1333,r063,R&D obligations -> 1965,Current $millions,Civilian functions,2,7272
1333,r064,R&D obligations -> 1965,% distribution,Total,2,100.0
1333,r065,R&D obligations -> 1965,% distribution,National defense,2,50.2
1333,r066,R&D obligations -> 1965,% distribution,Civilian functions,2,49.8
1333,r067,R&D obligations -> 1966,Current $millions,Total,2,15320
1333,r068,R&D obligations -> 1966,Current $millions,National defense,2,7536
1333,r069,R&D obligations -> 1966,Current $millions,Civilian functions,2,7784
1333,r070,R&D obligations -> 1966,% distribution,Total,2,100.0
1333,r071,R&D obligations -> 1966,% distribution,National defense,2,49.2
1333,r072,R&D obligations -> 1966,% distribution,Civilian functions,2,50.8
1333,r073,R&D obligations -> 1967,Current $millions,Total,2,16529
1333,r074,R&D obligations -> 1967,Current $millions,National defense,2,8566
1333,r075,R&D obligations -> 1967,Current $millions,Civilian functions,2,7963
1333,r076,R&D obligations -> 1967,% distribution,Total,2,100.0
1333,r077,R&D obligations -> 1967,% distribution,National defense,2,51.8
1333,r078,R&D obligations -> 1967,% distribution,Civilian functions,2,48.2
1333,r079,R&D obligations -> 1968,Current $millions,Total,2,15921
1333,r080,R&D obligations -> 1968,Current $millions,National defense,2,8275
1333,r081,R&D obligations -> 1968,Current $millions,Civilian functions,2,7646
1333,r082,R&D obligations -> 1968,% distribution,Total,2,100.0
1333,r083,R&D obligations -> 1968,% distribution,National defense,2,52.0
1333,r084,R&D obligations -> 1968,% distribution,Civilian functions,2,48.0
1333,r085,R&D obligations -> 1969,Current $millions,Total,2,15641
1333,r086,R&D obligations -> 1969,Current $millions,National defense,2,8356
1333,r087,R&D obligations -> 1969,Current $millions,Civilian functions,2,7285
1333,r088,R&D obligations -> 1969,% distribution,Total,2,100.0
1333,r089,R&D obligations -> 1969,% distribution,National defense,2,53.4
1333,r090,R&D obligations -> 1969,% distribution,Civilian functions,2,46.6
1333,r091,R&D obligations -> 1970,Current $millions,Total,2,15339
1333,r092,R&D obligations -> 1970,Current $millions,National defense,2,7981
1333,r093,R&D obligations -> 1970,Current $millions,Civilian functions,2,7358
1333,r094,R&D obligations -> 1970,% distribution,Total,2,100.0
1333,r095,R&D obligations -> 1970,% distribution,National defense,2,52.0
1333,r096,R&D obligations -> 1970,% distribution,Civilian functions,2,48.0
1333,r097,R&D obligations -> 1971,Current $millions,Total,2,15543
1333,r098,R&D obligations -> 1971,Current $millions,National defense,2,8110
1333,r099,R&D obligations -> 1971,Current $millions,Civilian functions,2,7433
1333,r100,R&D obligations -> 1971,% distribution,Total,2,100.0
1333,r101,R&D obligations -> 1971,% distribution,National defense,2,52.2
1333,r102,R&D obligations -> 1971,% distribution,Civilian functions,2,47.8
1333,r103,R&D obligations -> 1972,Current $millions,Total,2,16496
1333,r104,R&D obligations -> 1972,Current $millions,National defense,2,8902
1333,r105,R&D obligations -> 1972,Current $millions,Civilian functions,2,7594
1333,r106,R&D obligations -> 1972,% distribution,Total,2,100.0
1333,r107,R&D obligations -> 1972,% distribution,National defense,2,54.0
1333,r108,R&D obligations -> 1972,% distribution,Civilian functions,2,46.0
1333,r109,R&D obligations -> 1973,Current $millions,Total,2,16800
1333,r110,R&D obligations -> 1973,Current $millions,National defense,2,9002
1333,r111,R&D obligations -> 1973,Current $millions,Civilian functions,2,7798
1333,r112,R&D obligations -> 1973,% distribution,Total,2,100.0
1333,r113,R&D obligations -> 1973,% distribution,National defense,2,53.6
1333,r114,R&D obligations -> 1973,% distribution,Civilian functions,2,46.4
1333,r115,R&D obligations -> 1974,Current $millions,Total,2,17410
1333,r116,R&D obligations -> 1974,Current $millions,National defense,2,9016
1333,r117,R&D obligations -> 1974,Current $millions,Civilian functions,2,8394
1333,r118,R&D obligations -> 1974,% distribution,Total,2,100.0
1333,r119,R&D obligations -> 1974,% distribution,National defense,2,51.8
1333,r120,R&D obligations -> 1974,% distribution,Civilian functions,2,48.2
1333,r121,R&D obligations -> 1975,Current $millions,Total,2,19039
1333,r122,R&D obligations -> 1975,Current $millions,National defense,2,9679
1333,r123,R&D obligations -> 1975,Current $millions,Civilian functions,2,9360
1333,r124,R&D obligations -> 1975,% distribution,Total,2,100.0
1333,r125,R&D obligations -> 1975,% distribution,National defense,2,50.8
1333,r126,R&D obligations -> 1975,% distribution,Civilian functions,2,49.2
1333,r127,R&D obligations -> 1976,Current $millions,Total,2,20780
1333,r128,R&D obligations -> 1976,Current $millions,National defense,2,10430
1333,r129,R&D obligations -> 1976,Current $millions,Civilian functions,2,10350
1333,r130,R&D obligations -> 1976,% distribution,Total,2,100.0
1333,r131,R&D obligations -> 1976,% distribution,National defense,2,50.2
1333,r132,R&D obligations -> 1976,% distribution,Civilian functions,2,49.8
1333,r133,R&D obligations -> 1977,Current $millions,Total,2,23450
1333,r134,R&D obligations -> 1977,Current $millions,National defense,2,11864
1333,r135,R&D obligations -> 1977,Current $millions,Civilian functions,2,11586
1333,r136,R&D obligations -> 1977,% distribution,Total,2,100.0
1333,r137,R&D obligations -> 1977,% distribution,National defense,2,50.6
1333,r138,R&D obligations -> 1977,% distribution,Civilian functions,2,49.4
1333,r139,R&D budget authority -> 1978,Current $millions,Total,2,25976
1333,r140,R&D budget authority -> 1978,Current $millions,National defense,2,12899
1333,r141,R&D budget authority -> 1978,Current $millions,Civilian functions,2,13077
1333,r142,R&D budget authority -> 1978,% distribution,Total,2,100.0
1333,r143,R&D budget authority -> 1978,% distribution,National defense,2,49.7
1333,r144,R&D budget authority -> 1978,% distribution,Civilian functions,2,50.3
1333,r145,R&D budget authority -> 1979,Current $millions,Total,2,28208
1333,r146,R&D budget authority -> 1979,Current $millions,National defense,2,13791
1333,r147,R&D budget authority -> 1979,Current $millions,Civilian functions,2,14417
1333,r148,R&D budget authority -> 1979,% distribution,Total,2,100.0
1333,r149,R&D budget authority -> 1979,% distribution,National defense,2,48.9
1333,r150,R&D budget authority -> 1979,% distribution,Civilian functions,2,51.1
1333,r151,R&D budget authority -> 1980,Current $millions,Total,2,29739
1333,r152,R&D budget authority -> 1980,Current $millions,National defense,2,14946
1333,r153,R&D budget authority -> 1980,Current $millions,Civilian functions,2,14793
1333,r154,R&D budget authority -> 1980,% distribution,Total,2,100.0
1333,r155,R&D budget authority -> 1980,% distribution,National defense,2,50.3
1333,r156,R&D budget authority -> 1980,% distribution,Civilian functions,2,49.7
1333,r157,R&D budget authority -> 1981,Current $millions,Total,2,33735
1333,r158,R&D budget authority -> 1981,Current $millions,National defense,2,18413
1333,r159,R&D budget authority -> 1981,Current $millions,Civilian functions,2,15322
1333,r160,R&D budget authority -> 1981,% distribution,Total,2,100.0
1333,r161,R&D budget authority -> 1981,% distribution,National defense,2,54.6
1333,r162,R&D budget authority -> 1981,% distribution,Civilian functions,2,45.4
1333,r163,R&D budget authority -> 1982,Current $millions,Total,2,36115
1333,r164,R&D budget authority -> 1982,Current $millions,National defense,2,22070
1333,r165,R&D budget authority -> 1982,Current $millions,Civilian functions,2,14045
1333,r166,R&D budget authority -> 1982,% distribution,Total,2,100.0
1333,r167,R&D budget authority -> 1982,% distribution,National defense,2,61.1
1333,r168,R&D budget authority -> 1982,% distribution,Civilian functions,2,38.9
1333,r169,R&D budget authority -> 1983,Current $millions,Total,2,38768
1333,r170,R&D budget authority -> 1983,Current $millions,National defense,2,24936
1333,r171,R&D budget authority -> 1983,Current $millions,Civilian functions,2,13832
1333,r172,R&D budget authority -> 1983,% distribution,Total,2,100.0
1333,r173,R&D budget authority -> 1983,% distribution,National defense,2,64.3
1333,r174,R&D budget authority -> 1983,% distribution,Civilian functions,2,35.7
1333,r175,R&D budget authority -> 1984,Current $millions,Total,2,44214
1333,r176,R&D budget authority -> 1984,Current $millions,National defense,2,29287
1333,r177,R&D budget authority -> 1984,Current $millions,Civilian functions,2,14927
1333,r178,R&D budget authority -> 1984,% distribution,Total,2,100.0
1333,r179,R&D budget authority -> 1984,% distribution,National defense,2,66.2
1333,r180,R&D budget authority -> 1984,% distribution,Civilian functions,2,33.8
1333,r181,R&D budget authority -> 1985,Current $millions,Total,2,49887
1333,r182,R&D budget authority -> 1985,Current $millions,National defense,2,33698
1333,r183,R&D budget authority -> 1985,Current $millions,Civilian functions,2,16189
1333,r184,R&D budget authority -> 1985,% distribution,Total,2,100.0
1333,r185,R&D budget authority -> 1985,% distribution,National defense,2,67.5
1333,r186,R&D budget authority -> 1985,% distribution,Civilian functions,2,32.5
1333,r187,R&D budget authority -> 1986,Current $millions,Total,2,53249
1333,r188,R&D budget authority -> 1986,Current $millions,National defense,2,36926
1333,r189,R&D budget authority -> 1986,Current $millions,Civilian functions,2,16323
1333,r190,R&D budget authority -> 1986,% distribution,Total,2,100.0
1333,r191,R&D budget authority -> 1986,% distribution,National defense,2,69.3
1333,r192,R&D budget authority -> 1986,% distribution,Civilian functions,2,30.7
1333,r193,R&D budget authority -> 1987,Current $millions,Total,2,57069
1333,r194,R&D budget authority -> 1987,Current $millions,National defense,2,39152
1333,r195,R&D budget authority -> 1987,Current $millions,Civilian functions,2,17917
1333,r196,R&D budget authority -> 1987,% distribution,Total,2,100.0
1333,r197,R&D budget authority -> 1987,% distribution,National defense,2,68.6
1333,r198,R&D budget authority -> 1987,% distribution,Civilian functions,2,31.4
1333,r199,R&D budget authority -> 1988,Current $millions,Total,2,59106
1333,r200,R&D budget authority -> 1988,Current $millions,National defense,2,40099
1333,r201,R&D budget authority -> 1988,Current $millions,Civilian functions,2,19007
1333,r202,R&D budget authority -> 1988,% distribution,Total,2,100.0
1333,r203,R&D budget authority -> 1988,% distribution,National defense,2,67.8
1333,r204,R&D budget authority -> 1988,% distribution,Civilian functions,2,32.2
1333,r205,R&D budget authority -> 1989,Current $millions,Total,2,62115
1333,r206,R&D budget authority -> 1989,Current $millions,National defense,2,40642
1333,r207,R&D budget authority -> 1989,Current $millions,Civilian functions,2,21473
1333,r208,R&D budget authority -> 1989,% distribution,Total,2,100.0
1333,r209,R&D budget authority -> 1989,% distribution,National defense,2,65.5
1333,r210,R&D budget authority -> 1989,% distribution,Civilian functions,2,34.5
1333,r211,R&D budget authority -> 1990,Current $millions,Total,2,63781
1333,r212,R&D budget authority -> 1990,Current $millions,National defense,2,39925
1333,r213,R&D budget authority -> 1990,Current $millions,Civilian functions,2,23856
1333,r214,R&D budget authority -> 1990,% distribution,Total,2,100.0
1333,r215,R&D budget authority -> 1990,% distribution,National defense,2,62.6
1333,r216,R&D budget authority -> 1990,% distribution,Civilian functions,2,37.4
1333,r217,R&D budget authority -> 1991,Current $millions,Total,2,65898
1333,r218,R&D budget authority -> 1991,Current $millions,National defense,2,39328
1333,r219,R&D budget authority -> 1991,Current $millions,Civilian functions,2,26570
1333,r220,R&D budget authority -> 1991,% distribution,Total,2,100.0
1333,r221,R&D budget authority -> 1991,% distribution,National defense,2,59.7
1333,r222,R&D budget authority -> 1991,% distribution,Civilian functions,2,40.3
1333,r223,R&D budget authority -> 1992,Current $millions,Total,2,68398
1333,r224,R&D budget authority -> 1992,Current $millions,National defense,2,40083
1333,r225,R&D budget authority -> 1992,Current $millions,Civilian functions,2,28315
1333,r226,R&D budget authority -> 1992,% distribution,Total,2,100.0
1333,r227,R&D budget authority -> 1992,% distribution,National defense,2,58.6
1333,r228,R&D budget authority -> 1992,% distribution,Civilian functions,2,41.4
1333,r229,R&D budget authority -> 1993,Current $millions,Total,2,69884
1333,r230,R&D budget authority -> 1993,Current $millions,National defense,2,41249
1333,r231,R&D budget authority -> 1993,Current $millions,Civilian functions,2,28635
1333,r232,R&D budget authority -> 1993,% distribution,Total,2,100.0
1333,r233,R&D budget authority -> 1993,% distribution,National defense,2,59.0
1333,r234,R&D budget authority -> 1993,% distribution,Civilian functions,2,41.0
1333,r235,R&D budget authority -> 1994,Current $millions,Total,2,68331
1333,r236,R&D budget authority -> 1994,Current $millions,National defense,2,37764
1333,r237,R&D budget authority -> 1994,Current $millions,Civilian functions,2,30566
1333,r238,R&D budget authority -> 1994,% distribution,Total,2,100.0
1333,r239,R&D budget authority -> 1994,% distribution,National defense,2,55.3
1333,r240,R&D budget authority -> 1994,% distribution,Civilian functions,2,44.7
1333,r241,R&D budget authority -> 1995,Current $millions,Total,2,68791
1333,r242,R&D budget authority -> 1995,Current $millions,National defense,2,37204
1333,r243,R&D budget authority -> 1995,Current $millions,Civilian functions,2,31587
1333,r244,R&D budget authority -> 1995,% distribution,Total,2,100.0
1333,r245,R&D budget authority -> 1995,% distribution,National defense,2,54.1
1333,r246,R&D budget authority -> 1995,% distribution,Civilian functions,2,45.9
1333,r247,R&D budget authority -> 1996,Current $millions,Total,2,69049
1333,r248,R&D budget authority -> 1996,Current $millions,National defense,2,37801
1333,r249,R&D budget authority -> 1996,Current $millions,Civilian functions,2,31248
1333,r250,R&D budget authority -> 1996,% distribution,Total,2,100.0
1333,r251,R&D budget authority -> 1996,% distribution,National defense,2,54.7
1333,r252,R&D budget authority -> 1996,% distribution,Civilian functions,2,45.3
1333,r253,R&D budget authority -> 1997,Current $millions,Total,2,71653
1333,r254,R&D budget authority -> 1997,Current $millions,National defense,2,39591
1333,r255,R&D budget authority -> 1997,Current $millions,Civilian functions,2,32062
1333,r256,R&D budget authority -> 1997,% distribution,Total,2,100.0
1333,r257,R&D budget authority -> 1997,% distribution,National defense,2,55.3
1333,r258,R&D budget authority -> 1997,% distribution,Civilian functions,2,44.7
1333,r259,R&D budget authority -> 1998,Current $millions,Total,2,73569
1333,r260,R&D budget authority -> 1998,Current $millions,National defense,2,39823
1333,r261,R&D budget authority -> 1998,Current $millions,Civilian functions,2,33746
1333,r262,R&D budget authority -> 1998,% distribution,Total,2,100.0
1333,r263,R&D budget authority -> 1998,% distribution,National defense,2,54.1
1333,r264,R&D budget authority -> 1998,% distribution,Civilian functions,2,45.9
1333,r265,R&D budget authority -> 1999,Current $millions,Total,2,77637
1333,r266,R&D budget authority -> 1999,Current $millions,National defense,2,41306
1333,r267,R&D budget authority -> 1999,Current $millions,Civilian functions,2,36332
1333,r268,R&D budget authority -> 1999,% distribution,Total,2,100.0
1333,r269,R&D budget authority -> 1999,% distribution,National defense,2,53.2
1333,r270,R&D budget authority -> 1999,% distribution,Civilian functions,2,46.8
1333,r271,R&D and R&D plant budget authority -> 2000,Current $millions,Total,2,83581
1333,r272,R&D and R&D plant budget authority -> 2000,Current $millions,National defense,2,43161
