table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
5989,r001,2017<sup>b</sup>,All functions,,1,127306
5989,r002,2017<sup>b</sup>,National defense (050),,1,57530
5989,r003,2017<sup>b</sup>,Nondefense,Total,2,69776
5989,r004,2017<sup>b</sup>,Nondefense,General science and basic research (251),2,11289
5989,r005,2017<sup>b</sup>,Nondefense,"Space flight, research, and supporting activities (252)",2,10187
5989,r006,2017<sup>b</sup>,Nondefense,Energy (270),2,3544
5989,r007,2017<sup>b</sup>,Nondefense,Natural resources and environment (300),2,2533
5989,r008,2017<sup>b</sup>,Nondefense,Agriculture (350),2,2302
5989,r009,2017<sup>b</sup>,Nondefense,Transportation (400),2,1479
5989,r010,2017<sup>b</sup>,Nondefense,Health (550),2,34393
5989,r011,2017<sup>b</sup>,Nondefense,Veterans benefits and services (700),2,1346
5989,r012,2017<sup>b</sup>,Nondefense,Othera,2,2703
5989,r013,2018,All functions,,1,144460
5989,r014,2018,National defense (050),,1,68916
5989,r015,2018,Nondefense,Total,2,75544
5989,r016,2018,Nondefense,General science and basic research (251),2,12559
5989,r017,2018,Nondefense,"Space flight, research, and supporting activities (252)",2,10552
5989,r018,2018,Nondefense,Energy (270),2,4233
5989,r019,2018,Nondefense,Natural resources and environment (300),2,2662
5989,r020,2018,Nondefense,Agriculture (350),2,2346
5989,r021,2018,Nondefense,Transportation (400),2,1594
5989,r022,2018,Nondefense,Health (550),2,37316
5989,r023,2018,Nondefense,Veterans benefits and services (700),2,1286
5989,r024,2018,Nondefense,Othera,2,2996
5989,r025,2019,All functions,,1,149971
5989,r026,2019,National defense (050),,1,72027
5989,r027,2019,Nondefense,Total,2,77944
5989,r028,2019,Nondefense,General science and basic research (251),2,13165
5989,r029,2019,Nondefense,"Space flight, research, and supporting activities (252)",2,10133
5989,r030,2019,Nondefense,Energy (270),2,4473
5989,r031,2019,Nondefense,Natural resources and environment (300),2,2845
5989,r032,2019,Nondefense,Agriculture (350),2,2719
5989,r033,2019,Nondefense,Transportation (400),2,1621
5989,r034,2019,Nondefense,Health (550),2,38998
5989,r035,2019,Nondefense,Veterans benefits and services (700),2,1370
5989,r036,2019,Nondefense,Othera,2,2620
5989,r037,2020,All functions,,1,169901
5989,r038,2020,National defense (050),,1,81874
5989,r039,2020,Nondefense,Total,2,88027
5989,r040,2020,Nondefense,General science and basic research (251),2,13659
5989,r041,2020,Nondefense,"Space flight, research, and supporting activities (252)",2,14206
5989,r042,2020,Nondefense,Energy (270),2,4539
5989,r043,2020,Nondefense,Natural resources and environment (300),2,2879
5989,r044,2020,Nondefense,Agriculture (350),2,2674
5989,r045,2020,Nondefense,Transportation (400),2,1712
5989,r046,2020,Nondefense,Health (550),2,44431
5989,r047,2020,Nondefense,Veterans benefits and services (700),2,1366
5989,r048,2020,Nondefense,Othera,2,2561
5989,r049,2021 preliminary,All functions,,1,165560
5989,r050,2021 preliminary,National defense (050),,1,79584
5989,r051,2021 preliminary,Nondefense,Total,2,85976
5989,r052,2021 preliminary,Nondefense,General science and basic research (251),2,13800
5989,r053,2021 preliminary,Nondefense,"Space flight, research, and supporting activities (252)",2,12594
5989,r054,2021 preliminary,Nondefense,Energy (270),2,4537
5989,r055,2021 preliminary,Nondefense,Natural resources and environment (300),2,2899
5989,r056,2021 preliminary,Nondefense,Agriculture (350),2,2655
5989,r057,2021 preliminary,Nondefense,Transportation (400),2,1704
5989,r058,2021 preliminary,Nondefense,Health (550),2,43471
5989,r059,2021 preliminary,Nondefense,Veterans benefits and services (700),2,1420
5989,r060,2021 preliminary,Nondefense,Othera,2,2896
5989,r061,2022 proposed,All functions,,1,179418
5989,r062,2022 proposed,National defense (050),,1,78704
5989,r063,2022 proposed,Nondefense,Total,2,100714
5989,r064,2022 proposed,Nondefense,General science and basic research (251),2,15445
5989,r065,2022 proposed,Nondefense,"Space flight, research, and supporting activities (252)",2,13842
5989,r066,2022 proposed,Nondefense,Energy (270),2,6533
5989,r067,2022 proposed,Nondefense,Natural resources and environment (300),2,3830
5989,r068,2022 proposed,Nondefense,Agriculture (350),2,3245
5989,r069,2022 proposed,Nondefense,Transportation (400),2,1989
5989,r070,2022 proposed,Nondefense,Health (550),2,51138
5989,r071,2022 proposed,Nondefense,Veterans benefits and services (700),2,1498
5989,r072,2022 proposed,Nondefense,Othera,2,3194
5989,r073,% avg growth 2017&#8211;21<sup>c</sup>,All functions,,1,6.8
5989,r074,% avg growth 2017&#8211;21<sup>c</sup>,National defense (050),,1,8.5
5989,r075,% avg growth 2017&#8211;21<sup>c</sup>,Nondefense,Total,2,5.4
5989,r076,% avg growth 2017&#8211;21<sup>c</sup>,Nondefense,General science and basic research (251),2,5.1
5989,r077,% avg growth 2017&#8211;21<sup>c</sup>,Nondefense,"Space flight, research, and supporting activities (252)",2,5.4
5989,r078,% avg growth 2017&#8211;21<sup>c</sup>,Nondefense,Energy (270),2,6.4
5989,r079,% avg growth 2017&#8211;21<sup>c</sup>,Nondefense,Natural resources and environment (300),2,3.4
5989,r080,% avg growth 2017&#8211;21<sup>c</sup>,Nondefense,Agriculture (350),2,3.6
5989,r081,% avg growth 2017&#8211;21<sup>c</sup>,Nondefense,Transportation (400),2,3.6
5989,r082,% avg growth 2017&#8211;21<sup>c</sup>,Nondefense,Health (550),2,6.0
5989,r083,% avg growth 2017&#8211;21<sup>c</sup>,Nondefense,Veterans benefits and services (700),2,1.3
5989,r084,% avg growth 2017&#8211;21<sup>c</sup>,Nondefense,Othera,2,1.7
5989,r085,% change 2017&#8211;18,All functions,,1,13.5
5989,r086,% change 2017&#8211;18,National defense (050),,1,19.8
5989,r087,% change 2017&#8211;18,Nondefense,Total,2,8.3
5989,r088,% change 2017&#8211;18,Nondefense,General science and basic research (251),2,11.2
