table_id,row_id,r_d_activity_full_path,r_d_activity_level_1,r_d_activity_level_2,r_d_activity_hierarchy_depth,field_companies_number_,field_public_support_number_yes,field_public_support_number_no,field_public_support_percent_yes,field_public_support_percent_no
2652,r001,Product innovating companies,Product innovating companies,,1,"['    821,671 ', '&nbsp;']","['    29,067 ', '&nbsp;']","['    792,604 ', '&nbsp;']","['    3.5 ', '&nbsp;']","['    96.5 ', '&nbsp;']"
2652,r002,Product innovating companies -> R&D-active companies,Product innovating companies,R&D-active companies,2,"['    272,342 ', '&nbsp;']","['    18,731 ', '&nbsp;']","['    253,611 ', '&nbsp;']","['    6.9 ', '&nbsp;']","['    93.1 ', '&nbsp;']"
2652,r003,Product innovating companies -> Non-R&D-active companies,Product innovating companies,Non-R&D-active companies,2,"['    549,329 ', '&nbsp;']","['    10,336 ', '&nbsp;']","['    538,993 ', '&nbsp;']","['    1.9 ', '&nbsp;']","['    98.1 ', '&nbsp;']"
