table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2021,field_2022_preliminary_
10266,r001,All fields,All fields,,,1,103907229,100594656
10266,r002,All fields -> Computer and information sciences,All fields,Computer and information sciences,,2,3174544,3665177
10266,r003,"All fields -> Geosciences, atmospheric sciences, and ocean sciences",All fields,"Geosciences, atmospheric sciences, and ocean sciences",,2,2054665,823525
10266,r004,"All fields -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric science and meteorology",All fields,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,3,1603092,NA
10266,r005,"All fields -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All fields,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,3,88122,NA
10266,r006,"All fields -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean sciences and marine sciences",All fields,"Geosciences, atmospheric sciences, and ocean sciences",Ocean sciences and marine sciences,3,115932,NA
10266,r007,"All fields -> Geosciences, atmospheric sciences, and ocean sciences -> Other geosciences, atmospheric sciences, and ocean sciences",All fields,"Geosciences, atmospheric sciences, and ocean sciences","Other geosciences, atmospheric sciences, and ocean sciences",3,247519,NA
10266,r008,All fields -> Life sciences,All fields,Life sciences,,2,39393808,31701993
10266,r009,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,62072,NA
10266,r010,All fields -> Life sciences -> Biological and biomedical sciences,All fields,Life sciences,Biological and biomedical sciences,3,36941024,NA
10266,r011,All fields -> Life sciences -> Health sciences,All fields,Life sciences,Health sciences,3,2199623,NA
10266,r012,All fields -> Life sciences -> Natural resources and conservation,All fields,Life sciences,Natural resources and conservation,3,53798,NA
10266,r013,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,137290,NA
10266,r014,All fields -> Mathematics and statistics,All fields,Mathematics and statistics,,2,291595,269168
10266,r015,All fields -> Physical sciences,All fields,Physical sciences,,2,2122091,3608794
10266,r016,All fields -> Physical sciences -> Astronomy and astrophysics,All fields,Physical sciences,Astronomy and astrophysics,3,69107,NA
10266,r017,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,528513,NA
10266,r018,All fields -> Physical sciences -> Materials science,All fields,Physical sciences,Materials science,3,107667,NA
10266,r019,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,715412,NA
10266,r020,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,701393,NA
10266,r021,All fields -> Psychology,All fields,Psychology,,2,363912,401193
10266,r022,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,0,NA
10266,r023,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,0,NA
10266,r024,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,363912,NA
10266,r025,All fields -> Social sciences,All fields,Social sciences,,2,139135,133015
10266,r026,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,686,NA
10266,r027,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,13905,NA
10266,r028,All fields -> Social sciences -> Political science and government,All fields,Social sciences,Political science and government,3,12149,NA
10266,r029,"All fields -> Social sciences -> Sociology, demography, and population studies",All fields,Social sciences,"Sociology, demography, and population studies",3,1518,NA
10266,r030,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,110877,NA
10266,r031,All fields -> Engineering,All fields,Engineering,,2,43218196,48022467
10266,r032,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",3,17845476,NA
10266,r033,All fields -> Engineering -> Bioengineering and biomedical engineering,All fields,Engineering,Bioengineering and biomedical engineering,3,500892,NA
10266,r034,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,564991,NA
10266,r035,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,524262,NA
10266,r036,"All fields -> Engineering -> Electrical, electronics, and communications engineering",All fields,Engineering,"Electrical, electronics, and communications engineering",3,2022922,NA
10266,r037,All fields -> Engineering -> Industrial and manufacturing engineering,All fields,Engineering,Industrial and manufacturing engineering,3,773775,NA
10266,r038,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,686038,NA
10266,r039,All fields -> Engineering -> Metallurgical and materials engineering,All fields,Engineering,Metallurgical and materials engineering,3,830883,NA
10266,r040,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,19468957,NA
10266,r041,All fields -> Other fields,All fields,Other fields,,2,13149281,11969324
10266,r042,All fields -> Other fields -> Business management and business administration,All fields,Other fields,Business management and business administration,3,2233179,NA
10266,r043,All fields -> Other fields -> Communication and communications technologies,All fields,Other fields,Communication and communications technologies,3,533196,NA
10266,r044,All fields -> Other fields -> Education research,All fields,Other fields,Education research,3,108016,NA
10266,r045,All fields -> Other fields -> Humanities,All fields,Other fields,Humanities,3,0,NA
10266,r046,All fields -> Other fields -> Law,All fields,Other fields,Law,3,135,NA
10266,r047,All fields -> Other fields -> Social work,All fields,Other fields,Social work,3,0,NA
10266,r048,All fields -> Other fields -> Visual and performing arts,All fields,Other fields,Visual and performing arts,3,0,NA
10266,r049,All fields -> Other fields -> All other fields,All fields,Other fields,All other fields,3,10274754,NA
