table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10836,r001,All agencies,All agencies,,,,,1,86967076,3071243,814607,5768626,289090,4324792,493460,209299,54070111,17925849
10836,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10836,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,266254,5011,1436,57308,0,1598,0,11905,3194,185800
10836,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,185800,0,0,0,0,0,0,0,0,185800
10836,r005,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,22557,0,0,22557,0,0,0,0,0,0
10836,r006,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,52885,0,1436,34751,0,1598,0,11905,3194,0
10836,r007,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,5011,5011,0,0,0,0,0,0,0,0
10836,r008,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,738885,7684,170249,19875,1854,8852,0,92147,430629,7596
10836,r009,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,90191,3071,0,0,1370,0,0,85750,0,0
10836,r010,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,448195,4174,5009,3131,271,6011,0,0,429599,0
10836,r011,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,200499,438,165240,16745,213,2841,0,6397,1030,7596
10836,r012,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,76931574,2927196,366588,5403663,281880,2084745,493460,87590,49000525,16285926
10836,r013,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,1996211,154188,1982,144,0,217182,0,0,805705,817010
10836,r014,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,2383440,39404,0,2322322,0,946,13539,0,4583,2648
10836,r015,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,12855854,185525,998,3067,224,135485,0,0,9145695,3384860
10836,r016,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,13122276,1705314,123931,2613284,277046,1001252,469632,62877,1044561,5824378
10836,r017,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,19726988,197888,147597,22108,2835,243467,8470,11753,18976323,116547
10836,r018,All agencies -> Departments -> Department of Defense -> Space Force,All agencies,Departments,Department of Defense,Space Force,,4,8470000,0,0,0,0,91716,0,0,4887908,3490376
10836,r019,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,18376805,644877,92080,442738,1775,394698,1819,12961,14135750,2650107
10836,r020,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,90367,0,0,0,0,0,0,0,0,90367
10836,r021,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,2796899,40471,34252,12476,4385,106253,0,0,2539524,59537
10836,r022,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,235000,7141,959,12476,0,27478,0,0,186945,0
10836,r023,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,80910,0,0,0,0,0,0,0,80910,0
10836,r024,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,1037514,0,0,0,0,0,0,0,1037514,0
10836,r025,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,28810,0,28810,0,0,0,0,0,0,0
10836,r026,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,1193331,16071,4483,0,4385,78775,0,0,1030082,59537
10836,r027,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,384164,0,0,0,0,0,0,0,384164,0
