table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2020,field_2021_preliminary_
6376,r001,All fields,All fields,,,1,43758135.4,43924162.8
6376,r002,All fields -> Computer sciences and mathematics,All fields,Computer sciences and mathematics,,2,3387917.5,3472233.8
6376,r003,All fields -> Computer sciences and mathematics -> Computer sciences,All fields,Computer sciences and mathematics,Computer sciences,3,3050374.0,NA
6376,r004,All fields -> Computer sciences and mathematics -> Mathematics,All fields,Computer sciences and mathematics,Mathematics,3,177657.4,NA
6376,r005,All fields -> Computer sciences and mathematics -> Other computer sciences and mathematics,All fields,Computer sciences and mathematics,Other computer sciences and mathematics,3,159886.1,NA
6376,r006,All fields -> Engineering,All fields,Engineering,,2,10324132.3,11366714.7
6376,r007,All fields -> Engineering -> Aeronautical engineering,All fields,Engineering,Aeronautical engineering,3,1023122.7,NA
6376,r008,All fields -> Engineering -> Astronautical engineering,All fields,Engineering,Astronautical engineering,3,901007.3,NA
6376,r009,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,694144.3,NA
6376,r010,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,459381.4,NA
6376,r011,All fields -> Engineering -> Electrical engineering,All fields,Engineering,Electrical engineering,3,675279.7,NA
6376,r012,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,407276.7,NA
6376,r013,All fields -> Engineering -> Metallurgy and materials engineering,All fields,Engineering,Metallurgy and materials engineering,3,423415.0,NA
6376,r014,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,5740505.1,NA
6376,r015,All fields -> Environmental sciences,All fields,Environmental sciences,,2,1872519.8,1888112.5
6376,r016,All fields -> Environmental sciences -> Atmospheric sciences,All fields,Environmental sciences,Atmospheric sciences,3,345386.8,NA
6376,r017,All fields -> Environmental sciences -> Geological sciences,All fields,Environmental sciences,Geological sciences,3,44191.2,NA
6376,r018,All fields -> Environmental sciences -> Oceanography,All fields,Environmental sciences,Oceanography,3,475964.2,NA
6376,r019,All fields -> Environmental sciences -> Other environmental sciences,All fields,Environmental sciences,Other environmental sciences,3,1006977.6,NA
6376,r020,All fields -> Life sciences,All fields,Life sciences,,2,21720001.5,21126826.8
6376,r021,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,730770.9,NA
6376,r022,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,9839443.3,NA
6376,r023,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,430842.6,NA
6376,r024,All fields -> Life sciences -> Medical sciences,All fields,Life sciences,Medical sciences,3,8722160.2,NA
6376,r025,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,1996784.4,NA
6376,r026,All fields -> Physical sciences,All fields,Physical sciences,,2,1906879.2,1331042.2
6376,r027,All fields -> Physical sciences -> Astronomy,All fields,Physical sciences,Astronomy,3,903.2,NA
6376,r028,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,389772.1,NA
6376,r029,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,1061211.8,NA
6376,r030,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,454992.1,NA
6376,r031,All fields -> Psychology,All fields,Psychology,,2,1664157.3,1627111.0
6376,r032,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,597.1,NA
6376,r033,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,30046.0,NA
6376,r034,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,1633514.2,NA
6376,r035,All fields -> Social sciences,All fields,Social sciences,,2,697896.4,827089.9
6376,r036,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,1056.8,NA
6376,r037,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,163821.7,NA
6376,r038,All fields -> Social sciences -> Political science,All fields,Social sciences,Political science,3,7916.0,NA
6376,r039,All fields -> Social sciences -> Sociology,All fields,Social sciences,Sociology,3,132467.9,NA
6376,r040,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,392634.0,NA
6376,r041,All fields -> Other sciences nec,All fields,Other sciences nec,,2,2184631.6,2285031.9
