table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011
6438,r001,All agencies,All agencies,,,,,1,84492.5,93708.6,103527.7,112074.5,118848.5,121729.9,127262.9,127106.1,141090.1,140354.5,135532.6
6438,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
6438,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1959.1,1971.8,2039.6,2102.2,2184.3,2213.7,2248.4,2202.1,2267.2,2364.2,2341.3
6438,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,4.8,5.2,4.8,9.0,7.9,6.3,6.4,5.0,4.3,4.4,4.3
6438,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,994.4,1059.8,1062.0,1098.1,1107.7,1134.9,1142.0,1122.6,1141.2,1178.3,1133.0
6438,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,25.4,23.7,28.0,24.4,24.4,25.5,26.0,28.4,28.9,30.1,29.0
6438,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,65.6,67.0,68.4,70.8,74.0,75.0,92.0,77.8,78.9,86.4,81.1
6438,r008,All agencies -> Departments -> Department of Agriculture -> Food Safety and Inspection Service,All agencies,Departments,Department of Agriculture,Food Safety and Inspection Service,,4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6438,r009,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,1.4,1.4,1.6,1.6,1.5,0.9,0.6,0.4,0.4,0.4,0.6
6438,r010,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,237.0,253.0,292.0,296.0,300.7,308.1,320.3,295.0,344.1,356.5,353.5
