table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_sciences_and_mathematics,field_engineering,field_environmental_sciences,field_life_sciences,field_physical_sciences,field_psychology,field_social_sciences,field_other_sciences_nec
3943,r001,All agencies surveyed,All agencies surveyed,,,,,1,14014190.8,425269.5,1533014.1,212312.7,10123344.7,195839.7,802608.1,127668.1,594133.9
3943,r002,All agencies surveyed -> Departments,All agencies surveyed,Departments,,,,2,,,,,,,,,
3943,r003,All agencies surveyed -> Departments -> Department of Agriculture,All agencies surveyed,Departments,Department of Agriculture,,,3,640258.5,612.9,40330.3,6992.5,512905.1,10846.5,0.0,68571.2,0.0
3943,r004,All agencies surveyed -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies surveyed,Departments,Department of Agriculture,Agricultural Research Service,,4,38195.5,49.7,343.8,168.1,35090.2,2452.2,0.0,91.7,0.0
3943,r005,All agencies surveyed -> Departments -> Department of Agriculture -> Economic Research Service,All agencies surveyed,Departments,Department of Agriculture,Economic Research Service,,4,3680.0,0.0,0.0,0.0,0.0,0.0,0.0,3680.0,0.0
3943,r006,All agencies surveyed -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies surveyed,Departments,Department of Agriculture,Foreign Agricultural Service,,4,500.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0
3943,r007,All agencies surveyed -> Departments -> Department of Agriculture -> Forest Service,All agencies surveyed,Departments,Department of Agriculture,Forest Service,,4,15163.2,314.0,1145.8,3320.1,7826.8,106.0,0.0,2450.5,0.0
3943,r008,All agencies surveyed -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies surveyed,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,249.3,249.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3943,r009,All agencies surveyed -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies surveyed,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,581321.4,0.0,38840.8,3504.4,469488.0,8288.3,0.0,61199.9,0.0
3943,r010,All agencies surveyed -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies surveyed,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,1149.2,0.0,0.0,0.0,0.0,0.0,0.0,1149.2,0.0
3943,r011,All agencies surveyed -> Departments -> Department of Defense,All agencies surveyed,Departments,Department of Defense,,,3,832795.7,256319.6,226671.6,39391.2,116083.7,29837.4,3537.2,0.0,160955.0
