table_id,row_id,occupation_and_sex_full_path,occupation_and_sex_level_1,occupation_and_sex_level_2,occupation_and_sex_level_3,occupation_and_sex_level_4,occupation_and_sex_level_5,occupation_and_sex_level_6,occupation_and_sex_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017
1230,r128,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,,5,6072,6469,6847,6886,6870,6772,6678,6826,7040,7156
1230,r129,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Astronomers and space scientists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Astronomers and space scientists ,6,62,72,85,94,100,103,109,107,107,121
1230,r130,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Chemists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Chemists ,6,1808,1894,1982,1969,1965,1979,2018,2088,2139,2184
1230,r131,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Geodesists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Geodesists ,6,10,11,12,11,10,8,9,13,13,13
1230,r132,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Geologists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Geologists ,6,391,418,431,443,441,437,445,449,443,444
1230,r133,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Geophysicists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Geophysicists ,6,82,90,98,101,95,102,91,102,115,116
1230,r134,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Health physicists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Health physicists ,6,151,177,182,188,193,190,180,193,201,199
1230,r135,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Hydrologists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Hydrologists ,6,563,569,584,587,584,566,537,540,554,568
1230,r136,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Meteorologists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Meteorologists ,6,306,326,345,356,362,356,353,360,364,377
1230,r137,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Oceanographers ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Oceanographers ,6,158,158,180,185,185,179,175,167,178,174
1230,r138,All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Physicists ,All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,Physicists ,6,241,262,294,290,287,287,285,296,310,311
1230,r139,"All scientists and engineers -> Female -> All occupations -> Scientists -> Physical scientists  -> Physical scientists, general ",All scientists and engineers,Female,All occupations,Scientists,Physical scientists ,"Physical scientists, general ",6,2300,2492,2654,2662,2648,2565,2476,2511,2616,2649
1230,r140,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,,5,12530,13611,15076,16087,16731,17595,17887,17605,19129,19213
1230,r141,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Agricultural market analysts ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Agricultural market analysts ,6,29,31,35,35,34,33,32,29,37,40
1230,r142,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Agricultural market specialists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Agricultural market specialists ,6,115,122,139,134,130,124,123,118,119,120
1230,r143,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Anthropologists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Anthropologists ,6,49,57,73,72,81,81,79,83,88,91
1230,r144,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Archaeologists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Archaeologists ,6,419,444,500,498,509,493,508,509,528,530
1230,r145,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Civil rights analysts ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Civil rights analysts ,6,25,26,39,32,32,30,31,31,29,32
1230,r146,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Economists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Economists ,6,1281,1335,1394,1392,1398,1387,1413,1443,1476,1432
1230,r147,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Education research analysts ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Education research analysts ,6,37,59,74,80,72,69,71,80,77,64
1230,r148,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Foreign affairs analysts ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Foreign affairs analysts ,6,820,876,976,1095,1209,1213,1184,247,1270,1175
1230,r149,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Foreign agricultural affairs analysts ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Foreign agricultural affairs analysts ,6,38,40,51,48,48,51,51,54,61,63
1230,r150,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Geographers ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Geographers ,6,221,230,269,263,259,248,243,238,260,275
1230,r151,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Intelligence specialists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Intelligence specialists ,6,2020,2154,2352,2680,2814,2972,2965,3013,3079,3062
1230,r152,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> International cooperation specialists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,International cooperation specialists ,6,0,0,8,11,14,19,20,29,24,16
1230,r153,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> International relations specialists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,International relations specialists ,6,89,100,114,120,140,138,135,128,133,127
1230,r154,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Workforce research analysts ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Workforce research analysts ,6,37,33,46,37,40,37,38,34,40,41
1230,r155,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Psychologists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Psychologists ,6,2859,3325,3853,4249,4493,4954,5140,5570,5774,5936
1230,r156,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Sociologists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Sociologists ,6,16,19,19,24,24,20,19,15,17,15
1230,r157,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Trade specialists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Trade specialists ,6,281,295,322,329,321,295,279,303,324,307
1230,r158,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Transportation industry analysts ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Transportation industry analysts ,6,26,26,26,26,31,28,26,25,24,26
1230,r159,All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Unemployment insurance specialists ,All scientists and engineers,Female,All occupations,Scientists,Social scientists ,Unemployment insurance specialists ,6,25,25,25,22,21,20,21,21,22,19
1230,r160,"All scientists and engineers -> Female -> All occupations -> Scientists -> Social scientists  -> Social scientists, general ",All scientists and engineers,Female,All occupations,Scientists,Social scientists ,"Social scientists, general ",6,4143,4414,4761,4940,5061,5383,5509,5635,5747,5842
1230,r161,All scientists and engineers -> Female -> All occupations -> Engineers,All scientists and engineers,Female,All occupations,Engineers,,,4,12819,13907,15069,15628,15728,15720,15744,16180,16721,16944
1230,r162,All scientists and engineers -> Female -> All occupations -> Engineers -> Aerospace engineers ,All scientists and engineers,Female,All occupations,Engineers,Aerospace engineers ,,5,1404,1427,1466,1457,1451,1448,1459,1482,1520,1553
1230,r163,All scientists and engineers -> Female -> All occupations -> Engineers -> Chemical engineers ,All scientists and engineers,Female,All occupations,Engineers,Chemical engineers ,,5,318,342,352,344,351,340,361,365,361,373
1230,r164,All scientists and engineers -> Female -> All occupations -> Engineers -> Civil engineers ,All scientists and engineers,Female,All occupations,Engineers,Civil engineers ,,5,1563,1828,2003,2095,2066,2015,1964,1973,2019,2043
1230,r165,"All scientists and engineers -> Female -> All occupations -> Engineers -> Electrical, electronics, and computer engineers",All scientists and engineers,Female,All occupations,Engineers,"Electrical, electronics, and computer engineers",,5,3171,3313,3509,3589,3595,3569,3560,3601,3638,3634
1230,r166,"All scientists and engineers -> Female -> All occupations -> Engineers -> Electrical, electronics, and computer engineers -> Electrical engineers ",All scientists and engineers,Female,All occupations,Engineers,"Electrical, electronics, and computer engineers",Electrical engineers ,6,457,510,555,581,593,583,585,613,626,640
1230,r167,"All scientists and engineers -> Female -> All occupations -> Engineers -> Electrical, electronics, and computer engineers -> Computer engineers ",All scientists and engineers,Female,All occupations,Engineers,"Electrical, electronics, and computer engineers",Computer engineers ,6,749,763,800,808,798,794,773,794,815,826
1230,r168,"All scientists and engineers -> Female -> All occupations -> Engineers -> Electrical, electronics, and computer engineers -> Electronics engineers ",All scientists and engineers,Female,All occupations,Engineers,"Electrical, electronics, and computer engineers",Electronics engineers ,6,1965,2040,2154,2200,2204,2192,2202,2194,2197,2168
1230,r169,All scientists and engineers -> Female -> All occupations -> Engineers -> Industrial engineers ,All scientists and engineers,Female,All occupations,Engineers,Industrial engineers ,,5,326,374,449,456,452,441,439,452,455,436
1230,r170,All scientists and engineers -> Female -> All occupations -> Engineers -> Industrial engineers  -> Safety engineers ,All scientists and engineers,Female,All occupations,Engineers,Industrial engineers ,Safety engineers ,6,84,90,108,109,101,108,109,113,116,105
1230,r171,All scientists and engineers -> Female -> All occupations -> Engineers -> Industrial engineers  -> Fire prevention engineers ,All scientists and engineers,Female,All occupations,Engineers,Industrial engineers ,Fire prevention engineers ,6,11,15,20,21,22,23,22,21,23,24
1230,r172,All scientists and engineers -> Female -> All occupations -> Engineers -> Industrial engineers  -> Industrial engineers ,All scientists and engineers,Female,All occupations,Engineers,Industrial engineers ,Industrial engineers ,6,231,269,321,326,329,310,308,318,316,307
1230,r173,All scientists and engineers -> Female -> All occupations -> Engineers -> Mechanical engineers ,All scientists and engineers,Female,All occupations,Engineers,Mechanical engineers ,,5,920,1055,1189,1221,1226,1225,1258,1361,1460,1503
1230,r174,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,,5,5117,5568,6101,6466,6587,6682,6703,6946,7268,7402
1230,r175,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Materials engineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Materials engineers ,6,197,205,220,233,231,242,249,271,259,258
1230,r176,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Environmental engineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Environmental engineers ,6,1212,1241,1277,1325,1310,1266,1208,1222,1258,1259
1230,r177,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Nuclear engineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Nuclear engineers ,6,262,281,316,348,356,355,365,406,441,443
1230,r178,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Biomedical engineers and bioengineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Biomedical engineers and bioengineers ,6,161,184,206,226,247,263,301,336,351,359
1230,r179,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Naval architects ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Naval architects ,6,86,95,109,118,124,131,131,131,144,145
1230,r180,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Mining engineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Mining engineers ,6,10,11,12,13,12,12,12,14,17,17
1230,r181,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Petroleum engineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Petroleum engineers ,6,32,36,39,44,43,52,57,56,60,61
1230,r182,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Agricultural engineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Agricultural engineers ,6,69,73,71,70,73,71,67,70,70,62
1230,r183,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Ceramic engineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Ceramic engineers ,6,8,1,0,0,0,0,0,0,0,0
1230,r184,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Welding engineers ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Welding engineers ,6,4,3,0,0,0,0,0,0,0,0
1230,r185,All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Metallurgists ,All scientists and engineers,Female,All occupations,Engineers,Other engineers ,Metallurgists ,6,3,4,3,3,3,3,3,3,3,3
1230,r186,"All scientists and engineers -> Female -> All occupations -> Engineers -> Other engineers  -> Engineers, general ",All scientists and engineers,Female,All occupations,Engineers,Other engineers ,"Engineers, general ",6,3073,3434,3848,4086,4188,4287,4310,4437,4665,4795
1230,r187,All scientists and engineers -> Male,All scientists and engineers,Male,,,,,2,,,,,,,,,,
1230,r188,All scientists and engineers -> Male -> All occupations,All scientists and engineers,Male,All occupations,,,,3,165713,173666,183560,187161,186955,185365,183112,184806,189427,189475
1230,r189,All scientists and engineers -> Male -> All occupations -> Scientists,All scientists and engineers,Male,All occupations,Scientists,,,4,89773,93562,99387,102094,102854,102573,101428,101991,105289,105320
1230,r190,All scientists and engineers -> Male -> All occupations -> Scientists -> Computer and mathematical scientists ,All scientists and engineers,Male,All occupations,Scientists,Computer and mathematical scientists ,,5,31756,34147,37477,39613,40968,41539,41666,43335,45125,46031
1230,r191,All scientists and engineers -> Male -> All occupations -> Scientists -> Computer and mathematical scientists  -> Computer specialists ,All scientists and engineers,Male,All occupations,Scientists,Computer and mathematical scientists ,Computer specialists ,6,3772,4127,4452,4704,4814,4916,4957,5345,5637,5926
1230,r192,All scientists and engineers -> Male -> All occupations -> Scientists -> Computer and mathematical scientists  -> Cryptography analysts ,All scientists and engineers,Male,All occupations,Scientists,Computer and mathematical scientists ,Cryptography analysts ,6,6,6,5,6,6,7,7,6,6,6
1230,r193,All scientists and engineers -> Male -> All occupations -> Scientists -> Computer and mathematical scientists  -> Equipment specialists ,All scientists and engineers,Male,All occupations,Scientists,Computer and mathematical scientists ,Equipment specialists ,6,906,984,1056,1068,1135,1156,1173,1210,1267,1328
1230,r194,All scientists and engineers -> Male -> All occupations -> Scientists -> Computer and mathematical scientists  -> Information technology management positions,All scientists and engineers,Male,All occupations,Scientists,Computer and mathematical scientists ,Information technology management positions,6,21658,23293,25820,27590,28841,29349,29405,30542,31842,32455
1230,r195,All scientists and engineers -> Male -> All occupations -> Scientists -> Computer and mathematical scientists  -> Mathematical statisticians ,All scientists and engineers,Male,All occupations,Scientists,Computer and mathematical scientists ,Mathematical statisticians ,6,781,806,848,851,835,819,799,806,808,794
1230,r196,All scientists and engineers -> Male -> All occupations -> Scientists -> Computer and mathematical scientists  -> Mathematicians ,All scientists and engineers,Male,All occupations,Scientists,Computer and mathematical scientists ,Mathematicians ,6,618,631,640,618,610,592,602,616,624,617
1230,r197,All scientists and engineers -> Male -> All occupations -> Scientists -> Computer and mathematical scientists  -> Operations research analysts ,All scientists and engineers,Male,All occupations,Scientists,Computer and mathematical scientists ,Operations research analysts ,6,2546,2769,3017,3137,3161,3195,3250,3345,3435,3384
1230,r198,All scientists and engineers -> Male -> All occupations -> Scientists -> Computer and mathematical scientists  -> Statisticians ,All scientists and engineers,Male,All occupations,Scientists,Computer and mathematical scientists ,Statisticians ,6,1469,1531,1639,1639,1566,1505,1473,1465,1506,1521
1230,r199,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,,5,24890,25314,26169,26068,25394,24646,23968,23748,23652,23251
1230,r200,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Agronomists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Agronomists ,6,227,232,217,208,192,183,168,160,156,151
1230,r201,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Animal scientists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Animal scientists ,6,66,65,71,61,54,53,53,53,55,53
1230,r202,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Botanists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Botanists ,6,193,200,198,194,185,186,182,169,161,153
1230,r203,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Ecologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Ecologists ,6,763,790,838,846,822,808,783,778,785,763
1230,r204,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Entomologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Entomologists ,6,449,443,473,467,431,425,406,404,378,371
1230,r205,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Environmental protection specialists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Environmental protection specialists ,6,1998,2023,2081,2081,2090,2013,1975,1940,1926,1869
1230,r206,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Fishery biologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Fishery biologists ,6,1700,1671,1725,1754,1724,1643,1615,1594,1572,1512
1230,r207,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Geneticists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Geneticists ,6,294,292,312,315,296,295,276,286,293,285
1230,r208,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Horticulturalists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Horticulturalists ,6,70,68,68,66,63,61,60,56,59,58
1230,r209,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Microbiologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Microbiologists ,6,1258,1290,1314,1296,1275,1236,1192,1159,1146,1105
1230,r210,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Pharmacologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Pharmacologists ,6,325,338,352,362,350,357,357,372,387,398
1230,r211,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Physiologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Physiologists ,6,300,305,299,299,301,274,249,242,226,212
1230,r212,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Plant pathologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Plant pathologists ,6,216,217,222,216,207,201,192,186,182,177
1230,r213,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Plant physiologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Plant physiologists ,6,142,142,142,142,133,122,118,119,105,95
1230,r214,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Range conservationists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Range conservationists ,6,645,649,645,611,601,588,535,510,516,494
1230,r215,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Soil conservationists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Soil conservationists ,6,2656,2635,2667,2577,2562,2428,2359,2287,2186,2065
1230,r216,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Soil scientists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Soil scientists ,6,930,889,876,834,754,713,673,652,620,582
1230,r217,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Toxicologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Toxicologists ,6,293,293,306,293,284,291,278,263,267,270
1230,r218,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Wildlife biologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Wildlife biologists ,6,1482,1468,1538,1532,1489,1438,1424,1410,1394,1391
1230,r219,All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Zoologists ,All scientists and engineers,Male,All occupations,Scientists,Life scientists ,Zoologists ,6,74,67,70,71,64,59,56,50,44,39
1230,r220,"All scientists and engineers -> Male -> All occupations -> Scientists -> Life scientists  -> Life scientists, general ",All scientists and engineers,Male,All occupations,Scientists,Life scientists ,"Life scientists, general ",6,10809,11237,11755,11843,11517,11272,11017,11058,11194,11208
1230,r221,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,,5,17766,18034,18421,18283,17938,17475,16937,16782,16839,16617
1230,r222,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Astronomers and space scientists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Astronomers and space scientists ,6,349,350,368,365,358,348,339,324,319,325
1230,r223,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Chemists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Chemists ,6,3595,3619,3698,3666,3568,3489,3395,3398,3425,3360
1230,r224,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Geodesists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Geodesists ,6,49,55,54,51,50,46,41,43,46,47
1230,r225,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Geologists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Geologists ,6,1180,1203,1206,1179,1141,1075,1037,1004,993,971
1230,r226,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Geophysicists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Geophysicists ,6,340,343,338,333,331,320,321,310,316,292
1230,r227,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Health physicists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Health physicists ,6,540,555,585,595,601,597,598,592,588,577
1230,r228,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Hydrologists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Hydrologists ,6,1744,1735,1726,1704,1657,1598,1529,1521,1519,1480
1230,r229,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Meteorologists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Meteorologists ,6,2419,2435,2466,2482,2429,2368,2318,2267,2233,2223
1230,r230,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Oceanographers ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Oceanographers ,6,446,438,450,428,438,418,392,367,377,353
1230,r231,All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Physicists ,All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,Physicists ,6,2099,2126,2218,2137,2122,2076,2065,2078,2088,2106
1230,r232,"All scientists and engineers -> Male -> All occupations -> Scientists -> Physical scientists  -> Physical scientists, general ",All scientists and engineers,Male,All occupations,Scientists,Physical scientists ,"Physical scientists, general ",6,5005,5175,5312,5343,5243,5140,4902,4878,4935,4883
1230,r233,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,,5,15361,16067,17320,18130,18554,18913,18857,18126,19673,19421
1230,r234,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Agricultural market analysts ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Agricultural market analysts ,6,85,83,77,77,70,61,63,65,66,65
1230,r235,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Agricultural market specialists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Agricultural market specialists ,6,195,188,189,184,192,185,178,192,192,182
1230,r236,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Anthropologists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Anthropologists ,6,44,47,53,48,51,54,51,50,47,45
1230,r237,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Archaeologists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Archaeologists ,6,599,608,634,647,653,647,642,620,633,619
1230,r238,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Civil rights analysts ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Civil rights analysts ,6,13,11,17,20,19,19,19,19,17,19
1230,r239,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Economists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Economists ,6,2703,2788,2907,2844,2837,2756,2729,2758,2881,2781
1230,r240,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Education research analysts ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Education research analysts ,6,27,32,31,33,29,28,29,32,32,29
1230,r241,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Foreign affairs analysts ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Foreign affairs analysts ,6,1209,1256,1387,1519,1543,1565,1549,413,1613,1472
1230,r242,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Foreign agricultural affairs analysts ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Foreign agricultural affairs analysts ,6,91,94,116,113,111,107,99,93,90,88
1230,r243,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Geographers ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Geographers ,6,437,477,522,536,537,529,521,525,558,584
1230,r244,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Intelligence specialists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Intelligence specialists ,6,3625,3811,4224,4820,5132,5364,5421,5732,5941,6018
1230,r245,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> International cooperation specialists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,International cooperation specialists ,6,2,1,5,4,5,5,8,8,12,18
1230,r246,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> International relations specialists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,International relations specialists ,6,121,121,141,151,172,174,170,159,149,144
1230,r247,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Workforce research analysts ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Workforce research analysts ,6,22,21,24,17,19,17,12,18,23,24
1230,r248,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Psychologists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Psychologists ,6,2522,2722,2922,2983,3128,3261,3295,3380,3351,3328
1230,r249,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Sociologists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Sociologists ,6,18,19,21,19,14,15,16,11,11,12
1230,r250,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Trade specialists ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Trade specialists ,6,345,365,386,370,334,320,310,296,313,315
1230,r251,All scientists and engineers -> Male -> All occupations -> Scientists -> Social scientists  -> Transportation industry analysts ,All scientists and engineers,Male,All occupations,Scientists,Social scientists ,Transportation industry analysts ,6,64,79,80,79,85,80,75,73,71,69
