table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_applications_total,field_applications_nonprovisional_utility_patents_total,field_applications_nonprovisional_utility_patents_to_foreign_jurisdictionsa,field_applications_nonprovisional_utility_patents_from_within_organized_r_d_activityb,field_patents_issuedc
8859,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['677', '&nbsp;']","['448', '&nbsp;']","['162', '&nbsp;']","['285', '&nbsp;']","['436', '&nbsp;']"
8859,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['7,267', '&nbsp;']","['5,238', '&nbsp;']","['3,052', '&nbsp;']","['4,615', '&nbsp;']","['5,140', '&nbsp;']"
8859,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['44,467', '&nbsp;']","['32,774', '&nbsp;']","['13,746', '&nbsp;']","['27,192', '&nbsp;']","['30,421', '&nbsp;']"
8859,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['6,213', '&nbsp;']","['3,431', '&nbsp;']","['1,392', '&nbsp;']","['3,248', '&nbsp;']","['3,607', '&nbsp;']"
8859,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['20,256', '&nbsp;']","['15,597', '&nbsp;']","['6,707', '&nbsp;']","['11,406', '&nbsp;']","['14,132', '&nbsp;']"
8859,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['6,985', '&nbsp;']","['5,316', '&nbsp;']","['3,493', '&nbsp;']","['4,392', '&nbsp;']","['4,196', 'i']"
8859,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['1,151', '&nbsp;']","['809', '&nbsp;']","['594', '&nbsp;']","['768', '&nbsp;']","['466', '&nbsp;']"
8859,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['3,451', '&nbsp;']","['2,824', '&nbsp;']","['1,818', '&nbsp;']","['2,384', '&nbsp;']","['2,159', 'i']"
8859,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['2,383', '&nbsp;']","['1,683', '&nbsp;']","['1,081', '&nbsp;']","['1,240', '&nbsp;']","['1,571', '&nbsp;']"
8859,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['11,013', '&nbsp;']","['8,430', '&nbsp;']","['2,154', '&nbsp;']","['8,146', '&nbsp;']","['8,487', '&nbsp;']"
