table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_10_19a,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_999,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
2705,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,327', '  ']","['35', '  ']","['140', '  ']","['156', '  ']",463,,"['226', '  ']","['450', '  ']","['483', '  ']","['163', '  ']","['211', '  ']","['0', '  ']"
2705,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['14,799', '  ']","['163', '  ']","['405', '  ']","['621', '  ']",909,,"['650', '  ']","['709', '  ']","['3,109', '  ']","['3,062', '  ']","['2,033', '  ']","['3,137', '  ']"
2705,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,872', '  ']","['4', '  ']","['52', '  ']","['31', '  ']",69,,"['19', '  ']","['79', '  ']","['366', '  ']","['14', '  ']","['0', '  ']","['1,237', '  ']"
2705,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['4,166', '  ']","['6', '  ']","['6', '  ']","['29', 'i ']",61,,"['116', '  ']","['67 - 569', '  ']","['1,131', '  ']","['2,245 - 2,747', '  ']","['0', '  ']","['0', '  ']"
2705,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['2,483', '  ']","['6', '  ']","['11', '  ']","['17', '  ']",44,,"['45', '  ']","['63', '  ']","['300', '  ']","['0 - 502', '  ']","['0 - 2,001', '  ']","['0 - 1,901', '  ']"
2705,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['6,278', '  ']","['147', '  ']","['336', '  ']","['543', '  ']",735,,"['470', '  ']","['0 - 502', '  ']","['1,312', '  ']","['303', '  ']","['32 - 2,034', '  ']","['0 - 1,901', '  ']"
2705,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['83,697', '  ']","['338', '  ']","['1,010', '  ']","['1,175', '  ']",1980,,"['2,827', '  ']","['3,662', '  ']","['13,706', '  ']","['9,891', 'i ']","['10,220', '  ']","['38,888', '  ']"
2705,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['13,107', '  ']","['19', '  ']","['101', '  ']","['218', '  ']",399,,"['461', '  ']","['774', '  ']","['2,935', '  ']","['993', 'i ']","['2,035', 'i ']","['5,171', '  ']"
2705,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['31,052', '  ']","['58', '  ']","['400', '  ']","['372', '  ']",745,,"['1,895', '  ']","['1,621', '  ']","['5,537', '  ']","['5,311', 'i ']","['4,465', '  ']","['10,648', '  ']"
2705,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['16,727', '  ']","['61 - 263', '  ']","['439', '  ']","['468', '  ']",694,,"['219 - 473', '  ']","['729', '  ']","['3,868', '  ']","['580', '  ']","['2,920', '  ']","['6,290 - 6,751', '  ']"
2705,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['3,208', '  ']","['49', '  ']","['156', '  ']","['154', '  ']",236,,"['178', '  ']","['405', '  ']","['1,178', '  ']","['0', '  ']","['852', 'i ']","['0', '  ']"
2705,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['8,843', '  ']","['13', '  ']","['60', '  ']","['79', '  ']",131,,"['37', '  ']","['0 - 265', '  ']","['821', '  ']","['137 - 580', '  ']","['998 - 1,714', '  ']","['5,855', '  ']"
2705,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['4,675', '  ']","['0 - 202', '  ']","['222', '  ']","['235', '  ']",327,,"['5 - 259', '  ']","['59 - 325', '  ']","['1,869', '  ']","['0 - 444', '  ']","['353 - 1,071', 'i ']","['435 - 897', '  ']"
2705,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['22,811', '  ']","['0 - 202', '  ']","['69', '  ']","['117', '  ']",141,,"['0 - 253', '  ']","['538', '  ']","['1,367', '  ']","['3,006', '  ']","['800', '  ']","['16,316 - 16,777', '  ']"
2705,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['4,487', '  ']","['48', '  ']","['253', '  ']","['319', '  ']",244,,"['237', '  ']","['430', '  ']","['1,344', '  ']","['502', '  ']","['625', '  ']","['485', '  ']"
2705,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['52,629', '  ']","['175', '  ']","['181', '  ']","['191', '  ']",566,,"['1,000', '  ']","['1,071', '  ']","['4,448', '  ']","['3,558', '  ']","['6,131', '  ']","['35,309', '  ']"
2705,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['25,586', '  ']","['0 - 12', '  ']","['65', '  ']","['88', '  ']",377,,"['769', '  ']","['563 - 677', '  ']","['3,348', '  ']","['1,314', '  ']","['4,573', '  ']","['14,360 - 14,492', '  ']"
2705,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['24,291', '  ']","['164', '  ']","['51', '  ']","['84', '  ']",145,,"['158', '  ']","['286', '  ']","['931', '  ']","['1,718', '  ']","['1,558', '  ']","['19,196', '  ']"
2705,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['22,968', '  ']","['135', '  ']","['35', '  ']","['52', '  ']",134,,"['139', '  ']","['286', '  ']","['654', '  ']","['778', '  ']","['1,558', '  ']","['19,196', '  ']"
2705,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['1,323', '  ']","['28', '  ']","['16', '  ']","['32', '  ']",10,,"['19', '  ']","['0', '  ']","['278', '  ']","['940', '  ']","['0', '  ']","['0', '  ']"
2705,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['11', '  ']","['0', '  ']","['0 - 6', '  ']","['1 - 12', '  ']",0 - 6,,"['0 - 11', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2705,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['2,741', '  ']","['0 - 12', '  ']","['57 - 67', '  ']","['6 - 19', '  ']",37 - 45,,"['62 - 75', '  ']","['109 - 223', '  ']","['169', '  ']","['527', '  ']","['0', '  ']","['1,620 - 1,754', '  ']"
2705,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['410', '  ']","['0', '  ']","['17', '  ']","['24', '  ']",38,,"['24', '  ']","['9', '  ']","['79', '  ']","['205', '  ']","['14', '  ']","['0', '  ']"
2705,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['17,209', '  ']","['81', '  ']","['438', '  ']","['527', '  ']",800,,"['648', '  ']","['628', '  ']","['3,384', '  ']","['1,895', '  ']","['4,103', '  ']","['4,705', '  ']"
2705,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['14,531', '  ']","['74', '  ']","['387', '  ']","['288', '  ']",564,,"['318', '  ']","['517', '  ']","['2,346', '  ']","['1,484', '  ']","['3,982', '  ']","['4,569', '  ']"
2705,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,678', '  ']","['7', '  ']","['51', '  ']","['239', '  ']",236,,"['330', '  ']","['112', '  ']","['1,037', '  ']","['411', 'i ']","['121', 'i ']","['136', 'i ']"
2705,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['166,961', '  ']","['2,704', '  ']","['5,882', '  ']","['5,469', '  ']",8395,,"['8,145', '  ']","['6,435', '  ']","['26,307', '  ']","['16,347', '  ']","['24,864', '  ']","['62,413', '  ']"
2705,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,905', '  ']","['9', '  ']","['17', '  ']","['42', '  ']",51,,"['68', '  ']","['44', 'i ']","['65', 'i ']","['277', '  ']","['1,332', '  ']","['0', '  ']"
2705,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['275', '  ']","['5', '  ']","['12', '  ']","['*', '  ']",8,,"['0', '  ']","['0 - 94', '  ']","['48', '  ']","['0 - 94', '  ']","['67', '  ']","['41 - 137', '  ']"
2705,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['906', 'i ']","['35', '  ']","['143', '  ']","['118', 'i ']",273,i ,"['118', 'i ']","['172', 'i ']","['47', '  ']","['0', '  ']","['*', '  ']","['0', '  ']"
2705,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['11,652', 'i ']","['1 - 39', '  ']","['0 - 83', '  ']","['3', 'i ']",113,,"['0 - 219', '  ']","['0 - 231', '  ']","['0 - 485', '  ']","['0 - 1,076', 'i ']","['0', '  ']","['9,418 - 10,738', 'i ']"
2705,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['942', '  ']","['2', 'i ']","['11', '  ']","['7', '  ']",39,,"['2', '  ']","['268', '  ']","['157', '  ']","['18', '  ']","['20', '  ']","['419', '  ']"
2705,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['94,349', '  ']","['704', '  ']","['1,197', '  ']","['1,531', '  ']",3067,,"['3,818', '  ']","['3,585', '  ']","['17,847', '  ']","['6,758', '  ']","['15,494', '  ']","['40,347', '  ']"
2705,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['32,770', '  ']","['206', '  ']","['499', '  ']","['478', '  ']",984,,"['815', '  ']","['778', '  ']","['7,898', '  ']","['4,892', '  ']","['1,854', '  ']","['14,367', '  ']"
2705,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['131', '  ']","['0', '  ']","['7', '  ']","['7', '  ']",0.05,,"['52', 'i ']","['15', 'i ']","['0', '  ']","['0', '  ']","['50', 'i ']","['0', '  ']"
2705,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['32,639', '  ']","['206', '  ']","['492', '  ']","['471', '  ']",984,,"['762', '  ']","['763', '  ']","['7,898', '  ']","['4,892', '  ']","['1,804', '  ']","['14,367', '  ']"
2705,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,696', '  ']","['9 - 488', '  ']","['31 - 698', '  ']","['22 - 204', '  ']",0 - 421,,"['265', '  ']","['0 - 535', '  ']","['0 - 2,676', '  ']","['0 - 444', '  ']","['0 - 3,367', '  ']","['0 - 3,367', '  ']"
2705,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['23,306', '  ']","['0 - 490', '  ']","['1 - 668', '  ']","['851', '  ']",1565,,"['2,133', '  ']","['2,273', '  ']","['7,272', '  ']","['1,423', '  ']","['1,767 - 2,931', '  ']","['4,861', '  ']"
2705,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['34,576', '  ']","['0 - 490', '  ']","['0 - 665', '  ']","['0 - 181', '  ']",98 - 520,,"['606', '  ']","['0 - 536', '  ']","['2 - 2,678', '  ']","['0 - 444', '  ']","['7,341 - 11,874', '  ']","['17,751 - 21,120', '  ']"
2705,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['7,471', '  ']","['249', '  ']","['11', '  ']","['33', '  ']",150,,"['461', '  ']","['182', '  ']","['1,133', 'i ']","['1,086', '  ']","['1,753', '  ']","['2,413', '  ']"
2705,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['1,022', '  ']","['0', '  ']","['2', '  ']","['8', '  ']",14,,"['2', '  ']","['57', '  ']","['938', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2705,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['6', '  ']","['0', '  ']","['0', '  ']","['*', '  ']",6,,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2705,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['1,016', '  ']","['0', '  ']","['2', '  ']","['8', '  ']",9,,"['2', '  ']","['57', '  ']","['938', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2705,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['44,860', '  ']","['1,648', '  ']","['4,359', '  ']","['3,436', '  ']",4414,,"['2,783', '  ']","['1,622', '  ']","['5,504', '  ']","['7,120', '  ']","['5,648', '  ']","['8,327', '  ']"
2705,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['3,961', '  ']","['283', '  ']","['512', '  ']","['388', '  ']",568,,"['394', '  ']","['378', 'i ']","['298', '  ']","['398', '  ']","['271', '  ']","['471', '  ']"
2705,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['15,923', '  ']","['407', '  ']","['1,700', '  ']","['1,232', '  ']",1002,,"['642', '  ']","['624', '  ']","['2,767', '  ']","['479', '  ']","['3,143', '  ']","['3,927', '  ']"
2705,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['20,185', '  ']","['844', '  ']","['1,424', '  ']","['1,353', '  ']",2181,,"['1,288', '  ']","['379', '  ']","['1,891', '  ']","['6,178', '  ']","['1,992', '  ']","['2,656', '  ']"
2705,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['5,857', '  ']","['236', '  ']","['240', '  ']","['353', '  ']",66 - 161,,"['132 - 142', '  ']","['71', '  ']","['210 - 314', '  ']","['0', '  ']","['1,791', '  ']","['2,656', '  ']"
2705,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['13,657', '  ']","['603', '  ']","['1,166', '  ']","['1,000', '  ']",2021,,"['1,135', '  ']","['308', '  ']","['1,045', '  ']","['6,178', '  ']","['201', '  ']","['0', '  ']"
2705,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['671', '  ']","['5', '  ']","['18', '  ']","['*', '  ']",0 - 95,,"['12 - 20', '  ']","['0', '  ']","['533 - 635', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
2705,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['4,791', '  ']","['114', '  ']","['722', '  ']","['463', '  ']",663,,"['459', '  ']","['241', '  ']","['549', '  ']","['66', 'i ']","['242', '  ']","['1,273', '  ']"
2705,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['1,476', '  ']","['15', '  ']","['46', '  ']","['180', 'i ']",87,,"['678', '  ']","['278', '  ']","['62', '  ']","['3', '  ']","['0', '  ']","['128', 'i ']"
2705,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['2,103', '  ']","['0 - 39', '  ']","['5 - 89', '  ']","['111', '  ']",178,,"['0 - 219', '  ']","['0 - 231', '  ']","['26 - 511', '  ']","['12 - 1,088', 'i ']","['549', '  ']","['0 - 1,221', '  ']"
