table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_2018,field_total_2019,field_total_2020,field_total_2021,field_federally_financed_2018,field_federally_financed_2019,field_federally_financed_2020,field_federally_financed_2021
7991,r001,All institutions,All institutions,,1,-,"['1,866,167', '']","['1,965,466', '']","['1,929,674', '']","['1,999,546', '']","['1,130,063', '']","['1,182,645', '']","['1,167,474', '']","['1,239,825', '']"
7991,r002,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,1,"['62,661', '']","['65,572', '']","['68,745', '']","['68,492', '']","['35,467', '']","['38,487', '']","['41,413', '']","['37,311', '']"
7991,r003,All institutions -> U. Houston,All institutions,U. Houston,2,2,"['25,126', '']","['34,730', '']","['40,835', '']","['43,502', '']","['2,511', '']","['2,298', '']","['2,981', '']","['3,476', '']"
7991,r004,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,3,"['32,164', '']","['30,743', '']","['36,326', '']","['41,402', '']","['16,256', '']","['15,560', '']","['17,414', '']","['21,494', '']"
7991,r005,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,4,"['31,921', '']","['31,179', '']","['32,375', '']","['37,408', '']","['20,339', '']","['18,377', '']","['19,258', '']","['22,959', '']"
7991,r006,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,5,"['46,180', '']","['42,498', '']","['40,638', '']","['37,366', 'i']","['30,824', '']","['28,469', '']","['26,664', '']","['22,573', '']"
7991,r007,All institutions -> Harvard U.,All institutions,Harvard U.,2,6,"['29,444', '']","['34,683', '']","['33,675', '']","['37,078', '']","['20,642', '']","['20,722', '']","['19,149', '']","['22,149', '']"
7991,r008,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,7,"['39,150', '']","['40,651', '']","['35,130', '']","['36,484', '']","['23,691', '']","['25,466', '']","['22,766', '']","['25,004', '']"
7991,r009,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,8,"['31,819', '']","['35,411', '']","['34,642', '']","['35,360', '']","['19,818', '']","['21,926', '']","['21,367', '']","['20,905', '']"
7991,r010,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,9,"['24,620', '']","['26,369', '']","['31,441', '']","['33,896', '']","['15,032', '']","['17,502', '']","['19,249', '']","['22,131', '']"
7991,r011,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,10,"['29,285', '']","['29,977', '']","['31,361', '']","['33,006', '']","['17,947', '']","['19,168', '']","['18,164', '']","['19,179', '']"
7991,r012,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,11,"['26,254', '']","['28,342', '']","['29,216', '']","['30,859', '']","['16,038', '']","['17,970', '']","['18,246', '']","['19,720', '']"
7991,r013,All institutions -> Princeton U.,All institutions,Princeton U.,2,12,"['21,060', '']","['22,317', '']","['25,095', '']","['29,163', '']","['10,722', '']","['11,066', '']","['13,611', '']","['13,984', '']"
7991,r014,All institutions -> Cornell U.,All institutions,Cornell U.,2,13,"['25,958', '']","['26,542', '']","['27,423', '']","['27,978', '']","['15,966', '']","['19,679', '']","['21,016', '']","['19,666', '']"
7991,r015,All institutions -> Stanford U.,All institutions,Stanford U.,2,14,"['22,807', '']","['25,306', '']","['25,478', '']","['27,849', '']","['19,329', '']","['22,382', '']","['22,802', '']","['25,419', '']"
7991,r016,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,15,"['22,362', '']","['32,067', '']","['27,429', '']","['27,339', '']","['19,106', '']","['21,472', '']","['16,704', '']","['21,719', '']"
7991,r017,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,16,"['22,723', '']","['22,763', '']","['22,953', '']","['26,272', '']","['10,704', '']","['11,830', '']","['12,344', '']","['14,122', '']"
7991,r018,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,17,"['23,237', 'i']","['24,180', 'i']","['25,946', 'i']","['24,078', 'i']","['21,621', '']","['22,678', '']","['24,462', '']","['22,938', '']"
7991,r019,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,18,"['18,893', '']","['23,711', '']","['19,842', '']","['24,038', '']","['12,928', '']","['16,506', '']","['14,839', '']","['16,178', '']"
7991,r020,All institutions -> U. Chicago,All institutions,U. Chicago,2,19,"['23,476', '']","['23,963', '']","['24,631', '']","['24,034', '']","['18,284', '']","['19,011', '']","['20,747', '']","['20,993', '']"
7991,r021,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,20,"['21,246', '']","['22,113', '']","['24,008', '']","['23,508', '']","['17,773', '']","['19,183', '']","['21,802', '']","['21,211', '']"
7991,r022,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,21,"['24,441', '']","['24,066', '']","['24,507', '']","['23,182', '']","['6,994', '']","['7,711', '']","['8,781', '']","['8,988', '']"
7991,r023,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,22,"['18,743', '']","['20,121', '']","['21,246', '']","['23,124', '']","['11,489', '']","['12,441', '']","['13,345', '']","['15,115', '']"
7991,r024,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,23,"['22,770', '']","['24,143', '']","['22,546', '']","['23,102', '']","['16,730', '']","['16,280', '']","['15,780', '']","['16,230', '']"
7991,r025,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,24,"['26,409', '']","['25,802', '']","['22,323', '']","['22,555', '']","['16,774', '']","['17,973', '']","['15,235', '']","['15,425', '']"
7991,r026,All institutions -> Florida International U.,All institutions,Florida International U.,2,25,"['11,455', '']","['17,688', '']","['18,412', '']","['22,439', '']","['5,561', '']","['6,744', '']","['7,623', '']","['12,085', '']"
