table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2001,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011
6430,r001,All agencies,All agencies,,,,,1,87061.8,92685.9,104337.1,109030.5,121230.1,118908.6,123998.3,125125.3,129678.7,137523.1,135752.8
6430,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
6430,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1869.5,2026.1,2043.4,2161.4,2281.5,2369.5,2433.5,2401.8,2303.7,2434.6,2419.5
6430,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,4.7,5.2,4.7,8.4,9.4,6.3,6.4,3.8,4.3,4.4,4.3
6430,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1014.6,1131.4,1100.0,1192.9,1248.7,1305.7,1293.7,1275.4,1176.5,1255.8,1263.5
6430,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,25.4,23.7,28.0,24.4,24.4,25.5,26.0,28.4,24.6,25.6,24.6
6430,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,66.1,69.9,70.3,65.7,74.6,72.8,90.6,77.8,79.7,86.4,87.9
6430,r008,All agencies -> Departments -> Department of Agriculture -> Food Safety and Inspection Service,All agencies,Departments,Department of Agriculture,Food Safety and Inspection Service,,4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6430,r009,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,1.4,1.4,1.6,1.6,1.5,0.9,0.6,0.4,0.4,0.4,0.6
6430,r010,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,263.0,292.0,321.0,345.0,343.0,354.5,360.0,358.9,367.5,432.8,370.0
6430,r011,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,6.1,6.0,5.3,6.7,6.7,7.1,6.7,6.6,6.5,6.3,6.7
6430,r012,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,4.3,4.6,5.5,6.1,6.1,6.5,6.8,6.9,7.2,7.5,7.4
6430,r013,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,478.9,487.6,503.1,506.8,563.5,586.0,621.8,639.3,634.0,611.7,653.8
6430,r014,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,2.4,4.2,3.8,3.8,3.6,4.1,21.0,4.2,3.0,3.7,0.7
6430,r015,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1015.8,1232.6,1248.2,1156.6,747.5,710.2,1059.3,1165.9,1252.4,1409.3,1589.7
6430,r016,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,0.6,0.4,0.5,0.2,0.5,0.2,0.8,20.7,28.3,33.7,15.5
6430,r017,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,474.2,532.2,536.6,558.1,478.5,467.1,457.5,493.2,501.2,636.5,741.7
6430,r018,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,501.0,651.3,667.8,550.0,242.1,215.5,573.7,627.1,686.9,684.7,765.7
6430,r019,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,21.0,26.0,23.5,24.2,3.5,5.3,5.3,0.3,6.9,7.0,7.2
