table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
11237,r001,All HBCUs,All HBCUs,,1,-,408387,397237,372978,307892,319684,341369,354390,552157,658390
11237,r002,All HBCUs -> North Carolina Agricultural and Technical State U.,All HBCUs,North Carolina Agricultural and Technical State U.,2,1,27490,29380,26086,26793,24231,22704,28375,42438,52340
11237,r003,All HBCUs -> West Virginia State U.,All HBCUs,West Virginia State U.,2,2,6611,4646,3688,2918,4005,3651,1697,7147,46249
11237,r004,All HBCUs -> Howard U.<sup>a</sup>,All HBCUs,Howard U.<sup>a</sup>,2,3,22022,20144,17137,12825,18839,16016,27941,34287,36586
11237,r005,All HBCUs -> Tuskegee U.,All HBCUs,Tuskegee U.,2,4,17831,12592,14313,10113,18038,9976,10615,21979,32333
11237,r006,All HBCUs -> Morehouse School of Medicine,All HBCUs,Morehouse School of Medicine,2,5,33244,30298,24543,18268,19587,15092,15335,20179,29280
11237,r007,All HBCUs -> Delaware State U.,All HBCUs,Delaware State U.,2,6,11650,8659,7963,8156,9519,10189,9276,29335,28400
11237,r008,All HBCUs -> Prairie View A&M U.,All HBCUs,Prairie View A&M U.,2,7,13931,17139,12900,10100,9197,16849,10375,24240,28128
11237,r009,All HBCUs -> Florida A&M U.,All HBCUs,Florida A&M U.,2,8,17421,19495,16704,19665,11270,14976,15003,23652,27700
11237,r010,All HBCUs -> Tennessee State U.,All HBCUs,Tennessee State U.,2,9,18570,15681,13123,8659,12393,16670,18049,21868,25920
11237,r011,All HBCUs -> Meharry Medical C.,All HBCUs,Meharry Medical C.,2,10,16991,15087,18061,15310,16991,14256,19085,19916,23531
11237,r012,All HBCUs -> Morgan State U.,All HBCUs,Morgan State U.,2,11,7635,10164,10200,9036,9062,15851,20035,25163,23410
11237,r013,"All HBCUs -> U. Maryland, Eastern Shore",All HBCUs,"U. Maryland, Eastern Shore",2,12,6428,7727,6307,3920,2329,4341,5829,13290,21046
11237,r014,All HBCUs -> Central State U.,All HBCUs,Central State U.,2,13,2585,957,4206,2436,3003,5922,5353,18216,20277
11237,r015,"All HBCUs -> Southern U. and A&M C., Baton Rouge",All HBCUs,"Southern U. and A&M C., Baton Rouge",2,14,8084,6311,5363,5722,3719,6994,5744,11051,18257
11237,r016,All HBCUs -> Alabama A&M U.,All HBCUs,Alabama A&M U.,2,15,10780,13987,11572,6679,8931,6589,7938,21957,17931
