table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_economies_by_income_status,field_2000_fractional_count,field_2000_whole_count,field_2001_fractional_count,field_2001_whole_count,field_2002_fractional_count,field_2002_whole_count,field_2003_fractional_count,field_2003_whole_count,field_2004_fractional_count,field_2004_whole_count,field_2005_fractional_count,field_2005_whole_count,field_2006_fractional_count,field_2006_whole_count,field_2007_fractional_count,field_2007_whole_count,field_2008_fractional_count,field_2008_whole_count,field_2009_fractional_count,field_2009_whole_count,field_2010_fractional_count,field_2010_whole_count,field_2011_fractional_count,field_2011_whole_count,field_2012_fractional_count,field_2012_whole_count,field_2013_fractional_count,field_2013_whole_count,field_2014_fractional_count,field_2014_whole_count,field_2015_fractional_count,field_2015_whole_count,field_2016_fractional_count,field_2016_whole_count,field_2017_fractional_count,field_2017_whole_count,field_2018_fractional_count,field_2018_whole_count
1831,r001,World,World,,,,1,,14702.0,14702,15630.0,15630,16356.0,16356,17516.0,17516,18965.0,18965,20780.0,20780,23188.0,23188,25100.0,25100,26718.0,26718,29466.0,29466,29807.0,29807,33406.0,33406,33309.0,33309,37314.0,37314,40331.0,40331,41707.0,41707,48824.0,48824,53147.0,53147,61733.0,61733
1831,r002,World -> North America,World,North America,,,2,,5791.37,6220,5160.0,5550,5627.33,6102,5666.57,6291,6521.16,7230,7182.24,8034,6653.74,7546,6995.86,7985,7122.97,8111,7401.34,8537,6989.86,8189,7853.11,9195,7010.3,8395,7189.14,8804,7517.93,9346,7535.53,9558,8029.2,10512,8741.55,11497,8543.3,11950
1831,r003,World -> North America -> Canada,World,North America,Canada,,3,High,1128.31,1317,1029.54,1183,1076.86,1280,1123.17,1408,1190.91,1502,1488.15,1874,1328.52,1697,1345.53,1739,1333.13,1728,1328.19,1762,1291.74,1760,1338.23,1832,1375.92,1887,1359.11,1897,1371.52,1970,1431.97,2063,1510.99,2282,1565.28,2393,1671.59,2625
1831,r004,World -> North America -> Greenland,World,North America,Greenland,,3,High,4.17,9,1.2,3,3.75,7,1.04,4,2.63,7,3.68,12,3.1,9,2.4,12,2.97,11,1.33,5,1.13,4,1.61,12,1.16,6,3.09,11,2.75,10,1.36,10,2.47,10,1.6,10,2.17,11
1831,r005,World -> North America -> Mexico,World,North America,Mexico,,3,Upper-middle,79.55,105,108.05,139,122.99,158,167.57,201,192.72,225,185.5,232,206.75,257,244.7,312,255.35,323,264.11,330,316.59,376,360.03,443,359.14,449,423.1,515,437.91,542,512.96,628,474.6,604,638.04,794,664.79,876
1831,r006,World -> North America -> United States,World,North America,United States,,3,High,4579.35,5002,4021.21,4421,4423.73,4892,4374.79,5003,5134.91,5847,5504.91,6336,5115.37,5976,5403.24,6316,5531.51,6420,5807.71,6838,5380.4,6460,6153.24,7351,5274.07,6498,5403.83,6825,5705.75,7307,5589.24,7382,6041.14,8189,6536.63,8919,6204.74,9174
1831,r007,World -> Central America and Caribbean,World,Central America and Caribbean,,,2,,30.45,46,46.73,63,29.75,50,38.05,72,40.9,66,41.2,74,38.64,67,54.6,99,49.94,84,62.88,117,53.08,107,62.43,120,67.39,137,57.34,128,76.05,152,51.36,115,61.29,136,93.43,178,83.72,192
1831,r008,World -> Central America and Caribbean -> Antigua and Barbuda,World,Central America and Caribbean,Antigua and Barbuda,,3,High,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.5,1
1831,r009,"World -> Central America and Caribbean -> Bahamas, The",World,Central America and Caribbean,"Bahamas, The",,3,High,0.0,0,0.0,0,0.0,0,0.0,0,0.33,1,0.25,1,0.37,1,0.23,2,0.99,3,0.77,2,1.33,3,0.0,0,0.91,4,1.31,5,1.18,2,2.55,8,0.71,3,1.06,3,3.47,8
1831,r010,World -> Central America and Caribbean -> Barbados,World,Central America and Caribbean,Barbados,,3,High,1.67,2,4.42,5,1.0,1,1.6,2,2.32,4,1.83,4,1.0,1,2.79,4,0.83,2,2.25,5,0.75,2,1.36,3,4.48,7,3.12,6,1.5,2,2.67,6,0.1,1,7.11,15,1.93,7
