table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023_preliminary_
10887,r001,All fields,All fields,,,1,63191,63825,67105,69871,74588,81118,85305,85896,93807,99481
10887,r002,All fields -> Computer and information sciences,All fields,Computer and information sciences,,2,NA,NA,NA,NA,NA,NA,NA,5350,4831,5459
10887,r003,All fields -> Computer sciences and mathematics,All fields,Computer sciences and mathematics,,2,3883,3863,4223,3894,4207,4330,5912,NA,NA,NA
10887,r004,All fields -> Computer sciences and mathematics -> Computer sciences,All fields,Computer sciences and mathematics,Computer sciences,3,2613,2646,2815,2735,2888,2897,4280,NA,NA,NA
10887,r005,All fields -> Computer sciences and mathematics -> Mathematics,All fields,Computer sciences and mathematics,Mathematics,3,979,1006,1160,942,1055,1157,681,NA,NA,NA
10887,r006,All fields -> Computer sciences and mathematics -> Other computer sciences and mathematics,All fields,Computer sciences and mathematics,Other computer sciences and mathematics,3,291,211,247,218,264,276,950,NA,NA,NA
10887,r007,"All fields -> Geosciences, atmospheric sciences, and ocean sciences (formerly Environmental sciences)",All fields,"Geosciences, atmospheric sciences, and ocean sciences (formerly Environmental sciences)",,2,4366,4414,4450,4470,4568,5075,5039,5042,5566,6712
10887,r008,"All fields -> Geosciences, atmospheric sciences, and ocean sciences (formerly Environmental sciences) -> Atmospheric science and meteorology (formerly Atmospheric sciences)",All fields,"Geosciences, atmospheric sciences, and ocean sciences (formerly Environmental sciences)",Atmospheric science and meteorology (formerly Atmospheric sciences),3,1567,1568,1597,1651,796,824,908,888,960,NA
10887,r009,"All fields -> Geosciences, atmospheric sciences, and ocean sciences (formerly Environmental sciences) -> Geological and earth sciences (formerly Geological sciences)",All fields,"Geosciences, atmospheric sciences, and ocean sciences (formerly Environmental sciences)",Geological and earth sciences (formerly Geological sciences),3,561,643,562,580,227,239,306,602,622,NA
10887,r010,"All fields -> Geosciences, atmospheric sciences, and ocean sciences (formerly Environmental sciences) -> Ocean sciences and marine sciences (formerly Oceanography)",All fields,"Geosciences, atmospheric sciences, and ocean sciences (formerly Environmental sciences)",Ocean sciences and marine sciences (formerly Oceanography),3,848,726,773,774,778,819,946,1096,1127,NA
10887,r011,"All fields -> Geosciences, atmospheric sciences, and ocean sciences (formerly Environmental sciences) -> Other geosciences, atmospheric sciences, and ocean sciences (formerly Other environmental sciences)",All fields,"Geosciences, atmospheric sciences, and ocean sciences (formerly Environmental sciences)","Other geosciences, atmospheric sciences, and ocean sciences (formerly Other environmental sciences)",3,1389,1477,1518,1464,2766,3192,2879,2456,2857,NA
10887,r012,All fields -> Life sciences,All fields,Life sciences,,2,30951,30625,32045,34090,36994,38304,42525,38249,41610,42330
10887,r013,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,1004,1320,1283,1353,1325,1446,1413,1073,1268,NA
10887,r014,All fields -> Life sciences -> Biological and biomedical sciences,All fields,Life sciences,Biological and biomedical sciences,3,NA,NA,NA,NA,NA,NA,NA,18228,21327,NA
10887,r015,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,15311,14840,15923,16556,17829,18910,20165,NA,NA,NA
10887,r016,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,821,819,788,783,922,924,902,NA,NA,NA
10887,r017,All fields -> Life sciences -> Health sciences (formerly Medical sciences),All fields,Life sciences,Health sciences (formerly Medical sciences),3,11285,11087,11359,12649,13564,13775,16182,15008,14707,NA
10887,r018,All fields -> Life sciences -> Natural resources and conservation,All fields,Life sciences,Natural resources and conservation,3,NA,NA,NA,NA,NA,NA,NA,227,247,NA
10887,r019,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,2530,2559,2693,2748,3354,3249,3863,3712,4060,NA
10887,r020,All fields -> Mathematics and statistics,All fields,Mathematics and statistics,,2,NA,NA,NA,NA,NA,NA,NA,715,904,929
10887,r021,All fields -> Physical sciences,All fields,Physical sciences,,2,6483,6510,6706,6581,7881,9816,8420,10048,12099,12665
10887,r022,All fields -> Physical sciences -> Astronomy and astrophysics (formerly Astronomy),All fields,Physical sciences,Astronomy and astrophysics (formerly Astronomy),3,1192,1230,1247,1292,887,1583,871,964,1113,NA
10887,r023,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,1013,968,999,969,1121,1125,1144,1141,2014,NA
10887,r024,All fields -> Physical sciences -> Material science,All fields,Physical sciences,Material science,3,NA,NA,NA,NA,NA,NA,NA,552,533,NA
10887,r025,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,3565,3040,3732,3676,3541,3446,3577,3156,3677,NA
10887,r026,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,714,1272,728,644,2332,3661,2828,4235,4762,NA
10887,r027,All fields -> Psychology,All fields,Psychology,,2,1968,1995,2021,2081,2327,2754,3276,3770,4588,4880
10887,r028,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,15,19,20,10,20,18,14,14,29,NA
10887,r029,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,59,59,56,56,48,53,42,50,48,NA
10887,r030,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,1894,1917,1946,2014,2259,2683,3220,3706,4511,NA
10887,r031,All fields -> Social sciences,All fields,Social sciences,,2,1435,1136,1227,1027,1039,1156,1137,1370,1917,2160
10887,r032,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,26,30,32,32,35,35,19,42,57,NA
10887,r033,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,344,337,371,294,282,295,203,228,245,NA
10887,r034,All fields -> Social sciences -> Political science and government (formerly Political science),All fields,Social sciences,Political science and government (formerly Political science),3,13,16,15,18,11,14,12,11,8,NA
10887,r035,"All fields -> Social sciences -> Sociology, demography, and population studies (formerly Sociology)",All fields,Social sciences,"Sociology, demography, and population studies (formerly Sociology)",3,158,128,197,178,143,224,152,111,102,NA
10887,r036,All fields -> Social sciences -> Other social sciences<sup>a</sup>,All fields,Social sciences,Other social sciences<sup>a</sup>,3,893,625,612,505,568,588,751,978,1505,NA
10887,r037,All fields -> Engineering,All fields,Engineering,,2,11888,11984,12972,13207,13759,15279,13222,14650,15497,16758
10887,r038,All fields -> Engineering -> Aeronautical engineering,All fields,Engineering,Aeronautical engineering,3,1833,1825,1836,1892,1118,1199,1093,NA,NA,NA
10887,r039,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",3,NA,NA,NA,NA,NA,NA,NA,2604,2391,NA
10887,r040,All fields -> Engineering -> Astronautical engineering,All fields,Engineering,Astronautical engineering,3,669,661,651,651,796,830,916,NA,NA,NA
