table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023_preliminary_
10887,r041,All fields -> Engineering -> Bioengineering and biomedical engineering,All fields,Engineering,Bioengineering and biomedical engineering,3,NA,NA,NA,NA,NA,NA,NA,40,148,NA
10887,r042,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,535,375,373,302,692,454,788,733,749,NA
10887,r043,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,445,458,462,606,476,566,476,649,644,NA
10887,r044,"All fields -> Engineering -> Electrical, electronics, and communications engineering (formerly Electrical engineering)",All fields,Engineering,"Electrical, electronics, and communications engineering (formerly Electrical engineering)",3,1240,897,1063,1103,1010,971,881,891,872,NA
10887,r045,All fields -> Engineering -> Industrial and manufacturing engineering,All fields,Engineering,Industrial and manufacturing engineering,3,NA,NA,NA,NA,NA,NA,NA,291,2075,NA
10887,r046,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,503,324,374,450,498,630,523,289,429,NA
10887,r047,All fields -> Engineering -> Metallurgical and materials engineering (formerly Metallurgy and materials engineering),All fields,Engineering,Metallurgical and materials engineering (formerly Metallurgy and materials engineering),3,1769,1757,1975,1941,1915,1843,704,811,546,NA
10887,r048,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,4894,5688,6237,6262,7253,8787,7841,8343,7642,NA
10887,r049,All fields -> Other fields,All fields,Other fields,,2,NA,NA,NA,NA,NA,NA,NA,6703,6796,7587
10887,r050,All fields -> Other fields -> Business management and business administration,All fields,Other fields,Business management and business administration,3,NA,NA,NA,NA,NA,NA,NA,120,106,NA
10887,r051,All fields -> Other fields -> Communication and communications technologies,All fields,Other fields,Communication and communications technologies,3,NA,NA,NA,NA,NA,NA,NA,12,21,NA
10887,r052,All fields -> Other fields -> Education research,All fields,Other fields,Education research,3,NA,NA,NA,NA,NA,NA,NA,987,1063,NA
10887,r053,"All fields -> Other fields -> Humanities, including History",All fields,Other fields,"Humanities, including History",3,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,NA
10887,r054,All fields -> Other fields -> Law,All fields,Other fields,Law,3,NA,NA,NA,NA,NA,NA,NA,7,6,NA
10887,r055,All fields -> Other fields -> Social work,All fields,Other fields,Social work,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA
10887,r056,All fields -> Other fields -> Visual and performing arts,All fields,Other fields,Visual and performing arts,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA
10887,r057,All fields -> Other fields -> All other fields,All fields,Other fields,All other fields,3,NA,NA,NA,NA,NA,NA,NA,5576,5600,NA
10887,r058,All fields -> Other sciences nec,All fields,Other sciences nec,,2,2218,3299,3461,4521,3812,4405,5773,NA,NA,NA
