table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_level_4,_b_field_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023
12657,r001,All R&D fields,All R&D fields,,,,1,61286610,65274393,65729007,66977566,67161428,68519962,71737194,75149390,79025976,83490430,86306106,89700890,97669577,108681008
12657,r002,All R&D fields -> Science,All R&D fields,Science,,,2,49061829,51955427,51914870,52608816,52761785,53843479,56235949,58936126,62018482,65418733,67564949,70290425,76144177,84307571
12657,r003,All R&D fields -> Science -> Computer and information sciences,All R&D fields,Science,Computer and information sciences,,3,1638047,1742486,1822321,2067869,1927578,1962053,2079423,2192298,2397595,2637121,2925074,2953984,3201715,3617348
12657,r004,"All R&D fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All R&D fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,3,2991741,3153174,3173011,3195029,3227092,3246105,3082509,3147577,3159571,3185938,3281649,3295235,3652936,4032534
12657,r005,"All R&D fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric science and meteorology",All R&D fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,4,429354,481275,476729,493385,501517,573913,626676,623507,608041,590386,612497,624278,668852,723727
12657,r006,"All R&D fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All R&D fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,4,1083969,1142630,1168945,1163446,1159067,1113536,997675,1084096,1131931,1121272,1159615,1242259,1347807,1488300
12657,r007,"All R&D fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean sciences and marine sciences",All R&D fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean sciences and marine sciences,4,1021857,1049630,1025472,1051418,1071370,1049538,1097679,1098356,1061409,1100775,1136731,1035260,1211373,1365092
12657,r008,"All R&D fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All R&D fields,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",4,456561,479639,501865,486780,495138,509118,360479,341618,358190,373505,372806,393438,424904,455415
12657,r009,All R&D fields -> Science -> Life sciences,All R&D fields,Science,Life sciences,,3,34984249,37337522,37200171,37556765,37938741,38769105,40859163,43098369,45605985,48226300,49615561,52350164,56475813,62204360
12657,r010,All R&D fields -> Science -> Life sciences -> Agricultural sciences,All R&D fields,Science,Life sciences,Agricultural sciences,4,3011150,3116840,3300098,3347687,3381853,3479612,3287678,3274590,3307253,3426776,3625713,3553312,3936116,4285689
12657,r011,All R&D fields -> Science -> Life sciences -> Biological and biomedical sciences,All R&D fields,Science,Life sciences,Biological and biomedical sciences,4,10946456,11855468,11611632,11679165,11699720,11703939,13027574,13723201,14517916,15391056,15766687,16568079,18130240,19526385
12657,r012,All R&D fields -> Science -> Life sciences -> Health sciences,All R&D fields,Science,Life sciences,Health sciences,4,19268085,20398377,20330413,20453217,20707633,21298214,22387269,23990126,25773453,27265062,27991953,29857379,31874515,35724571
12657,r013,All R&D fields -> Science -> Life sciences -> Natural resources and conservation<sup>a</sup>,All R&D fields,Science,Life sciences,Natural resources and conservation<sup>a</sup>,4,na,na,na,na,na,na,693318,691655,779447,841416,901808,935072,1016532,1079516
12657,r014,All R&D fields -> Science -> Life sciences -> Life sciences nec,All R&D fields,Science,Life sciences,Life sciences nec,4,1758558,1966837,1958028,2076696,2149535,2287340,1463324,1418797,1227916,1301990,1329400,1436322,1518410,1588199
12657,r015,All R&D fields -> Science -> Mathematics and statistics,All R&D fields,Science,Mathematics and statistics,,3,592200,640471,674461,670801,657656,640828,679295,700251,750328,769019,800583,772989,879490,1060700
12657,r016,All R&D fields -> Science -> Physical sciences,All R&D fields,Science,Physical sciences,,3,4621772,4768816,4710125,4646791,4613739,4648566,4876304,5050084,5232149,5550678,5671891,5735955,6167466,6944769
12657,r017,All R&D fields -> Science -> Physical sciences -> Astronomy and astrophysics,All R&D fields,Science,Physical sciences,Astronomy and astrophysics,4,573229,583847,706544,558635,566965,626589,621738,648813,668227,734987,780259,740852,813888,967125
12657,r018,All R&D fields -> Science -> Physical sciences -> Chemistry,All R&D fields,Science,Physical sciences,Chemistry,4,1748465,1783604,1748904,1704070,1723214,1757480,1773336,1791492,1866133,1965378,1928978,1995252,2127016,2301102
12657,r019,All R&D fields -> Science -> Physical sciences -> Materials science<sup>a</sup>,All R&D fields,Science,Physical sciences,Materials science<sup>a</sup>,4,na,na,na,na,na,na,172271,227825,254447,259316,252531,285940,286461,319102
12657,r020,All R&D fields -> Science -> Physical sciences -> Physics,All R&D fields,Science,Physical sciences,Physics,4,1998732,2108340,1985954,2097089,2054772,2037057,2108936,2155653,2206576,2327059,2435600,2463695,2669468,2966923
12657,r021,All R&D fields -> Science -> Physical sciences -> Physical sciences nec,All R&D fields,Science,Physical sciences,Physical sciences nec,4,301346,293025,268723,286997,268788,227440,200023,226301,236766,263938,274523,250216,270633,390517
12657,r022,All R&D fields -> Science -> Psychology,All R&D fields,Science,Psychology,,3,1077655,1159180,1179323,1128328,1143065,1183561,1222998,1246512,1261399,1328432,1364798,1329531,1446429,1637829
12657,r023,All R&D fields -> Science -> Social sciences,All R&D fields,Science,Social sciences,,3,1999942,2063007,2053656,2172234,2210266,2315180,2361489,2554642,2721694,2805686,2951692,2827914,3163750,3615227
12657,r024,All R&D fields -> Science -> Social sciences -> Anthropology<sup>a</sup>,All R&D fields,Science,Social sciences,Anthropology<sup>a</sup>,4,na,na,na,na,na,na,95935,110932,118234,124403,119395,108099,132709,151778
12657,r025,All R&D fields -> Science -> Social sciences -> Economics,All R&D fields,Science,Social sciences,Economics,4,352890,387036,383405,408264,428076,453590,395598,434016,455933,458124,559122,550454,665417,723797
12657,r026,All R&D fields -> Science -> Social sciences -> Political science and government,All R&D fields,Science,Social sciences,Political science and government,4,374903,370694,390074,427435,426375,459265,383995,412112,438069,447752,425439,424053,488351,556983
12657,r027,"All R&D fields -> Science -> Social sciences -> Sociology, demography, and population studies",All R&D fields,Science,Social sciences,"Sociology, demography, and population studies",4,419895,433484,461011,482284,504735,524200,503300,551863,608722,610133,594099,553000,616067,727782
12657,r028,All R&D fields -> Science -> Social sciences -> Social sciences nec,All R&D fields,Science,Social sciences,Social sciences nec,4,852254,871793,819166,854251,851080,878125,982661,1045719,1100736,1165274,1253637,1192308,1261206,1454887
12657,r029,All R&D fields -> Science -> Sciences nec,All R&D fields,Science,Sciences nec,,3,1156223,1090771,1101802,1170999,1043648,1078081,1074768,946393,889761,915559,953701,1024653,1156578,1194804
12657,r030,All R&D fields -> Engineering,All R&D fields,Engineering,,,2,9325722,10032590,10284111,10733954,10971498,11062806,11367246,11911264,12363352,13214302,13702435,14291856,15662918,17468446
12657,r031,"All R&D fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All R&D fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,635234,667757,662444,689553,662479,732092,881970,990726,1010499,1170171,1293605,1452254,1647246,1913964
12657,r032,All R&D fields -> Engineering -> Bioengineering and biomedical engineering,All R&D fields,Engineering,Bioengineering and biomedical engineering,,3,745277,817389,871917,884421,951058,1003096,1085842,1220693,1343576,1450846,1469746,1560277,1727186,1885216
12657,r033,All R&D fields -> Engineering -> Chemical engineering,All R&D fields,Engineering,Chemical engineering,,3,821163,913905,903613,910222,906471,914308,884190,934538,931038,977586,1001308,1024239,1108239,1246882
12657,r034,All R&D fields -> Engineering -> Civil engineering,All R&D fields,Engineering,Civil engineering,,3,1106759,1208592,1232944,1296972,1256412,1284850,1328617,1302330,1354786,1432985,1425058,1482140,1686234,1900543
12657,r035,"All R&D fields -> Engineering -> Electrical, electronic, and communications engineering",All R&D fields,Engineering,"Electrical, electronic, and communications engineering",,3,2050292,2206894,2311665,2408824,2478216,2492197,2512469,2726479,2843777,2937896,3052778,3078761,3463055,3838675
12657,r036,All R&D fields -> Engineering -> Industrial and manufacturing engineering<sup>a</sup>,All R&D fields,Engineering,Industrial and manufacturing engineering<sup>a</sup>,,3,na,na,na,na,na,na,236679,351083,514775,556355,587061,574092,615468,707239
12657,r037,All R&D fields -> Engineering -> Mechanical engineering,All R&D fields,Engineering,Mechanical engineering,,3,1458382,1556892,1550151,1647640,1503710,1513951,1434699,1535866,1630560,1705001,1813738,1882114,2062472,2324946
12657,r038,All R&D fields -> Engineering -> Metallurgical and materials engineering,All R&D fields,Engineering,Metallurgical and materials engineering,,3,703332,738892,757967,812231,1202757,1101599,743980,735699,762688,792373,818672,841720,886659,1039160
12657,r039,All R&D fields -> Engineering -> Engineering nec,All R&D fields,Engineering,Engineering nec,,3,1805283,1922269,1993410,2084091,2010395,2020713,2258800,2113850,1971653,2191089,2240469,2396259,2466359,2611821
12657,r040,All R&D fields -> Non-S&E,All R&D fields,Non-S&E,,,2,2899059,3286376,3530026,3634796,3428145,3613677,4133999,4302000,4644142,4857395,5038722,5118609,5862482,6904991
12657,r041,All R&D fields -> Non-S&E -> Business management and business administration,All R&D fields,Non-S&E,Business management and business administration,,3,370015,400376,443079,473157,481154,569570,642332,725524,784623,868197,888023,934630,1081102,1218052
12657,r042,All R&D fields -> Non-S&E -> Communication and communications technologies,All R&D fields,Non-S&E,Communication and communications technologies,,3,130396,153743,159920,148496,166040,168512,166414,202562,191641,206796,192511,186843,213728,253609
