table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_doe,field_doi,field_dot,field_ed,field_hhs,field_nasa,field_nsf,field_ssa,field_usda
11234,r001,All HBCUs,All HBCUs,,1,-,658390,334,55283,17331,178,625,5175,192562,6685,130731,62,249423
11234,r002,All HBCUs -> North Carolina Agricultural and Technical State U.,All HBCUs,North Carolina Agricultural and Technical State U.,2,1,52340,0,10169,5736,0,0,250,3725,1446,9974,0,21040
11234,r003,All HBCUs -> West Virginia State U.,All HBCUs,West Virginia State U.,2,2,46249,0,0,0,0,0,0,36842,0,0,0,9407
11234,r004,All HBCUs -> Howard U.<sup>a</sup>,All HBCUs,Howard U.<sup>a</sup>,2,3,36586,235,10148,1503,29,0,310,17115,363,6858,25,0
11234,r005,All HBCUs -> Tuskegee U.,All HBCUs,Tuskegee U.,2,4,32333,0,357,0,0,228,0,10364,0,5683,0,15701
11234,r006,All HBCUs -> Morehouse School of Medicine,All HBCUs,Morehouse School of Medicine,2,5,29280,0,740,0,0,0,0,27699,0,841,0,0
11234,r007,All HBCUs -> Delaware State U.,All HBCUs,Delaware State U.,2,6,28400,0,1471,5106,0,0,0,8827,0,2186,0,10810
11234,r008,All HBCUs -> Prairie View A&M U.,All HBCUs,Prairie View A&M U.,2,7,28128,0,2244,1525,0,0,0,144,92,3350,0,20773
11234,r009,All HBCUs -> Florida A&M U.,All HBCUs,Florida A&M U.,2,8,27700,0,2518,0,0,0,0,5972,0,8478,0,10731
11234,r010,All HBCUs -> Tennessee State U.,All HBCUs,Tennessee State U.,2,9,25920,0,248,0,0,129,0,815,0,3854,0,20874
11234,r011,All HBCUs -> Meharry Medical C.,All HBCUs,Meharry Medical C.,2,10,23531,0,1055,0,0,0,0,21796,0,680,0,0
11234,r012,All HBCUs -> Morgan State U.,All HBCUs,Morgan State U.,2,11,23410,0,10308,1480,24,0,0,6549,690,4360,0,0
11234,r013,"All HBCUs -> U. Maryland, Eastern Shore",All HBCUs,"U. Maryland, Eastern Shore",2,12,21046,0,362,0,0,0,108,654,0,700,0,19223
11234,r014,All HBCUs -> Central State U.,All HBCUs,Central State U.,2,13,20277,0,600,0,0,0,250,0,0,0,0,19427
11234,r015,"All HBCUs -> Southern U. and A&M C., Baton Rouge",All HBCUs,"Southern U. and A&M C., Baton Rouge",2,14,18257,0,274,0,0,0,0,103,0,4642,0,13238
11234,r016,All HBCUs -> Alabama A&M U.,All HBCUs,Alabama A&M U.,2,15,17931,0,1479,0,0,0,0,807,0,3990,0,11655
11234,r017,All HBCUs -> Fort Valley State U.,All HBCUs,Fort Valley State U.,2,16,15759,0,0,0,0,0,250,0,0,2754,0,12756
11234,r018,All HBCUs -> Virginia State U.<sup>a</sup>,All HBCUs,Virginia State U.<sup>a</sup>,2,17,15416,0,2043,0,0,0,0,258,0,1439,0,11675
11234,r019,All HBCUs -> Lincoln U.,All HBCUs,Lincoln U.,2,18,15042,0,0,0,0,0,0,0,0,192,0,14849
11234,r020,All HBCUs -> U. Virgin Islands,All HBCUs,U. Virgin Islands,2,19,14644,0,152,0,125,0,0,549,63,9631,0,4124
11234,r021,All HBCUs -> Clark Atlanta U.,All HBCUs,Clark Atlanta U.,2,20,14313,0,993,0,0,0,0,2827,0,10448,0,45
11234,r022,All HBCUs -> Kentucky State U.,All HBCUs,Kentucky State U.,2,21,13906,0,0,0,0,0,0,0,0,274,0,13632
11234,r023,All HBCUs -> North Carolina Central U.,All HBCUs,North Carolina Central U.,2,22,13255,0,727,225,0,0,0,9973,0,2330,0,0
11234,r024,All HBCUs -> Xavier U. Louisiana,All HBCUs,Xavier U. Louisiana,2,23,12002,0,203,0,0,0,0,10902,144,678,0,75
11234,r025,All HBCUs -> Langston U.,All HBCUs,Langston U.,2,24,11966,0,1200,0,0,0,0,1225,0,399,0,9142
11234,r026,All HBCUs -> Jackson State U.,All HBCUs,Jackson State U.,2,25,11380,100,814,1099,0,0,0,5053,0,4314,0,0
11234,r027,All HBCUs -> South Carolina State U.,All HBCUs,South Carolina State U.,2,26,11216,0,0,0,0,0,0,3520,0,0,0,7697
11234,r028,All HBCUs -> U. District of Columbia,All HBCUs,U. District of Columbia,2,27,8671,0,1246,0,0,0,0,375,0,4728,0,2321
11234,r029,All HBCUs -> Hampton U.,All HBCUs,Hampton U.,2,28,8536,0,799,452,0,0,0,2135,3828,1322,0,0
11234,r030,"All HBCUs -> U. Arkansas, Pine Bluff",All HBCUs,"U. Arkansas, Pine Bluff",2,29,7437,0,1199,0,0,0,0,0,0,6237,0,0
11234,r031,All HBCUs -> Morehouse C.,All HBCUs,Morehouse C.,2,30,6060,0,0,0,0,0,0,0,0,6060,0,0
11234,r032,All HBCUs -> Bowie State U.,All HBCUs,Bowie State U.,2,31,5233,0,111,0,0,0,250,255,0,4617,0,0
11234,r033,All HBCUs -> Texas Southern U.,All HBCUs,Texas Southern U.,2,32,5100,0,0,150,0,0,0,3268,60,1622,0,0
11234,r034,All HBCUs -> Spelman C.,All HBCUs,Spelman C.,2,33,4284,0,0,0,0,0,0,1134,0,3114,37,0
11234,r035,All HBCUs -> Norfolk State U.,All HBCUs,Norfolk State U.,2,34,4175,0,452,56,0,0,0,0,0,3667,0,0
11234,r036,All HBCUs -> Oakwood U.,All HBCUs,Oakwood U.,2,35,3437,0,0,0,0,0,247,2804,0,386,0,0
11234,r037,All HBCUs -> Alabama State U.,All HBCUs,Alabama State U.,2,36,2955,0,420,0,0,0,0,1425,0,1111,0,0
11234,r038,All HBCUs -> Voorhees C.,All HBCUs,Voorhees C.,2,37,2813,0,0,0,0,0,2813,0,0,0,0,0
11234,r039,All HBCUs -> Albany State U.<sup>a</sup>,All HBCUs,Albany State U.<sup>a</sup>,2,38,2352,0,0,0,0,0,0,0,0,2352,0,0
11234,r040,All HBCUs -> Fisk U.,All HBCUs,Fisk U.,2,39,2281,0,160,0,0,0,0,523,0,1598,0,0
11234,r041,All HBCUs -> Tougaloo C.,All HBCUs,Tougaloo C.,2,40,1772,0,0,0,0,0,0,1215,0,557,0,0
11234,r042,All HBCUs -> Dillard U.,All HBCUs,Dillard U.,2,41,1769,0,1015,0,0,0,250,381,0,122,0,0
11234,r043,All HBCUs -> Savannah State U.,All HBCUs,Savannah State U.,2,42,1756,0,104,0,0,0,0,704,0,947,0,0
11234,r044,All HBCUs -> Winston-Salem State U.,All HBCUs,Winston-Salem State U.,2,43,1585,0,0,0,0,0,0,1135,0,450,0,0
11234,r045,All HBCUs -> Fayetteville State U.,All HBCUs,Fayetteville State U.,2,44,1469,0,5,0,0,0,0,318,0,1146,0,0
11234,r046,All HBCUs -> Claflin U.,All HBCUs,Claflin U.,2,45,987,0,629,0,0,0,0,358,0,0,0,0
11234,r047,All HBCUs -> Harris-Stowe State U.,All HBCUs,Harris-Stowe State U.,2,46,902,0,0,0,0,0,0,0,0,902,0,0
11234,r048,All HBCUs -> Elizabeth City State U.,All HBCUs,Elizabeth City State U.,2,47,841,0,448,0,0,269,0,123,0,0,0,0
11234,r049,All HBCUs -> Lane C.,All HBCUs,Lane C.,2,48,691,0,0,0,0,0,0,0,0,691,0,0
11234,r050,All HBCUs -> Benedict C.,All HBCUs,Benedict C.,2,49,590,0,0,0,0,0,0,97,0,493,0,0
