table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
11215,r001,All institutions,All institutions,,1,-,31158783,30562878,31648932,32439651,35303818,38084444,39122152,43222829,44628417
11215,r002,All institutions -> Johns Hopkins U.,All institutions,Johns Hopkins U.,2,1,1676949,1552227,1854228,1708000,1821981,1892204,1952918,1870070,1800816
11215,r003,All institutions -> U. Washington,All institutions,U. Washington,2,2,717738,659586,641790,667400,754867,899369,788696,834089,928382
11215,r004,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,3,621902,584261,596286,639089,683946,708741,675097,858385,879536
11215,r005,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,4,582895,571143,603242,628270,671792,717662,685422,782571,876442
11215,r006,All institutions -> U. Michigan,All institutions,U. Michigan,2,5,913038,646673,668204,700050,755352,787253,803815,823101,865049
11215,r007,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,6,489857,515509,554714,574306,646840,687043,755055,822294,836411
11215,r008,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,7,453639,460851,495972,481184,563572,550289,579211,696843,798189
11215,r009,All institutions -> Stanford U.,All institutions,Stanford U.,2,8,531655,540336,552199,581148,620968,633211,651156,727830,796224
11215,r010,All institutions -> U. Pittsburgh,All institutions,U. Pittsburgh,2,9,508518,494697,532632,544466,600144,617452,632355,746051,772399
11215,r011,All institutions -> Duke U.,All institutions,Duke U.,2,10,475962,463109,508315,523037,578217,643835,656152,837060,762635
11215,r012,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,11,596355,547172,556027,552306,584498,657773,625808,734635,761096
11215,r013,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,12,523217,510426,517169,522729,544389,572994,780943,730449,756368
