table_id,row_id,region_country_or_economy,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
1865,r001,World,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1865,r002,China,0.38,0.33,0.43,0.34,0.35,0.35,0.52,0.63,0.71,0.73,0.79,0.73,0.72,0.71,0.76,0.86,0.92,0.95,0.99,1.12,1.18
1865,r003,United States,2.17,2.08,2.1,2.09,2.02,2.05,1.96,1.98,2.11,1.9,1.96,1.94,2.13,2.06,2.13,2.06,2.19,2.29,2.34,2.15,2.26
1865,r004,India,0.36,0.29,0.4,0.39,0.85,0.62,0.53,1.16,0.82,0.81,0.82,0.74,0.75,0.77,0.82,0.81,0.87,1.04,0.91,1.0,0.86
1865,r005,Germany,1.01,1.29,1.15,1.27,1.23,1.16,1.35,1.15,1.25,1.34,1.5,1.58,1.59,1.43,1.72,1.85,1.87,1.92,2.02,2.08,2.15
1865,r006,Japan,0.71,0.78,0.71,0.7,0.69,0.79,0.63,0.66,0.75,0.79,0.78,0.84,0.85,0.81,0.97,1.03,1.02,1.11,1.13,1.07,1.3
1865,r007,United Kingdom,1.21,1.5,1.31,1.37,1.4,1.3,1.58,1.47,1.44,1.89,1.74,1.67,1.58,1.93,1.95,1.89,1.99,2.31,2.52,2.54,2.48
1865,r008,Russia,0.36,0.39,0.33,0.4,0.36,0.37,0.45,0.55,0.51,0.51,0.71,0.63,0.48,0.48,0.56,0.73,0.67,0.85,0.79,0.74,0.75
1865,r009,Italy,0.77,1.12,0.97,0.93,0.6,1.23,1.25,0.73,0.86,1.02,1.15,1.13,1.06,1.3,1.3,1.53,1.62,1.88,1.77,1.9,2.12
1865,r010,South Korea,0.5,0.27,0.47,0.4,0.39,0.67,0.9,0.66,0.75,0.79,0.73,0.78,0.82,0.79,0.84,1.02,1.0,1.34,1.34,1.3,1.09
1865,r011,France,0.91,1.0,1.15,0.86,0.99,1.2,0.97,1.09,1.05,1.12,1.22,1.32,1.2,1.18,1.39,1.43,1.34,1.68,1.68,1.69,1.84
1865,r012,Brazil,0.42,0.57,0.41,0.27,0.22,0.33,0.53,0.77,0.5,0.52,0.71,0.64,0.87,0.66,1.11,1.44,1.34,1.88,1.76,1.9,2.04
1865,r013,Canada,1.04,1.14,1.08,1.71,1.18,1.37,1.12,1.36,1.59,1.41,1.72,1.65,1.73,1.88,1.94,2.12,1.98,2.32,2.36,2.8,2.96
1865,r014,Spain,1.04,0.76,0.94,1.0,0.9,0.98,1.16,1.18,1.43,1.34,1.4,1.24,1.44,1.37,1.63,1.8,1.98,2.16,2.51,2.19,2.79
1865,r015,Australia,0.99,1.24,1.03,1.19,0.91,1.43,1.28,0.83,1.57,1.0,1.65,1.47,2.03,1.93,1.69,1.59,2.16,2.13,1.84,2.62,2.87
1865,r016,Iran,0.0,0.0,0.0,0.68,1.1,0.0,0.0,0.58,0.99,0.86,0.6,1.11,0.69,0.73,0.8,0.74,0.97,0.89,1.32,1.66,2.38
1865,r017,EU (all members),0.94,1.03,1.04,1.02,1.02,1.06,1.1,1.06,1.05,1.15,1.19,1.21,1.16,1.19,1.26,1.33,1.28,1.34,1.37,1.37,1.35
