table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramurala,field_extramural_united_states_and_u_s_territories_industry,field_extramural_united_states_and_u_s_territories_industry_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_universities_and_colleges,field_extramural_united_states_and_u_s_territories_university_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_other_nonprofits,field_extramural_united_states_and_u_s_territories_nonprofit_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_state_local_governments,field_extramural_foreign
3881,r001,All agencies,All agencies,,,,,1,81117784.1,18298241.0,10738893.3,3666668.4,32381032.0,4882436.5,7891516.5,2270909.1,500400.0,487687.4
3881,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
3881,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,2406970.5,1434223.2,32004.5,0.0,892674.3,0.0,38240.7,0.0,7043.2,2784.6
3881,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,3855.3,3855.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3881,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1163136.8,1032676.1,0.0,0.0,114586.6,0.0,12875.3,0.0,313.6,2685.1
3881,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,18812.2,13585.9,0.0,0.0,5226.3,0.0,0.0,0.0,0.0,0.0
3881,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,85626.4,73922.6,5724.1,0.0,3680.9,0.0,2236.5,0.0,8.8,53.5
3881,r008,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,254990.0,227815.6,416.3,0.0,17757.8,0.0,2496.5,0.0,6457.8,46.0
3881,r009,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,5263.0,4775.7,0.0,0.0,253.4,0.0,233.9,0.0,0.0,0.0
3881,r010,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,871374.4,77592.1,25864.0,0.0,750056.7,0.0,17598.5,0.0,263.0,0.0
3881,r011,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,3912.5,0.0,0.0,0.0,1112.5,0.0,2800.0,0.0,0.0,0.0
3881,r012,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1281939.4,939251.3,38430.4,0.0,255321.9,2495.2,23892.1,19202.9,1955.9,1389.8
3881,r013,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,702966.5,598180.7,34997.6,0.0,45777.8,0.0,3313.8,19202.9,108.0,1385.8
3881,r014,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,541827.6,303925.4,3432.8,0.0,209544.1,2495.2,20578.3,0.0,1847.9,4.0
3881,r015,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,7900.0,7900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3881,r016,All agencies -> Departments -> Department of Commerce -> U.S. Census Bureau,All agencies,Departments,Department of Commerce,U.S. Census Bureau,,4,29245.2,29245.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3881,r017,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,8268405.3,2604468.4,2804415.6,61568.8,2161454.0,89087.5,357760.8,71550.5,3643.8,114455.8
3881,r018,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,1743305.0,81179.1,880740.7,25347.1,557742.7,26603.9,114276.2,20288.0,650.0,36477.4
3881,r019,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,2106887.0,911648.6,647916.2,2224.5,470109.0,2208.4,33252.8,5727.7,465.0,33335.0
3881,r020,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,1956186.3,707745.4,784403.8,601.9,353464.6,2773.3,81648.8,13440.2,1900.0,10208.3
3881,r021,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,1590684.9,537611.2,302299.1,6308.7,604724.2,1714.6,95629.9,9625.7,628.9,32142.5
3881,r022,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,871342.1,366284.0,189055.8,27086.7,175413.5,55787.4,32953.1,22469.0,0.0,2292.6
3881,r023,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,188656.1,8488.8,4196.1,0.0,126317.3,0.0,48279.3,0.0,1374.5,0.0
