table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10258,r001,All agencies,All agencies,,,,,1,43790457,2383428,3567880,19188161,535798,8737145,1929607,541744,3231480,3675215
10258,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10258,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1458701,16242,13846,1195875,3062,68880,1531,43472,68389,47403
10258,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,799500,1039,0,738018,0,51328,0,1919,7196,0
10258,r005,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,23363,0,0,23363,0,0,0,0,0,0
10258,r006,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,95083,0,3182,72689,0,3564,0,11306,4342,0.05
10258,r007,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,527876,15203,10663,348926,3062,13989,1531,30247,56852,47403
10258,r008,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,12878,0,0,12878,0,0,0,0,0,0
10258,r009,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,287118,12001,1631,13421,2523,215094,0,0,42448,0
10258,r010,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,287118,12001,1631,13421,2523,215094,0,0,42448,0
10258,r011,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,2976752,639958,201025,342584,33311,221941,44663,30806,893086,569378
10258,r012,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,512844,316297,15419,87017,3666,40573,9465,0,33249,7158
10258,r013,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,15570,0,0,15418,0,0,0,0,0,152
10258,r014,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,724626,53047,0,30875,0,102937,300,12994,425824,98649
10258,r015,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,586322,122868,5537,116765,12379,44737,20984,2809,0,260242
10258,r016,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,852383,88411,175753,65663,15757,23595,11386,7472,273474,190872
10258,r017,All agencies -> Departments -> Department of Defense -> Space Force,All agencies,Departments,Department of Defense,Space Force,,4,76353,0,0,0,0,0,0,0,76353,0
10258,r018,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,208654,59335,4315,26845,1508,10099,2528,7531,84186,12307
10258,r019,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,33255,0,0,0,0,0,0,0,0,33255
10258,r020,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,5947161,855763,260485,541469,51283,3765319,0,0,8892,463950
10258,r021,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,8401,0,0,0,0,0,0,0,8401,0
10258,r022,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,123085,5351,2432,765,425,107621,0,0,491,6000
10258,r023,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,123085,5351,2432,765,425,107621,0,0,491,6000
10258,r024,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,20270,20270,0,0,0,0,0,0,0,0
10258,r025,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,5795405,830142,258053,540704,50858,3657698,0,0,0,457950
10258,r026,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,21411636,2403,251838,15542501,177072,119519,1849014,237714,1459455,1772119
10258,r027,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,96501,2403,0,57528,115,1326,0,90,16897,18143
10258,r028,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,420703,0,0,420703,0,0,0,0,0,0
10258,r029,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,3399,0,0,3399,0,0,0,0,0,0
10258,r030,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,20891033,0,251838,15060872,176957,118194,1849014,237624,1442558,1753976
10258,r031,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,67631,1749,11645,1089,0,3793,0,0,42122,7233
10258,r032,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,6631,1749,0,1089,0,3793,0,0,0,0
10258,r033,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,61000,0,11645,0,0,0,0,0,42122,7233
